time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,eval/mean_ep_length,eval/mean_reward
,,,,270000,,1310,1.5864893185391083e-06,0.2,0.0005331481792381964,0.01337890625,-0.004812014289200306,-0.0553023998363642,0.001814272,0.0003,-0.4313889741897583,73.4,-17.240000000000002
132,745,362,-15.820000000000007,270336,59.2,,,,,,,,,,,,
133,744,365,-15.252000000000008,272384,53.52,1320,0.0001041165655237819,0.2,0.00024361909308936446,0.018701171875,-0.008381201885640621,-0.04951512422558153,0.002926291,0.0003,-0.4396449327468872,,
134,744,368,-15.678000000000004,274432,57.78,1330,7.85890923395982e-06,0.2,0.0021023236418841406,0.01044921875,0.011873702518641949,-0.02215594446624891,0.0015122752,0.0003,-0.0013620853424072266,,
135,744,371,-15.962000000000005,276480,60.62,1340,9.18753775192016e-07,0.2,0.012509932290413417,0.051318359375,0.16154411435127258,-0.08074363163323142,0.03257763,0.0003,0.514765739440918,,
136,744,374,-16.53,278528,66.3,1350,1.4447637627590383e-06,0.2,0.0032952773181023076,0.020556640625,-0.0018322658725082874,-0.09289149807300419,0.0017728864,0.0003,0.6526709794998169,,
,,,,280000,,1360,8.699789942667735e-07,0.2,3.552401904016733e-05,0.016650390625,0.0005982137518003583,-0.07667835077736526,0.001722388,0.0003,0.5741826295852661,73.4,-17.240000000000002
137,744,376,-16.672000000000004,280576,67.72,,,,,,,,,,,,
138,744,379,-17.098000000000003,282624,71.98,1370,5.079813091057872e-07,0.2,-0.0001199508915306069,0.01708984375,0.003291528904810548,-0.051752633141586554,0.002707581,0.0003,0.5206301212310791,,
139,743,382,-16.956000000000007,284672,70.56,1380,5.77327311468423e-07,0.2,0.0004111479371204041,0.036572265625,-0.009438048116862774,-0.12490287917898968,0.013258147,0.0003,0.633437991142273,,
140,743,385,-17.666000000000004,286720,77.66,1390,8.194860080745769e-07,0.2,0.000473086662532296,0.02333984375,-0.009247959591448307,-0.06208082379307598,0.0016962037,0.0003,0.3294793367385864,,
141,743,388,-17.098000000000006,288768,71.98,1400,3.982953641301634e-06,0.2,1.436447782907635e-05,0.035791015625,-0.010827058926224709,-0.13409403108526022,0.0016662946,0.0003,0.23569703102111816,,
,,,,290000,,1410,2.76816255932566e-05,0.2,0.0005580363882472739,0.01025390625,0.009491683915257454,-0.04045640064287,0.00048126862,0.0003,0.3478313684463501,158.6,-25.76
142,742,391,-16.956000000000007,290816,70.56,,,,,,,,,,,,
143,742,394,-17.098000000000006,292864,71.98,1420,7.19066098042731e-07,0.2,0.004830398317426443,0.046484375,-0.015077618882060051,-0.13042704267427324,0.029028904,0.0003,0.5414665937423706,,
144,742,397,-17.240000000000006,294912,73.4,1430,8.183124410088283e-07,0.2,0.0012164926389232277,0.03466796875,-0.0030410001054406166,-0.10266410845797509,0.0027883057,0.0003,0.6562070846557617,,
145,742,400,-17.950000000000003,296960,80.5,1440,1.2400007532775702e-06,0.2,0.0001450028605177067,0.02109375,-0.011308692395687103,-0.08410030493978411,0.001994899,0.0003,0.6837998032569885,,
146,741,402,-17.527,299008,76.27,1450,7.343473233056841e-06,0.2,0.0015107850689673797,0.024365234375,-0.039516646414995193,-0.11876013561850414,0.0039162217,0.0003,0.4668843150138855,,
,,,,300000,,1460,7.223275541354824e-05,0.2,-0.003233143605757505,0.023046875,0.011463233269751072,-0.06788081043050624,0.0016235843,0.0003,0.4568559527397156,45.0,-14.4
147,741,405,-17.395000000000003,301056,74.95,,,,,,,,,,,,
148,741,408,-17.395000000000003,303104,74.95,1470,5.107536032777915e-07,0.2,0.0003438110084971413,0.022900390625,-0.0036567244678735733,-0.08051420974079519,0.0013480213,0.0003,0.15586000680923462,,
149,741,411,-17.537000000000003,305152,76.37,1480,5.979541828349255e-07,0.2,-0.0012280652765184641,0.030078125,-0.019428974017500877,-0.08624302943353541,0.004859727,0.0003,0.10065561532974243,,
150,741,414,-17.098000000000006,307200,71.98,1490,1.0258457504797037e-06,0.2,0.00015178296016529202,0.0265625,0.01662040501832962,-0.1041289213928394,0.0037135866,0.0003,0.10387885570526123,,
151,741,417,-16.956000000000003,309248,70.56,1500,8.295933108470876e-07,0.2,-0.0008209090592572466,0.01640625,-0.004561668261885643,-0.04864006781135686,0.0023538342,0.0003,-0.17963647842407227,,
,,,,310000,,1510,5.632723184767485e-06,0.2,0.0015569490278721787,0.0267578125,0.0038116807118058205,-0.08863954758271575,0.004278781,0.0003,-0.2782001495361328,73.4,-17.240000000000002
152,740,420,-17.240000000000006,311296,73.4,,,,,,,,,,,,
153,740,423,-17.098000000000006,313344,71.98,1520,1.694679991270931e-06,0.2,0.0018931687503936701,0.02568359375,-0.002027402864769101,-0.09770629529375582,0.0024716738,0.0003,0.20289760828018188,,
154,740,425,-17.808000000000003,315392,79.08,1530,1.8897156438324458e-06,0.2,0.0008018397231353447,0.021337890625,0.011430387385189533,-0.09253653062041849,0.0028302623,0.0003,0.14707297086715698,,
155,740,428,-17.950000000000003,317440,80.5,1540,7.2685674524564096e-06,0.2,-0.00041151638142764566,0.021533203125,-0.011883865110576153,-0.0958133021951653,0.001768812,0.0003,-0.36736011505126953,,
156,740,431,-17.524000000000004,319488,76.24,1550,1.189905097387367e-05,0.2,0.002003317727940157,0.0224609375,0.008533076383173466,-0.10926876568701119,0.0010802138,0.0003,-0.669569730758667,,
,,,,320000,,1560,9.15480908592059e-07,0.2,0.0016970886645140126,0.01875,-0.0022693041246384382,-0.07513554365141317,0.0012228088,0.0003,-0.6738122701644897,45.0,-14.4
157,740,434,-17.808000000000003,321536,79.08,,,,,,,,,,,,
158,740,437,-17.098000000000006,323584,71.98,1570,0.00040690364417859113,0.2,0.0002345229921047576,0.029248046875,-0.0052970536053180695,-0.09921670486219228,0.003963544,0.0003,-0.10180342197418213,,
159,740,440,-16.246000000000006,325632,63.46,1580,1.7952738327053907e-07,0.2,0.0013044550447375513,0.015625,-0.006197825539857149,-0.056651149614481255,0.001044506,0.0003,-1.9612221717834473,,
160,740,442,-15.110000000000007,327680,52.1,1590,1.5061030422813815e-07,0.2,0.002636207478644792,0.015087890625,0.0016955200117081404,-0.04311803606979083,0.0033258768,0.0003,-2.166684627532959,,
161,740,445,-14.968000000000007,329728,50.68,1600,1.361188048054629e-07,0.2,0.0012967381000635215,0.01103515625,-0.0051867845468223095,-0.021433676456217653,0.0024111634,0.0003,-1.7580344676971436,,
,,,,330000,,1610,1.492803447966651e-07,0.2,0.004993402410764247,0.016748046875,-0.00558032700791955,-0.028996838262537496,0.004638373,0.0003,-1.3016269207000732,45.0,-14.4
162,739,448,-14.684000000000005,331776,47.84,,,,,,,,,,,,
163,739,451,-14.400000000000007,333824,45.0,1620,1.316495283010255e-07,0.2,-0.0008199601346859708,0.000927734375,-0.00014943777932785451,-0.000403494692461695,5.3400465e-05,0.0003,-3.347480297088623,,
164,739,454,-14.400000000000007,335872,45.0,1630,1.3282503275036106e-07,0.2,-1.4758514589630068e-05,0.0,1.3026632217361112e-08,-0.00010762441495718103,4.202593e-08,0.0003,-2.445626974105835,,
165,739,457,-14.400000000000007,337920,45.0,1640,1.3143442281204898e-07,0.2,-4.848407115787268e-08,0.0,2.0153411384171704e-08,-5.577227503318974e-06,0.0,0.0003,-2.42623233795166,,
166,739,459,-14.400000000000007,339968,45.0,1650,1.3518411776658467e-07,0.2,-1.753386459313333e-06,0.0,-5.906691740165115e-07,-5.338398599885156e-05,1.4551915e-09,0.0003,-2.2447593212127686,,
,,,,340000,,1660,1.3043095266063175e-07,0.2,-2.2006279323250056e-07,0.0,5.022737781246178e-08,-2.9395064814547422e-05,5.820766e-11,0.0003,-1.914093017578125,45.0,-14.4
167,739,462,-14.400000000000007,342016,45.0,,,,,,,,,,,,
168,739,465,-14.400000000000007,344064,45.0,1670,1.351342090671892e-07,0.2,-6.79155346006155e-07,0.0,-7.461032680566859e-08,-3.6437386736778984e-05,2.3283064e-10,0.0003,-1.2236971855163574,,
169,739,468,-14.400000000000007,346112,45.0,1680,1.4230681615323705e-07,0.2,-9.351788321509957e-08,0.0,3.2509639424915804e-09,-6.719475156532345e-06,0.0,0.0003,-2.3198747634887695,,
170,739,471,-14.400000000000007,348160,45.0,1690,1.473799187134972e-07,0.2,-6.546761142089962e-08,0.0,7.796568723961173e-08,-5.433111028959161e-06,0.0,0.0003,-2.273879051208496,,
,,,,350000,,1700,2.0342062314604448e-07,0.2,-1.715117832645774e-07,0.0,-4.842654107051203e-06,-2.275298821599659e-05,1.1641532e-10,0.0003,-1.5152208805084229,45.0,-14.4
171,738,474,-14.400000000000007,350208,45.0,,,,,,,,,,,,
172,738,476,-14.400000000000007,352256,45.0,1710,2.3739488317353618e-07,0.2,-3.395965904928744e-07,0.0,3.9765794213053596e-08,-1.2968977096103433e-05,0.0,0.0003,-1.5113348960876465,,
173,738,479,-14.400000000000007,354304,45.0,1720,3.4355162945587383e-07,0.2,-6.294867489486933e-08,0.0,1.6397274293922237e-07,-4.194902004291818e-06,0.0,0.0003,-2.1708390712738037,,
174,738,482,-14.400000000000007,356352,45.0,1730,3.5644012994495713e-07,0.2,-9.233481250703335e-08,0.0,-2.176411157961411e-07,-5.198726457253448e-06,0.0,0.0003,-0.0260087251663208,,
175,737,485,-14.400000000000007,358400,45.0,1740,3.8574266985058615e-07,0.2,-1.4058896340429784e-07,0.0,-1.2061545930919237e-06,-1.1726247671938611e-05,1.4551915e-10,0.0003,-0.36883604526519775,,
,,,,360000,,1750,3.8810363531815997e-07,0.2,-1.581560354679823e-07,0.0,-1.5042186873870378e-07,-4.942504934006082e-06,1.1641532e-10,0.0003,-2.026777505874634,45.0,-14.4
176,737,488,-14.400000000000007,360448,45.0,,,,,,,,,,,,
177,737,491,-14.400000000000007,362496,45.0,1760,5.793121545583091e-07,0.2,-8.242204785346985e-09,0.0,8.303138798737564e-08,-3.1281308753001657e-06,0.0,0.0003,-0.442441463470459,,
178,737,494,-14.400000000000007,364544,45.0,1770,3.299262707479045e-07,0.2,-1.19532342068851e-07,0.0,1.1320890536126171e-07,-7.565651458510273e-06,0.0,0.0003,-2.0767176151275635,,
179,737,497,-14.400000000000007,366592,45.0,1780,4.729789439217313e-07,0.2,-1.871376298367977e-09,0.0,-2.4956371191819926e-08,-3.9517267254131565e-06,0.0,0.0003,-0.2727227210998535,,
180,736,500,-14.400000000000007,368640,45.0,1790,3.1751387683520706e-07,0.2,-9.802170097827912e-09,0.0,9.3840178294613e-08,-1.3828652591412133e-06,0.0,0.0003,-2.358412742614746,,
,,,,370000,,1800,3.831203786219817e-07,0.2,-1.3488897820934653e-07,0.0,-2.249497583761695e-06,-6.2987962383610764e-06,0.0,0.0003,-1.4509437084197998,45.0,-14.4
181,736,503,-14.400000000000007,370688,45.0,,,,,,,,,,,,
182,736,506,-14.400000000000007,372736,45.0,1810,4.1647092272611987e-07,0.2,-4.8324000090360644e-08,0.0,3.3469149229858886e-08,-4.359071690514108e-06,8.731149e-11,0.0003,-1.0684165954589844,,
183,736,508,-14.400000000000007,374784,45.0,1820,3.915379757302162e-07,0.2,-2.2804306354373692e-08,0.0,2.4076561544461583e-07,-5.358133386447646e-06,0.0,0.0003,-1.2147843837738037,,
184,736,511,-15.394,376832,54.94,1830,3.5532143547456487e-07,0.2,-0.011671370794647373,0.098486328125,-0.015361287631094456,-0.028347035227737016,0.57705045,0.0003,-0.47128117084503174,,
185,736,514,-16.522000000000002,378880,66.22,1840,0.00023649329419677122,0.2,0.02591883694403805,0.08916015625,-0.022955967113375664,-0.09238801985338796,0.026466176,0.0003,-0.09731805324554443,,
,,,,380000,,1850,3.873036662493945e-07,0.2,0.0004692597125540487,0.04736328125,0.0045770457945764065,-0.11662581228883936,0.0070300563,0.0003,0.30313557386398315,158.6,-25.76
186,735,517,-17.500000000000004,380928,76.0,,,,,,,,,,,,
187,735,520,-18.479000000000006,382976,85.79,1860,1.9734107072899577e-07,0.2,0.00128496992692817,0.03095703125,0.002381113590672612,-0.10788405704079196,0.008797916,0.0003,0.41406017541885376,,
188,735,523,-19.303000000000008,385024,94.03,1870,2.63475526640633e-07,0.2,0.0011667222919641063,0.029443359375,-0.01860792376101017,-0.13600512188859284,0.0024627028,0.0003,0.3262072205543518,,
189,735,526,-18.839000000000002,387072,89.39,1880,4.6945552791832765e-07,0.2,0.0034843374538468196,0.0333984375,0.01417367160320282,-0.15581441966351123,0.0027099517,0.0003,0.21741336584091187,,
190,735,529,-18.265000000000004,389120,83.65,1890,6.978403593649318e-07,0.2,-0.0017066035099560395,0.045166015625,-0.009596155025064945,-0.13429250416811556,0.005178489,0.0003,-2.157949924468994,,
,,,,390000,,1900,8.553574641201323e-06,0.2,-0.00281995459808968,0.027587890625,-0.011238208040595055,-0.0919477796764113,0.004013137,0.0003,-1.6483900547027588,45.0,-14.4
191,735,531,-18.412000000000006,391168,85.12,,,,,,,,,,,,
192,735,534,-17.962000000000003,393216,80.62,1910,9.582136343944115e-07,0.2,0.001476295033353381,0.04619140625,0.027043333277106285,-0.1459833906730637,0.007953765,0.0003,-0.734027624130249,,
193,735,537,-17.85000000000001,395264,79.5,1920,2.4839825278455406e-06,0.2,0.001347042151610367,0.021142578125,-0.00039441464468836784,-0.10883800530573354,0.0011759412,0.0003,0.010829448699951172,,
194,735,540,-17.267000000000007,397312,73.67,1930,1.2288064893439809e-05,0.2,0.0008680535043822602,0.0412109375,0.00650537945330143,-0.09754411947214976,0.004850137,0.0003,-0.650962233543396,,
195,735,543,-17.127000000000006,399360,72.27,1940,3.1242075612780694e-06,0.2,0.002425335382577032,0.02236328125,-0.005860442761331797,-0.07304897303692996,0.0041484265,0.0003,0.6421810388565063,,
,,,,400000,,1950,1.3638503867241525e-05,0.2,0.000774092783103697,0.0310546875,0.006676347926259041,-0.13091396944364533,0.0032084668,0.0003,0.4791112542152405,45.0,-14.4
196,734,546,-16.871000000000002,401408,69.71,,,,,,,,,,,,
197,734,549,-17.175000000000008,403456,72.75,1960,2.9390095588333054e-06,0.2,0.0027291819860693067,0.02314453125,-0.0025225041899830103,-0.09218715478200465,0.0021443423,0.0003,0.7763696908950806,,
198,734,552,-17.452000000000005,405504,75.52,1970,9.05942298460083e-05,0.2,0.0024671775638125835,0.026025390625,0.0027192593552172184,-0.12418813447002322,0.0016371022,0.0003,0.8383361101150513,,
199,734,554,-17.444000000000006,407552,75.44,1980,3.715452580266287e-07,0.2,0.0019182319287210704,0.02841796875,-0.01419195719063282,-0.1326560427201912,0.0017711087,0.0003,0.8127548694610596,,
200,734,557,-16.733000000000008,409600,68.33,1990,2.927379382011708e-07,0.2,0.00014713215932715684,0.043017578125,0.002520548412576318,-0.12620187853462994,0.005515473,0.0003,0.7321212291717529,,
,,,,410000,,2000,6.282403655077928e-07,0.2,0.0006186283499118872,0.01240234375,-0.000791311205830425,-0.08089364004554227,0.00063129584,0.0003,0.6802531480789185,73.4,-17.240000000000002
201,734,560,-16.338000000000008,411648,64.38,,,,,,,,,,,,
202,734,563,-15.791000000000007,413696,58.91,2010,3.73528195174444e-07,0.2,0.0024580660290666858,0.0205078125,-0.006758084055036306,-0.06276421536458657,0.000716506,0.0003,-0.23715484142303467,,
203,734,566,-15.802000000000007,415744,59.02,2020,0.0005907726002801539,0.2,0.012789533700561151,0.044921875,-0.005638600792735815,-0.09175579829607158,0.004992449,0.0003,0.16486823558807373,,
204,734,569,-16.08600000000001,417792,61.86,2030,1.6742631975930067e-06,0.2,0.006899435052764602,0.028466796875,-0.012745578773319721,-0.07657494540326297,0.013061602,0.0003,-0.15731704235076904,,
205,734,571,-16.518,419840,66.18,2040,7.000992696681863e-07,0.2,0.002334702218649909,0.020849609375,-0.0009946322534233332,-0.10418543645646423,0.0020782396,0.0003,-0.3264878988265991,,
,,,,420000,,2050,2.1575330917400492e-07,0.2,0.006742532165662851,0.035302734375,-0.00468293484300375,-0.10339540881104767,0.011957531,0.0003,-0.017281532287597656,45.0,-14.4
206,733,574,-17.368000000000002,421888,74.68,,,,,,,,,,,,
207,733,577,-17.937000000000005,423936,80.37,2060,2.3497064365329835e-07,0.2,0.0012036364030791446,0.024365234375,-0.011001132428646088,-0.12709901011548935,0.0029553315,0.0003,-0.4072299003601074,,
208,733,580,-17.642000000000007,425984,77.42,2070,1.6565936165058303e-07,0.2,0.0025356813392136248,0.027685546875,0.0006239984068088233,-0.11022518461104483,0.0032101902,0.0003,-0.5550800561904907,,
209,733,583,-17.786,428032,78.86,2080,1.4878564216225243e-07,0.2,-0.001631680130958557,0.01357421875,-0.014964141882956028,-0.08587172369589098,0.0015248554,0.0003,-0.15299832820892334,,
,,,,430000,,2090,1.1478490553606946e-07,0.2,0.0012890846817754209,0.023046875,0.003574745962396264,-0.13180302758701146,0.004767444,0.0003,-1.3209466934204102,73.4,-17.240000000000002
210,733,586,-17.627000000000006,430080,77.27,,,,,,,,,,,,
211,733,589,-17.487000000000005,432128,75.87,2100,4.78583810988642e-05,0.2,0.0002638635254697874,0.031005859375,0.03610435128211975,-0.105105562787503,0.0034260692,0.0003,-1.7460970878601074,,
212,733,592,-17.762000000000004,434176,78.62,2110,1.3764498200785625e-06,0.2,-0.0016518163320142776,0.042041015625,0.00029147174791432917,-0.12149500275263563,0.004630953,0.0003,-0.011616706848144531,,
213,733,594,-17.757,436224,78.57,2120,2.1897249773417117e-07,0.2,-0.0005047883518273011,0.030615234375,-0.0008227779762819409,-0.10005821110680699,0.0047273757,0.0003,0.6198474168777466,,
214,733,597,-16.923000000000005,438272,70.23,2130,1.4969967252476124e-07,0.2,0.00039194025157485157,0.023779296875,0.033680107444524765,-0.09897044635144994,0.0021001275,0.0003,0.5527222156524658,,
,,,,440000,,2140,2.8706714079884676e-05,0.2,-0.0015694589659688064,0.029736328125,-0.0225700531154871,-0.07777826418168843,0.00384016,0.0003,0.6169514060020447,101.8,-20.080000000000002
215,732,600,-17.341,440320,74.41,,,,,,,,,,,,
216,732,603,-16.925000000000004,442368,70.25,2150,2.261043425662024e-05,0.2,0.0007024976395769045,0.020654296875,-0.0016809914959594607,-0.1356826040195301,0.0014158175,0.0003,0.267005980014801,,
217,733,606,-17.063000000000006,444416,71.63,2160,2.225585290638321e-06,0.2,-0.0007378938229521736,0.028515625,-0.0012419340200722218,-0.09860070606810041,0.0031548485,0.0003,0.6407126784324646,,
218,732,609,-15.667000000000007,446464,57.67,2170,7.744428302203232e-07,0.2,0.001161622506333515,0.0376953125,0.0005974745727144182,-0.10808487009489909,0.004565115,0.0003,0.8710135221481323,,
219,732,611,-15.108000000000006,448512,52.08,2180,2.9943975818902404e-07,0.2,0.0003346168959978968,0.005810546875,-0.008893434889614582,-0.005398142208717616,0.0016429496,0.0003,0.7651591897010803,,
,,,,450000,,2190,2.2024302323453426e-05,0.2,0.0019779907655902208,0.023974609375,-0.011857996694743633,-0.04770802564889891,0.00069847424,0.0003,0.6812900900840759,45.0,-14.4
220,732,614,-14.966000000000008,450560,50.66,,,,,,,,,,,,
221,732,617,-14.825000000000006,452608,49.25,2200,3.177236715501408e-07,0.2,0.0027168058964889496,0.016552734375,-0.02362963743507862,-0.05074920374026988,0.00268996,0.0003,0.5141940116882324,,
222,732,620,-15.529000000000005,454656,56.29,2210,3.276300373666885e-07,0.2,-0.004742198548046872,0.024560546875,0.0072715673595666885,-0.04852367382554803,0.005548763,0.0003,0.4851456880569458,,
223,732,623,-15.814000000000005,456704,59.14,2220,2.069237054769246e-06,0.2,0.006752795531065203,0.03115234375,-0.015555568970739841,-0.09728998189093545,0.0014317965,0.0003,0.39188337326049805,,
224,733,625,-15.954000000000006,458752,60.54,2230,2.5334824491762832e-05,0.2,0.005203284732124303,0.020361328125,0.04726157709956169,-0.06840089499601162,0.0017866598,0.0003,0.18300193548202515,,
,,,,460000,,2240,3.2035484569092885e-06,0.2,0.001511132315499708,0.021484375,-0.01259858999401331,-0.053089883670327256,0.0038575907,0.0003,-0.3420068025588989,45.0,-14.4
225,732,628,-15.676000000000005,460800,57.76,,,,,,,,,,,,
226,732,631,-15.534000000000006,462848,56.34,2250,6.630387074979538e-06,0.2,0.004810098338930402,0.012353515625,-0.006356518715620041,-0.03885498559684493,0.0029173451,0.0003,0.5459295511245728,,
227,733,634,-16.246000000000006,464896,63.46,2260,3.4385828554306385e-06,0.2,0.0032747143355663865,0.015087890625,0.016491301357746124,-0.06090832777554169,0.0010600251,0.0003,0.35185664892196655,,
228,733,636,-16.672000000000004,466944,67.72,2270,1.8752831589807784e-07,0.2,0.0023346953603322618,0.021630859375,0.0031283556018024683,-0.14755203721579163,0.00097049144,0.0003,0.24320894479751587,,
229,733,639,-16.671000000000003,468992,67.71,2280,7.74734268556454e-05,0.2,0.0020159600433544258,0.018994140625,0.0026577378157526255,-0.06505730407079682,0.0026842146,0.0003,-0.18007659912109375,,
,,,,470000,,2290,4.130971766524994e-06,0.2,0.0038480336603242903,0.01845703125,0.002839689841493964,-0.07213054622407071,0.0011557152,0.0003,0.10625499486923218,101.8,-20.080000000000002
230,732,642,-16.245000000000005,471040,63.45,,,,,,,,,,,,
231,732,645,-16.671000000000006,473088,67.71,2300,2.7829393666856106e-05,0.2,0.002163839273271151,0.041259765625,-0.007992864586412907,-0.10208796181250364,0.006023572,0.0003,-0.6991946697235107,,
232,732,648,-16.672000000000004,475136,67.72,2310,1.5639276256251834e-07,0.2,0.002240594266913831,0.03388671875,-0.006364593282341957,-0.11434897566214204,0.008143437,0.0003,-0.3071519136428833,,
233,732,651,-16.956000000000003,477184,70.56,2320,1.0874546374495253e-07,0.2,0.003202488290844485,0.016064453125,0.0005169559153728187,-0.07466266823466867,0.0033762606,0.0003,-0.9722411632537842,,
234,733,653,-16.672000000000004,479232,67.72,2330,3.569963429761458e-07,0.2,0.0005779319966677576,0.0255859375,0.008188587613403797,-0.10957656758837402,0.0024248534,0.0003,-0.6805616617202759,,
,,,,480000,,2340,2.693178576773647e-06,0.2,0.002825239807134494,0.037353515625,-0.0023880284279584885,-0.08769223495619372,0.0040408242,0.0003,-0.5681078433990479,45.0,-14.4
235,732,656,-17.380000000000003,481280,74.8,,,,,,,,,,,,
236,732,659,-17.095000000000006,483328,71.95,2350,4.565611953957216e-05,0.2,-0.0039189154209452685,0.023583984375,-0.003663412993773818,-0.11275874439161271,0.0016266936,0.0003,-0.5167900323867798,,
237,732,662,-17.237000000000002,485376,73.37,2360,2.8933084550430976e-07,0.2,-0.0024758342071436344,0.01884765625,-0.014502134174108505,-0.08355618925997987,0.0020940928,0.0003,-0.6002069711685181,,
238,732,665,-17.379000000000005,487424,74.79,2370,1.8540591477655965e-06,0.2,0.0004367598157841712,0.025,-0.013172582723200321,-0.08548873529070988,0.003867799,0.0003,-0.9599134922027588,,
239,732,668,-16.814000000000007,489472,69.14,2380,2.883880593218535e-06,0.2,0.002873166455538012,0.021484375,0.013795502483844757,-0.11006536887725815,0.001542829,0.0003,-0.49918973445892334,,
,,,,490000,,2390,6.529636082008849e-06,0.2,-0.00045422198454616594,0.01640625,-0.019237365573644638,-0.08476761222118512,0.0014167328,0.0003,-0.3314019441604614,73.4,-17.240000000000002
240,732,670,-17.094,491520,71.94,,,,,,,,,,,,
241,732,673,-17.094000000000005,493568,71.94,2400,1.664548108220032e-05,0.2,0.0028643939571338707,0.0361328125,-0.01836489327251911,-0.13783290905412288,0.007309323,0.0003,0.27451586723327637,,
242,732,676,-17.236000000000004,495616,73.36,2410,1.6460809034235525e-05,0.2,0.001893737370846793,0.017919921875,0.011831196025013924,-0.09195633344352246,0.0028378272,0.0003,0.6334197521209717,,
243,732,679,-17.662000000000003,497664,77.62,2420,1.4353254451648922e-06,0.2,0.0003146683782688342,0.01533203125,0.0028963161166757345,-0.08537789764814079,0.0009882015,0.0003,0.6156725883483887,,
244,732,682,-18.092,499712,81.92,2430,1.716022208650969e-05,0.2,0.0028706495388178153,0.02294921875,0.050975993275642395,-0.11960658421739936,0.003984171,0.0003,0.5724400281906128,,
,,,,500000,,2440,8.648149234415924e-05,0.2,-0.002810781719745137,0.043359375,-0.012453028000891209,-0.133654595608823,0.004925334,0.0003,0.4860988259315491,73.4,-17.240000000000002
245,732,685,-17.808000000000007,501760,79.08,,,,,,,,,,,,
246,732,688,-18.416000000000004,503808,85.16,2450,1.3158825284520504e-06,0.2,0.003127975930692628,0.029150390625,0.004386238753795624,-0.10077414425322787,0.0019351892,0.0003,0.6307291984558105,,
247,732,690,-18.558000000000003,505856,86.58,2460,5.306442071972839e-07,0.2,0.0026589393586618827,0.022998046875,0.005306674633175135,-0.1422489168588072,0.0020151024,0.0003,0.7815004587173462,,
248,732,693,-17.990000000000006,507904,80.9,2470,5.62723928299036e-07,0.2,0.0010298274253727868,0.019775390625,-0.008059319108724594,-0.12417973314877599,0.0019797096,0.0003,0.7511179447174072,,
249,732,696,-18.558000000000003,509952,86.58,2480,5.350085217958878e-07,0.2,0.0002804160496452823,0.018408203125,0.0003390640194993466,-0.08932985796127468,0.0026675444,0.0003,0.6989906430244446,,
,,,,510000,,2490,8.718963175891048e-06,0.2,-0.0011130569444503635,0.032373046875,-0.00211788946762681,-0.11353674146812409,0.0018595207,0.0003,0.4628334641456604,73.4,-17.240000000000002
250,732,699,-18.376000000000005,512000,84.76,,,,,,,,,,,,
251,732,702,-16.956000000000003,514048,70.56,2500,1.547462706419367e-06,0.2,-0.0005945500510279089,0.028466796875,-0.0047065867111086845,-0.09653723414521664,0.0017635787,0.0003,0.6074469089508057,,
252,732,704,-17.240000000000006,516096,73.4,2510,9.19256234865884e-06,0.2,0.0027956316276686265,0.019189453125,0.0017514423234388232,-0.09102596390293911,0.0013357869,0.0003,0.7876797914505005,,
253,732,707,-17.238000000000003,518144,73.38,2520,6.840941614072449e-07,0.2,0.0006462094926973805,0.022607421875,-0.006094611249864101,-0.09628753382712603,0.0022140215,0.0003,0.8095777034759521,,
,,,,520000,,2530,1.0689196003443869e-06,0.2,-0.002824212604900822,0.034326171875,-0.004088252317160368,-0.10738089689984917,0.0038524834,0.0003,0.6931669116020203,73.4,-17.240000000000002
254,731,710,-17.238000000000003,520192,73.38,,,,,,,,,,,,
255,731,713,-17.802000000000003,522240,79.02,2540,3.223021737555065e-05,0.2,-0.001708896693889983,0.03662109375,0.0010845778742805123,-0.07686178339645267,0.0065110456,0.0003,0.3764415383338928,,
256,731,716,-17.234,524288,73.34,2550,4.57700684930451e-06,0.2,-0.00043358090770198034,0.024755859375,-0.01110695581883192,-0.09855335510219447,0.0014929582,0.0003,0.4202113747596741,,
257,732,719,-17.662000000000003,526336,77.62,2560,5.9517975520506635e-06,0.2,0.0020259482553228736,0.017236328125,-0.003818738739937544,-0.07195787517703138,0.0054026325,0.0003,0.35091471672058105,,
258,731,721,-17.804000000000002,528384,79.04,2570,4.824973210704186e-06,0.2,-0.0005426028481451794,0.01337890625,0.008658947423100471,-0.12565005235373974,0.0012237107,0.0003,0.7059428095817566,,
,,,,530000,,2580,2.2830698623632627e-06,0.2,-0.000298994779586792,0.071435546875,-0.0010038381442427635,-0.16038107408676297,0.012377674,0.0003,0.8185930848121643,45.0,-14.4
259,731,724,-17.808000000000003,530432,79.08,,,,,,,,,,,,
260,731,727,-18.376000000000005,532480,84.76,2590,5.151580028650571e-06,0.2,-0.0013132660766132175,0.036572265625,-0.0017875301418825984,-0.11254471651045606,0.0052829604,0.0003,0.7169896364212036,,
261,731,730,-18.376000000000005,534528,84.76,2600,3.6314035615703236e-05,0.2,0.0010882970411330462,0.03984375,-0.00029926103889010847,-0.11836853647837416,0.0058471337,0.0003,0.7912999391555786,,
