time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/value_loss,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
4603,1001472,489,11.9247,217,335.27,,,,,,,,,,,,
4614,1003520,490,12.0481,217,337.62,1.5513031281996519,0.2,0.36008912324905396,4890,-0.01936393640935421,0.023781538009643555,0.1892578125,-1.182425132393837,0.0003,0.018052686,,
4623,1005568,491,10.495899999999997,217,322.26,1.362841233261861,0.2,0.3815942406654358,4900,-0.017117256103665567,0.08093340694904327,0.162353515625,-1.0282636983320117,0.0003,0.018935278,,
4633,1007616,492,11.1504,217,327.75,1.6501665524439886,0.2,0.3398575782775879,4910,-0.018109487870242448,0.08706717193126678,0.1734375,-1.1124295515939593,0.0003,0.019669026,,
4642,1009664,493,12.1405,217,336.85,1.4268449985655025,0.2,0.2194480299949646,4920,-0.018814293231116608,0.08827028423547745,0.19794921875,-1.1250591300427915,0.0003,0.020397108,,
,1010000,,,,,2.1037634518463166,0.2,0.20500463247299194,4930,-0.020607865956844763,0.07541360706090927,0.18720703125,-1.0943485533818602,0.0003,0.02203589,39.068,512.2
4659,1011712,494,11.795,217,332.27,,,,,,,,,,,,
4668,1013760,495,12.066399999999998,217,339.43,2.7300972945056854,0.2,0.36740022897720337,4940,-0.018924021584098227,0.2761448621749878,0.176025390625,-1.093565421178937,0.0003,0.016730675,,
4679,1015808,496,12.613299999999997,217,344.15,1.7026218306738883,0.2,0.4014316201210022,4950,-0.016759904730133713,0.07052268087863922,0.17841796875,-1.1716906759887933,0.0003,0.017986406,,
4687,1017856,497,13.370399999999997,217,349.93,2.7069161885417996,0.2,0.2900978922843933,4960,-0.018601631441561038,0.5190964937210083,0.16953125,-1.11307187769562,0.0003,0.0154902935,,
4697,1019904,498,13.3813,217,351.06,1.7639118688646704,0.2,0.4504570960998535,4970,-0.014572753421089147,0.13503319025039673,0.162939453125,-1.1987740021198987,0.0003,0.017783653,,
,1020000,,,,,2.6537967185024174,0.2,-0.08770561218261719,4980,-0.018131824966985732,0.10604187101125717,0.15791015625,-1.0372516710311175,0.0003,0.020472407,11.41,343.8
4713,1021952,499,13.076600000000001,216,350.56,,,,,,,,,,,,
4721,1024000,500,12.729799999999997,216,345.85,1.5987085512140766,0.2,0.4144350290298462,4990,-0.019396167076774874,0.1502397358417511,0.1890625,-1.1494800060987473,0.0003,0.022413727,,
4732,1026048,501,12.910699999999997,216,343.98,1.4288295932346955,0.2,0.25900185108184814,5000,-0.014695278479484842,0.04969816654920578,0.18291015625,-1.2289129581302405,0.0003,0.020066436,,
4741,1028096,502,12.501,216,342.97,1.4945157694863156,0.2,0.17661923170089722,5010,-0.01722621743538184,0.04926396906375885,0.172509765625,-1.1808811407536268,0.0003,0.01889094,,
,1030000,,,,,2.0490432201186195,0.2,0.40263593196868896,5020,-0.014850822658627295,0.11642342805862427,0.151416015625,-1.0270033713430167,0.0003,0.017480727,15.494000000000003,352.6
4758,1030144,503,13.792300000000001,216,352.22,,,,,,,,,,,,
4766,1032192,504,14.064600000000002,216,359.47,1.876592757133767,0.2,0.41174596548080444,5030,-0.01723242294974625,0.02438928931951523,0.16064453125,-0.9977182772010564,0.0003,0.02254805,,
4776,1034240,505,14.5163,216,364.68,2.7941039498895406,0.2,-0.42359113693237305,5040,-0.01681508889014367,0.1449822038412094,0.156396484375,-1.0749889273196458,0.0003,0.017004237,,
4786,1036288,506,16.041700000000002,216,377.36,1.5913277015089988,0.2,0.33901262283325195,5050,-0.019153718535380903,0.0762481540441513,0.208056640625,-1.098512213677168,0.0003,0.020797668,,
4796,1038336,507,17.225399999999997,216,385.84,1.4042560481466353,0.2,0.503994345664978,5060,-0.02039243310573511,0.12025633454322815,0.1876953125,-0.9619086008518934,0.0003,0.022431605,,
,1040000,,,,,1.4584804572397843,0.2,0.002534806728363037,5070,-0.018860386719461532,0.12858016788959503,0.162548828125,-1.0155420906841754,0.0003,0.018098764,19.964000000000002,400.0
4813,1040384,508,17.686600000000002,216,392.0,,,,,,,,,,,,
4823,1042432,509,17.288000000000004,216,392.1,1.449010024871677,0.2,0.1399816870689392,5080,-0.020682267894153485,0.01474599540233612,0.203857421875,-1.0895762342959643,0.0003,0.025645602,,
4833,1044480,510,18.1738,216,400.76,1.7837603218387812,0.2,-0.02012050151824951,5090,-0.013568051920447032,0.062094442546367645,0.164501953125,-1.0714205386117102,0.0003,0.018025883,,
4842,1046528,511,17.840499999999995,216,397.36,2.292743257060647,0.2,0.032147109508514404,5100,-0.018568339495686814,0.08408396691083908,0.17783203125,-1.1487107479944825,0.0003,0.019810395,,
4851,1048576,512,17.0901,216,392.25,1.7956861690152437,0.2,0.18138808012008667,5110,-0.023059433040907608,0.15744620561599731,0.2033203125,-1.196188485622406,0.0003,0.02794741,,
,1050000,,,,,2.003356854408048,0.2,-0.08164215087890625,5120,-0.018201444286387414,0.13091610372066498,0.16005859375,-0.985491088591516,0.0003,0.02394655,9.678,370.4
4868,1050624,513,17.340899999999998,215,397.35,,,,,,,,,,,,
4878,1052672,514,17.872799999999998,215,400.59,1.7109947444405407,0.2,0.23611444234848022,5130,-0.016802338176057675,0.10023605078458786,0.162890625,-1.1037316920235754,0.0003,0.020183958,,
4886,1054720,515,18.188299999999998,215,402.17,1.9589262406807393,0.2,0.12206518650054932,5140,-0.02157679449301213,0.1262177675962448,0.173291015625,-1.1363549314439296,0.0003,0.021873506,,
4896,1056768,516,16.958,215,389.01,1.7724270318169146,0.2,0.038396239280700684,5150,-0.024916474815108815,0.08835240453481674,0.217626953125,-1.260549956187606,0.0003,0.024952905,,
4906,1058816,517,16.5146,215,384.61,1.2740049901651218,0.2,0.15273600816726685,5160,-0.019852211450051983,0.09611772000789642,0.1740234375,-1.070800954848528,0.0003,0.017704125,,
,1060000,,,,,1.8101412267889827,0.2,0.09381800889968872,5170,-0.025807051834999584,0.08093442022800446,0.20908203125,-1.1024595590308308,0.0003,0.025938218,48.26199999999999,632.4
4927,1060864,518,16.7824,215,381.42,,,,,,,,,,,,
4937,1062912,519,18.2222,215,385.52,1.96236802439671,0.2,0.1798756718635559,5180,-0.019877433413057588,0.07851165533065796,0.16650390625,-1.084248842485249,0.0003,0.018800117,,
4946,1064960,520,18.4445,215,387.77,1.777277426305227,0.2,0.0659874677658081,5190,-0.015578152230591513,0.2130606472492218,0.173291015625,-1.1195076033473015,0.0003,0.020215902,,
4955,1067008,521,16.409299999999998,215,374.06,2.4402674166020004,0.2,0.11464124917984009,5200,-0.01999612912622979,0.42051392793655396,0.187939453125,-1.062745475396514,0.0003,0.025650114,,
4964,1069056,522,15.675699999999999,215,360.62,1.5192784453975037,0.2,0.14595520496368408,5210,-0.01669822601543274,0.036431144922971725,0.21005859375,-1.142922668531537,0.0003,0.020413851,,
,1070000,,,,,2.2450304649304598,0.2,0.1765122413635254,5220,-0.010763702442636714,0.460788756608963,0.142822265625,-1.0312429448589682,0.0003,0.015143995,35.495999999999995,554.6
4986,1071104,523,14.662400000000002,214,349.2,,,,,,,,,,,,
4997,1073152,524,15.1121,214,354.21,3.0093721208162605,0.2,-0.16453301906585693,5230,-0.014201099172350951,0.08413682878017426,0.16904296875,-0.9801825881004333,0.0003,0.024477465,,
5005,1075200,525,13.968399999999999,214,339.74,1.447548688808456,0.2,0.4725087881088257,5240,-0.018595161364646628,0.5034642219543457,0.167578125,-1.0936939714476466,0.0003,0.019381324,,
5015,1077248,526,13.402499999999998,214,333.1,2.2305874777957797,0.2,0.059294700622558594,5250,-0.018879720562836155,0.03280293941497803,0.15751953125,-0.9913786159828305,0.0003,0.017800003,,
5024,1079296,527,13.888599999999999,214,331.74,1.9753772315802052,0.2,0.31211018562316895,5260,-0.017859804138424806,0.23159058392047882,0.17021484375,-0.9560344705358148,0.0003,0.01789701,,
,1080000,,,,,2.418720235861838,0.2,0.23700076341629028,5270,-0.014676957059418783,0.13593730330467224,0.162841796875,-1.0427567126229405,0.0003,0.019593125,24.145999999999997,418.6
5042,1081344,528,14.981899999999998,214,341.19,,,,,,,,,,,,
5052,1083392,529,14.127599999999996,214,335.68,1.5917654911521821,0.2,0.38308101892471313,5280,-0.016075839137192814,0.028235621750354767,0.201318359375,-0.9464207189157605,0.0003,0.024824727,,
5063,1085440,530,14.2324,214,336.17,2.4669401580933483,0.2,0.1910044550895691,5290,-0.01797394021850778,0.13146433234214783,0.138525390625,-1.0884714592248201,0.0003,0.01599109,,
5073,1087488,531,14.115099999999998,214,334.43,1.9952820308040828,0.2,0.18337374925613403,5300,-0.0184561631132965,0.1011279970407486,0.16826171875,-1.0549703912809492,0.0003,0.017946966,,
5081,1089536,532,14.7274,214,335.72,1.3460121744079516,0.2,0.17395514249801636,5310,-0.020029145915759727,0.04195251315832138,0.179833984375,-1.032512317597866,0.0003,0.020107532,,
,1090000,,,,,2.31479911361821,0.2,-0.12406504154205322,5320,-0.02257591315137688,0.24462231993675232,0.19130859375,-1.1239681141451001,0.0003,0.024275217,13.268,329.8
5096,1091584,533,15.178600000000001,214,340.9,,,,,,,,,,,,
5105,1093632,534,16.376599999999996,214,350.81,1.8239086996065452,0.2,0.22536414861679077,5330,-0.019110224809264765,0.03420363366603851,0.16865234375,-1.0010771248489618,0.0003,0.018257653,,
5115,1095680,535,16.4008,214,353.23,2.2578755845781417,0.2,0.18210506439208984,5340,-0.016613980499096216,0.3066140115261078,0.130712890625,-0.826235567778349,0.0003,0.01465445,,
5125,1097728,536,16.223,214,355.43,1.7809992311755196,0.2,0.40879952907562256,5350,-0.017271816381253302,0.16946209967136383,0.16845703125,-1.072976467758417,0.0003,0.018427731,,
5135,1099776,537,16.7802,214,361.2,1.9553662270773202,0.2,-0.06655073165893555,5360,-0.018634323848527857,0.19313867390155792,0.18212890625,-1.007348693907261,0.0003,0.019554231,,
,1100000,,,,,1.552506625582464,0.2,0.45775115489959717,5370,-0.023422657266200984,0.15670347213745117,0.2056640625,-1.0413954911753536,0.0003,0.03276615,13.726000000000003,375.6
5152,1101824,538,17.5268,213,365.93,,,,,,,,,,,,
5162,1103872,539,17.6273,213,365.99,1.8705847359960899,0.2,0.1840994954109192,5380,-0.016317962727043778,0.006997130811214447,0.18349609375,-1.0354483172297477,0.0003,0.01930389,,
5173,1105920,540,17.5491,213,368.16,3.058423820394091,0.2,-0.2333749532699585,5390,-0.015019935666350648,0.15192250907421112,0.1603515625,-1.1401749281212687,0.0003,0.0161298,,
5182,1107968,541,17.264799999999994,213,369.72,2.103177558025345,0.2,0.14237922430038452,5400,-0.014958449284313247,0.30035656690597534,0.157666015625,-1.0096755791455507,0.0003,0.016605545,,
,1110000,,,,,3.1319876189110802,0.2,0.019233524799346924,5410,-0.01501845649909228,0.36291125416755676,0.14697265625,-1.0228518763557077,0.0003,0.019330567,0.46199999999999974,248.0
5196,1110016,542,17.2416,213,367.4,,,,,,,,,,,,
5205,1112064,543,17.3866,213,371.91,1.6994061253033579,0.2,0.4184111952781677,5420,-0.015408161393133923,0.8561004996299744,0.194189453125,-1.1154427770525217,0.0003,0.023170814,,
5216,1114112,544,17.599,213,373.17,1.9662355101900175,0.2,0.2691970467567444,5430,-0.01907439519127365,0.07875299453735352,0.1703125,-1.167682933807373,0.0003,0.019921198,,
5225,1116160,545,16.680000000000003,213,371.22,1.912713808240369,0.2,0.06392061710357666,5440,-0.012915421795332805,0.206569105386734,0.151318359375,-1.0858027821406722,0.0003,0.01646039,,
5234,1118208,546,17.0179,213,375.04,1.5188837135210633,0.2,0.23316574096679688,5450,-0.018641265251790173,0.04801902920007706,0.161474609375,-1.0477842703461646,0.0003,0.017335547,,
,1120000,,,,,1.3848966400604694,0.2,0.41316044330596924,5460,-0.02725883979583159,0.057445645332336426,0.207470703125,-1.0208588266745209,0.0003,0.024058744,19.075999999999997,311.2
5247,1120256,547,17.9501,213,378.33,,,,,,,,,,,,
5257,1122304,548,18.9473,213,388.14,2.0277995595009997,0.2,0.32793402671813965,5470,-0.015585317998193205,0.06490790843963623,0.179638671875,-1.1096590101718902,0.0003,0.020648783,,
5266,1124352,549,18.8376,213,387.16,1.5837243272224442,0.2,0.318686842918396,5480,-0.01959185214509489,0.06724155694246292,0.18134765625,-1.1575962651520968,0.0003,0.018343609,,
5275,1126400,550,19.4578,213,389.22,1.705134969460778,0.2,0.32095712423324585,5490,-0.02025342635170091,0.1273660510778427,0.224169921875,-1.1252355022355913,0.0003,0.024988918,,
5284,1128448,551,19.0742,213,390.84,2.103689206321724,0.2,0.40037286281585693,5500,-0.02345554864150472,0.11770401149988174,0.194384765625,-1.1864621248096228,0.0003,0.022955377,,
,1130000,,,,,2.3078580585774033,0.2,0.3247828483581543,5510,-0.012681370518112089,0.08619938045740128,0.118310546875,-0.9901875784620643,0.0003,0.014749378,4.504,252.6
5297,1130496,552,17.155600000000003,213,378.82,,,,,,,,,,,,
5307,1132544,553,15.942900000000002,213,367.44,2.1796350006945433,0.2,0.06308156251907349,5520,-0.01983462991702254,0.11340823769569397,0.20869140625,-1.123097947984934,0.0003,0.022473373,,
5316,1134592,554,16.1426,213,367.39,0.9174784239148721,0.2,0.5292918682098389,5530,-0.023164815304335208,0.10736343264579773,0.210498046875,-1.1090910701081156,0.0003,0.021510296,,
5324,1136640,555,15.706400000000004,213,363.75,1.2278767846059053,0.2,0.31818634271621704,5540,-0.023565679593593812,0.05182337388396263,0.17783203125,-1.1061954952776432,0.0003,0.018773723,,
5333,1138688,556,15.377600000000003,213,360.82,1.5397155606420712,0.2,0.47885918617248535,5550,-0.020375687966588885,0.1549317091703415,0.1677734375,-1.135178123600781,0.0003,0.018694967,,
,1140000,,,,,2.224907222110778,0.2,0.3255377411842346,5560,-0.020033083009184337,0.2686310112476349,0.1666015625,-1.2168353915214538,0.0003,0.017362922,11.133999999999999,316.2
5348,1140736,557,15.679699999999999,213,361.06,,,,,,,,,,,,
5356,1142784,558,15.7664,213,359.74,1.8766400632448494,0.2,0.1462256908416748,5570,-0.013930960797006264,0.10768462717533112,0.1978515625,-1.1290299890562892,0.0003,0.026585981,,
5365,1144832,559,16.291700000000002,213,362.32,1.765676360949874,0.2,0.14446008205413818,5580,-0.022987679849029517,0.10708964616060257,0.180126953125,-1.090314737893641,0.0003,0.019669652,,
5374,1146880,560,15.111400000000001,213,354.18,1.6175196106312797,0.2,0.35677093267440796,5590,-0.018755986556061543,0.056060247123241425,0.162939453125,-1.0877780973911286,0.0003,0.021328231,,
5383,1148928,561,14.777899999999999,213,350.8,2.8962639399804173,0.2,0.1320376992225647,5600,-0.018327159245382064,0.8596578240394592,0.16044921875,-1.030891577526927,0.0003,0.021259213,,
,1150000,,,,,1.6968533251667395,0.2,-0.18754231929779053,5610,-0.02235108260647394,0.041257344186306,0.20263671875,-1.1172498311847447,0.0003,0.023818208,15.315999999999999,334.8
5397,1150976,562,14.344100000000003,213,347.4,,,,,,,,,,,,
5406,1153024,563,14.919500000000001,213,354.99,1.704398615891114,0.2,0.36433637142181396,5620,-0.01993182140577119,0.049785513430833817,0.208984375,-1.1689272284507752,0.0003,0.020682383,,
5415,1155072,564,11.940600000000002,213,326.85,1.8981083709048108,0.2,0.03647977113723755,5630,-0.014112746139289811,0.021308690309524536,0.1869140625,-1.067040467262268,0.0003,0.01928172,,
5423,1157120,565,12.909599999999998,213,333.84,1.9417977425502613,0.2,-0.0848231315612793,5640,-0.022736057476140558,0.056749120354652405,0.196728515625,-1.1102052776142954,0.0003,0.021544639,,
5432,1159168,566,14.3015,213,343.16,1.924099331186153,0.2,-0.01194298267364502,5650,-0.022419786217506045,0.056122925132513046,0.19423828125,-1.0906040620058775,0.0003,0.018797485,,
,1160000,,,,,2.0217371835839004,0.2,-0.051157474517822266,5660,-0.021459770496585408,0.08290191739797592,0.18125,-1.1092943344265223,0.0003,0.02098461,17.601999999999997,363.2
5447,1161216,567,13.4749,213,340.44,,,,,,,,,,,,
5456,1163264,568,13.3649,213,339.41,1.2303938146447764,0.2,0.4178686738014221,5670,-0.020970403603860176,0.0393015518784523,0.196630859375,-0.9641495522111654,0.0003,0.025122833,,
5466,1165312,569,14.182600000000003,213,351.25,1.7861147802788764,0.2,0.08486407995223999,5680,-0.01667725835868623,0.17459161579608917,0.178759765625,-1.0721086338162422,0.0003,0.016607253,,
5474,1167360,570,14.4092,213,353.93,1.1498753855703399,0.2,0.37132543325424194,5690,-0.0197921373823192,0.005097690969705582,0.16640625,-0.9941018171608448,0.0003,0.019520488,,
5483,1169408,571,15.290599999999998,213,362.17,2.162647547898814,0.2,0.4389340281486511,5700,-0.01957631036930252,0.593703031539917,0.169287109375,-1.069551789946854,0.0003,0.016759627,,
,1170000,,,,,3.2518285484053195,0.2,0.23017579317092896,5710,-0.01932676023570821,0.4537819027900696,0.155419921875,-1.0253299586474895,0.0003,0.015351277,0.36999999999999994,238.4
5495,1171456,572,15.3081,213,363.94,,,,,,,,,,,,
5505,1173504,573,15.780599999999998,213,371.23,1.4541399947134779,0.2,0.184506356716156,5720,-0.018972046108683572,0.030531227588653564,0.180517578125,-1.1014345187693835,0.0003,0.019047927,,
5515,1175552,574,16.5357,213,376.81,1.9005167559953406,0.2,0.21451491117477417,5730,-0.020467008915147744,0.07073330879211426,0.1705078125,-1.1907607644796372,0.0003,0.020107696,,
5523,1177600,575,17.714299999999998,213,384.8,2.0688143079634758,0.2,0.26975035667419434,5740,-0.019970408699009567,0.06459642201662064,0.16240234375,-0.9597041465342044,0.0003,0.018377718,,
5531,1179648,576,16.9552,213,378.8,3.708313397830352,0.2,0.33510059118270874,5750,-0.0183045519690495,0.4570287764072418,0.13603515625,-1.0599365105852485,0.0003,0.014142027,,
,1180000,,,,,2.482387402607128,0.2,0.2521836757659912,5760,-0.016795926095801404,0.10565900802612305,0.16982421875,-1.2286249604076147,0.0003,0.01995503,9.367999999999999,339.4
5544,1181696,577,15.8979,213,372.97,,,,,,,,,,,,
5553,1183744,578,17.4683,213,390.15,3.02616614906583,0.2,-0.1270890235900879,5770,-0.02208823194960132,0.13553349673748016,0.169287109375,-1.131654360704124,0.0003,0.019049734,,
5562,1185792,579,18.5412,213,397.52,1.6415761088719591,0.2,0.09282338619232178,5780,-0.02600157452689018,0.22450906038284302,0.199951171875,-1.12016462367028,0.0003,0.020275768,,
5571,1187840,580,18.3448,213,387.87,1.6563043263508006,0.2,0.43446028232574463,5790,-0.02013630563742481,0.08794796466827393,0.17978515625,-0.9652751227840781,0.0003,0.021490129,,
5580,1189888,581,18.6802,213,391.44,1.7180541368201374,0.2,0.35198915004730225,5800,-0.023761682280746755,0.08954596519470215,0.192333984375,-1.1111022688448429,0.0003,0.02546323,,
,1190000,,,,,1.6808102714829147,0.2,0.29000359773635864,5810,-0.019339823361951856,0.08379849791526794,0.179931640625,-1.0534844541922213,0.0003,0.020218667,30.369999999999994,441.6
5597,1191936,582,18.1026,212,383.59,,,,,,,,,,,,
5605,1193984,583,18.869500000000002,212,390.35,1.7328574990853667,0.2,0.16962450742721558,5820,-0.018802814531954936,0.052914105355739594,0.197119140625,-1.1121134597808122,0.0003,0.020397484,,
5614,1196032,584,17.7834,213,381.64,1.3386736454674975,0.2,0.41336071491241455,5830,-0.023564612583140843,0.028882935643196106,0.1927734375,-1.1030587332323194,0.0003,0.021649033,,
5623,1198080,585,16.485799999999998,213,371.76,1.8891961307730525,0.2,-0.033483028411865234,5840,-0.02097093664051499,0.1660507619380951,0.156884765625,-1.046878917515278,0.0003,0.017482579,,
,1200000,,,,,1.8078293103724719,0.2,0.12669402360916138,5850,-0.020319441944593564,0.030092835426330566,0.172119140625,-0.9672610161826014,0.0003,0.024890058,5.008,303.0
5637,1200128,586,16.438,212,367.0,,,,,,,,,,,,
5646,1202176,587,16.735899999999997,212,366.82,1.8115611854242162,0.2,0.20805436372756958,5860,-0.023249904677504672,0.053299859166145325,0.187158203125,-1.0015097489580511,0.0003,0.021029674,,
5655,1204224,588,16.739099999999997,212,367.14,1.6997737593716011,0.2,0.07937514781951904,5870,-0.021214309087372384,0.2163533866405487,0.185302734375,-1.0902925988659262,0.0003,0.021399168,,
5663,1206272,589,14.999800000000002,212,353.05,2.0305576025508345,0.2,0.32971668243408203,5880,-0.018608790972211863,0.1518654227256775,0.174365234375,-1.0840357650071382,0.0003,0.018631177,,
5672,1208320,590,15.145199999999997,213,347.57,1.5181757073616609,0.2,0.24439764022827148,5890,-0.019993938846164384,0.11762106418609619,0.17880859375,-1.0644458882510661,0.0003,0.020474892,,
,1210000,,,,,1.862756611732766,0.2,0.31382185220718384,5900,-0.019159233666141518,0.1815987527370453,0.152734375,-0.9854627650231123,0.0003,0.014583398,4.208,223.0
5685,1210368,591,13.648600000000004,212,337.75,,,,,,,,,,,,
5693,1212416,592,13.882300000000003,212,341.14,2.1200582371093333,0.2,0.045947372913360596,5910,-0.01661404680344276,0.38582926988601685,0.175634765625,-0.990180216729641,0.0003,0.021949856,,
5702,1214464,593,13.4814,212,341.01,2.4754325207322836,0.2,-0.013584017753601074,5920,-0.018096847920969595,0.17990295588970184,0.163037109375,-1.0735679231584072,0.0003,0.018689722,,
5710,1216512,594,13.0122,213,334.05,1.1974687517154963,0.2,0.1446061134338379,5930,-0.01792520784656517,0.04500124230980873,0.1888671875,-1.1620428793132305,0.0003,0.023375086,,
5719,1218560,595,11.427800000000001,213,325.48,2.515588417602703,0.2,-0.08801817893981934,5940,-0.017242679127957673,0.2126815766096115,0.1537109375,-1.2034499116241932,0.0003,0.016190663,,
,1220000,,,,,2.415275264624506,0.2,0.08144861459732056,5950,-0.022592229949077593,0.18428419530391693,0.21044921875,-1.1478511249646544,0.0003,0.022609724,33.354,539.8
5738,1220608,596,12.870999999999999,212,339.91,,,,,,,,,,,,
5747,1222656,597,12.6701,212,339.8,1.6324289816198871,0.2,0.27737629413604736,5960,-0.01175734658318106,0.06801021844148636,0.1615234375,-1.0839447796344757,0.0003,0.017007772,,
5754,1224704,598,12.1778,212,340.54,1.3910595163702966,0.2,0.3396259546279907,5970,-0.019363340441486798,0.07198148220777512,0.17216796875,-1.1516411110758782,0.0003,0.021857617,,
5762,1226752,599,11.6302,212,335.73,1.2089785545831546,0.2,0.5964131355285645,5980,-0.024485121383622754,0.03900717943906784,0.18681640625,-1.2638606887310744,0.0003,0.018647127,,
5770,1228800,600,11.756600000000002,212,338.38,0.9450681972550228,0.2,0.5599896907806396,5990,-0.023038425543927588,0.047113705426454544,0.207080078125,-1.1725400485098363,0.0003,0.02590023,,
,1230000,,,,,1.6335467049386352,0.2,0.21896308660507202,6000,-0.019045179981912953,0.17841985821723938,0.168017578125,-1.035149166919291,0.0003,0.021742575,24.534,457.4
5786,1230848,601,12.719,212,344.69,,,,,,,,,,,,
5794,1232896,602,13.3419,212,347.04,1.4270979830762371,0.2,0.386857271194458,6010,-0.01584989016264444,0.03536023944616318,0.1748046875,-1.0184424124658107,0.0003,0.021323027,,
5802,1234944,603,13.5884,212,351.69,2.072544442443177,0.2,0.45200997591018677,6020,-0.017320319020655006,1.5915447473526,0.16064453125,-1.1793305948376656,0.0003,0.017540699,,
5811,1236992,604,12.9017,212,342.96,1.3385466642212123,0.2,0.182547926902771,6030,-0.02028892936068587,0.2706376314163208,0.1923828125,-1.1979235149919987,0.0003,0.019299839,,
5820,1239040,605,12.7632,212,339.1,1.874966059392318,0.2,0.43763452768325806,6040,-0.019677209298242813,0.06766492128372192,0.182080078125,-0.9834806479513645,0.0003,0.024018632,,
,1240000,,,,,2.69225288531743,0.2,0.013888537883758545,6050,-0.015530693024629727,0.14711520075798035,0.14619140625,-1.097821587510407,0.0003,0.018920511,20.482,451.8
5838,1241088,606,14.1872,212,351.63,,,,,,,,,,,,
5846,1243136,607,13.436,212,346.46,1.6580405660439284,0.2,0.3819829225540161,6060,-0.019678703931276686,0.07564914226531982,0.173583984375,-1.1843599885702134,0.0003,0.018099373,,
5856,1245184,608,14.323400000000007,212,355.28,1.6289366932120175,0.2,0.3651160001754761,6070,-0.02524876704555936,0.04041969031095505,0.180419921875,-1.1214663580060005,0.0003,0.017437384,,
5863,1247232,609,14.534700000000003,212,356.45,1.4602869483409449,0.2,0.3540213108062744,6080,-0.022151575805037283,0.014351923018693924,0.181298828125,-1.055448752269149,0.0003,0.024724424,,
5873,1249280,610,14.684500000000003,212,361.46,1.4277013466926292,0.2,0.32739460468292236,6090,-0.023477312223985792,0.02296750620007515,0.20166015625,-1.2804745748639106,0.0003,0.021065993,,
,1250000,,,,,1.529243336757645,0.2,0.15831875801086426,6100,-0.02007436047133524,0.09167233854532242,0.167822265625,-1.0821886228397488,0.0003,0.02441834,8.611999999999998,263.8
5887,1251328,611,14.3272,212,355.68,,,,,,,,,,,,
5895,1253376,612,15.5845,212,361.51,1.584575747163035,0.2,0.09734112024307251,6110,-0.02635836245317478,0.11520518362522125,0.166796875,-1.20048785507679,0.0003,0.015855072,,
5904,1255424,613,15.991700000000003,212,362.23,2.785349016590044,0.2,0.14797139167785645,6120,-0.023435927179525605,0.07388462126255035,0.16611328125,-1.1512376675382257,0.0003,0.019354895,,
5913,1257472,614,15.602599999999997,212,363.3,1.0094562198966741,0.2,0.5255845189094543,6130,-0.018359386938391252,0.06430405378341675,0.196826171875,-1.057837450131774,0.0003,0.022084503,,
5923,1259520,615,16.827900000000003,212,365.91,1.4780718202004208,0.2,0.3153800368309021,6140,-0.020365268102614208,0.08135238289833069,0.200341796875,-1.0892354233190418,0.0003,0.025922474,,
,1260000,,,,,1.1973229963565246,0.2,0.4859795570373535,6150,-0.02593386914522853,0.11831512302160263,0.177392578125,-1.0270061433315276,0.0003,0.01813961,13.594,362.4
5938,1261568,616,16.9358,212,366.71,,,,,,,,,,,,
5946,1263616,617,17.295700000000004,212,372.75,1.6690485846251248,0.2,0.36909937858581543,6160,-0.030204689671518282,0.06422357261180878,0.231787109375,-1.0750049509108066,0.0003,0.023029484,,
5955,1265664,618,17.697899999999994,212,372.99,1.6539015810005366,0.2,0.542523980140686,6170,-0.021044617204461248,0.027831196784973145,0.153564453125,-1.090153663419187,0.0003,0.02007883,,
5963,1267712,619,18.4288,212,376.15,2.281137972418219,0.2,0.42925649881362915,6180,-0.024882948398590087,0.1774151623249054,0.17763671875,-1.1106375439092517,0.0003,0.020708896,,
5972,1269760,620,18.3771,212,380.99,1.9174898972269148,0.2,0.3333282470703125,6190,-0.022070278113824317,0.12272585183382034,0.192236328125,-1.0968938557431103,0.0003,0.01969954,,
,1270000,,,,,1.9739870043937118,0.2,-0.1110994815826416,6200,-0.01916812632989604,0.09118440002202988,0.181982421875,-1.2655060563236475,0.0003,0.021891829,19.875999999999998,391.2
5988,1271808,621,17.904999999999998,212,373.74,,,,,,,,,,,,
5997,1273856,622,18.1143,212,374.69,2.5310481697786598,0.2,0.03241562843322754,6210,-0.02149688026693184,0.052134111523628235,0.18544921875,-1.0468257904052733,0.0003,0.021202624,,
6006,1275904,623,19.1161,212,384.96,1.7161095609888435,0.2,0.4824522137641907,6220,-0.025676266447408124,0.15392997860908508,0.199462890625,-1.1170673551037908,0.0003,0.02334549,,
6015,1277952,624,17.124999999999996,212,365.65,2.229825724521652,0.2,0.09970742464065552,6230,-0.02009733983431943,0.1747685968875885,0.153759765625,-1.0679704613983632,0.0003,0.021946214,,
,1280000,,,,,2.284331581485458,0.2,0.326560378074646,6240,-0.0197175883280579,0.49768081307411194,0.193896484375,-1.156617266125977,0.0003,0.01907911,30.594000000000005,464.0
6031,1280000,625,18.0236,212,375.59,,,,,,,,,,,,
