time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/explained_variance,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
,,,,,840000,4100,0.9999685287475586,0.0007396342150855162,0.2,0.0020902902877423914,0.0055848365,0.031396484375,-0.007980152033269405,0.0003,-0.08915400773403234,8.6,187.0
668,1259,8.595,186.95,411,841728,,,,,,,,,,,,
668,1262,8.588999999999999,186.89,412,843776,4110,0.9999960064888,7.5432758592342e-05,0.2,0.0014660432119853795,0.0040357504,0.02216796875,0.0009436951368115842,0.0003,-0.083179326786194,,
668,1264,8.588,186.88,413,845824,4120,0.9997562766075134,0.005998674722650321,0.2,0.0009937647759215907,0.000920817,0.0177734375,0.0009372701751999557,0.0003,-0.09498629766749218,,
668,1267,8.583999999999998,186.84,414,847872,4130,0.9999783039093018,0.00048332729318190104,0.2,0.006968738311843481,0.0041418686,0.039306640625,-0.01354078110307455,0.0003,-0.09876388619886711,,
669,1270,8.583999999999998,186.84,415,849920,4140,0.9998905658721924,0.00256994036328706,0.2,0.00529514148220187,0.0019196764,0.03271484375,0.017146257683634758,0.0003,-0.10092941634356975,,
,,,,,850000,4150,0.9999768733978271,0.00015324673535133115,0.2,0.0009466748655540868,0.0050960463,0.0232421875,-0.00045457592932507396,0.0003,-0.10054667360382155,8.6,187.0
669,1273,8.586999999999998,186.87,416,851968,,,,,,,,,,,,
669,1275,8.584999999999999,186.85,417,854016,4160,0.9999936819076538,8.661357618962029e-05,0.2,0.002029607250005938,0.002891659,0.026416015625,0.0018066453048959374,0.0003,-0.10796654290752486,,
669,1278,8.579,186.79,418,856064,4170,0.9999669790267944,0.0007182955733696872,0.2,0.00026904716942226513,0.0014429702,0.015673828125,0.0020196661353111267,0.0003,-0.11025279770838096,,
669,1281,8.581,186.81,419,858112,4180,0.9997633695602417,0.00582062474140912,0.2,-0.0008645869806059636,0.0016111548,0.01416015625,-0.0019712161738425493,0.0003,-0.09815020955866202,,
,,,,,860000,4190,0.9999839067459106,0.00012424937415289605,0.2,0.0007062077464070171,0.006457852,0.044287109375,-0.006617620121687651,0.0003,-0.11266437573358416,8.6,187.0
669,1284,8.581,186.81,420,860160,,,,,,,,,,,,
669,1287,8.587,186.87,421,862208,4200,0.9999922513961792,8.232092278603886e-05,0.2,0.004224947767215781,0.041146517,0.071728515625,0.0008637766586616635,0.0003,-0.13106583734042943,,
670,1289,8.588,186.88,422,864256,4210,0.9999955892562866,4.872172467571545e-05,0.2,0.0014430590847041458,0.0024363762,0.024267578125,-0.007870200090110302,0.0003,-0.10967344960663468,,
670,1292,8.591999999999999,186.92,423,866304,4220,0.9999969005584717,4.498006477433591e-05,0.2,0.0009790431329747662,0.0024968314,0.02373046875,-0.01138880755752325,0.0003,-0.10285126398084685,,
670,1295,8.591999999999999,186.92,424,868352,4230,0.9999979138374329,8.955473623188937e-05,0.2,0.0014509734770399517,0.0011494353,0.024169921875,-0.004222367890179157,0.0003,-0.10522913649911061,,
,,,,,870000,4240,0.9999982118606567,3.871327196520724e-05,0.2,0.000557118043070659,0.00079364754,0.014501953125,0.0005110847414471209,0.0003,-0.09377798270434141,8.6,187.0
670,1298,8.591999999999999,186.92,425,870400,,,,,,,,,,,,
670,1300,8.594,186.94,426,872448,4250,0.9999984502792358,3.8631019884860506e-05,0.2,0.00012065718765370548,0.0023185348,0.024609375,0.004896244499832392,0.0003,-0.09809196750866249,,
670,1303,8.6,187.0,427,874496,4260,0.9999985098838806,9.48500994297774e-05,0.2,0.0008378783415537328,0.0010730593,0.01708984375,0.0033449328038841486,0.0003,-0.08578036603285,,
670,1306,8.596999999999998,186.97,428,876544,4270,0.9999986886978149,0.0004972294064060634,0.2,0.0008681813400471583,0.0026066492,0.028173828125,-0.014329317025840282,0.0003,-0.08893147861817852,,
671,1309,8.596999999999998,186.97,429,878592,4280,0.9999298453330994,0.001734093204504461,0.2,0.00728534359659534,0.004723438,0.036181640625,-0.003986682277172804,0.0003,-0.08860808109748178,,
,,,,,880000,4290,0.9999900460243225,9.775145561548015e-05,0.2,0.0013013658346608282,0.002165406,0.025634765625,0.0027616778388619423,0.0003,-0.09068537427810952,8.6,187.0
671,1312,8.594999999999997,186.95,430,880640,,,,,,,,,,,,
671,1314,8.591000000000001,186.91,431,882688,4300,0.9999686479568481,0.0007626248229144039,0.2,0.001883707067463547,0.002050054,0.027978515625,-0.009588830173015594,0.0003,-0.10060161189758218,,
671,1317,8.591,186.91,432,884736,4310,0.999896228313446,0.002731376261863261,0.2,0.0013624066443298944,0.0009689203,0.02666015625,-0.0006668397109024227,0.0003,-0.10064959005685523,,
671,1320,8.581999999999999,186.82,433,886784,4320,0.9999803900718689,8.852824407767912e-05,0.2,0.000419152740505524,0.003795376,0.025146484375,-0.0007343583274632692,0.0003,-0.10484498916193843,,
671,1323,8.581999999999999,186.82,434,888832,4330,0.9998217821121216,0.004146517251319893,0.2,0.0006852891223388724,0.0018904167,0.016357421875,0.003400750458240509,0.0003,-0.08643779486301355,,
,,,,,890000,4340,0.9999730587005615,6.101142532486392e-05,0.2,0.0011110747116617858,0.001221312,0.022900390625,-0.002368075540289283,0.0003,-0.10229194242274389,8.6,187.0
671,1326,8.581999999999999,186.82,435,890880,,,,,,,,,,,,
671,1328,8.581999999999999,186.82,436,892928,4350,0.9999909996986389,4.8741349650072153e-05,0.2,0.0006681843631668016,0.0036918847,0.027294921875,-0.0031996755860745907,0.0003,-0.09399649008992128,,
672,1331,8.581999999999999,186.82,437,894976,4360,0.9999955892562866,4.2841084587053045e-05,0.2,0.0010922367029706948,0.002135716,0.024560546875,-0.001905042678117752,0.0003,-0.08619268370093777,,
672,1334,8.581999999999999,186.82,438,897024,4370,0.999934196472168,0.0016463874317082627,0.2,0.0003602798416977748,0.0016363317,0.023681640625,-0.003533108625560999,0.0003,-0.0879366511828266,,
672,1336,8.583999999999998,186.84,439,899072,4380,0.9999938607215881,8.61995654815928e-05,0.2,0.0012023105504340493,0.0038634911,0.022216796875,0.0005958194378763437,0.0003,-0.0860150734137278,,
,,,,,900000,4390,0.9999979734420776,5.109161018310715e-05,0.2,0.0008209476538468153,0.0034652606,0.024755859375,0.001273812842555344,0.0003,-0.10228047766722739,8.6,187.0
672,1340,8.588,186.88,440,901120,,,,,,,,,,,,
672,1342,8.588,186.88,441,903168,4400,0.9999984502792358,3.441735086084918e-05,0.2,0.0002543053080444224,0.0013012541,0.02060546875,0.002213593339547515,0.0003,-0.08762706963461823,,
672,1345,8.594999999999999,186.95,442,905216,4410,0.9999986886978149,6.537969330793203e-05,0.2,0.0013365143997361884,0.0005848254,0.023779296875,-0.0002525410964153707,0.0003,-0.08505175646278076,,
672,1348,8.596999999999998,186.97,443,907264,4420,0.9999966025352478,7.777842151881486e-05,0.2,-0.00013315234682522714,0.008473733,0.051318359375,-0.012258293107151985,0.0003,-0.09751957695698366,,
673,1350,8.583999999999998,186.84,444,909312,4430,0.999994158744812,8.794348295850795e-05,0.2,0.0014674373334855773,0.0042247837,0.03291015625,-0.002714690286666155,0.0003,-0.08940118225291371,,
,,,,,910000,4440,0.9992432594299316,0.016242739492736292,0.2,0.015364426764426753,0.01880461,0.049609375,0.011818989180028439,0.0003,-0.10396732564549893,8.6,187.0
673,1354,8.574,186.74,445,911360,,,,,,,,,,,,
673,1356,8.529,186.29,446,913408,4450,0.9997609853744507,0.004128650909751741,0.2,0.0011141238544951193,0.00092189247,0.017724609375,0.005645723082125187,0.0003,-0.10391184120671823,,
673,1359,8.524,186.24,447,915456,4460,0.9981675148010254,0.02592657136992784,0.2,0.0012340659013716504,0.0049933,0.022412109375,0.03125762194395065,0.0003,-0.10469826546031982,,
673,1362,8.505,186.05,448,917504,4470,0.9987385272979736,0.009746948250176501,0.2,0.0009383160999277606,0.004517205,0.030908203125,0.00012083351612091064,0.0003,-0.11074998348485679,,
673,1364,8.505,186.05,449,919552,4480,0.998656690120697,0.02938424190542719,0.2,-0.002282117436698172,0.0031697182,0.033935546875,0.001961111556738615,0.0003,-0.09405722010415048,,
,,,,,920000,4490,0.9996524453163147,0.0012163759760369431,0.2,-0.00024658193287905303,0.01656063,0.076171875,0.007388369645923376,0.0003,-0.12577047902159394,8.6,187.0
673,1368,8.501999999999999,186.02,450,921600,,,,,,,,,,,,
673,1370,8.489999999999998,185.9,451,923648,4500,0.9997549057006836,0.0020291671821269118,0.2,0.0007879675948061049,0.002235287,0.0216796875,0.001330738072283566,0.0003,-0.11642413975205272,,
674,1373,8.49,185.9,452,925696,4510,0.999313473701477,0.014654372074619459,0.2,-6.965791981201619e-05,0.000475958,0.01728515625,0.013838828541338444,0.0003,-0.10953198726056143,,
674,1376,8.501999999999999,186.02,453,927744,4520,0.9999403357505798,0.0003289698640060124,0.2,0.0002820002380758524,0.008222096,0.051953125,-0.010782103054225445,0.0003,-0.11229215590283274,,
674,1378,8.512,186.12,454,929792,4530,0.9999725818634033,0.00030756906785427417,0.2,-0.00038237821718212217,0.0052180216,0.041650390625,0.013308718800544739,0.0003,-0.1391433488111943,,
,,,,,930000,4540,0.9999864101409912,0.0001545497904487547,0.2,0.001000125429709442,0.0017078092,0.02412109375,-0.008141395635902882,0.0003,-0.1119072149740532,8.6,187.0
674,1382,8.549999999999999,186.5,455,931840,,,,,,,,,,,,
674,1384,8.561,186.61,456,933888,4550,0.999925434589386,0.0015863851458107093,0.2,0.0016646060728817246,0.001423248,0.019580078125,0.00546691520139575,0.0003,-0.12267876835539937,,
674,1387,8.567999999999998,186.68,457,935936,4560,0.9999856948852539,0.0002884746894665113,0.2,0.001120950783661101,0.002339432,0.017626953125,-0.002499252324923873,0.0003,-0.1149669078993611,,
674,1390,8.562,186.62,458,937984,4570,0.9990713000297546,0.019513207056297686,0.2,0.0033780538724386133,0.008328101,0.03251953125,0.0059807393699884415,0.0003,-0.1266686608316377,,
,,,,,940000,4580,0.9997657537460327,0.00535683794569195,0.2,0.000636332253634464,0.0010468655,0.01767578125,0.0014312946004793048,0.0003,-0.12594684174982831,8.6,187.0
674,1393,8.563999999999998,186.64,459,940032,,,,,,,,,,,,
674,1395,8.574,186.74,460,942080,4590,0.9999333024024963,0.0006206316442330717,0.2,0.0006612815370317549,0.009952761,0.028125,-0.0012151820119470358,0.0003,-0.1398014166392386,,
675,1398,8.562999999999999,186.63,461,944128,4600,0.9999759793281555,0.0001848542683319465,0.2,-0.0005913294502533972,0.0043008095,0.024560546875,-0.005342301446944475,0.0003,-0.10708382264710962,,
675,1401,8.554999999999998,186.55,462,946176,4610,0.999430775642395,0.012032884793188713,0.2,0.00011950751359108835,0.0013944586,0.01962890625,-0.004766558296978474,0.0003,-0.11186439871089533,,
675,1403,8.553999999999998,186.54,463,948224,4620,0.9996060729026794,0.008083394388904708,0.2,-0.001448393768805545,0.003687603,0.024560546875,-0.0018624626100063324,0.0003,-0.14992362416815014,,
,,,,,950000,4630,0.999917209148407,0.0009526780853775563,0.2,0.00037820639554411175,0.001148812,0.021240234375,-0.0009351173648610711,0.0003,-0.12902231035986916,8.6,187.0
675,1407,8.547999999999998,186.48,464,950272,,,,,,,,,,,,
675,1409,8.548,186.48,465,952320,4640,0.9997268319129944,0.005579827182555164,0.2,-0.00042707393440650777,0.00083356857,0.0171875,0.0030093765817582607,0.0003,-0.12460230428259819,,
675,1412,8.546,186.46,466,954368,4650,0.9999400973320007,0.0013053079956080182,0.2,0.001405448697914835,0.0025255047,0.023974609375,-0.0029716435819864273,0.0003,-0.1298323092632927,,
675,1415,8.546999999999999,186.47,467,956416,4660,0.9991220831871033,0.016470544070944015,0.2,-0.0018178214624640532,0.0013822962,0.023828125,-0.006016287952661514,0.0003,-0.1169288847828284,,
675,1418,8.536,186.36,468,958464,4670,0.9996722340583801,0.005392059435871488,0.2,-0.0007673376108868979,0.0018626758,0.015087890625,-0.0017395865870639682,0.0003,-0.11007591956295074,,
,,,,,960000,4680,0.9994687438011169,0.00805058972509869,0.2,0.00013542139349738137,0.001940876,0.017724609375,0.0025772997178137302,0.0003,-0.12729174999985843,8.6,187.0
675,1421,8.518999999999998,186.19,469,960512,,,,,,,,,,,,
676,1423,8.532,186.32,470,962560,4690,0.9983503818511963,0.036912635897897415,0.2,-0.0013307582907145844,0.00093045284,0.015576171875,0.0269823856651783,0.0003,-0.12555828292388468,,
676,1426,8.534999999999998,186.35,471,964608,4700,0.9997729659080505,0.0019117455329251242,0.2,0.0009744059410877526,0.0019329139,0.028369140625,0.00473172077909112,0.0003,-0.12138547881040722,,
676,1429,8.52,186.2,472,966656,4710,0.999807596206665,0.004051403667835985,0.2,0.0013026640212046915,0.0034432996,0.024072265625,0.0037633597385138273,0.0003,-0.14148516405839473,,
676,1431,8.507,186.07,473,968704,4720,0.9985576868057251,0.028413220176662434,0.2,0.0007249039859743789,0.0018352557,0.02041015625,0.06593534350395203,0.0003,-0.1269964295788668,,
,,,,,970000,4730,0.999255895614624,0.016349565538075695,0.2,-8.15562205389142e-05,0.0014856075,0.01728515625,0.03932664170861244,0.0003,-0.10634575054282322,8.6,187.0
676,1434,8.511,186.11,474,970752,,,,,,,,,,,,
676,1437,8.521999999999998,186.22,475,972800,4740,0.9997947216033936,0.003912507418135647,0.2,-0.0014536633068928495,0.0035353757,0.028662109375,-0.0013523385860025883,0.0003,-0.14150793883018195,,
676,1440,8.523,186.23,476,974848,4750,0.9998906254768372,0.001732975684626581,0.2,-0.00038810985861346123,0.0077714673,0.03330078125,-6.715185008943081e-05,0.0003,-0.13481695008231326,,
677,1442,8.523,186.23,477,976896,4760,0.9998794198036194,0.002523908214971016,0.2,0.003147496879682876,0.0030632473,0.028369140625,-0.007098470814526081,0.0003,-0.14846732788719236,,
677,1445,8.54,186.4,478,978944,4770,0.9995661377906799,0.009524540846905438,0.2,0.00166505778033752,0.0013807144,0.0193359375,0.011243044398725033,0.0003,-0.1476302834926173,,
,,,,,980000,4780,0.99992835521698,0.0008890628540029865,0.2,-0.0010157892349525355,0.0006828805,0.011767578125,-0.014386783353984356,0.0003,-0.1242872912902385,8.6,187.0
677,1448,8.54,186.4,479,980992,,,,,,,,,,,,
677,1451,8.532,186.32,480,983040,4790,0.9999679923057556,0.0004956098351613037,0.2,0.0004744647740153596,0.003985628,0.023486328125,0.005274297669529915,0.0003,-0.15068232344929128,,
677,1454,8.546,186.46,481,985088,4800,0.9989370703697205,0.022843640205974226,0.2,-0.0013125867175403983,0.00093246746,0.019921875,0.000417931005358696,0.0003,-0.1260355251841247,,
677,1456,8.555,186.55,482,987136,4810,0.9999262094497681,0.0013132792369106028,0.2,-0.0010580935806501657,0.0026292033,0.024072265625,-0.010740942321717739,0.0003,-0.12277719876728951,,
677,1459,8.542,186.42,483,989184,4820,0.999917209148407,0.0019064896044255874,0.2,-0.0009751362740644254,0.00052123354,0.015478515625,0.002856296254321933,0.0003,-0.12964277241844685,,
,,,,,990000,4830,0.9979150891304016,0.04458861545972468,0.2,-0.0004974970128387213,0.0005752217,0.009326171875,0.039268460124731064,0.0003,-0.12864578934386373,8.6,187.0
677,1462,8.545,186.45,484,991232,,,,,,,,,,,,
677,1465,8.526,186.26,485,993280,4840,0.9997989535331726,0.0015541296965238872,0.2,-0.0009704323238111101,0.0013795657,0.019970703125,0.005278445780277252,0.0003,-0.11670524512883276,,
677,1468,8.530999999999999,186.31,486,995328,4850,0.9974187612533569,0.05237928963870218,0.2,-0.0020399334316607565,0.0012660909,0.024072265625,0.0017191886436194181,0.0003,-0.12734379786998035,,
678,1470,8.530999999999999,186.31,487,997376,4860,0.9994543194770813,0.009739995164272841,0.2,0.0011032060632715003,0.0031096884,0.03876953125,-0.0012990953400731087,0.0003,-0.11391936130821705,,
678,1473,8.530999999999999,186.31,488,999424,4870,0.9999034404754639,0.0011718597590515856,0.2,0.00017650294612394645,0.0015571667,0.023583984375,0.007586413528770208,0.0003,-0.11453454458387569,,
,,,,,1000000,4880,0.999961793422699,0.0005473902507219464,0.2,-0.0006995185438427142,0.0006154717,0.009619140625,-0.0019338304409757257,0.0003,-0.13150792201049627,8.6,187.0
678,1476,8.543999999999999,186.44,489,1001472,,,,,,,,,,,,
