time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/explained_variance,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
,,,,,280000,1360,0.9999725222587585,0.0005946355570131346,0.2,0.00035923957620980217,0.0037355006,0.01943359375,-0.006089072208851576,0.0003,-0.19223077434580774,8.6,187.0
693,404,8.581999999999999,186.82,137,280576,,,,,,,,,,,,
692,407,8.581999999999999,186.82,138,282624,1370,0.9999740123748779,0.0006162533530869041,0.2,0.0005748138821218163,0.0007013459,0.010986328125,-0.0005530412308871746,0.0003,-0.1670208061579615,,
692,410,8.597999999999999,186.98,139,284672,1380,0.9999779462814331,0.0005001209014380947,0.2,0.00020994924125261605,0.0008439176,0.016064453125,-0.0022347266785800457,0.0003,-0.1523939130594954,,
692,414,8.597999999999999,186.98,140,286720,1390,0.9999780058860779,0.0005386906404510228,0.2,-0.0004981876976671628,0.00043517252,0.008154296875,-0.000569142575841397,0.0003,-0.140479411999695,,
692,417,8.597999999999999,186.98,141,288768,1400,0.9999815821647644,0.0004596487845788033,0.2,0.0014164538471959532,0.0011102902,0.024755859375,0.0215191300958395,0.0003,-0.17759188085328786,,
,,,,,290000,1410,0.9999763369560242,0.0005254511067619205,0.2,0.00029324584247660825,0.0014040584,0.0109375,-0.0003087444347329438,0.0003,-0.17233400631230325,8.6,187.0
691,420,8.6,187.0,142,290816,,,,,,,,,,,,
691,423,8.6,187.0,143,292864,1420,0.9999809265136719,0.000446273746638326,0.2,0.000306881483993493,0.0009678693,0.017724609375,-0.003011837601661682,0.0003,-0.15804180318955333,,
690,426,8.586999999999998,186.87,144,294912,1430,0.9999790787696838,0.00049828121691462,0.2,-0.0004885608679614962,0.00985567,0.041552734375,-0.004097010008990765,0.0003,-0.19617051603272556,,
690,430,8.586999999999998,186.87,145,296960,1440,0.9989007115364075,0.024891782566919575,0.2,-0.0015383506339276209,0.00050600566,0.02119140625,0.003111286088824272,0.0003,-0.14094556702766567,,
690,433,8.586999999999998,186.87,146,299008,1450,0.9999203085899353,0.0009849356633822026,0.2,-0.001498646996333264,0.0012216256,0.017529296875,-0.0040808748453855515,0.0003,-0.159366760449484,,
,,,,,300000,1460,0.9999682307243347,0.000517055486920981,0.2,-0.0014356803570990452,0.000948194,0.020166015625,-0.0006004076567478478,0.0003,-0.13902699754107745,8.6,187.0
689,436,8.586999999999998,186.87,147,301056,,,,,,,,,,,,
689,439,8.586999999999998,186.87,148,303104,1470,0.9999772906303406,0.000451001150781849,0.2,5.869791493751109e-06,0.0013750283,0.0150390625,-0.0014237904688343406,0.0003,-0.15006190822459758,,
689,442,8.586999999999998,186.87,149,305152,1480,0.9999801516532898,0.00042197295268806554,0.2,-0.002194712210621219,0.004006498,0.0453125,-0.0025743970181792974,0.0003,-0.18510642182081938,,
689,445,8.586999999999998,186.87,150,307200,1490,0.9999797344207764,0.0004613639447825335,0.2,0.0005198511003982276,0.004666808,0.021728515625,0.008944453671574593,0.0003,-0.16507057351991533,,
689,448,8.586999999999998,186.87,151,309248,1500,0.9999803900718689,0.0004511579874815652,0.2,-0.0014505276136333122,0.0028613405,0.028662109375,0.009714221581816673,0.0003,-0.1863459717715159,,
,,,,,310000,1510,0.9999838471412659,0.0003666877804334945,0.2,-4.552883910946548e-06,0.0012622776,0.00927734375,-0.004309828393161297,0.0003,-0.15860610173549503,8.6,187.0
687,452,8.586999999999998,186.87,152,311296,,,,,,,,,,,,
687,455,8.6,187.0,153,313344,1520,0.9999844431877136,0.0003904623054381773,0.2,-0.0004257917797076516,0.0007994621,0.012255859375,-0.013542239554226398,0.0003,-0.17128173294477164,,
687,458,8.6,187.0,154,315392,1530,0.9999861121177673,0.00033950740565842353,0.2,0.00013645549333887174,0.0010542809,0.0193359375,-0.000479856098536402,0.0003,-0.18478359684813767,,
687,461,8.6,187.0,155,317440,1540,0.9999809265136719,0.00045404431647284583,0.2,2.547471522120759e-05,0.0010171935,0.01474609375,-0.005336159840226173,0.0003,-0.1466093320166692,,
687,464,8.6,187.0,156,319488,1550,0.9999840259552002,0.000426926572413322,0.2,0.0009401021085068351,0.0012293041,0.012451171875,0.011566590517759323,0.0003,-0.18575375098735095,,
,,,,,320000,1560,0.999984860420227,0.00038867032519647183,0.2,-0.0009261858882382512,0.0029687404,0.01708984375,-0.004591838922351599,0.0003,-0.15306983194313944,8.6,187.0
686,468,8.589999999999998,186.9,157,321536,,,,,,,,,,,,
685,471,8.587,186.87,158,323584,1570,0.9996302127838135,0.006848830913804704,0.2,-0.0009614435548428446,0.0031053154,0.02705078125,0.0036107967607676983,0.0003,-0.14955772287212313,,
685,474,8.587,186.87,159,325632,1580,0.9998990297317505,0.002061075003257429,0.2,-0.0008243495627539233,0.0010027965,0.008740234375,-0.002562111709266901,0.0003,-0.14390650084242224,,
685,477,8.586999999999998,186.87,160,327680,1590,0.9999682307243347,0.00047247455265733154,0.2,-0.00040484795026713983,0.00092884054,0.014794921875,-0.005950369872152805,0.0003,-0.1459178816061467,,
685,480,8.586999999999998,186.87,161,329728,1600,0.9999797344207764,0.00039669179250267916,0.2,-0.0006672017654636875,0.0012617303,0.012841796875,-0.005190178286284208,0.0003,-0.16572569580748678,,
,,,,,330000,1610,0.9999844431877136,0.00034407434834520244,0.2,-0.0013950085529359057,0.0023190796,0.03046875,-8.555204840376973e-05,0.0003,-0.1660759134683758,8.6,187.0
684,484,8.587,186.87,162,331776,,,,,,,,,,,,
684,487,8.587,186.87,163,333824,1620,0.9999850988388062,0.0003446374170380295,0.2,0.0004576724211801775,0.0016930324,0.02333984375,-0.0023623390588909388,0.0003,-0.19414088181219996,,
684,490,8.586999999999998,186.87,164,335872,1630,0.9999871850013733,0.0003281518262951977,0.2,-0.00032634863746352496,0.0020249975,0.0255859375,-0.011123518459498882,0.0003,-0.1877145691541955,,
684,493,8.586999999999998,186.87,165,337920,1640,0.9999872446060181,0.00031051267199018185,0.2,-0.0011100287185399794,0.002473322,0.02470703125,0.00044890708522871137,0.0003,-0.15668309542816133,,
683,497,8.596999999999998,186.97,166,339968,1650,0.9999856948852539,0.0003462067044210926,0.2,-0.0007118708614143543,0.00038650603,0.016259765625,-0.001182942884042859,0.0003,-0.15809681522659957,,
,,,,,340000,1660,0.9999867081642151,0.00041225026355959924,0.2,0.000805971203953959,0.0012082882,0.012255859375,-0.0014283939963206649,0.0003,-0.16556880169082433,8.6,187.0
683,500,8.6,187.0,167,342016,,,,,,,,,,,,
682,503,8.6,187.0,168,344064,1670,0.9999894499778748,0.00025295322448073423,0.2,-0.000388818520877976,0.0008907686,0.01201171875,0.0018926772754639387,0.0003,-0.13476214406546205,,
682,506,8.6,187.0,169,346112,1680,0.9999889135360718,0.00027100700548317037,0.2,-0.00018088853030349128,0.0023404765,0.038525390625,-0.0017230852972716093,0.0003,-0.1721455200575292,,
682,509,8.6,187.0,170,348160,1690,0.9999884366989136,0.0003865177175271128,0.2,0.00039273337024496867,0.00040140992,0.020703125,-0.0012545238714665174,0.0003,-0.1497378642903641,,
,,,,,350000,1700,0.99998939037323,0.0002704243984680943,0.2,0.0008676302706589923,0.0011747446,0.018310546875,-0.0008240774041041732,0.0003,-0.12161324205808341,8.6,187.0
682,513,8.6,187.0,171,350208,,,,,,,,,,,,
681,516,8.6,187.0,172,352256,1710,0.9999886155128479,0.00033513610417230667,0.2,0.0006398408091627062,0.0010468488,0.016943359375,-0.0012398362159729004,0.0003,-0.1503214659867808,,
681,519,8.6,187.0,173,354304,1720,0.9999887347221375,0.00031467677607679436,0.2,8.44114925712347e-05,0.001565825,0.02431640625,-0.003040061565116048,0.0003,-0.14269207660108804,,
681,523,8.6,187.0,174,356352,1730,0.9999871850013733,0.0003369131730210029,0.2,0.0010207766084931792,0.0010309786,0.015185546875,-0.0019493341678753495,0.0003,-0.13086472200229765,,
681,526,8.6,187.0,175,358400,1740,0.9999899864196777,0.00028412269085720254,0.2,0.00141798073600512,0.003195717,0.0294921875,0.0008037391817197204,0.0003,-0.15857208759989588,,
,,,,,360000,1750,0.9999906420707703,0.00029040498982340067,0.2,0.0013233641846454702,0.00017546999,0.020556640625,-0.0056344387121498585,0.0003,-0.14217744458001108,8.6,187.0
680,529,8.6,187.0,176,360448,,,,,,,,,,,,
680,532,8.6,187.0,177,362496,1760,0.9999894499778748,0.0002618490929194195,0.2,0.001019877425278537,0.0014189188,0.024267578125,-0.0013518258929252625,0.0003,-0.15161721403710543,,
679,536,8.6,187.0,178,364544,1770,0.9999898076057434,0.0002776927564923426,0.2,0.0006204502351465635,0.00067030196,0.010302734375,-0.0006587288808077574,0.0003,-0.13632740625180303,,
680,539,8.6,187.0,179,366592,1780,0.9999901652336121,0.0002448926441616095,0.2,0.0007297942356672138,0.0032157504,0.015185546875,4.356630961410701e-05,0.0003,-0.148614948336035,,
679,542,8.6,187.0,180,368640,1790,0.9999916553497314,0.0003285538456452741,0.2,0.0009110147759201937,0.0015286778,0.018505859375,-0.006763338577002287,0.0003,-0.12674138598376886,,
,,,,,370000,1800,0.9999846816062927,0.00040612165390712106,0.2,-0.0009643198223784566,0.0010496572,0.012841796875,-0.0009854144882410765,0.0003,-0.12092645694501698,8.6,187.0
678,546,8.6,187.0,181,370688,,,,,,,,,,,,
678,549,8.6,187.0,182,372736,1810,0.9999898076057434,0.00026223836118788313,0.2,0.0006472175125963985,0.0005584545,0.020654296875,-0.012156886979937553,0.0003,-0.1363974616630003,,
678,552,8.6,187.0,183,374784,1820,0.9999918937683105,0.00022859897109128724,0.2,0.0008696149219758808,0.0020192885,0.030029296875,-0.006925428286194801,0.0003,-0.168766368040815,,
678,555,8.6,187.0,184,376832,1830,0.9999911189079285,0.0002271783086769119,0.2,-0.0004398477030918002,0.0021217577,0.019921875,-0.0011674612760543823,0.0003,-0.13742612556088715,,
678,558,8.6,187.0,185,378880,1840,0.9999891519546509,0.0003572993425564164,0.2,0.001073153186007403,0.0020565665,0.015625,5.6536722695454955e-05,0.0003,-0.14468122029211372,,
,,,,,380000,1850,0.9999849200248718,0.00029075459626710655,0.2,0.001047118469432462,0.0010510071,0.0236328125,-0.01126923318952322,0.0003,-0.1296532942331396,8.6,187.0
677,561,8.6,187.0,186,380928,,,,,,,,,,,,
677,565,8.6,187.0,187,382976,1860,0.9999883770942688,0.0002345725748227778,0.2,0.00021349569433368743,0.00018895602,0.016357421875,-0.00494376802816987,0.0003,-0.12333154119551182,,
677,568,8.597999999999999,186.98,188,385024,1870,0.9999917149543762,0.00021379475916774026,0.2,0.0008892245474271476,0.0005027291,0.01865234375,0.008845065720379353,0.0003,-0.1391618487657979,,
677,571,8.597999999999999,186.98,189,387072,1880,0.9999658465385437,0.001210268746535803,0.2,0.00031751616334076973,0.0012144062,0.0115234375,-0.004395014606416225,0.0003,-0.10741077265702188,,
677,574,8.597999999999999,186.98,190,389120,1890,0.9999891519546509,0.00020950252807097058,0.2,-0.00021006200549891218,0.0015295229,0.021533203125,0.000790793914347887,0.0003,-0.13120390744879842,,
,,,,,390000,1900,0.9999918937683105,0.0001869653537596605,0.2,0.00016813146066851914,0.0009891741,0.01552734375,-0.004300971049815416,0.0003,-0.13478141294326634,8.6,187.0
676,577,8.597999999999999,186.98,191,391168,,,,,,,,,,,,
676,580,8.597999999999999,186.98,192,393216,1910,0.9999907612800598,0.00022668204248930124,0.2,0.000582527594815474,0.0011653883,0.017626953125,-0.0010136277414858341,0.0003,-0.12640733523294329,,
676,584,8.597999999999999,186.98,193,395264,1920,0.9999918341636658,0.00020848850464290082,0.2,0.0005877124553080648,0.0016448366,0.0166015625,-0.0017107984749600291,0.0003,-0.13924980823649094,,
676,586,8.597999999999999,186.98,194,397312,1930,0.9999923706054688,0.0002090815579890659,0.2,0.0004934905795380473,0.0014014258,0.011669921875,-0.002567979972809553,0.0003,-0.12204830846749246,,
676,590,8.597999999999999,186.98,195,399360,1940,0.999993622303009,0.0001823647978653753,0.2,-0.00037131469725864007,0.002345743,0.01572265625,-0.0009094203705899417,0.0003,-0.1250603081425652,,
,,,,,400000,1950,0.9999925494194031,0.00020102042740290926,0.2,0.00035454343887977304,0.00095047406,0.02080078125,-0.002787548815831542,0.0003,-0.13860119988676162,8.6,187.0
676,593,8.597999999999999,186.98,196,401408,,,,,,,,,,,,
676,596,8.597999999999999,186.98,197,403456,1960,0.9999917149543762,0.0003089885310373575,0.2,0.0010349269476137124,0.0018595812,0.024072265625,-0.011985471472144127,0.0003,-0.14362250806298107,,
675,599,8.6,187.0,198,405504,1970,0.9999914169311523,0.00021368943582729117,0.2,0.0011166048207087442,0.001257772,0.021728515625,5.034065543441102e-05,0.0003,-0.14899597633630038,,
675,603,8.6,187.0,199,407552,1980,0.9999927282333374,0.00020579034218144444,0.2,0.0008177236333722249,0.0020038157,0.0240234375,0.016976870596408844,0.0003,-0.15082615241408348,,
675,606,8.6,187.0,200,409600,1990,0.999993085861206,0.00023078103778289004,0.2,0.0014109461204498074,0.00053806347,0.020166015625,0.0015831324271857738,0.0003,-0.1316895496333018,,
,,,,,410000,2000,0.9999924302101135,0.0002500608338550592,0.2,0.00021816976222908125,0.002421212,0.020361328125,-0.011518644168972969,0.0003,-0.1390791059471667,8.6,187.0
675,609,8.589999999999998,186.9,201,411648,,,,,,,,,,,,
674,613,8.589999999999998,186.9,202,413696,2010,0.9993215799331665,0.014390129515959416,0.2,0.0006856787629658356,0.0011410455,0.01376953125,-0.0005876645445823669,0.0003,-0.13841506203170867,,
674,616,8.589999999999998,186.9,203,415744,2020,0.9999502897262573,0.0006515385495731608,0.2,0.00371299557009479,0.003046285,0.03037109375,0.016011131927371025,0.0003,-0.1484455881174654,,
673,620,8.589999999999998,186.9,204,417792,2030,0.9999813437461853,0.0002820881356683458,0.2,0.0008167279156623408,0.0030798977,0.0306640625,-0.0065519134514033794,0.0003,-0.16343529801815748,,
673,623,8.579999999999998,186.8,205,419840,2040,0.9999907612800598,0.00017876980425626243,0.2,-0.0008295069972518831,0.0017930258,0.024169921875,-0.0006386055028997362,0.0003,-0.1408041696762666,,
,,,,,420000,2050,0.9993294477462769,0.014000786464384874,0.2,0.004031134606339038,0.004735234,0.02900390625,0.06128061190247536,0.0003,-0.1530977352289483,8.6,187.0
672,626,8.575999999999999,186.76,206,421888,,,,,,,,,,,,
672,630,8.549999999999997,186.5,207,423936,2060,0.9998664855957031,0.0026479576880774403,0.2,0.0005732442979933694,0.0021587044,0.01962890625,0.0071623669937253,0.0003,-0.13119992620777338,,
672,633,8.542,186.42,208,425984,2070,0.998588502407074,0.026903423994372132,0.2,-0.0016722596643376163,0.0041335872,0.025634765625,-0.00048425118438899517,0.0003,-0.12528358271811157,,
672,636,8.524,186.24,209,428032,2080,0.9995312094688416,0.008883268550926004,0.2,-0.00024348999868379907,0.0011155889,0.018359375,-0.00037838960997760296,0.0003,-0.15941684532444925,,
,,,,,430000,2090,0.999338686466217,0.015106513641876517,0.2,-0.00011600287252804265,0.0023198072,0.01923828125,0.0037906221114099026,0.0003,-0.13641105832066386,8.6,187.0
672,639,8.528999999999998,186.29,210,430080,,,,,,,,,,,,
672,642,8.518999999999998,186.19,211,432128,2100,0.9997866749763489,0.004395830406610912,0.2,-0.0008949748196755535,0.0050463025,0.023486328125,0.004324359353631735,0.0003,-0.13531459311489016,,
672,645,8.518999999999998,186.19,212,434176,2110,0.9994228482246399,0.013669599920103793,0.2,1.3734394451603294e-05,0.0032213866,0.02568359375,0.0057334392331540585,0.0003,-0.1372326575452462,,
672,649,8.518999999999998,186.19,213,436224,2120,0.9999436736106873,0.0006053991732642317,0.2,-0.0015370093678939156,0.0035356344,0.04443359375,0.0002113404916599393,0.0003,-0.14153866406995802,,
672,652,8.516999999999998,186.17,214,438272,2130,0.9999698400497437,0.0003114314054073475,0.2,0.00012199059128761291,0.004064629,0.02509765625,0.010595699772238731,0.0003,-0.1253345984965563,,
,,,,,440000,2140,0.9995324015617371,0.009739455686576548,0.2,0.004159675051050726,0.0023630382,0.028662109375,0.003865258302539587,0.0003,-0.12282713467720896,8.6,187.0
671,655,8.520999999999999,186.21,215,440320,,,,,,,,,,,,
671,658,8.543999999999999,186.44,216,442368,2150,0.9999480843544006,0.0005532619349196466,0.2,-0.0007722371621639468,0.0025892993,0.02451171875,-0.0034248619340360165,0.0003,-0.12150464815786108,,
671,662,8.552999999999999,186.53,217,444416,2160,0.9999812841415405,0.00023094169243904618,0.2,0.0003777642850764096,0.0018352675,0.019140625,-0.0005253365961834788,0.0003,-0.12585490613710135,,
671,665,8.571,186.71,218,446464,2170,0.9999631643295288,0.0008469259696084919,0.2,0.0010015910433139653,0.0008791309,0.01748046875,0.020063824951648712,0.0003,-0.14035597594920546,,
671,668,8.575999999999999,186.76,219,448512,2180,0.9999873638153076,0.00021987416507727176,0.2,0.0006753630688763224,0.0010411574,0.0181640625,0.0070649427361786366,0.0003,-0.11498342176200822,,
,,,,,450000,2190,0.9999901652336121,0.0001888972973347336,0.2,0.00021954000403638928,0.0028798913,0.0283203125,-0.012788570486009121,0.0003,-0.1280913470312953,8.6,187.0
670,671,8.581999999999999,186.82,220,450560,,,,,,,,,,,,
670,674,8.581999999999999,186.82,221,452608,2200,0.9999246001243591,0.0017777875998490345,0.2,-1.1728671961463987e-05,0.0025455528,0.01982421875,-0.0007242826977744699,0.0003,-0.12064159943256528,,
670,677,8.578,186.78,222,454656,2210,0.9999807476997375,0.00017769555673794458,0.2,0.00015720976225566118,0.0018890084,0.01611328125,0.001095790765248239,0.0003,-0.11738569020526483,,
670,680,8.589999999999998,186.9,223,456704,2220,0.9998884201049805,0.002757903887777502,0.2,0.0028630686676478943,0.0016221759,0.029248046875,0.003290186868980527,0.0003,-0.1418512819800526,,
670,684,8.581999999999999,186.82,224,458752,2230,0.9999808073043823,0.00019604161529969134,0.2,-0.0008823562879115343,0.0028608271,0.03115234375,-0.0038412688300013542,0.0003,-0.13756009221542626,,
,,,,,460000,2240,0.9998321533203125,0.004246882345228187,0.2,0.0007328372361371293,0.0018032398,0.02109375,0.0005773199372924864,0.0003,-0.12431655749678612,8.6,187.0
670,687,8.581999999999999,186.82,225,460800,,,,,,,,,,,,
670,690,8.581999999999999,186.82,226,462848,2250,0.9999760985374451,0.00030751411240999006,0.2,0.000980970766977407,0.0016126868,0.019677734375,-0.0015625465894117951,0.0003,-0.12530785710550846,,
669,693,8.581999999999999,186.82,227,464896,2260,0.9999884366989136,0.0002481373856880964,0.2,0.0027806454949313776,0.0012828135,0.0234375,0.02870916947722435,0.0003,-0.12303504075389356,,
669,697,8.575,186.75,228,466944,2270,0.9999614953994751,0.0011248267096561904,0.2,0.0031330752550275064,0.0037618428,0.0203125,-0.002812058199197054,0.0003,-0.12827126997290178,,
669,700,8.572,186.72,229,468992,2280,0.9998419880867004,0.003629092164192116,0.2,0.0014699433027999475,0.00071301864,0.017822265625,-0.00018131604883819818,0.0003,-0.1388215480837971,,
,,,,,470000,2290,0.9996881484985352,0.007320699977753975,0.2,-0.0005719342298107222,0.0007550679,0.019189453125,-0.01146507915109396,0.0003,-0.12643680898472667,8.6,187.0
669,703,8.569999999999999,186.7,230,471040,,,,,,,,,,,,
669,706,8.573,186.73,231,473088,2300,0.9999367594718933,0.0010391632668870442,0.2,-0.00021575823047896846,0.00086333184,0.018603515625,0.0014245959464460611,0.0003,-0.13100266449619086,,
669,709,8.573,186.73,232,475136,2310,0.9999731779098511,0.00038755723621761715,0.2,-0.0005463052802952006,0.00064727804,0.014306640625,-0.001576643087901175,0.0003,-0.12662112296093256,,
669,712,8.581,186.81,233,477184,2320,0.9999877214431763,0.0002580057800969371,0.2,0.00037540703488048166,0.0020818985,0.030517578125,-0.006146016996353865,0.0003,-0.12224797699600458,,
669,715,8.581,186.81,234,479232,2330,0.9999901056289673,0.00020656919855355227,0.2,0.0011620639212196692,0.0012856207,0.0212890625,-0.00858313962817192,0.0003,-0.1348519972525537,,
,,,,,480000,2340,0.9999915957450867,0.00021901619618347468,0.2,0.0012136441539041698,0.0005647277,0.016845703125,-7.711567013757303e-05,0.0003,-0.1196405261522159,8.6,187.0
668,719,8.573,186.73,235,481280,,,,,,,,,,,,
668,722,8.541,186.41,236,483328,2350,0.9997674822807312,0.005271257737149426,0.2,0.005111872448469512,0.011828553,0.049267578125,0.004032211843878031,0.0003,-0.14116543475538493,,
668,725,8.515999999999998,186.16,237,485376,2360,0.9980869293212891,0.03373099139498663,0.2,0.0074551825207890944,0.008415361,0.0453125,0.01022001076489687,0.0003,-0.14384418702684343,,
668,728,8.479,185.79,238,487424,2370,0.997562825679779,0.05270410295634065,0.2,-8.072337368503213e-05,0.0018105314,0.0130859375,0.012544727884232998,0.0003,-0.15695506802294404,,
668,731,8.46,185.6,239,489472,2380,0.9987800717353821,0.02875741874158848,0.2,-0.0016914375359192491,0.0014211703,0.02548828125,0.012345695868134499,0.0003,-0.16742862751707435,,
,,,,,490000,2390,0.9988858699798584,0.02461556933776592,0.2,-0.0011474460392491893,0.0028748363,0.030517578125,0.07585452497005463,0.0003,-0.13001995696686208,8.6,187.0
668,735,8.455,185.55,240,491520,,,,,,,,,,,,
668,738,8.448,185.48,241,493568,2400,0.9995459318161011,0.00594607630482642,0.2,0.0005348949562176131,0.0015157368,0.019873046875,0.01647350937128067,0.0003,-0.13606002430897207,,
668,741,8.421,185.21,242,495616,2410,0.9997566938400269,0.0035194093001337024,0.2,0.0007095415799994953,0.004298418,0.034326171875,-0.0010343652684241533,0.0003,-0.1318168613128364,,
668,744,8.405999999999999,185.06,243,497664,2420,0.998327374458313,0.03624213650182355,0.2,-0.000222391466377303,0.0006617719,0.01279296875,0.008291845209896564,0.0003,-0.1303388583706692,,
668,747,8.389999999999999,184.9,244,499712,2430,0.9995945692062378,0.009582249815503019,0.2,-0.00218761166324839,0.002951474,0.02783203125,0.015154925175011158,0.0003,-0.12773692219052463,,
,,,,,500000,2440,0.9982600808143616,0.03730157075042371,0.2,0.0005229158705333248,0.0009831344,0.020166015625,0.006057274993509054,0.0003,-0.13422513471450656,8.6,187.0
667,751,8.424,185.24,245,501760,,,,,,,,,,,,
668,754,8.418,185.18,246,503808,2450,0.9998446106910706,0.0017932546660631488,0.2,0.0014195902360370383,0.0066002253,0.0341796875,0.02213565818965435,0.0003,-0.13389902282506227,,
667,757,8.452,185.52,247,505856,2460,0.9985363483428955,0.02339458318601828,0.2,-0.00035157098318450153,0.0036769356,0.025048828125,-0.006238521076738834,0.0003,-0.12222296722466126,,
667,760,8.458,185.58,248,507904,2470,0.9994643330574036,0.008641489248475409,0.2,0.000343610456911847,0.002671069,0.009130859375,0.01611226238310337,0.0003,-0.1330965471221134,,
667,763,8.459999999999999,185.6,249,509952,2480,0.9994968771934509,0.011594279624114278,0.2,0.00027141813188791275,0.0013635313,0.02060546875,0.014557060785591602,0.0003,-0.13648514337837697,,
,,,,,510000,2490,0.9998360872268677,0.002518874346242228,0.2,-0.0024474657140672205,0.003746015,0.043701171875,0.003270563203841448,0.0003,-0.12910682468209417,8.6,187.0
667,767,8.456999999999999,185.57,250,512000,,,,,,,,,,,,
667,770,8.481,185.81,251,514048,2500,0.9996383786201477,0.008160301831594552,0.2,0.0006034687510691583,0.0014380786,0.018212890625,-0.00022747204639017582,0.0003,-0.11785408522700891,,
667,773,8.479,185.79,252,516096,2510,0.9998535513877869,0.002300114814443077,0.2,-0.0008883707705535926,0.0031652541,0.02783203125,-0.011964921839535236,0.0003,-0.1167641275911592,,
667,776,8.495999999999999,185.96,253,518144,2520,0.9983901977539062,0.032123149025937894,0.2,-0.00022696740634273738,0.0006049771,0.022900390625,0.009205065667629242,0.0003,-0.10517918155528605,,
,,,,,520000,2530,0.9997929334640503,0.0019040392915485426,0.2,0.0002539680324844085,0.0011520686,0.0205078125,-0.003467948641628027,0.0003,-0.12430210652528331,8.6,187.0
666,780,8.501,186.01,254,520192,,,,,,,,,,,,
666,783,8.526,186.26,255,522240,2540,0.9998998045921326,0.001373422675715119,0.2,-0.001596941114985384,0.002590087,0.027587890625,0.011665615253150463,0.0003,-0.11452770011965185,,
666,786,8.543,186.43,256,524288,2550,0.9999238848686218,0.0010937585574993137,0.2,0.0008311688783578574,0.0011132117,0.02431640625,0.000838897074572742,0.0003,-0.13114287306088954,,
666,789,8.559999999999999,186.6,257,526336,2560,0.9999681115150452,0.0005091211802437101,0.2,9.616428724257275e-05,0.001995274,0.019775390625,-0.006261192727833986,0.0003,-0.10749107791343704,,
666,792,8.558,186.58,258,528384,2570,0.9999707341194153,0.00048580120092083233,0.2,-0.0007522513478761539,0.002294331,0.0306640625,-0.003226702334359288,0.0003,-0.11867007272085175,,
,,,,,530000,2580,0.9996312856674194,0.007372525362916349,0.2,0.0035032651401706973,0.0017707215,0.0203125,0.0006062464672140777,0.0003,-0.11875163736985997,8.6,187.0
665,796,8.565,186.65,259,530432,,,,,,,,,,,,
665,799,8.568999999999999,186.69,260,532480,2590,0.9999644160270691,0.0007678943499286106,0.2,0.0028837089717853813,0.003694392,0.028857421875,0.0029808906838297844,0.0003,-0.1244848836096935,,
665,802,8.577999999999998,186.78,261,534528,2600,0.9999526739120483,0.0004160288373896037,0.2,0.00016730207862565295,0.0010875459,0.01796875,0.001138974097557366,0.0003,-0.1234568584128283,,
665,806,8.573,186.73,262,536576,2610,0.9998637437820435,0.0031798226686078125,0.2,0.00042492715583648534,0.0011778752,0.01767578125,-0.002399933058768511,0.0003,-0.137622386100702,,
665,809,8.569999999999999,186.7,263,538624,2620,0.9997612237930298,0.004700223440704576,0.2,0.005748963047517463,0.0043721735,0.025634765625,0.018974753096699715,0.0003,-0.14085308916401118,,
,,,,,540000,2630,0.9999329447746277,0.001494117046240717,0.2,0.0022204198889085093,0.005943249,0.0314453125,-0.007872688584029675,0.0003,-0.12122470816830173,8.6,187.0
664,813,8.533999999999999,186.34,264,540672,,,,,,,,,,,,
664,816,8.514,186.14,265,542720,2640,0.9968396425247192,0.061757500957173764,0.2,-0.0010720307211158798,0.0015542766,0.019140625,0.03588467836380005,0.0003,-0.13134540601167827,,
664,819,8.507,186.07,266,544768,2650,0.999396562576294,0.012964064713014523,0.2,-0.0008264894655440003,0.001925772,0.021923828125,-0.007365943863987923,0.0003,-0.13031834563007577,,
664,822,8.497,185.97,267,546816,2660,0.9995930194854736,0.0073034680364798986,0.2,-0.00232360968075227,0.0047447407,0.042822265625,-0.01030821818858385,0.0003,-0.12613174208672717,,
664,825,8.487999999999998,185.88,268,548864,2670,0.9985656142234802,0.029011767183874326,0.2,-0.0017367728636600078,0.0021408626,0.028076171875,-0.009320484474301338,0.0003,-0.12144194208085538,,
,,,,,550000,2680,0.9992113709449768,0.01780425377546635,0.2,0.0007335590911679901,0.0041310764,0.027099609375,0.009416189044713974,0.0003,-0.1368940167594701,8.6,187.0
664,829,8.488,185.88,269,550912,,,,,,,,,,,,
664,832,8.493999999999998,185.94,270,552960,2690,0.9998440146446228,0.0018110343977241427,0.2,-0.0010189883832936175,0.0030978704,0.044921875,-0.004296374507248402,0.0003,-0.16156504680402578,,
664,835,8.5,186.0,271,555008,2700,0.9999409914016724,0.0006145290146832849,0.2,0.001071500647231005,0.0059263073,0.05322265625,-0.01449162233620882,0.0003,-0.15176467404235156,,
664,838,8.501,186.01,272,557056,2710,0.9999620318412781,0.0007044249293812754,0.2,0.0004974895913619548,0.0009052007,0.02138671875,-0.007444967981427908,0.0003,-0.13364924716297538,,
664,841,8.536999999999999,186.37,273,559104,2720,0.9999486804008484,0.0008798147705874726,0.2,0.000626987726718653,0.00095955096,0.021484375,-0.0007594986818730831,0.0003,-0.13449865325819702,,
