time/fps,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/clip_range,train/approx_kl,train/learning_rate,train/loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
,,490000,,,,2390,-0.005388377682538703,0.05498046875,0.28889960050582886,-0.416174145322293,0.2,0.004225602,0.0003,15.143179893493652,23.426135349273682,67.986,1218.8
627,240,491520,783,92.49889999999998,696.15,,,,,,,,,,,,
627,241,493568,786,96.5709,709.56,2400,-0.0058714570506708695,0.06103515625,0.30690598487854004,-0.39751378260552883,0.2,0.0043751155,0.0003,10.577901840209961,23.808027708530425,,
628,242,495616,788,98.9447,716.9,2410,-0.0032083990809042007,0.042626953125,0.26548057794570923,-0.39223838672041894,0.2,0.004315939,0.0003,10.4945068359375,21.46904574930668,,
628,243,497664,791,102.2752,723.36,2420,-0.005717179735074751,0.068115234375,0.21025705337524414,-0.4121954676695168,0.2,0.008300324,0.0003,20.225202560424805,33.874037048220636,,
628,244,499712,794,104.40159999999997,726.09,2430,-0.003734226376400329,0.069189453125,0.13996291160583496,-0.4095449264161289,0.2,0.006881213,0.0003,19.477371215820312,23.905502754449845,,
,,500000,,,,2440,-0.0048027316646766845,0.081396484375,0.05859184265136719,-0.38908420633524654,0.2,0.0068605863,0.0003,5.523327350616455,20.40372708439827,260.724,3432.8
621,245,501760,807,105.33139999999997,725.16,,,,,,,,,,,,
621,246,503808,810,113.94529999999999,753.66,2450,-0.0048724004940595474,0.076806640625,0.24303185939788818,-0.37797241304069756,0.2,0.007963426,0.0003,14.721593856811523,19.82685806453228,,
622,247,505856,813,117.2519,752.56,2460,-0.0032775167928775772,0.102685546875,0.20508116483688354,-0.39243031619116664,0.2,0.011208059,0.0003,7.1477508544921875,21.36566364467144,,
622,248,507904,815,117.8589,774.06,2470,-0.004645603157405276,0.053662109375,0.18617963790893555,-0.3940109463408589,0.2,0.006585001,0.0003,14.158303260803223,40.550019747018816,,
622,249,509952,818,120.9118,786.7,2480,-0.0030363483936525883,0.13525390625,0.13879555463790894,-0.45183839052915575,0.2,0.034008242,0.0003,1.811464548110962,10.39565381417051,,
,,510000,,,,2490,-0.005904725557775237,0.096728515625,0.22434216737747192,-0.4131061245687306,0.2,0.007038803,0.0003,7.584231376647949,27.37308702766895,90.886,1328.8
620,250,512000,825,121.66369999999999,794.97,,,,,,,,,,,,
620,251,514048,828,127.2344,810.64,2500,-0.00554816973162815,0.0861328125,0.28888505697250366,-0.41594736417755485,0.2,0.0065254904,0.0003,9.586977005004883,28.221268352866172,,
620,252,516096,831,128.27599999999998,817.79,2510,-0.004804051097016782,0.067822265625,0.2575649619102478,-0.380855228099972,0.2,0.0058125807,0.0003,21.15983009338379,33.172881570458415,,
621,253,518144,833,130.20690000000002,807.42,2520,-0.004571471833332908,0.080126953125,0.16120505332946777,-0.4160689483396709,0.2,0.0063975956,0.0003,12.685020446777344,50.348681670427325,,
,,520000,,,,2530,-0.0073853196954587474,0.074609375,0.14196133613586426,-0.4057073416188359,0.2,0.00698673,0.0003,18.41973304748535,39.537191942334175,248.74799999999996,1911.0
617,254,520192,842,130.25869999999998,814.17,,,,,,,,,,,,
617,255,522240,845,130.1985,800.61,2540,-0.003614920869586058,0.078515625,0.13808482885360718,-0.42599252676591276,0.2,0.009610387,0.0003,43.23389434814453,47.07524998784065,,
618,256,524288,848,132.7009,805.98,2550,-0.005295588096487336,0.077490234375,0.2625178098678589,-0.40013415990397333,0.2,0.0062175873,0.0003,15.601314544677734,30.18370118141174,,
618,257,526336,850,134.6607,826.17,2560,-0.0033057758351787924,0.087060546875,0.1812158226966858,-0.40025431420654056,0.2,0.008913504,0.0003,9.605008125305176,20.165690822899343,,
618,258,528384,853,135.08440000000002,815.81,2570,-0.007502636252320371,0.113330078125,0.20239824056625366,-0.40077980561181903,0.2,0.012074128,0.0003,23.806612014770508,36.790511444211006,,
,,530000,,,,2580,-0.008356140612158924,0.08359375,0.19018155336380005,-0.3874852657318115,0.2,0.009557519,0.0003,18.641300201416016,41.44765901267529,184.958,1776.0
615,259,530432,861,135.923,833.53,,,,,,,,,,,,
616,260,532480,864,137.4298,829.03,2590,-0.004333215081715025,0.137158203125,0.15526264905929565,-0.4251357425004244,0.2,0.016800527,0.0003,5.631268501281738,15.323231590539217,,
616,261,534528,866,138.36579999999998,827.64,2600,-0.007495810175896622,0.088037109375,0.13552623987197876,-0.3980885141529143,0.2,0.0077701733,0.0003,23.966413497924805,60.37616682648659,,
617,262,536576,869,141.6994,832.37,2610,-0.0041495519748423245,0.087158203125,0.11010456085205078,-0.40466839708387853,0.2,0.008024028,0.0003,17.695650100708008,38.66582606732845,,
617,263,538624,872,142.2823,835.76,2620,-0.005259755506995134,0.075439453125,-0.006200432777404785,-0.37520387563854457,0.2,0.00942217,0.0003,21.15123176574707,31.08709290921688,,
,,540000,,,,2630,-0.005627373233437538,0.079296875,0.21109884977340698,-0.37498969584703445,0.2,0.008928277,0.0003,9.751215934753418,35.6174969702959,117.36800000000001,2178.8
613,264,540672,881,142.74899999999997,829.15,,,,,,,,,,,,
613,265,542720,883,147.554,833.04,2640,-0.003932356245059054,0.090087890625,0.11773473024368286,-0.36876235995441675,0.2,0.008415857,0.0003,13.964452743530273,26.905824008584023,,
614,266,544768,886,151.1862,838.46,2650,-0.004433189635165036,0.083056640625,0.16441971063613892,-0.3448254637420177,0.2,0.008534362,0.0003,14.133955001831055,43.640291425585744,,
614,267,546816,889,147.3094,835.44,2660,-0.007098787544236984,0.05439453125,0.15866726636886597,-0.32763850362971425,0.2,0.0076155867,0.0003,31.675745010375977,48.63488480448723,,
614,268,548864,892,147.43280000000001,832.99,2670,-0.0026864012499572707,0.0767578125,0.05993539094924927,-0.35077243810519576,0.2,0.007255737,0.0003,9.461446762084961,38.715812334418295,,
,,550000,,,,2680,-0.006399017758667469,0.094384765625,0.20659899711608887,-0.346113648544997,0.2,0.009814067,0.0003,12.123346328735352,27.769524452090263,228.272,3184.2
608,269,550912,904,144.22820000000002,784.25,,,,,,,,,,,,
609,270,552960,907,143.6756,778.05,2690,-0.006350184042821639,0.1587890625,0.20098239183425903,-0.41942602591589095,0.2,0.02123575,0.0003,3.302154302597046,16.723826303891837,,
609,271,555008,910,147.26260000000002,788.75,2700,-0.0033081421235692686,0.068994140625,0.12068039178848267,-0.4055116629227996,0.2,0.005447317,0.0003,14.725574493408203,54.87394624352455,,
609,272,557056,913,147.26040000000003,789.25,2710,-0.006432119105011225,0.09091796875,0.15995395183563232,-0.44590090326964854,0.2,0.010144141,0.0003,14.428679466247559,26.063775335252284,,
610,273,559104,916,148.40499999999997,736.61,2720,-0.003289832329028286,0.086083984375,0.24371427297592163,-0.4231085604056716,0.2,0.0065274956,0.0003,7.0411057472229,21.381278397142886,,
,,560000,,,,2730,-0.010772283800179139,0.116064453125,0.17428815364837646,-0.4062587170861661,0.2,0.01814358,0.0003,18.576099395751953,47.576695141196254,91.09,917.6
608,274,561152,921,147.18970000000002,722.51,,,,,,,,,,,,
609,275,563200,924,148.0588,727.83,2740,-0.005956888938089833,0.08466796875,0.1386166214942932,-0.44246733067557215,0.2,0.008249388,0.0003,12.569212913513184,36.55068656206131,,
609,276,565248,927,149.2513,732.4,2750,-0.0037584995458018965,0.078955078125,0.3091101050376892,-0.42840178003534674,0.2,0.0082400665,0.0003,6.1797404289245605,22.748588657379152,,
609,277,567296,930,149.553,733.0,2760,-0.002822770131751895,0.071435546875,0.2682763934135437,-0.3949958895333111,0.2,0.0061044656,0.0003,8.132847785949707,21.863778680562973,,
610,278,569344,933,150.9288,740.12,2770,-0.004749522640486248,0.06337890625,0.13528448343276978,-0.39680920653045176,0.2,0.0062897485,0.0003,8.72046184539795,23.86650005877018,,
,,570000,,,,2780,-0.0051702809374546636,0.07392578125,0.13626116514205933,-0.41485980646684767,0.2,0.006512362,0.0003,31.48874855041504,53.331771567463875,173.658,1425.4
607,279,571392,940,153.5498,741.6,,,,,,,,,,,,
608,280,573440,942,151.7704,732.76,2790,-0.005170029707369394,0.071240234375,0.2263696789741516,-0.3823887623846531,0.2,0.006156699,0.0003,11.083466529846191,30.378254327178002,,
608,281,575488,945,145.2511,707.77,2800,-0.007349978470301721,0.087646484375,0.11860841512680054,-0.3852830432355404,0.2,0.008021969,0.0003,21.951393127441406,39.47860074043274,,
608,282,577536,948,142.577,677.11,2810,-0.004781437646306586,0.087255859375,0.16777968406677246,-0.4047975784167647,0.2,0.010720514,0.0003,9.787779808044434,34.981513223052026,,
609,283,579584,951,147.1206,692.41,2820,-0.006926370933069847,0.07890625,0.15940207242965698,-0.4141373192891479,0.2,0.010776835,0.0003,22.966323852539062,49.290870380401614,,
,,580000,,,,2830,-0.0031593153136782346,0.070654296875,0.024173200130462646,-0.4045500822365284,0.2,0.0070305583,0.0003,25.279102325439453,43.27384418845177,351.986,1863.2
606,284,581632,959,150.80270000000002,701.63,,,,,,,,,,,,
606,285,583680,962,152.59689999999998,715.04,2840,-0.006182096808333881,0.1115234375,0.1815846562385559,-0.4095849142409861,0.2,0.0143968295,0.0003,6.463138580322266,19.239583578705787,,
606,286,585728,965,150.82120000000003,710.85,2850,-0.003782115227659233,0.107568359375,0.22405803203582764,-0.47492866711691023,0.2,0.017782634,0.0003,21.738937377929688,20.647530525922775,,
607,287,587776,967,150.30630000000002,710.87,2860,-0.005816236772807315,0.09443359375,0.14699208736419678,-0.4470042198896408,0.2,0.0100197615,0.0003,23.775968551635742,52.367148873209956,,
607,288,589824,970,154.18630000000002,722.1,2870,-0.0038443311612354593,0.0724609375,0.27288639545440674,-0.44052535854279995,0.2,0.0070359125,0.0003,6.667705059051514,20.60223439335823,,
,,590000,,,,2880,-0.0012215252500027418,0.084619140625,0.15316009521484375,-0.4378753565251827,0.2,0.007538624,0.0003,11.814035415649414,25.499123802781106,159.69,1847.6
604,289,591872,978,155.20470000000003,732.25,,,,,,,,,,,,
605,290,593920,981,157.42720000000003,735.72,2890,-0.005156410147901624,0.07373046875,0.18334358930587769,-0.4483852569013834,0.2,0.005606711,0.0003,24.69083595275879,58.20330614447594,,
605,291,595968,984,159.8298,741.46,2900,-0.003558024051017128,0.092529296875,0.10299158096313477,-0.4444250204600394,0.2,0.00720614,0.0003,24.110868453979492,39.00449419915676,,
605,292,598016,987,161.60020000000003,728.14,2910,-0.0066252600052393975,0.090869140625,0.1753220558166504,-0.4340949743054807,0.2,0.010078914,0.0003,17.81357192993164,41.53176436126232,,
,,600000,,,,2920,-0.004303430394793395,0.068505859375,0.1724589467048645,-0.4285985422320664,0.2,0.0074686273,0.0003,9.289432525634766,35.47384669780731,190.42999999999998,1893.4
602,293,600064,995,162.00470000000004,738.36,,,,,,,,,,,,
603,294,602112,998,164.60240000000002,746.67,2930,-0.002168625565536786,0.107080078125,0.09078812599182129,-0.4800545950420201,0.2,0.008396491,0.0003,4.403780937194824,22.020876489579678,,
603,295,604160,1001,171.26039999999998,766.3,2940,-0.004921659882529639,0.0853515625,0.08293741941452026,-0.46748927468433976,0.2,0.008110074,0.0003,8.433828353881836,34.42547124922275,,
603,296,606208,1004,174.0404,775.7,2950,-0.00526581667654682,0.077880859375,0.1971755027770996,-0.4258164966478944,0.2,0.00817942,0.0003,17.35114860534668,33.56581192612648,,
603,297,608256,1007,178.67569999999995,775.76,2960,-0.00640945129271131,0.1099609375,0.1561887264251709,-0.43015125654637815,0.2,0.013048567,0.0003,22.114423751831055,36.09878622591496,,
,,610000,,,,2970,-0.007250629238842521,0.089501953125,0.24039393663406372,-0.4387767896987498,0.2,0.008446595,0.0003,8.377784729003906,38.67962920665741,328.466,1965.8
600,298,610304,1015,181.46689999999995,782.12,,,,,,,,,,,,
601,299,612352,1018,182.6502,787.61,2980,-0.00584155838296283,0.080712890625,0.15093839168548584,-0.45158460587263105,0.2,0.0063337362,0.0003,52.391727447509766,48.58667686283589,,
601,300,614400,1021,186.0808,804.18,2990,-0.00397137702384498,0.0935546875,0.20897948741912842,-0.4718656032346189,0.2,0.0077471863,0.0003,29.11399269104004,33.76216910481453,,
601,301,616448,1024,183.99309999999997,808.09,3000,-0.005222669022623449,0.09375,0.204217791557312,-0.4901181301102042,0.2,0.0106355585,0.0003,19.11400604248047,26.25952988564968,,
602,302,618496,1027,184.04199999999997,813.43,3010,-0.007698170917865355,0.097705078125,0.14506304264068604,-0.5055482666939497,0.2,0.010677501,0.0003,30.747434616088867,52.51453665196895,,
,,620000,,,,3020,-0.0036630410511861557,0.100537109375,0.12651485204696655,-0.515093233063817,0.2,0.0084345555,0.0003,7.026984214782715,23.39836913943291,293.33000000000004,1971.2
599,303,620544,1035,188.66249999999997,827.74,,,,,,,,,,,,
599,304,622592,1038,189.56560000000002,830.14,3030,-0.005839582381304354,0.099609375,0.16206663846969604,-0.4668656046502292,0.2,0.009579085,0.0003,12.246020317077637,33.9926579028368,,
599,305,624640,1041,192.99560000000002,844.97,3040,-0.005459999546292238,0.098779296875,0.10139018297195435,-0.4939432071521878,0.2,0.008698344,0.0003,27.457815170288086,50.23017355799675,,
600,306,626688,1043,193.1313,851.96,3050,-0.004457262459618505,0.122021484375,0.2935032844543457,-0.4925902378745377,0.2,0.007888388,0.0003,11.256293296813965,21.327710068225862,,
600,307,628736,1046,192.37849999999997,851.05,3060,-0.0048349869495723395,0.101025390625,0.19072216749191284,-0.5293544455431402,0.2,0.0081272395,0.0003,11.974777221679688,36.641642743349074,,
,,630000,,,,3070,-0.007367202162276954,0.10693359375,0.1419469118118286,-0.5350980539806187,0.2,0.009846149,0.0003,10.45982551574707,52.71783359050751,113.85999999999999,1341.2
598,308,630784,1053,194.616,853.18,,,,,,,,,,,,
599,309,632832,1056,193.07770000000005,844.15,3080,-0.005830155813600868,0.07568359375,0.05411571264266968,-0.4959479570388794,0.2,0.0074472795,0.0003,13.313533782958984,49.375016981363295,,
599,310,634880,1059,193.9698,826.55,3090,-0.004784027179994155,0.090283203125,0.1971479058265686,-0.47842786023393274,0.2,0.009603266,0.0003,17.058273315429688,51.068628805875775,,
599,311,636928,1062,192.48729999999995,809.74,3100,-0.006701117276679725,0.0712890625,0.23789983987808228,-0.47972903391346333,0.2,0.008698455,0.0003,38.174049377441406,51.519770398736,,
599,312,638976,1065,190.5291,799.88,3110,-0.007933552525355481,0.08388671875,0.11498880386352539,-0.4812884069979191,0.2,0.00965292,0.0003,60.69087219238281,61.7345186650753,,
,,640000,,,,3120,-0.004178658203454688,0.08505859375,0.19463235139846802,-0.49183034561574457,0.2,0.0070444667,0.0003,14.089334487915039,30.29583210349083,235.35,836.0
598,313,641024,1070,193.7446,825.57,,,,,,,,,,,,
599,314,643072,1073,193.0806,819.94,3130,-0.007233430141059216,0.097412109375,0.14213305711746216,-0.5048420591279864,0.2,0.0073414245,0.0003,14.134956359863281,34.472423028945926,,
599,315,645120,1076,185.1756,770.06,3140,-0.007506182041834108,0.094189453125,0.130218505859375,-0.4667669340968132,0.2,0.009594217,0.0003,29.374784469604492,58.165404269099234,,
599,316,647168,1079,186.2834,771.99,3150,-0.008084990954375825,0.102392578125,0.12193948030471802,-0.44951659059152005,0.2,0.009240922,0.0003,32.80668258666992,63.77848608493805,,
600,317,649216,1081,184.30339999999995,764.27,3160,-0.004597207502229139,0.079052734375,0.15333878993988037,-0.4455398885533214,0.2,0.007059614,0.0003,16.18767547607422,44.37494831979275,,
,,650000,,,,3170,-0.007465156726539135,0.097900390625,0.2237321138381958,-0.4457794584333897,0.2,0.00877068,0.0003,14.11286735534668,29.513861176371574,126.628,869.2
599,318,651264,1087,190.14829999999998,786.63,,,,,,,,,,,,
599,319,653312,1089,187.8668,779.21,3180,-0.00563980953884311,0.09619140625,0.23793452978134155,-0.47046852027997377,0.2,0.0090409815,0.0003,13.840983390808105,34.94998625218868,,
599,320,655360,1092,194.74409999999997,798.03,3190,-0.005842357795336284,0.093994140625,0.28117573261260986,-0.4273828481324017,0.2,0.007104809,0.0003,7.379449367523193,34.72613699734211,,
599,321,657408,1095,197.1658,811.17,3200,-0.0068944734302931465,0.107373046875,0.17513084411621094,-0.44596929121762513,0.2,0.008186605,0.0003,7.884607791900635,36.018693029880524,,
600,322,659456,1098,197.1658,811.17,3210,-0.0058292521993280385,0.077197265625,0.13021469116210938,-0.48440405251458285,0.2,0.008569982,0.0003,3.9593913555145264,47.53643570095301,,
,,660000,,,,3220,-0.006479289737762883,0.0921875,0.31701016426086426,-0.49637079536914824,0.2,0.0102036055,0.0003,11.053143501281738,17.592656829953192,154.198,714.4
599,323,661504,1103,199.53869999999998,849.73,,,,,,,,,,,,
599,324,663552,1106,197.6371,847.38,3230,-0.004734027650556527,0.195849609375,-0.1115255355834961,-0.5272524242289365,0.2,0.02724908,0.0003,0.3350420594215393,9.869234420731663,,
600,325,665600,1109,197.5945,842.11,3240,-0.0041969253055867736,0.050048828125,0.12484461069107056,-0.42057435838505625,0.2,0.007068537,0.0003,21.11132049560547,37.80210452675819,,
600,326,667648,1111,199.2322,833.79,3250,-0.004690975573612377,0.046533203125,0.18681436777114868,-0.41264201123267413,0.2,0.004286633,0.0003,7.743266582489014,43.93666648566723,,
600,327,669696,1114,203.05980000000002,840.33,3260,-0.004380955445230939,0.081298828125,0.23638087511062622,-0.43450799211859703,0.2,0.005905723,0.0003,8.072810173034668,25.61030271947384,,
,,670000,,,,3270,-0.011518167098984122,0.0986328125,0.1833573579788208,-0.42228061743080614,0.2,0.011317439,0.0003,40.599639892578125,62.94198741018772,349.35,1581.4
598,328,671744,1121,196.34720000000002,804.9,,,,,,,,,,,,
598,329,673792,1124,196.61610000000005,808.14,3280,-0.008895073001622223,0.11015625,0.1541692614555359,-0.4909387782216072,0.2,0.018178359,0.0003,11.257892608642578,52.73799080848694,,
599,330,675840,1127,195.08270000000002,806.41,3290,-0.00587779244815465,0.08642578125,0.10565394163131714,-0.47068611178547143,0.2,0.009562578,0.0003,24.13303565979004,43.35229536294937,,
599,331,677888,1130,197.34620000000004,815.35,3300,-0.009243967509246432,0.103662109375,0.17956608533859253,-0.5140727667137981,0.2,0.010685967,0.0003,15.544020652770996,44.83032229542732,,
599,332,679936,1133,193.51780000000005,788.39,3310,-0.007127867228700779,0.0994140625,0.18965697288513184,-0.46833640728145837,0.2,0.0107394755,0.0003,11.249517440795898,40.51773649454117,,
,,680000,,,,3320,-0.00895672998012742,0.0888671875,0.17427992820739746,-0.43602323848754165,0.2,0.008929573,0.0003,34.447872161865234,71.65600504875184,76.496,1575.8
597,333,681984,1141,189.50390000000004,772.35,,,,,,,,,,,,
597,334,684032,1143,190.1449,779.32,3330,-0.0025105114647885783,0.083154296875,0.13937699794769287,-0.44737374503165483,0.2,0.0061790585,0.0003,12.10560131072998,38.65960403680801,,
598,335,686080,1146,190.1449,779.32,3340,-0.003513210345408879,0.104931640625,0.23309385776519775,-0.47878754483535885,0.2,0.006668857,0.0003,18.07867431640625,22.86211178302765,,
598,336,688128,1149,188.71550000000002,797.62,3350,-0.002017962752142921,0.187890625,0.18154865503311157,-0.5710682177916169,0.2,0.029936843,0.0003,1.3938606977462769,3.8808628313243387,,
,,690000,,,,3360,-0.009762265629251487,0.099365234375,0.22000980377197266,-0.5251008477061987,0.2,0.0072511993,0.0003,9.626778602600098,40.592899644374846,191.998,1061.6
597,337,690176,1155,190.30630000000005,804.14,,,,,,,,,,,,
597,338,692224,1158,188.96710000000002,791.04,3370,-0.0047972040221793575,0.067919921875,0.12980633974075317,-0.4807731335051358,0.2,0.009884954,0.0003,16.665271759033203,34.49281780421734,,
598,339,694272,1160,189.7433,785.41,3380,-0.006660575844580308,0.076611328125,0.09340888261795044,-0.45176187213510277,0.2,0.007298529,0.0003,26.3666934967041,48.854549017548564,,
598,340,696320,1163,191.49900000000002,794.24,3390,-0.006344727377290837,0.06904296875,0.13711977005004883,-0.45988964177668096,0.2,0.0054271556,0.0003,10.666178703308105,29.294036334753038,,
598,341,698368,1166,200.72899999999998,822.77,3400,-0.009844068202073685,0.0923828125,0.3778466582298279,-0.43510968089103697,0.2,0.011394924,0.0003,7.064709663391113,24.01329851448536,,
,,700000,,,,3410,-0.006586602606694214,0.09306640625,0.2616599202156067,-0.44997362792491913,0.2,0.011723334,0.0003,20.324871063232422,36.10812293887138,286.39,3282.6
594,342,700416,1178,194.63589999999996,792.92,,,,,,,,,,,,
594,343,702464,1181,188.667,763.1,3420,-0.00668159433407709,0.07607421875,0.22092550992965698,-0.4534626374952495,0.2,0.006600959,0.0003,21.913528442382812,52.876764273643495,,
594,344,704512,1184,182.4885,740.06,3430,-0.005744707531994209,0.0640625,0.12980830669403076,-0.4482814113609493,0.2,0.0053042313,0.0003,26.752975463867188,51.180125802755356,,
595,345,706560,1187,183.49219999999997,741.65,3440,-0.0059669696347555146,0.079052734375,0.13337737321853638,-0.4669058297760785,0.2,0.010414515,0.0003,33.93190002441406,72.0959260046482,,
595,346,708608,1190,184.39219999999997,753.55,3450,-0.009316914346709382,0.0916015625,0.1588408350944519,-0.42518185256049035,0.2,0.009238601,0.0003,31.89337921142578,61.93798071146011,,
,,710000,,,,3460,-0.005665701572434045,0.092529296875,0.061423659324645996,-0.4554487820714712,0.2,0.008504469,0.0003,15.105731964111328,26.718281722068788,123.16199999999999,1441.2
593,347,710656,1197,184.30239999999998,762.73,,,,,,,,,,,,
593,348,712704,1199,183.0823,765.0,3470,-0.004596005522762426,0.084521484375,0.3265642523765564,-0.4281167476437986,0.2,0.009504942,0.0003,7.142764568328857,22.963967198133467,,
594,349,714752,1202,185.03529999999995,775.38,3480,-0.0053880189690971745,0.059228515625,0.16678088903427124,-0.40886675389483573,0.2,0.006844162,0.0003,33.99347686767578,57.89965291023255,,
594,350,716800,1205,189.71529999999996,797.82,3490,-0.0067469975765561685,0.077001953125,0.20389503240585327,-0.4269856808707118,0.2,0.0070916656,0.0003,21.38334083557129,29.14468103647232,,
594,351,718848,1208,189.05069999999995,804.34,3500,-0.005452861846424639,0.086083984375,0.2957289218902588,-0.4593425586819649,0.2,0.009424376,0.0003,6.76278018951416,29.06434642970562,,
,,720000,,,,3510,-0.0033544807811267674,0.1072265625,0.34358298778533936,-0.445797380246222,0.2,0.009397313,0.0003,7.075979232788086,18.01216253042221,220.456,1094.2
593,352,720896,1214,189.05069999999995,804.34,,,,,,,,,,,,
593,353,722944,1217,189.05069999999995,804.34,3520,-0.005021760560339317,0.104736328125,0.338701069355011,-0.4726211352273822,0.2,0.011859734,0.0003,8.586446762084961,15.699426719546318,,
594,354,724992,1220,189.42589999999996,829.04,3530,-0.0025053154095076025,0.18427734375,-7.741460800170898,-0.5031334057450294,0.2,0.03101553,0.0003,0.022266410291194916,0.619734356389381,,
594,355,727040,1223,193.93949999999998,849.98,3540,-0.005309968010988086,0.040966796875,0.209458589553833,-0.4623857849277556,0.2,0.0037348666,0.0003,11.786685943603516,36.257081708312036,,
594,356,729088,1226,193.83550000000002,851.45,3550,-0.00720622013323009,0.0412109375,0.14163953065872192,-0.46392568200826645,0.2,0.004170174,0.0003,10.307380676269531,37.28268841505051,,
,,730000,,,,3560,-0.008496672648470848,0.083349609375,0.12248218059539795,-0.47174355797469614,0.2,0.007224681,0.0003,11.444535255432129,29.39169972240925,218.45199999999994,1704.6
592,357,731136,1233,196.81240000000003,863.92,,,,,,,,,,,,
592,358,733184,1236,196.09449999999998,864.22,3570,-0.008580097426602151,0.05263671875,0.22237080335617065,-0.4446551066823304,0.2,0.005274308,0.0003,24.551311492919922,39.537869119644164,,
593,359,735232,1239,199.1092,878.44,3580,-0.006254912324948236,0.07216796875,0.2331104278564453,-0.47273837234824895,0.2,0.0059553823,0.0003,22.499757766723633,27.141694116592408,,
593,360,737280,1242,199.1092,878.44,3590,-0.0072460575291188436,0.08271484375,0.34994274377822876,-0.4989479476585984,0.2,0.006691438,0.0003,13.190711975097656,18.627735820412635,,
593,361,739328,1245,203.31710000000004,923.56,3600,-0.0051171222992707046,0.104736328125,0.07827609777450562,-0.5212759432382882,0.2,0.011980943,0.0003,1.8757766485214233,6.612073475494981,,
,,740000,,,,3610,-0.0043179182626772675,0.058984375,0.30992764234542847,-0.4882389629259706,0.2,0.005503998,0.0003,13.003087043762207,28.2053542137146,146.8,2521.2
590,362,741376,1255,203.7349,934.51,,,,,,,,,,,,
590,363,743424,1258,189.2452,888.36,3620,-0.005915357908816077,0.05693359375,0.17515641450881958,-0.457485715392977,0.2,0.0049392944,0.0003,14.710455894470215,30.97362652719021,,
591,364,745472,1260,189.2452,888.36,3630,-0.007006904488662258,0.046630859375,0.1262466311454773,-0.4331067458726466,0.2,0.004317103,0.0003,28.796794891357422,65.41765947341919,,
591,365,747520,1263,190.3346,912.63,3640,-0.0032723614189308138,0.07548828125,0.3837261199951172,-0.47011471092700957,0.2,0.006473609,0.0003,8.15267276763916,15.257168567180633,,
591,366,749568,1266,193.68470000000005,916.37,3650,-0.0041425531919230705,0.113916015625,0.3548353910446167,-0.5162289370782673,0.2,0.013384776,0.0003,6.2139458656311035,14.609501902386546,,
,,750000,,,,3660,-0.005099258225527592,0.06142578125,0.062345802783966064,-0.40799742508679626,0.2,0.0066902176,0.0003,13.312745094299316,31.40614959895611,7.731999999999999,456.4
591,367,751616,1270,195.11080000000004,886.49,,,,,,,,,,,,
591,368,753664,1273,196.23770000000005,917.12,3670,-0.006634169339668006,0.107177734375,0.22230470180511475,-0.4878162518143654,0.2,0.010239512,0.0003,16.8176326751709,23.995531272888183,,
592,369,755712,1276,188.81610000000003,902.26,3680,-0.003601132379844785,0.16025390625,-0.021311163902282715,-0.5668031719513238,0.2,0.033643957,0.0003,5.388956546783447,11.201638941280544,,
592,370,757760,1278,177.7166,884.73,3690,-0.007212148164398968,0.0958984375,0.2433408498764038,-0.539270770829171,0.2,0.008426375,0.0003,12.360843658447266,32.661566245555875,,
592,371,759808,1281,178.08180000000002,887.25,3700,-0.0008724556959350593,0.09287109375,0.10830461978912354,-0.5810071022249759,0.2,0.007137688,0.0003,20.473731994628906,37.75414325296879,,
,,760000,,,,3710,-0.0033764783293008804,0.090576171875,0.36911725997924805,-0.5452583692967892,0.2,0.009824956,0.0003,6.197983741760254,20.80670610964298,254.63400000000001,1551.8
591,372,761856,1288,176.58790000000002,893.8,,,,,,,,,,,,
591,373,763904,1291,176.58790000000002,893.8,3720,-0.007126661649090238,0.108154296875,0.19154822826385498,-0.5366546025499701,0.2,0.008696323,0.0003,17.71411895751953,32.404564410448074,,
591,374,765952,1294,172.93009999999998,903.75,3730,-0.006654984966735356,0.281591796875,-4.500857353210449,-0.627066077105701,0.2,0.03951612,0.0003,0.03042682260274887,0.5427306565688923,,
591,375,768000,1297,161.51220000000004,878.42,3740,-0.01049575520446524,0.09189453125,0.13983380794525146,-0.6295867528766393,0.2,0.0063798935,0.0003,12.059264183044434,37.243317583203314,,
,,770000,,,,3750,-0.009799925854895263,0.050244140625,0.17834311723709106,-0.5973870824091136,0.2,0.005792888,0.0003,17.890804290771484,50.49226830005646,223.40200000000004,2238.2
589,376,770048,1306,147.3453,805.4,,,,,,,,,,,,
589,377,772096,1309,143.8474,797.5,3760,-0.006769699945289176,0.049365234375,0.06680262088775635,-0.5368186115287245,0.2,0.0065185484,0.0003,13.167901992797852,50.31184548735619,,
589,378,774144,1312,135.53590000000003,773.15,3770,-0.008317248547973577,0.074755859375,0.20691150426864624,-0.5126409481279552,0.2,0.0076006674,0.0003,6.598043918609619,25.09197807610035,,
590,379,776192,1315,135.3569,770.03,3780,-0.01245187248568982,0.10185546875,0.2495189905166626,-0.5737889623269439,0.2,0.009043643,0.0003,17.315189361572266,30.48422430753708,,
