time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
499712,571.9918,866,576,1372.26,244,0.023388671875,0.001950698,0.0008189835323719307,-0.08440040512941778,7.715597629547119,0.0003,0.5487197637557983,0.2,17.809985399246216,2430,,
500000,,,,,,0.025439453125,0.003958105,-0.001690521411364898,-0.06845283426810056,7.924612045288086,0.0003,0.4675772786140442,0.2,22.26089075803757,2440,512.578,1223.8
501760,575.4921,873,574,1379.32,245,,,,,,,,,,,,
503808,573.7050999999999,875,575,1372.88,246,0.0234375,0.0019861879,-0.0008207007587770932,-0.060683863499434665,11.202558517456055,0.0003,0.49340128898620605,0.2,20.453570389747618,2450,,
505856,575.7783,878,575,1377.73,247,0.0171875,0.0019384505,-0.001224882242968306,-0.06513641356723383,19.480594635009766,0.0003,0.5512993335723877,0.2,26.75100040435791,2460,,
507904,576.381,881,575,1379.26,248,0.02978515625,0.0056468574,-0.0011160745227243752,-0.07338448814698495,14.507360458374023,0.0003,0.5451160669326782,0.2,23.674131293594836,2470,,
509952,577.0684999999999,885,576,1382.32,249,0.02275390625,0.0028481404,-0.0015835938364034518,-0.07096319549018518,9.075613975524902,0.0003,0.4842227101325989,0.2,24.399595806002615,2480,,
510000,,,,,,0.026904296875,0.004434104,-0.001111549962661229,-0.08628806894412264,7.186517715454102,0.0003,0.5102176666259766,0.2,22.362083715200423,2490,604.686,1433.4
512000,576.491,892,573,1379.31,250,,,,,,,,,,,,
514048,567.7446,895,574,1352.23,251,0.0244140625,0.002386682,2.5604895199649036e-05,-0.07812919139396399,8.823095321655273,0.0003,0.48952269554138184,0.2,26.43821352124214,2500,,
516096,569.8472,898,574,1357.5,252,0.02109375,0.004164232,-0.0007977931134519167,-0.08671449820976704,9.73398494720459,0.0003,0.4023691415786743,0.2,31.592896103858948,2510,,
518144,573.6424000000001,901,574,1367.96,253,0.02744140625,0.0032599468,-0.0013979122799355538,-0.08842717810766772,14.383079528808594,0.0003,0.41881686449050903,0.2,21.81151329278946,2520,,
520000,,,,,,0.043603515625,0.009725263,-0.0033934802704607137,-0.10132367671467364,16.301010131835938,0.0003,0.3958693742752075,0.2,26.324772530794142,2530,699.414,1775.0
520192,578.0922,909,571,1376.58,254,,,,,,,,,,,,
522240,577.3607,912,572,1378.52,255,0.041943359375,0.009671352,-0.0006059718987671658,-0.08636006870074198,13.089774131774902,0.0003,0.46145200729370117,0.2,27.613368809223175,2540,,
524288,577.8514,915,572,1380.84,256,0.026318359375,0.0036435155,-0.0007267819732078351,-0.10143082288559527,8.543424606323242,0.0003,0.5967090129852295,0.2,18.66855446398258,2550,,
526336,581.8456,918,572,1388.98,257,0.025927734375,0.005394295,-0.00023193626839201897,-0.09058511997573078,10.807974815368652,0.0003,0.4717220067977905,0.2,20.613126748800276,2560,,
528384,582.8427999999999,921,573,1394.44,258,0.023974609375,0.003954806,-0.00021662829094566406,-0.07155096516944467,9.91433048248291,0.0003,0.5554585456848145,0.2,18.28401020169258,2570,,
530000,,,,,,0.037744140625,0.008798321,-0.0038715512899216266,-0.09438921479741111,5.437031269073486,0.0003,0.4753638505935669,0.2,25.773569685220718,2580,530.6000000000001,1143.8
530432,583.2583,928,571,1394.79,259,,,,,,,,,,,,
532480,587.9128999999998,931,571,1409.96,260,0.02412109375,0.0036966165,-0.0005423738781246357,-0.0702206442685565,16.412797927856445,0.0003,0.47070640325546265,0.2,21.748381051421166,2590,,
534528,587.1323,934,571,1407.3,261,0.024609375,0.0036541095,-0.0006176947572384961,-0.07004482478660065,8.60301399230957,0.0003,0.4360284209251404,0.2,19.02878484427929,2600,,
536576,592.5297,937,572,1420.94,262,0.023779296875,0.005797851,-0.00079135300766211,-0.07467970409197733,11.868821144104004,0.0003,0.459183931350708,0.2,24.005391016602516,2610,,
538624,587.8284,940,572,1408.94,263,0.01962890625,0.0021140187,-0.00013699569972231985,-0.07970630831550807,13.955656051635742,0.0003,0.374728798866272,0.2,30.435381019115447,2620,,
540000,,,,,,0.032421875,0.005329501,-0.0025942506646970285,-0.06884211511933244,10.414531707763672,0.0003,0.5770440697669983,0.2,30.969238510727884,2630,600.6500000000001,1456.6
540672,588.9217,947,570,1409.34,264,,,,,,,,,,,,
542720,588.4477999999999,950,570,1407.18,265,0.028759765625,0.0051996876,-0.0017758694855729118,-0.0687034994829446,7.773044109344482,0.0003,0.5230740308761597,0.2,26.729027339816092,2640,,
544768,595.2406,953,571,1423.1,266,0.03310546875,0.0034671044,-0.0008023585513001307,-0.06673778725089505,7.452828884124756,0.0003,0.4519798159599304,0.2,23.047078555822374,2650,,
546816,593.5418,956,571,1419.73,267,0.01845703125,0.001511575,-0.0009965618461137637,-0.0673278613947332,20.013973236083984,0.0003,0.45339685678482056,0.2,33.70884476006031,2660,,
548864,594.1419000000001,959,571,1421.4,268,0.021337890625,0.0037586447,-0.0005080205024569296,-0.06637081709341146,8.327203750610352,0.0003,0.44607609510421753,0.2,27.440118762850762,2670,,
550000,,,,,,0.033740234375,0.0075528403,-0.00044195492228027433,-0.06701922189095058,7.607405185699463,0.0003,0.2647695541381836,0.2,18.731589975953103,2680,442.238,1035.6
550912,592.0419999999999,965,570,1417.48,269,,,,,,,,,,,,
552960,594.7148000000001,968,570,1426.47,270,0.032421875,0.017554738,-0.003695565345697105,-0.0826965651824139,6.453028202056885,0.0003,0.504098117351532,0.2,18.406611305475234,2690,,
555008,595.8863999999999,971,571,1430.23,271,0.038916015625,0.0063062804,0.0004247244112775661,-0.098736805038061,6.1601243019104,0.0003,0.38588380813598633,0.2,22.548311378061772,2700,,
557056,594.6560999999999,974,571,1427.56,272,0.037939453125,0.0063063777,0.0011067760337027722,-0.10222457856871188,9.899300575256348,0.0003,0.4127901792526245,0.2,24.249984151124956,2710,,
559104,586.871,977,571,1406.75,273,0.027734375,0.0018452257,0.001423570030601695,-0.06583871394977905,9.706350326538086,0.0003,0.4218519926071167,0.2,23.167025715112686,2720,,
560000,,,,,,0.016455078125,0.0028409036,-0.0010851508108316922,-0.057230548263760284,6.089074611663818,0.0003,0.5995703935623169,0.2,26.08140572011471,2730,560.6800000000001,1343.6
561152,583.7670999999999,984,569,1398.01,274,,,,,,,,,,,,
563200,581.7667,987,570,1391.49,275,0.0220703125,0.0024201283,0.0007928340943180956,-0.06658332552178763,6.820399284362793,0.0003,0.5286339521408081,0.2,29.026540923118592,2740,,
565248,581.6313,990,570,1389.98,276,0.026220703125,0.004184177,-0.0014961498643970117,-0.07711093411198817,8.621071815490723,0.0003,0.627686619758606,0.2,25.59820153713226,2750,,
567296,582.3390999999999,993,570,1392.47,277,0.027294921875,0.0048880097,-0.002030657895375043,-0.08052690698532387,17.41014289855957,0.0003,0.35086238384246826,0.2,38.55289774537086,2760,,
569344,580.9661,996,571,1386.55,278,0.026953125,0.003004197,0.0005698994398699142,-0.06865014102077112,11.399147033691406,0.0003,0.6577416658401489,0.2,26.80285981297493,2770,,
570000,,,,,,0.02744140625,0.008756844,-0.002224021777510643,-0.05379994500544853,6.057271957397461,0.0003,0.5465506315231323,0.2,22.99913420677185,2780,622.6020000000001,1516.4
571392,584.4,1004,568,1391.24,279,,,,,,,,,,,,
573440,584.7959999999999,1007,569,1395.4,280,0.01962890625,0.007183709,9.106466022785753e-05,-0.0642658039694652,7.944540977478027,0.0003,0.4751417636871338,0.2,26.092945531010628,2790,,
575488,581.2937999999999,1010,569,1385.79,281,0.029296875,0.0037893765,0.0006654701137449592,-0.07975844929751474,7.224708080291748,0.0003,0.4237160086631775,0.2,17.080754281580447,2800,,
577536,578.9621999999999,1013,569,1383.56,282,0.03759765625,0.012519979,-0.0033649347897153348,-0.0878632241860032,7.5187554359436035,0.0003,0.5151993036270142,0.2,20.12261694073677,2810,,
579584,577.3492,1016,570,1380.54,283,0.030908203125,0.00523062,-0.0010393960285000503,-0.09922252666437999,19.9136905670166,0.0003,0.5696446895599365,0.2,31.031612572073936,2820,,
580000,,,,,,0.023876953125,0.0026344422,-0.0006588843534700572,-0.09523423028877005,7.6837568283081055,0.0003,0.5127221941947937,0.2,30.779740944504738,2830,407.14,883.8
581632,567.4962,1022,568,1353.57,284,,,,,,,,,,,,
583680,569.7972000000001,1025,569,1357.86,285,0.03408203125,0.0036403313,-0.002162682227208279,-0.09016198839526623,14.374369621276855,0.0003,0.4396204352378845,0.2,38.65230191648006,2840,,
585728,563.1655000000001,1028,569,1340.99,286,0.029150390625,0.006627731,0.00040548762190155684,-0.09438270572572946,9.791852951049805,0.0003,0.6435604095458984,0.2,21.588270190358163,2850,,
587776,565.9705000000001,1031,569,1347.13,287,0.02763671875,0.003928044,-0.0008640329935587943,-0.09931541673140601,19.61064910888672,0.0003,0.5110827684402466,0.2,35.53082984685898,2860,,
589824,570.9606,1034,570,1360.52,288,0.03525390625,0.0042487415,-0.002439103763026651,-0.07993119690800085,18.853525161743164,0.0003,0.6239269971847534,0.2,27.072794049978256,2870,,
590000,,,,,,0.042041015625,0.010304369,0.0015620789345121011,-0.09403887883527204,15.860098838806152,0.0003,0.46669673919677734,0.2,22.609902960062026,2880,258.436,559.4
591872,576.7852,1039,569,1373.48,289,,,,,,,,,,,,
593920,575.0557000000001,1042,569,1370.0,290,0.02568359375,0.005509833,-0.0014475790711003355,-0.08759663169039414,7.109138011932373,0.0003,0.5341930985450745,0.2,21.6102424710989,2890,,
595968,577.4769,1045,570,1373.48,291,0.0298828125,0.010528304,-0.0009019578050356358,-0.09448980679735541,10.485427856445312,0.0003,0.5871164202690125,0.2,26.43139563202858,2900,,
598016,577.5884000000001,1048,570,1373.92,292,0.0244140625,0.003573762,-0.0009560477963532321,-0.07990643525263294,14.94128704071045,0.0003,0.3916863203048706,0.2,24.64058049917221,2910,,
600000,,,,,,0.043896484375,0.0051816115,0.00011529908224474638,-0.09852214851416648,10.05534839630127,0.0003,0.4856436252593994,0.2,21.445279836654663,2920,501.25,1923.4
600064,575.4069999999999,1056,567,1368.32,293,,,,,,,,,,,,
602112,581.8023999999999,1059,568,1379.54,294,0.03994140625,0.0072499085,-0.001385653528268449,-0.09113011087756603,6.114923477172852,0.0003,0.46728450059890747,0.2,20.384990876913072,2930,,
604160,583.4042,1062,568,1380.64,295,0.034912109375,0.004717306,0.00042189264204353096,-0.10992869165493176,10.63357925415039,0.0003,0.554275631904602,0.2,35.91760829091072,2940,,
606208,588.7564,1065,568,1396.8,296,0.022216796875,0.001772596,-3.0772280297242105e-06,-0.094647313375026,15.1869478225708,0.0003,0.3750949501991272,0.2,34.06727860569954,2950,,
608256,595.8681,1068,569,1412.0,297,0.038427734375,0.0075893747,0.0011419536313042045,-0.08651865723077208,27.197175979614258,0.0003,0.42785197496414185,0.2,27.59306829869747,2960,,
610000,,,,,,0.03701171875,0.004755717,-0.0006495115987490863,-0.1110011585173197,12.07191276550293,0.0003,0.3125234842300415,0.2,30.724188151955605,2970,408.87199999999996,1505.8
610304,596.4376,1076,566,1415.05,298,,,,,,,,,,,,
612352,594.07,1079,567,1407.97,299,0.02998046875,0.0035515055,-0.0001271530141821131,-0.11542160018580035,15.172752380371094,0.0003,0.6319565176963806,0.2,27.03035153746605,2980,,
614400,587.1888,1082,567,1389.8,300,0.03642578125,0.004580809,-0.0016810514411190526,-0.12006436546798796,11.921303749084473,0.0003,0.43461334705352783,0.2,24.444236302375792,2990,,
616448,586.6768,1085,567,1391.19,301,0.036083984375,0.0040863063,3.134382423013449e-05,-0.12472311201272532,11.32150936126709,0.0003,0.4804866909980774,0.2,29.575271433591844,3000,,
618496,584.6972,1088,568,1386.71,302,0.042529296875,0.0058184457,-0.00163318261038512,-0.11520233048358933,5.802455425262451,0.0003,0.5538343191146851,0.2,20.41964529454708,3010,,
620000,,,,,,0.031884765625,0.0032129604,-0.0006548287899931892,-0.12857885255943985,19.041139602661133,0.0003,0.4977724552154541,0.2,25.383401188254357,3020,421.48199999999997,1465.6
620544,587.0880000000001,1095,566,1397.87,303,,,,,,,,,,,,
622592,578.5755,1098,566,1378.65,304,0.052392578125,0.007036532,-0.0006772055072360672,-0.1530558919534087,9.725318908691406,0.0003,0.3340708017349243,0.2,22.250590717792512,3030,,
624640,583.5849999999999,1101,566,1390.62,305,0.028515625,0.0038291286,-0.0022961485097766853,-0.1193517112871632,7.124901294708252,0.0003,0.3604646325111389,0.2,25.71618765592575,3040,,
626688,586.7959,1104,567,1396.15,306,0.035498046875,0.0019558372,-0.0009231629839632661,-0.13259221338666977,8.50351619720459,0.0003,0.4856299161911011,0.2,20.616064240038394,3050,,
628736,585.7948,1107,567,1397.06,307,0.025927734375,0.0043632393,-0.0010754667207947932,-0.1337868824368343,13.591998100280762,0.0003,0.5281261205673218,0.2,27.383819606900214,3060,,
630000,,,,,,0.027294921875,0.0028885542,-0.0010703500651288778,-0.11173342569964007,12.902446746826172,0.0003,0.46728378534317017,0.2,21.95790673494339,3070,426.096,2011.2
630784,585.88,1116,564,1398.67,308,,,,,,,,,,,,
632832,583.7816,1119,565,1390.46,309,0.034326171875,0.0059674503,-0.0013743722985964269,-0.11514158581849188,17.03534507751465,0.0003,0.4734678268432617,0.2,31.060891115665434,3080,,
634880,583.9945,1122,565,1388.45,310,0.0296875,0.003908255,-0.0006330789721687325,-0.0960712497239001,13.207402229309082,0.0003,0.436102032661438,0.2,30.091458183526992,3090,,
636928,583.9902000000001,1125,565,1388.5,311,0.03779296875,0.008315178,-0.00026006775733549147,-0.10233799959532916,8.693812370300293,0.0003,0.4987397789955139,0.2,24.24562540054321,3100,,
638976,581.5125,1128,566,1379.12,312,0.04609375,0.004594368,0.000973568222252652,-0.11850887844339013,11.814576148986816,0.0003,0.5156773328781128,0.2,21.759958067536353,3110,,
640000,,,,,,0.021875,0.004425835,-0.0007615890848683193,-0.10516450583236292,6.5469584465026855,0.0003,0.5660408139228821,0.2,26.80765886604786,3120,606.5340000000001,1469.6
641024,579.2114,1135,564,1372.9,313,,,,,,,,,,,,
643072,581.8148,1138,564,1383.54,314,0.026416015625,0.0068842103,0.0017245670082047583,-0.099067213665694,8.688748359680176,0.0003,0.4446612000465393,0.2,22.8830727905035,3130,,
645120,582.5043999999999,1141,564,1384.41,315,0.02373046875,0.0026565017,-0.0017767490629921668,-0.11333457047585398,10.98056411743164,0.0003,0.5851172208786011,0.2,24.941290798783303,3140,,
647168,573.6114,1144,565,1359.98,316,0.031591796875,0.0034675887,-0.0016053116734838114,-0.11139800506643951,19.349010467529297,0.0003,0.34228986501693726,0.2,25.665400844812392,3150,,
649216,570.6104,1148,565,1353.22,317,0.031298828125,0.0025764778,-0.0012485697836382315,-0.14205006058327854,19.195222854614258,0.0003,0.4589032530784607,0.2,36.333022797107695,3160,,
650000,,,,,,0.03056640625,0.0060920827,-0.0006491641281172634,-0.13975903752725571,10.111725807189941,0.0003,0.36686813831329346,0.2,19.052858808636664,3170,654.606,1499.2
651264,577.6538,1155,563,1375.67,318,,,,,,,,,,,,
653312,576.8242,1158,563,1378.23,319,0.052001953125,0.008426594,0.00028920429176650944,-0.17863128471653908,15.873971939086914,0.0003,0.498210072517395,0.2,26.52308286130428,3180,,
655360,564.508,1161,564,1348.78,320,0.033349609375,0.0031638145,-0.0010772127076052128,-0.17377086950000376,27.604318618774414,0.0003,0.29067814350128174,0.2,25.157105588912962,3190,,
657408,558.8877,1164,564,1328.06,321,0.02080078125,0.003662719,-0.001847669910057448,-0.15803619823418558,26.578752517700195,0.0003,0.334844708442688,0.2,40.13607746958733,3200,,
659456,554.5613,1167,564,1319.07,322,0.0337890625,0.0070333164,-0.0019809541758149863,-0.14832678593229504,14.865097999572754,0.0003,0.4114919900894165,0.2,30.9451183706522,3210,,
660000,,,,,,0.0248046875,0.0027277702,-0.000346137213637121,-0.14264346763957292,11.113570213317871,0.0003,0.20185106992721558,0.2,28.009694743156434,3220,428.072,947.2
661504,559.0489,1173,563,1329.92,323,,,,,,,,,,,,
663552,556.4528,1176,564,1323.25,324,0.055810546875,0.0107418,-0.0037823580991243944,-0.1473384785000235,12.187111854553223,0.0003,0.4276033043861389,0.2,21.536954337358473,3230,,
665600,554.4634000000001,1179,564,1319.31,325,0.047412109375,0.0044957786,-0.0016540424840059131,-0.1780194099061191,13.432835578918457,0.0003,0.27619487047195435,0.2,28.62627287209034,3240,,
667648,556.2215,1182,564,1326.78,326,0.058154296875,0.0075349333,-0.003751958120847121,-0.15181771146599204,10.926876068115234,0.0003,0.3440868854522705,0.2,28.940951585769653,3250,,
669696,557.1333,1185,564,1327.45,327,0.0513671875,0.0054060575,-0.0008544443058781326,-0.17728046756237745,11.152139663696289,0.0003,0.43476206064224243,0.2,27.97184889912605,3260,,
670000,,,,,,0.026513671875,0.004525786,-0.0015641874197172,-0.14758040013257415,9.327837944030762,0.0003,0.4714701175689697,0.2,26.23553984761238,3270,583.894,2020.8
671744,555.0466999999999,1194,562,1322.22,328,,,,,,,,,,,,
673792,551.766,1197,562,1317.74,329,0.026025390625,0.0028049708,-0.0007640480704139918,-0.1434509112033993,9.851165771484375,0.0003,0.4164506196975708,0.2,19.637128388881685,3280,,
675840,552.2538,1200,563,1321.49,330,0.032568359375,0.0032397653,-0.0006073168697184883,-0.13862860354129225,24.693866729736328,0.0003,0.4580966830253601,0.2,22.09178651869297,3290,,
677888,553.3483,1203,563,1326.57,331,0.056591796875,0.005561863,-0.002812755110790022,-0.18130705633666366,7.023332595825195,0.0003,0.46925294399261475,0.2,21.862029805779457,3300,,
679936,552.9576000000001,1206,563,1323.54,332,0.0525390625,0.0046242033,-0.0013301810773555189,-0.1992513239849359,19.40250015258789,0.0003,0.5232257843017578,0.2,26.57484862804413,3310,,
680000,,,,,,0.03525390625,0.0031454994,-0.0011021082726074382,-0.16607211893424392,8.780169486999512,0.0003,0.3780086040496826,0.2,22.44053449630737,3320,349.71999999999997,853.0
681984,556.1037,1211,562,1337.79,333,,,,,,,,,,,,
684032,556.1751,1214,563,1337.66,334,0.03369140625,0.0030221464,-0.0006712184520438313,-0.19024289231747388,16.53045654296875,0.0003,0.44012773036956787,0.2,28.219134670495986,3330,,
686080,549.5100000000001,1217,563,1318.4,335,0.042578125,0.0034759003,-0.003585124236997217,-0.13939430718310178,8.699200630187988,0.0003,0.42430412769317627,0.2,25.303293815255167,3340,,
688128,544.9867,1220,563,1310.54,336,0.03134765625,0.002851624,-0.0031849264385527933,-0.12778661333722993,8.823603630065918,0.0003,0.43548882007598877,0.2,23.662550228834153,3350,,
690000,,,,,,0.025146484375,0.0033078943,-0.0011833319265861064,-0.12159658793825656,18.49167823791504,0.0003,0.46683186292648315,0.2,34.363553100824355,3360,398.218,1527.4
690176,545.8566999999999,1227,562,1315.27,337,,,,,,,,,,,,
692224,549.2903,1230,562,1330.46,338,0.03486328125,0.006156905,-0.0029909108066931366,-0.14838655176572502,8.57052230834961,0.0003,0.5202217102050781,0.2,27.783303073048593,3370,,
694272,547.2981000000001,1233,562,1327.6,339,0.058935546875,0.009359885,-0.0016991953394608571,-0.18675201754085718,9.992928504943848,0.0003,0.5115966200828552,0.2,22.698078709840775,3380,,
696320,549.8737000000001,1236,563,1334.66,340,0.057470703125,0.011966081,-0.0033567036531167104,-0.1338454887503758,8.063878059387207,0.0003,0.42954713106155396,0.2,27.791085794568062,3390,,
698368,552.5484,1239,563,1343.52,341,0.048681640625,0.004767525,0.0006532844301545993,-0.169102464732714,28.429765701293945,0.0003,0.34123069047927856,0.2,24.50312088727951,3400,,
700000,,,,,,0.034033203125,0.0034197709,-0.001540069535258226,-0.13891965232323855,21.961620330810547,0.0003,0.38963115215301514,0.2,26.920331704616547,3410,418.0,2084.0
700416,553.1551000000001,1248,560,1345.57,342,,,,,,,,,,,,
702464,552.0417000000001,1251,561,1340.16,343,0.028466796875,0.0020014488,-0.0014827747858362273,-0.12261446455959231,14.95191478729248,0.0003,0.39771056175231934,0.2,31.98226931095123,3420,,
704512,551.9330000000001,1254,561,1341.76,344,0.05625,0.010905849,-0.004837839977699332,-0.1413657893659547,16.286027908325195,0.0003,0.47177690267562866,0.2,28.582164201140404,3430,,
706560,547.3159,1257,561,1329.91,345,0.030419921875,0.0044600386,0.0005721175199141726,-0.15740673951804637,6.947543621063232,0.0003,0.428460955619812,0.2,19.533642423152923,3440,,
708608,541.907,1260,561,1319.08,346,0.02734375,0.0038007116,-0.001099318808701355,-0.1483456112910062,13.900185585021973,0.0003,0.32852596044540405,0.2,34.48973498940468,3450,,
710000,,,,,,0.036669921875,0.006601432,-0.0035712646262254567,-0.14498359905555844,12.30134391784668,0.0003,0.39401429891586304,0.2,31.6166563808918,3460,755.8140000000001,1858.2
710656,541.8931,1268,560,1319.41,347,,,,,,,,,,,,
712704,541.7063000000002,1271,560,1320.63,348,0.037451171875,0.003424571,-0.0013530780779547058,-0.1725337911164388,13.604134559631348,0.0003,0.4634186029434204,0.2,32.861837512254716,3470,,
714752,546.2941000000001,1274,560,1332.19,349,0.0373046875,0.0066493093,-0.0019315077108331025,-0.13838796694763006,6.313787460327148,0.0003,0.519136905670166,0.2,24.69347147345543,3480,,
716800,545.3788,1277,561,1334.25,350,0.032373046875,0.0033499068,-0.0009452166501432657,-0.161694383691065,8.242522239685059,0.0003,0.5041918754577637,0.2,18.974639278650283,3490,,
718848,545.4854,1280,561,1336.76,351,0.024951171875,0.0026304792,0.0009963292352040299,-0.1469650994753465,11.412506103515625,0.0003,0.4708743691444397,0.2,26.820239114761353,3500,,
720000,,,,,,0.037451171875,0.0030525038,-0.00029701763414777813,-0.15476624835282565,19.837833404541016,0.0003,0.3433612585067749,0.2,24.57766139805317,3510,647.8639999999999,1686.8
720896,553.0708999999999,1288,559,1356.71,352,,,,,,,,,,,,
722944,555.8408,1291,559,1367.06,353,0.0326171875,0.004102462,-0.0017843671099399216,-0.14392900269012898,8.0958833694458,0.0003,0.46994882822036743,0.2,26.84605043232441,3520,,
724992,546.8409,1293,560,1342.09,354,0.036083984375,0.0036155416,-0.000579697175999172,-0.1335248063551262,5.291287899017334,0.0003,0.5386002063751221,0.2,18.82644494175911,3530,,
727040,544.5617000000001,1296,560,1334.5,355,0.0267578125,0.002195579,-0.000849689616006799,-0.1257133077364415,16.43671989440918,0.0003,0.43388068675994873,0.2,36.13252633213997,3540,,
729088,546.5371,1299,561,1343.0,356,0.031103515625,0.0039280807,-0.0014204827224602924,-0.12463755595963448,7.3566575050354,0.0003,0.5602329969406128,0.2,20.460888159275054,3550,,
730000,,,,,,0.054638671875,0.009373094,-0.002900654987024609,-0.1603455673204735,11.039962768554688,0.0003,0.5589048862457275,0.2,22.45296464562416,3560,541.684,1264.6
731136,545.3385,1305,559,1340.14,357,,,,,,,,,,,,
733184,541.0907,1308,560,1325.05,358,0.04091796875,0.0064994697,0.0010228773491689936,-0.1560122588882223,7.391512393951416,0.0003,0.5959348678588867,0.2,16.921771517395975,3570,,
735232,540.6914,1311,560,1325.92,359,0.033056640625,0.004796133,0.00049410242063459,-0.1602175638079643,18.320310592651367,0.0003,0.5724090337753296,0.2,30.0861732929945,3580,,
737280,540.3435,1314,561,1331.54,360,0.031787109375,0.0028885114,-0.0009258879465050996,-0.14123026286251844,12.01498794555664,0.0003,0.5447531938552856,0.2,21.089971363544464,3590,,
739328,540.6682,1316,561,1331.6,361,0.04423828125,0.004735261,-0.0014722693274961784,-0.14063784542959185,6.859604835510254,0.0003,0.4099823236465454,0.2,20.799934741854667,3600,,
740000,,,,,,0.0330078125,0.0074627977,-0.0016549492749618367,-0.1338460788712837,10.056476593017578,0.0003,0.4757957458496094,0.2,23.420118591189386,3610,391.122,1277.6
741376,539.1164,1323,560,1332.87,362,,,,,,,,,,,,
743424,539.1211999999999,1325,560,1333.83,363,0.033740234375,0.005829284,-0.0015564829736831598,-0.14375314053613691,18.30628204345703,0.0003,0.44986456632614136,0.2,26.137896785140036,3620,,
745472,538.0171999999999,1328,561,1331.84,364,0.03740234375,0.008525278,0.0013132928048435132,-0.12891326795797795,4.840143203735352,0.0003,0.5083656907081604,0.2,17.334779009222984,3630,,
747520,538.7348,1331,561,1334.27,365,0.029150390625,0.0037544267,-0.00029766896477667615,-0.12244700967567042,6.946517467498779,0.0003,0.5798358917236328,0.2,15.791401380300522,3640,,
749568,545.8282999999999,1334,561,1353.25,366,0.035791015625,0.0055006016,0.0012010723192361183,-0.14534385518636556,9.47507095336914,0.0003,0.48161089420318604,0.2,19.80681688785553,3650,,
750000,,,,,,0.017626953125,0.0019267739,-2.2462959168478847e-05,-0.13848275498021395,4.548089981079102,0.0003,0.5086605548858643,0.2,22.580344530940057,3660,510.052,2830.2
751616,543.5089999999999,1344,558,1346.57,367,,,,,,,,,,,,
753664,534.8262,1347,559,1321.54,368,0.0361328125,0.0034509797,-0.0008605812297901138,-0.13967029307968915,7.282994747161865,0.0003,0.5113680362701416,0.2,26.781234830617905,3670,,
755712,540.5969,1350,559,1336.07,369,0.026171875,0.0033276933,-0.0003908051090547815,-0.14723444147966802,6.520671844482422,0.0003,0.4351695775985718,0.2,27.731415602564812,3680,,
757760,536.4891,1352,560,1326.56,370,0.02763671875,0.003960397,-0.001996017643250525,-0.1410838372539729,18.24689483642578,0.0003,0.4281007647514343,0.2,27.28574965596199,3690,,
759808,535.7541,1355,560,1328.63,371,0.038916015625,0.004671109,-0.003576936465105973,-0.14050918594002723,8.473654747009277,0.0003,0.3301190137863159,0.2,20.423854213953017,3700,,
760000,,,,,,0.03310546875,0.005772345,-0.0012922938243718819,-0.13634625680278986,17.55171012878418,0.0003,0.47593289613723755,0.2,23.58647087812424,3710,712.3059999999999,1713.4
761856,536.4419,1363,558,1331.44,372,,,,,,,,,,,,
763904,535.669,1366,559,1327.35,373,0.043896484375,0.004227941,-0.0005417914973804728,-0.1436495991423726,12.258495330810547,0.0003,0.5589408874511719,0.2,22.087438127398492,3720,,
765952,538.1469999999999,1368,559,1335.96,374,0.029931640625,0.0056119906,-0.0022959174966672435,-0.11907711713574827,14.505888938903809,0.0003,0.4547569155693054,0.2,29.728655135631563,3730,,
768000,539.9041000000001,1371,559,1342.73,375,0.04921875,0.0076562525,-0.0025294968130765484,-0.1447903487365693,7.353024482727051,0.0003,0.5054699778556824,0.2,23.268359556794167,3740,,
770000,,,,,,0.039208984375,0.0049404074,-0.0005267252447083593,-0.13050060102250427,9.189641952514648,0.0003,0.5575888156890869,0.2,18.869956818223,3750,542.0260000000001,1242.0
770048,532.7016,1377,558,1327.32,376,,,,,,,,,,,,
772096,534.6655000000001,1381,559,1335.95,377,0.02861328125,0.0025500227,-0.0017923809777130374,-0.11803519354434684,7.954574108123779,0.0003,0.5494744777679443,0.2,26.813107115030288,3760,,
774144,534.6655000000001,1384,559,1335.95,378,0.041552734375,0.0047020335,0.0006241938564926386,-0.1423154223477468,17.791589736938477,0.0003,0.33191919326782227,0.2,26.054465433955194,3770,,
776192,537.6216000000001,1387,559,1348.7,379,0.0267578125,0.0029812371,0.0007131190985091961,-0.14169037020765246,7.903713226318359,0.0003,0.45529788732528687,0.2,14.053380195796489,3780,,
778240,541.3894,1390,559,1356.7,380,0.030419921875,0.003629216,-0.0006978852092288434,-0.16626469204202293,11.903040885925293,0.0003,0.41558319330215454,0.2,24.540189743041992,3790,,
780000,,,,,,0.036181640625,0.004599224,-0.0019609053124440834,-0.15057206195779144,12.326811790466309,0.0003,0.5093228816986084,0.2,28.16892881989479,3800,708.0939999999999,1680.6
780288,534.5035,1398,558,1339.3,381,,,,,,,,,,,,
