time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
112640,219.76120000000003,196,572,965.15,55,0.06904296875,0.005481268,-0.0011278703925199807,-0.4065934567712247,9.792905807495117,0.0003,0.4065302610397339,0.2,18.337678280472755,540,,
114688,225.94890000000004,199,574,981.14,56,0.101416015625,0.0077035297,-0.0032985689351335166,-0.45902109909802674,10.227399826049805,0.0003,0.3847498297691345,0.2,25.79581024646759,550,,
116736,233.1201,202,577,1000.34,57,0.065234375,0.0037260493,-0.0031852408370468765,-0.3970495921559632,8.457019805908203,0.0003,0.3721309304237366,0.2,21.940615800023078,560,,
118784,239.40729999999996,205,579,1017.73,58,0.06728515625,0.0063498537,-0.0005295444425428286,-0.4088374269194901,11.714433670043945,0.0003,0.3795652985572815,0.2,18.320969372987747,570,,
120000,,,,,,0.08330078125,0.0060897702,0.0016945153329288587,-0.38838310474529864,6.294881820678711,0.0003,0.45161718130111694,0.2,15.384238263964653,580,561.704,1355.0
120832,245.7939,211,571,1034.07,59,,,,,,,,,,,,
122880,250.69809999999998,214,573,1044.9,60,0.076806640625,0.009934748,-0.001134552643634379,-0.4316635990515351,10.76840877532959,0.0003,0.3762049674987793,0.2,24.134642699360846,590,,
124928,258.13519999999994,217,575,1069.68,61,0.057666015625,0.0069366777,-0.0008246426528785378,-0.4294742988422513,8.181994438171387,0.0003,0.38428181409835815,0.2,23.62432521879673,600,,
126976,264.2735,219,577,1090.73,62,0.057666015625,0.0055025206,-0.0011630488239461555,-0.41143276626244185,13.517069816589355,0.0003,0.3690226078033447,0.2,26.754158702492713,610,,
129024,267.7819,222,579,1097.92,63,0.096923828125,0.007921257,-0.0025441881327424197,-0.45034698909148574,7.944183826446533,0.0003,0.385640025138855,0.2,19.656817409396172,620,,
130000,,,,,,0.06376953125,0.005924129,9.350655745947734e-05,-0.4450725778006017,11.071897506713867,0.0003,0.39991283416748047,0.2,22.424340835213663,630,137.08200000000002,1452.2
131072,277.9959,229,571,1122.18,64,,,,,,,,,,,,
133120,285.0292,231,573,1135.93,65,0.066259765625,0.0046154675,-7.06977618392557e-05,-0.4018148720264435,8.254608154296875,0.0003,0.3791029453277588,0.2,27.509822475910187,640,,
135168,290.55139999999994,234,576,1146.26,66,0.0552734375,0.011934163,-0.00024132253020070493,-0.3380247439257801,9.038872718811035,0.0003,0.35740435123443604,0.2,22.538131648302077,650,,
137216,298.59479999999996,237,578,1163.24,67,0.079150390625,0.0088333115,0.001225846534362063,-0.3266730853356421,10.314338684082031,0.0003,0.3988053798675537,0.2,18.80059538334608,660,,
