time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
139,-10.0,694,409,284672,186.79,0.0001400290660740211,0.2,0.0003,0.0154296875,-0.13899202449247242,0.0012068807,1380,0.0012909211218357086,-0.00017521078625577503,0.9999762177467346,,
140,-10.0,695,412,286720,186.79,0.00013871786687218445,0.2,0.0003,0.006640625,-0.14626684656832367,0.00080539106,1390,0.0022412564139813185,0.0005071223044069484,0.9999769330024719,,
141,-10.0,695,415,288768,186.98,0.00014731461849351035,0.2,0.0003,0.012841796875,-0.14061567806638778,0.0008021574,1400,0.0004256327520124614,0.0008465043822070584,0.9999774694442749,,
,,,,290000,,0.00014010901022629696,0.2,0.0003,0.019384765625,-0.15623630341142417,0.0010881214,1410,-0.0040963455103337765,0.0004768517290358432,0.9999771118164062,187.0,-10.0
142,-10.0,695,418,290816,187.0,,,,,,,,,,,,
143,-10.0,695,421,292864,187.0,0.00013307967674336396,0.2,0.0003,0.01513671875,-0.15292234313674272,0.00089877064,1420,-0.0005860732053406537,0.0006744062266079709,0.9999781250953674,,
144,-10.0,695,423,294912,187.0,0.000159125153675177,0.2,0.0003,0.020458984375,-0.16123393538873643,0.0011171515,1430,-0.004776173271238804,-0.00011696943547576666,0.9999783635139465,,
145,-10.0,696,426,296960,187.0,0.00014102035385690214,0.2,0.0003,0.0166015625,-0.14219848734792323,0.0011921793,1440,-0.0026978859677910805,0.00020040102244820446,0.9999784827232361,,
146,-10.0,696,429,299008,187.0,0.0001808168351999484,0.2,0.0003,0.017578125,-0.14991661654785277,0.0016940724,1450,-0.0004996829084120691,0.0002887525362893939,0.9999797344207764,,
,,,,300000,,0.00011481934041626118,0.2,0.0003,0.0103515625,-0.13328681237762793,0.0013253056,1460,-0.0031151450239121914,0.0005877738876733929,0.9999811053276062,187.0,-10.0
147,-10.0,696,432,301056,187.0,,,,,,,,,,,,
148,-10.0,696,434,303104,187.0,0.00011484384170898921,0.2,0.0003,0.024853515625,-0.12226261997129768,0.0018942652,1470,-0.00239329831674695,-0.0008193819769076072,0.9999822974205017,,
149,-10.0,697,437,305152,187.0,0.0001173204104134129,0.2,0.0003,0.025830078125,-0.11618135803146287,0.002717961,1480,-0.011471308767795563,-0.00047410383413080124,0.9999826550483704,,
150,-10.0,697,440,307200,187.0,0.00012083043249049297,0.2,0.0003,0.013525390625,-0.13892957800999284,0.00043335956,1490,0.0019464005017653108,0.0003568317973986268,0.9999812245368958,,
151,-10.0,697,443,309248,187.0,0.0001320958628923563,0.2,0.0003,0.018603515625,-0.1392039937665686,0.0014949524,1500,-0.0015784340212121606,0.0003539832672686316,0.9999797344207764,,
,,,,310000,,0.00012709479671570988,0.2,0.0003,0.021826171875,-0.1563114908756688,0.001592291,1510,-0.0016837092116475105,0.00013016506418352946,0.999981701374054,187.0,-10.0
152,-10.0,697,446,311296,187.0,,,,,,,,,,,,
153,-10.0,697,448,313344,187.0,0.00014869732655142798,0.2,0.0003,0.01953125,-0.1227331726346165,0.0007289159,1520,-0.0009796074591577053,0.0009554627642501146,0.9999828338623047,,
154,-10.0,698,451,315392,187.0,0.00010921862566988238,0.2,0.0003,0.017919921875,-0.1339739101473242,0.0023657023,1530,-0.00031013868283480406,-0.0007010595960309729,0.9999827146530151,,
155,-10.0,698,454,317440,187.0,0.00011104560974217748,0.2,0.0003,0.01826171875,-0.14185464365873485,0.0013624484,1540,-0.007242468185722828,-0.0003779456776101142,0.9999827742576599,,
156,-10.0,699,456,319488,187.0,0.00011833467836481759,0.2,0.0003,0.0205078125,-0.1541316856397316,0.0014685239,1550,-0.0077878814190626144,2.1820570691488683e-05,0.9999809861183167,,
,,,,320000,,0.00011352192090612334,0.2,0.0003,0.021337890625,-0.1338670053286478,0.0018037773,1560,-0.0039315978065133095,0.0010738751181634143,0.9999825954437256,187.0,-10.0
157,-10.0,699,459,321536,187.0,,,,,,,,,,,,
158,-10.0,699,462,323584,187.0,0.0001669005338271745,0.2,0.0003,0.0259765625,-0.15186138732824475,0.0039983774,1570,-0.0055125500075519085,-0.00032390644046245145,0.9999820590019226,,
159,-10.0,699,465,325632,187.0,0.00010762893600713141,0.2,0.0003,0.018408203125,-0.13973681859206408,0.0023030913,1580,0.0006137630552984774,0.0010768775217002257,0.999983549118042,,
160,-10.0,699,468,327680,187.0,0.0001009640647737342,0.2,0.0003,0.024609375,-0.1254698728909716,0.003668394,1590,-0.005145089700818062,-7.622169359819964e-05,0.9999836683273315,,
161,-10.0,700,470,329728,187.0,0.00010038035763955122,0.2,0.0003,0.023046875,-0.14715442941524087,0.00065551634,1600,-0.0006975172436796129,0.0013790964701911434,0.9999842047691345,,
,,,,330000,,0.00011409473655135116,0.2,0.0003,0.030419921875,-0.14918590520974248,0.0024783001,1610,0.0037521622143685818,0.0015620976773789153,0.999984085559845,187.0,-10.0
162,-10.0,700,473,331776,187.0,,,,,,,,,,,,
163,-10.0,700,476,333824,187.0,0.0001070495172768915,0.2,0.0003,0.017626953125,-0.12905466272495686,0.0011860598,1620,0.0001239927369169891,0.0007666945370147005,0.9999834895133972,,
164,-10.0,700,479,335872,187.0,0.00014323224805821156,0.2,0.0003,0.016943359375,-0.13049272787757218,0.00067255436,1630,-0.0035962697584182024,0.0007468844836694188,0.9999826550483704,,
165,-10.0,701,481,337920,187.0,0.00010512102063557905,0.2,0.0003,0.0123046875,-0.13239103795494883,0.0011873776,1640,-0.00026999611873179674,-0.0011476327723357826,0.9999840259552002,,
166,-10.0,701,484,339968,187.0,0.00010688825327065388,0.2,0.0003,0.015673828125,-0.15937401517294347,0.0020225486,1650,-0.005340475123375654,0.00030662370700156315,0.9999836087226868,,
,,,,340000,,0.0001158012459541169,0.2,0.0003,0.011279296875,-0.14221091114450246,0.0008164066,1660,4.116191121283919e-06,-0.00011163333256263286,0.9999849796295166,187.0,-10.0
167,-10.0,701,487,342016,187.0,,,,,,,,,,,,
168,-10.0,701,490,344064,187.0,9.692740612194939e-05,0.2,0.0003,0.02421875,-0.12022765271831304,0.0019509871,1670,-0.0028498279862105846,-0.0015275254001608119,0.9999842643737793,,
169,-10.0,701,493,346112,187.0,0.0001937047457090557,0.2,0.0003,0.0181640625,-0.1399680473143235,0.0001997344,1680,-0.0030783747788518667,0.001236810753471218,0.9999853372573853,,
170,-10.0,702,495,348160,187.0,9.159928072222101e-05,0.2,0.0003,0.020703125,-0.14591296114958824,0.0017235035,1690,-0.003991055302321911,-0.00023669696529395878,0.9999858140945435,,
,,,,350000,,9.007737754131994e-05,0.2,0.0003,0.04033203125,-0.17753289761021734,0.002903197,1700,-0.0024743503890931606,-0.00014823276142124088,0.9999856948852539,187.0,-10.0
171,-10.0,702,498,350208,187.0,,,,,,,,,,,,
172,-10.0,702,501,352256,187.0,9.084907187570935e-05,0.2,0.0003,0.01083984375,-0.11605250531574711,0.0009322169,1710,0.00680585578083992,0.0003500418388284743,0.9999867081642151,,
173,-10.0,702,504,354304,187.0,8.70084911809954e-05,0.2,0.0003,0.0275390625,-0.16309274181257932,0.0025514439,1720,-0.0009493238758295774,0.0001861815428128466,0.9999861717224121,,
174,-10.0,703,506,356352,187.0,0.00011293794755147246,0.2,0.0003,0.039501953125,-0.16772068531718104,0.0028485053,1730,0.0013730162754654884,-0.0006984962848946453,0.9999858140945435,,
175,-10.0,703,509,358400,187.0,0.0001058109610653446,0.2,0.0003,0.011328125,-0.13086854408029466,0.00071747124,1740,-0.001358350389637053,-2.4447552277706563e-05,0.9999859929084778,,
,,,,360000,,0.00010199792595244617,0.2,0.0003,0.016162109375,-0.1464733213884756,0.0009233671,1750,0.004908776842057705,0.00034702313860179856,0.9999850988388062,187.0,-10.0
176,-10.0,703,512,360448,187.0,,,,,,,,,,,,
177,-10.0,703,515,362496,187.0,9.248968667066037e-05,0.2,0.0003,0.027001953125,-0.14100939999334514,0.001725106,1760,0.0023112643975764513,1.6140085062943398e-05,0.9999863505363464,,
178,-10.0,703,517,364544,187.0,8.852899780436019e-05,0.2,0.0003,0.015625,-0.12858637573663145,0.0016709731,1770,-0.007470138370990753,-0.00021285778057063,0.9999863505363464,,
179,-10.0,704,520,366592,187.0,7.78713317004076e-05,0.2,0.0003,0.018603515625,-0.13277513292850926,0.001105498,1780,0.006575359962880611,-0.00027541315357666464,0.9999886751174927,,
180,-10.0,704,523,368640,187.0,8.037024089730948e-05,0.2,0.0003,0.013525390625,-0.11148195585701615,0.0011778383,1790,-0.000735276669729501,0.000259445421397686,0.9999886155128479,,
,,,,370000,,8.85723642852554e-05,0.2,0.0003,0.01572265625,-0.11974611587356776,0.0015262186,1800,-0.002333506243303418,0.00019319118873681874,0.9999879002571106,187.0,-10.0
181,-10.0,703,526,370688,187.0,,,,,,,,,,,,
182,-10.0,704,529,372736,187.0,8.115224667051279e-05,0.2,0.0003,0.02060546875,-0.16676424210891128,0.0018885508,1810,-0.005827207583934069,0.0007822503219358623,0.9999880790710449,,
183,-10.0,704,532,374784,187.0,8.375616118314611e-05,0.2,0.0003,0.023291015625,-0.14704723928589375,0.0037972145,1820,-0.0005045239813625813,-0.00048498577962163836,0.9999876618385315,,
184,-10.0,704,534,376832,187.0,7.912614120186845e-05,0.2,0.0003,0.01591796875,-0.1341230486985296,0.0025382019,1830,-0.004817012697458267,0.0005433316371636465,0.9999885559082031,,
185,-10.0,705,537,378880,187.0,8.611269087737128e-05,0.2,0.0003,0.027685546875,-0.1508288580691442,0.0046506687,1840,0.0003811368078459054,0.00042283305956516417,0.9999899864196777,,
,,,,380000,,6.861225056411512e-05,0.2,0.0003,0.015478515625,-0.1275422312086448,0.0019175243,1850,-0.002695172093808651,-0.0010088898605317808,0.9999895095825195,187.0,-10.0
186,-10.0,704,540,380928,187.0,,,,,,,,,,,,
187,-10.0,705,543,382976,187.0,0.00010924813413453194,0.2,0.0003,0.012255859375,-0.1283293565735221,0.00085996964,1860,-0.0017743670614436269,0.0004155012662522495,0.9999891519546509,,
188,-10.0,705,545,385024,187.0,0.00011306899791918568,0.2,0.0003,0.019482421875,-0.16177214602939785,0.0008470982,1870,-0.0009239139035344124,0.0007030532171484083,0.9999886155128479,,
189,-10.0,705,548,387072,187.0,7.15221048665171e-05,0.2,0.0003,0.01787109375,-0.13315939088352025,0.0007790305,1880,0.0026899976655840874,-0.000355588155798614,0.9999903440475464,,
190,-10.0,705,551,389120,187.0,5.87014770502492e-05,0.2,0.0003,0.020263671875,-0.14666230273433029,0.003012024,1890,-0.0013593763578683138,-0.0005731766432290897,0.9999895095825195,,
,,,,390000,,7.187129755266141e-05,0.2,0.0003,0.036474609375,-0.16163606122136115,0.004562172,1900,-0.01720689982175827,-0.0009367361955810339,0.9999913573265076,187.0,-10.0
191,-10.0,705,554,391168,187.0,,,,,,,,,,,,
192,-10.0,706,556,393216,187.0,6.595079305213858e-05,0.2,0.0003,0.009814453125,-0.1356483186362311,0.00039901296,1910,0.0014013377949595451,-0.00019742765871342272,0.9999908804893494,,
193,-10.0,706,559,395264,187.0,6.151455637848358e-05,0.2,0.0003,0.01357421875,-0.15366550970356913,0.0010673654,1920,-0.00015164833166636527,-0.0003335585744935088,0.9999907612800598,,
194,-10.0,706,562,397312,187.0,0.00011134914001047491,0.2,0.0003,0.02109375,-0.15575226040091367,0.0017350831,1930,0.0002905804431065917,0.00024945027835201474,0.9999907612800598,,
195,-10.0,706,564,399360,187.0,6.2322909494128e-05,0.2,0.0003,0.0208984375,-0.15231538317166268,0.00086919864,1940,0.004873047582805157,0.0013366092265641783,0.9999910593032837,,
,,,,400000,,5.466254758630384e-05,0.2,0.0003,0.018505859375,-0.15786611072253437,0.0006494797,1950,-0.00439548259600997,0.0003665184194687754,0.9999911189079285,187.0,-10.0
196,-10.0,706,568,401408,187.0,,,,,,,,,,,,
197,-10.0,706,570,403456,187.0,5.856454167769698e-05,0.2,0.0003,0.024560546875,-0.1572721437783912,0.002703277,1960,-0.009698783978819847,1.0879250476136804e-05,0.9999914169311523,,
198,-10.0,707,573,405504,187.0,6.156588929400187e-05,0.2,0.0003,0.012744140625,-0.1266753693809733,0.00068862806,1970,-0.002145458711311221,0.00039726731774862855,0.9999915361404419,,
199,-10.0,707,576,407552,187.0,5.9256466747115157e-05,0.2,0.0003,0.01806640625,-0.13505368067417295,0.00036520002,1980,-0.0005601726588793099,0.0008345721609657631,0.9999911785125732,,
200,-10.0,707,578,409600,187.0,7.662319985968225e-05,0.2,0.0003,0.022119140625,-0.16065652046818285,0.0014323535,1990,-0.0017363756196573377,0.0010814148030476646,0.9999915361404419,,
,,,,410000,,5.891610666708402e-05,0.2,0.0003,0.018603515625,-0.16264828159473838,0.0006549752,2000,0.003924432210624218,0.0001785442218533717,0.9999914169311523,187.0,-10.0
201,-10.0,707,581,411648,187.0,,,,,,,,,,,,
202,-10.0,707,584,413696,187.0,5.6859733842884455e-05,0.2,0.0003,0.0115234375,-0.14524679516907782,0.0004961215,2010,-0.008138301782310009,0.00013476118620019405,0.9999912977218628,,
203,-10.0,708,586,415744,187.0,6.164996722191063e-05,0.2,0.0003,0.01669921875,-0.12351690800860524,0.0009810522,2020,-0.003851640038192272,-0.0009114861313719302,0.9999914765357971,,
204,-10.0,708,589,417792,187.0,5.7872769326650085e-05,0.2,0.0003,0.010400390625,-0.1431753632845357,0.0013375797,2030,0.0014744672225788236,-0.00015214674931485206,0.9999921917915344,,
205,-10.0,708,592,419840,187.0,6.728132633213591e-05,0.2,0.0003,0.01591796875,-0.11917012759950012,0.0018190873,2040,6.074893462937325e-06,-9.978287707781419e-05,0.9999924898147583,,
,,,,420000,,7.301529611254409e-05,0.2,0.0003,0.0216796875,-0.14597720133606346,0.004255954,2050,0.0002708402753341943,0.00016801288875285537,0.9999920129776001,187.0,-10.0
206,-10.0,708,595,421888,187.0,,,,,,,,,,,,
207,-10.0,708,598,423936,187.0,4.398352555483598e-05,0.2,0.0003,0.0107421875,-0.12570436253445222,0.0005977144,2060,-0.0005622432217933238,0.0004951322029228322,0.9999927282333374,,
208,-10.0,709,600,425984,187.0,5.6125444999111096e-05,0.2,0.0003,0.022998046875,-0.14642609064467252,0.0028131574,2070,-0.004018853884190321,0.0010242045813356527,0.9999919533729553,,
209,-10.0,709,603,428032,187.0,6.520666469072012e-05,0.2,0.0003,0.01953125,-0.13208480505272746,0.0009149996,2080,-0.010290959849953651,-0.000266751013987232,0.9999949336051941,,
,,,,430000,,4.273445235867257e-05,0.2,0.0003,0.01279296875,-0.1394900331273675,0.0010460544,2090,-0.0010369853116571903,0.00031437718571396543,0.9999933838844299,187.0,-10.0
210,-10.0,709,606,430080,187.0,,,,,,,,,,,,
211,-10.0,709,609,432128,187.0,4.562175919033962e-05,0.2,0.0003,0.02373046875,-0.15350179565139116,0.0011815612,2100,-0.0007564130937680602,0.000117503285582643,0.9999932050704956,,
212,-10.0,709,611,434176,187.0,4.9215975124639044e-05,0.2,0.0003,0.021923828125,-0.13724907289724797,0.0020646153,2110,-0.0015418798429891467,-0.0007606946397572756,0.9999939203262329,,
213,-10.0,709,614,436224,186.92,4.394670533827139e-05,0.2,0.0003,0.01552734375,-0.16362670534290374,0.0018260196,2120,0.0018920202273875475,0.00027192048000870275,0.9999942779541016,,
214,-10.0,710,617,438272,186.92,0.0026674496875330076,0.2,0.0003,0.012060546875,-0.13029717830941082,0.0009971731,2130,0.0036757963243871927,-0.0007393260370008647,0.9995508193969727,,
,,,,440000,,0.00011574605833857277,0.2,0.0003,0.024072265625,-0.13642138228751718,0.0030774274,2140,-0.009707193821668625,-7.771773962303997e-05,0.9999688267707825,187.0,-10.0
215,-10.0,709,620,440320,186.92,,,,,,,,,,,,
216,-10.0,710,623,442368,186.92,5.47582479725861e-05,0.2,0.0003,0.015234375,-0.13586796596646308,0.0006064881,2150,-0.0009164127986878157,-0.00034272587072337046,0.9999881386756897,,
217,-10.0,710,625,444416,186.92,4.3904908801550845e-05,0.2,0.0003,0.0158203125,-0.14944646831136196,0.00051244645,2160,0.000820935470983386,0.0002497022695024498,0.9999909996986389,,
218,-10.0,710,628,446464,186.88,3.436730818862088e-05,0.2,0.0003,0.053564453125,-0.18596327782142907,0.0053725056,2170,-0.005959546659141779,-0.0006055705511244014,0.9999940991401672,,
219,-10.0,710,631,448512,186.88,0.0005573699260025932,0.2,0.0003,0.01982421875,-0.1452814490534365,0.0010263429,2180,-0.0012682474916800857,-0.0011961070529650896,0.9998868703842163,,
,,,,450000,,9.93522450812634e-05,0.2,0.0003,0.022509765625,-0.14292134197894485,0.004783291,2190,-0.011799167841672897,0.0010940698135527781,0.9999747276306152,187.0,-10.0
220,-10.0,710,634,450560,186.88,,,,,,,,,,,,
221,-10.0,710,636,452608,186.88,5.322638646418909e-05,0.2,0.0003,0.039404296875,-0.17746411215048283,0.003372606,2200,-0.002185976365581155,0.0006805028911912814,0.9999898672103882,,
222,-10.0,710,639,454656,186.96,4.322516950878707e-05,0.2,0.0003,0.022314453125,-0.14183312042150648,0.001050524,2210,-0.0009341681725345552,-0.0007376476016361267,0.9999921321868896,,
223,-10.0,711,642,456704,186.96,4.422738928724357e-05,0.2,0.0003,0.0126953125,-0.15887478187214582,0.00041315274,2220,-0.0009134710417129099,0.0003077106870478019,0.9999932646751404,,
224,-10.0,711,644,458752,186.96,3.4579761012309974e-05,0.2,0.0003,0.023486328125,-0.15911960019730031,0.0011477829,2230,-0.0024728230200707912,8.663979824632406e-05,0.9999942779541016,,
,,,,460000,,5.156371932599768e-05,0.2,0.0003,0.007861328125,-0.14137299018912017,0.00035268714,2240,-0.000594598357565701,0.00026956147921737285,0.9999936819076538,187.0,-10.0
225,-10.0,711,647,460800,186.96,,,,,,,,,,,,
226,-10.0,711,650,462848,186.88,3.860045499664011e-05,0.2,0.0003,0.0109375,-0.147354383347556,0.0012334815,2250,-0.004994546994566917,-2.4898564151953906e-05,0.9999943375587463,,
227,-10.0,711,653,464896,186.92,0.002356203535964596,0.2,0.0003,0.010107421875,-0.13457300926093013,0.000693755,2260,-0.0005442294059321284,-0.0010637949366355316,0.9995616674423218,,
228,-10.0,711,656,466944,186.92,0.00015357318220594608,0.2,0.0003,0.012744140625,-0.13034082239028066,0.0007784507,2270,-0.00026675130357034504,-0.000456184201175347,0.999946117401123,,
229,-10.0,711,658,468992,186.92,6.942627086345965e-05,0.2,0.0003,0.019091796875,-0.11405371329747141,0.0018459097,2280,0.003902444848790765,-0.0023611244032508694,0.999981701374054,,
,,,,470000,,4.625416871988364e-05,0.2,0.0003,0.013427734375,-0.13462372524663807,0.0010970398,2290,-0.0013278096448630095,0.0002996472045197152,0.9999913573265076,187.0,-10.0
230,-10.0,711,661,471040,186.92,,,,,,,,,,,,
231,-10.0,711,664,473088,186.92,3.291770815536665e-05,0.2,0.0003,0.01123046875,-0.13096068522427232,0.0017317581,2300,-0.0059937480837106705,0.0006576929445145652,0.9999940991401672,,
232,-10.0,712,667,475136,186.92,3.385601588945519e-05,0.2,0.0003,0.01728515625,-0.12562859447207303,0.0010374779,2310,-0.0020205238834023476,0.0006104158645030111,0.999994158744812,,
233,-10.0,712,669,477184,186.92,5.089727277720613e-05,0.2,0.0003,0.012841796875,-0.13727727641817183,0.0012802377,2320,0.006050157826393843,0.0004922884269035422,0.9999951124191284,,
234,-10.0,712,672,479232,186.92,2.688829894736955e-05,0.2,0.0003,0.017578125,-0.13671852264087647,0.0028519973,2330,-0.003809065092355013,-0.00012377827661111951,0.9999959468841553,,
,,,,480000,,2.508119587218971e-05,0.2,0.0003,0.021826171875,-0.13443633182905615,0.0017905375,2340,-0.001966348383575678,0.0008032027661101892,0.9999963045120239,187.0,-10.0
235,-10.0,712,675,481280,186.92,,,,,,,,,,,,
236,-10.0,712,678,483328,187.0,4.583071633419422e-05,0.2,0.0003,0.013623046875,-0.13014402363914995,0.001252521,2350,-0.0015904356259852648,-4.514652828220278e-05,0.9999952912330627,,
237,-10.0,712,681,485376,187.0,4.4519329290437784e-05,0.2,0.0003,0.0103515625,-0.1136220074025914,0.00028107874,2360,-0.0028927079401910305,0.00033316600165562705,0.9999951720237732,,
238,-10.0,712,683,487424,187.0,0.00010474796704897926,0.2,0.0003,0.018798828125,-0.1380018407246098,0.0020300588,2370,-0.004720989149063826,8.86752677615732e-06,0.9999947547912598,,
239,-10.0,712,686,489472,187.0,2.8395137945835813e-05,0.2,0.0003,0.01875,-0.1172021290869452,0.0016501719,2380,-0.002134725684300065,0.0009260299091693013,0.9999960064888,,
,,,,490000,,3.54479586889056e-05,0.2,0.0003,0.01103515625,-0.13331495565362275,0.00073419616,2390,0.0023481876123696566,0.00013118370843585582,0.9999952912330627,187.0,-10.0
240,-10.0,712,689,491520,187.0,,,,,,,,,,,,
241,-10.0,712,692,493568,187.0,0.0001650666531020306,0.2,0.0003,0.01669921875,-0.1303344814805314,0.00085576245,2400,-0.008855083025991917,-0.0003994913087808527,0.9999950528144836,,
242,-10.0,712,695,495616,187.0,3.024507168731816e-05,0.2,0.0003,0.02587890625,-0.14377691317349672,0.0021687425,2410,0.00876449141651392,-0.0009288011060561985,0.9999949932098389,,
243,-10.0,713,697,497664,187.0,3.358987361536947e-05,0.2,0.0003,0.0232421875,-0.1514008820988238,0.002580952,2420,-0.0002684017235878855,0.000781322005786933,0.9999950528144836,,
244,-10.0,713,700,499712,187.0,5.9532552441510234e-05,0.2,0.0003,0.01103515625,-0.11907567912712694,0.0013499218,2430,-0.0031554200686514378,0.0004938160214805976,0.999995768070221,,
,,,,500000,,2.6533244555082546e-05,0.2,0.0003,0.014990234375,-0.12815139190061017,0.0003161977,2440,-0.0022976496256887913,0.0009654961875639855,0.9999961853027344,187.0,-10.0
245,-10.0,712,703,501760,187.0,,,,,,,,,,,,
246,-10.0,713,706,503808,187.0,2.89679428448153e-05,0.2,0.0003,0.022216796875,-0.1426580406492576,0.0012514974,2450,-0.0019476634915918112,0.0003528057161020115,0.9999964237213135,,
247,-10.0,713,709,505856,187.0,2.5775868283517412e-05,0.2,0.0003,0.022509765625,-0.11084245161619037,0.001977027,2460,-0.004562295973300934,-0.0012223974350490606,0.9999961853027344,,
248,-10.0,713,711,507904,187.0,3.48677536806008e-05,0.2,0.0003,0.01484375,-0.12508850556332618,0.002303056,2470,-0.0008769551641307771,0.000555915579025168,0.999996542930603,,
249,-10.0,713,714,509952,187.0,3.4503057310075744e-05,0.2,0.0003,0.020654296875,-0.1290911552030593,0.0049241846,2480,0.005846007261425257,0.0011188889620825648,0.9999966621398926,,
,,,,510000,,3.96766596097109e-05,0.2,0.0003,0.008154296875,-0.10349255780456587,0.0008184095,2490,-0.001899953931570053,9.073018736671656e-05,0.9999956488609314,187.0,-10.0
250,-10.0,713,717,512000,187.0,,,,,,,,,,,,
251,-10.0,713,720,514048,187.0,4.403969942643471e-05,0.2,0.0003,0.01357421875,-0.1183084853924811,0.00261026,2500,0.008294216357171535,0.0011859863778227008,0.9999963641166687,,
252,-10.0,713,723,516096,187.0,4.3274804234272324e-05,0.2,0.0003,0.031689453125,-0.15356959418859334,0.0016180848,2510,-0.002478518523275852,0.0007987413526279851,0.9999954700469971,,
253,-10.0,713,725,518144,187.0,6.0191274249632444e-05,0.2,0.0003,0.027734375,-0.12184089125366881,0.0023301388,2520,-0.011219336651265621,0.00040783554868539795,0.9999942183494568,,
,,,,520000,,1.9366162435119348e-05,0.2,0.0003,0.040673828125,-0.13334718239493668,0.009872433,2530,0.07336121797561646,0.0005924809811403975,0.9999968409538269,187.0,-10.0
254,-10.0,713,729,520192,187.0,,,,,,,,,,,,
255,-10.0,713,731,522240,187.0,3.7224601612706465e-05,0.2,0.0003,0.01845703125,-0.13935299734584988,0.0012390055,2540,-0.0014545128215104342,0.0008289199598948471,0.9999964237213135,,
256,-10.0,713,734,524288,187.0,5.3909714355881985e-05,0.2,0.0003,0.019873046875,-0.12179437727900222,0.0017007423,2550,-0.004700269550085068,0.0005943451338680461,0.9999960064888,,
257,-10.0,714,737,526336,187.0,4.525722145558575e-05,0.2,0.0003,0.0189453125,-0.14067305761855095,0.000734202,2560,-0.009531100280582905,0.0006412280825315974,0.9999967217445374,,
258,-10.0,714,739,528384,187.0,2.1966772217751894e-05,0.2,0.0003,0.019189453125,-0.11321792649105192,0.0028240243,2570,0.005023540463298559,0.0005310972715960816,0.9999958276748657,,
,,,,530000,,2.2660552845366054e-05,0.2,0.0003,0.01396484375,-0.12273400488775224,0.0011363272,2580,0.0072988057509064674,0.00017331056005787104,0.999996542930603,187.0,-10.0
259,-10.0,714,742,530432,187.0,,,,,,,,,,,,
260,-10.0,714,745,532480,187.0,6.852984763696667e-05,0.2,0.0003,0.0177734375,-0.1332558595109731,0.0014329545,2590,-0.007475303020328283,-4.035235906485468e-06,0.9999971389770508,,
261,-10.0,713,748,534528,187.0,3.4075773332631345e-05,0.2,0.0003,0.03369140625,-0.14276208179071545,0.0031455983,2600,-0.016210775822401047,0.000711312986095436,0.999993622303009,,
262,-10.0,714,751,536576,187.0,9.247873105380222e-05,0.2,0.0003,0.009814453125,-0.11715341999661177,0.00085119216,2610,-0.007995864376425743,0.0002256447638501413,0.9999955892562866,,
263,-10.0,714,754,538624,187.0,3.067879864318002e-05,0.2,0.0003,0.027392578125,-0.1386078923707828,0.0016924831,2620,-0.0018427525646984577,0.0006944963111891411,0.9999963641166687,,
,,,,540000,,1.872758406165076e-05,0.2,0.0003,0.018115234375,-0.10486827599816025,0.003350716,2630,0.04952778294682503,-0.00042048964533023534,0.999997079372406,187.0,-10.0
264,-10.0,713,757,540672,187.0,,,,,,,,,,,,
265,-10.0,714,760,542720,187.0,6.106393779390374e-05,0.2,0.0003,0.02001953125,-0.11401968733407557,0.0029223217,2640,-0.004222423769533634,0.0014860798648442142,0.9999962449073792,,
266,-10.0,714,762,544768,187.0,3.477864888026261e-05,0.2,0.0003,0.018408203125,-0.1179391650017351,0.0043420987,2650,0.0003874839167110622,0.0007106374905561097,0.9999971985816956,,
267,-10.0,714,765,546816,187.0,2.7124987097693067e-05,0.2,0.0003,0.027197265625,-0.12609598468989133,0.002119827,2660,0.012250445783138275,0.00023604398884344847,0.9999971985816956,,
268,-10.0,714,768,548864,187.0,5.763262400222402e-05,0.2,0.0003,0.026904296875,-0.11975926235318184,0.0014266463,2670,0.009796163998544216,0.00022730679193045945,0.9999969005584717,,
,,,,550000,,1.9999025484196407e-05,0.2,0.0003,0.01845703125,-0.12301404536701739,0.0014130117,2680,0.006218891125172377,0.0006635740370256826,0.9999974370002747,187.0,-10.0
269,-10.0,714,771,550912,187.0,,,,,,,,,,,,
270,-10.0,714,774,552960,187.0,3.1364100274799965e-05,0.2,0.0003,0.032763671875,-0.11637299975845963,0.0024942872,2690,-0.007132175378501415,-0.0004243554431013763,0.9999971389770508,,
271,-10.0,714,776,555008,187.0,8.466195417753398e-05,0.2,0.0003,0.022216796875,-0.1217859752709046,0.00085468625,2700,-0.002925155684351921,0.0010448107466800138,0.9999968409538269,,
272,-10.0,714,779,557056,187.0,2.3799599661344927e-05,0.2,0.0003,0.01357421875,-0.10172169333091005,0.00089968665,2710,-0.0011014918563887477,9.318906522821635e-05,0.9999969601631165,,
273,-10.0,714,782,559104,187.0,0.0001473184790711457,0.2,0.0003,0.01796875,-0.12277051011333243,0.0020584378,2720,0.0012761539546772838,0.0009698614565422758,0.9999969601631165,,
,,,,560000,,2.2354797270907056e-05,0.2,0.0003,0.03017578125,-0.10829084244323894,0.0014639825,2730,-0.0028213663026690483,0.0009715025138575583,0.9999970197677612,187.0,-10.0
274,-10.0,714,785,561152,187.0,,,,,,,,,,,,
