time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
41,-10.0,650,129,83968,187.0,0.0004896156483482628,0.2,0.0003,0.014794921875,-0.18357855901122094,0.001089531,400,0.0012967766961082816,7.601910911034793e-05,0.9999197125434875,,
42,-10.0,650,132,86016,187.0,0.0005071215525504158,0.2,0.0003,0.01826171875,-0.21606252291239797,0.0011625355,410,0.0031072332058101892,0.00023712373804301022,0.9999178051948547,,
43,-10.0,651,135,88064,186.86,0.00048151616060749803,0.2,0.0003,0.01865234375,-0.18764331012498586,0.0031266608,420,-0.004492227453738451,-4.3973594438284634e-05,0.9999216794967651,,
,,,,90000,,0.006399484249868692,0.2,0.0003,0.009619140625,-0.20282454160042107,0.00036852626,430,4.796485882252455e-05,-0.0014945569128030911,0.9986732006072998,187.0,-10.0
44,-10.0,649,138,90112,186.86,,,,,,,,,,,,
45,-10.0,649,141,92160,186.86,0.0007801851214935595,0.2,0.0003,0.02041015625,-0.14041030518710612,0.00094778766,440,-0.002477545291185379,-0.002322947236825712,0.9997196197509766,,
46,-10.0,649,144,94208,186.83,0.000518981724940204,0.2,0.0003,0.0203125,-0.16782304598018527,0.0012980489,450,-0.00016203022096306086,-0.00029853144515072926,0.999889075756073,,
47,-10.0,649,148,96256,186.83,0.000801087665331579,0.2,0.0003,0.018505859375,-0.1779855219181627,0.0022916067,460,-0.004100423771888018,-0.0012833388667786495,0.9998517036437988,,
48,-10.0,649,151,98304,186.83,0.0004953713016902839,0.2,0.0003,0.029736328125,-0.18415260154288263,0.0023177676,470,-0.004013582598417997,-0.0009996036475058644,0.9999086260795593,,
,,,,100000,,0.0004953432978254569,0.2,0.0003,0.0369140625,-0.2020506390137598,0.0010192492,480,-0.006154398899525404,-0.00015497413696721196,0.999912440776825,187.0,-10.0
49,-10.0,647,155,100352,186.83,,,,,,,,,,,,
50,-10.0,647,158,102400,186.81,0.00045866021259826083,0.2,0.0003,0.00986328125,-0.16681914033833892,0.0006464892,490,-0.0029330349061638117,0.0004085890788701363,0.999921977519989,,
51,-10.0,648,161,104448,186.81,0.0005959163723446182,0.2,0.0003,0.009765625,-0.1590848768595606,0.00034039727,500,-0.000764380965847522,-3.165540256304667e-05,0.9998964071273804,,
52,-10.0,648,164,106496,186.95,0.00045980247542729555,0.2,0.0003,0.022705078125,-0.21298543312586843,0.0008324262,510,-0.0015626930398866534,0.0002596966573037207,0.9999242424964905,,
53,-10.0,649,167,108544,186.95,0.000455769805557793,0.2,0.0003,0.017724609375,-0.19638003001455218,0.0028802631,520,0.003507263259962201,0.0007287502099643462,0.9999251365661621,,
,,,,110000,,0.0004551591950985312,0.2,0.0003,0.028955078125,-0.17498167192097752,0.0034558675,530,0.0005080525879748166,-8.003842376638203e-05,0.9999265074729919,187.0,-10.0
54,-10.0,647,170,110592,186.95,,,,,,,,,,,,
55,-10.0,647,173,112640,186.98,0.00046158598966030697,0.2,0.0003,0.031787109375,-0.20978783373720944,0.0024191465,540,-0.011294075287878513,0.0008721530786715448,0.9999216198921204,,
56,-10.0,648,176,114688,186.59,0.000461440151775605,0.2,0.0003,0.020166015625,-0.1797463497146964,0.0011186334,550,-0.0007320452714338899,0.0007164866154198534,0.9999233484268188,,
57,-10.0,648,180,116736,186.51,0.019030032289083464,0.2,0.0003,0.046240234375,-0.16139437465462833,0.0023787098,560,0.0037734494544565678,-0.0024674784450326114,0.9960110187530518,,
58,-10.0,649,183,118784,186.4,0.0017420598286662426,0.2,0.0003,0.01787109375,-0.16217315087560563,0.0013421774,570,-0.0017102843848988414,-0.002482541705830954,0.9996146559715271,,
,,,,120000,,0.00216802681061381,0.2,0.0003,0.02275390625,-0.1582432589493692,0.0011675702,580,-0.0028095419984310865,-0.0018715257727308198,0.9996139407157898,187.0,-10.0
59,-10.0,647,186,120832,186.42,,,,,,,,,,,,
60,-10.0,647,189,122880,186.42,0.0007460926792646205,0.2,0.0003,0.023486328125,-0.15486531765200198,0.0011354311,590,-0.008914779871702194,-0.0022034631867427377,0.9998030066490173,,
61,-10.0,648,192,124928,186.42,0.0005657186036160056,0.2,0.0003,0.021630859375,-0.15401014708913863,0.0007546268,600,-0.003125653602182865,-0.0008468917498248629,0.9998599886894226,,
62,-10.0,650,195,126976,186.42,0.00046661498411140203,0.2,0.0003,0.018212890625,-0.17542484656441956,0.0027610806,610,0.01457419153302908,0.0009530305440421216,0.999904215335846,,
63,-10.0,651,197,129024,186.42,0.0004329864336796163,0.2,0.0003,0.01650390625,-0.17306738023180515,0.0009228523,620,-0.0022787635680288076,-0.00034331471397308633,0.9999229907989502,,
,,,,130000,,0.0004346454045844439,0.2,0.0003,0.038232421875,-0.2178300202358514,0.004680272,630,0.004030091222375631,-0.0009429200945305638,0.999925971031189,187.0,-10.0
64,-10.0,651,201,131072,186.42,,,,,,,,,,,,
65,-10.0,653,203,133120,186.8,0.000427213721127373,0.2,0.0003,0.013134765625,-0.2078504251781851,0.003197122,640,0.0004766231868416071,1.6192090697586536e-06,0.9999271035194397,,
66,-10.0,654,206,135168,186.89,0.0004662886707592406,0.2,0.0003,0.035400390625,-0.2088037757202983,0.0031448414,650,-0.0008347168331965804,-0.0008941801337641664,0.99992436170578,,
67,-10.0,656,209,137216,186.96,0.0004152032144929763,0.2,0.0003,0.0232421875,-0.18441999575588852,0.0025895864,660,-0.0027482514269649982,0.0005226736961049028,0.9999291896820068,,
68,-10.0,657,211,139264,186.96,0.001042716804158772,0.2,0.0003,0.0109375,-0.17462542324792593,0.00095594546,670,0.009356198832392693,0.0007095767388818786,0.9998269081115723,,
,,,,140000,,0.00041338489036206737,0.2,0.0003,0.014599609375,-0.14222563712392003,0.00082933484,680,-0.0030853445641696453,-0.0008801662217592821,0.9999288320541382,187.0,-10.0
69,-10.0,657,214,141312,186.96,,,,,,,,,,,,
70,-10.0,658,217,143360,186.96,0.00037898683940511545,0.2,0.0003,0.019140625,-0.16634234206285328,0.0031549418,690,-0.002064853673800826,0.0001439253886928782,0.999936580657959,,
71,-10.0,659,220,145408,186.96,0.00041530040095949516,0.2,0.0003,0.043603515625,-0.20019849445670843,0.0028987424,700,-0.0030449547339230776,-0.0019449072919087485,0.9999306797981262,,
72,-10.0,661,223,147456,186.96,0.00038509170851739325,0.2,0.0003,0.024853515625,-0.1772760957945138,0.0023818952,710,-8.088584581855685e-05,-0.0006467742641689256,0.9999341368675232,,
73,-10.0,662,225,149504,186.86,0.0003780590071755796,0.2,0.0003,0.016845703125,-0.20435831905342638,0.001607001,720,0.00047859197366051376,0.0005856747186044231,0.9999346137046814,,
,,,,150000,,0.0019614796574387583,0.2,0.0003,0.018994140625,-0.16630170049611478,0.0012374942,730,-0.002038773149251938,0.0006950085051357746,0.9995917677879333,187.0,-10.0
74,-10.0,662,228,151552,186.58,,,,,,,,,,,,
75,-10.0,663,231,153600,186.45,0.008268466985464329,0.2,0.0003,0.018408203125,-0.18147907145321368,0.0006749953,740,-0.001546650193631649,-0.001634488915442489,0.9982344508171082,,
76,-10.0,664,234,155648,186.49,0.0031576624107401583,0.2,0.0003,0.017822265625,-0.18423848603852094,0.001282726,750,-0.004288509488105774,-0.0015315269818529486,0.9993363618850708,,
77,-10.0,665,236,157696,186.49,0.0008322555983340862,0.2,0.0003,0.017333984375,-0.14363506510853769,0.0013456915,760,0.00023319348110817373,-0.0015340853642555885,0.9997151494026184,,
78,-10.0,666,239,159744,186.49,0.0005525836217884717,0.2,0.0003,0.054833984375,-0.17349899148102849,0.0069027487,770,0.0016279710689559579,-0.001716565538663417,0.9998564124107361,,
,,,,160000,,0.0005246134714070649,0.2,0.0003,0.01962890625,-0.18770109878387303,0.0017137678,780,-0.0024289004504680634,0.000684486556565389,0.9998797178268433,187.0,-10.0
79,-10.0,666,242,161792,186.49,,,,,,,,,,,,
80,-10.0,666,245,163840,186.49,0.00038239566160882534,0.2,0.0003,0.044677734375,-0.1862379598431289,0.0032714522,790,-0.01651664823293686,-0.0004054548568092287,0.9999256730079651,,
81,-10.0,667,248,165888,186.49,0.00039140211126778015,0.2,0.0003,0.014990234375,-0.18090055822394788,0.0032201814,800,-0.006508916616439819,0.0002531420104787685,0.9999227523803711,,
82,-10.0,668,251,167936,186.59,0.00035468486498757557,0.2,0.0003,0.01689453125,-0.17544092442840337,0.0015708655,810,-0.000886938301846385,0.0007147784548578784,0.9999374747276306,,
83,-10.0,669,254,169984,186.87,0.00037468166478902274,0.2,0.0003,0.008642578125,-0.16774093224667014,0.00082433317,820,-0.0001789109082892537,-0.0004635852936189622,0.9999387264251709,,
,,,,170000,,0.0003136840094612126,0.2,0.0003,0.01767578125,-0.15646187448874116,0.002334162,830,-0.0016260811826214194,0.000502888933988288,0.9999480247497559,187.0,-10.0
84,-10.0,669,257,172032,186.92,,,,,,,,,,,,
85,-10.0,670,259,174080,187.0,0.0003183534614436212,0.2,0.0003,0.010986328125,-0.15690725452732296,0.0013849856,840,-0.008773893117904663,0.0005018814452341757,0.9999449849128723,,
86,-10.0,671,262,176128,187.0,0.00031485820188663637,0.2,0.0003,0.016845703125,-0.1664170639589429,0.0013164032,850,-0.006485013756901026,0.00020069426682312042,0.9999461770057678,,
87,-10.0,672,265,178176,187.0,0.0003223887282160831,0.2,0.0003,0.02763671875,-0.19941718941554426,0.0053255707,860,-0.002678638556972146,0.00020890667219646274,0.9999486207962036,,
,,,,180000,,0.0003108755409471087,0.2,0.0003,0.022216796875,-0.2027123895008117,0.0022052648,870,-0.0011272956617176533,-0.00025952572032110764,0.9999486804008484,187.0,-10.0
88,-10.0,672,268,180224,187.0,,,,,,,,,,,,
89,-10.0,673,270,182272,186.94,0.00029281977028858817,0.2,0.0003,0.025537109375,-0.18976315748877823,0.0025899755,880,-0.0019173813052475452,0.0002295185622642748,0.999950647354126,,
90,-10.0,674,273,184320,186.94,0.0015775653442688053,0.2,0.0003,0.006884765625,-0.19024987779557706,0.0005990844,890,-0.0013353375252336264,-0.0002848964766599238,0.9997085332870483,,
91,-10.0,675,276,186368,186.94,0.0003496788576171639,0.2,0.0003,0.0142578125,-0.1916228124173358,0.000893611,900,0.014531426131725311,-0.0001735682104481384,0.9999222159385681,,
92,-10.0,675,278,188416,186.94,0.0002983936285204436,0.2,0.0003,0.022802734375,-0.17225564862601458,0.001013334,910,-0.0007856208831071854,0.0007873168826336042,0.9999477863311768,,
,,,,190000,,0.00029065234118661463,0.2,0.0003,0.01982421875,-0.16854736625682562,0.0014290733,920,-0.0023050885647535324,0.0003374707986949943,0.9999510049819946,187.0,-10.0
93,-10.0,675,281,190464,186.94,,,,,,,,,,,,
94,-10.0,676,284,192512,186.94,0.00032003865023852993,0.2,0.0003,0.010302734375,-0.17140618015546352,0.0010925669,930,-0.004088864661753178,6.581428169738501e-05,0.9999528527259827,,
95,-10.0,677,287,194560,186.94,0.000269173050446625,0.2,0.0003,0.014306640625,-0.16305855631362648,0.0005061029,940,-0.0009645796380937099,0.0006283305818215012,0.9999570250511169,,
96,-10.0,677,290,196608,186.92,0.00025944550550320854,0.2,0.0003,0.018603515625,-0.18300672476179897,0.004818526,950,0.010031609795987606,0.0004868323463597335,0.9999561309814453,,
97,-10.0,678,292,198656,186.92,0.0004373580756919182,0.2,0.0003,0.014404296875,-0.18631595990154892,0.0013681431,960,0.0022361846640706062,0.00029992343042977153,0.9999257326126099,,
,,,,200000,,0.00025501297556047576,0.2,0.0003,0.016064453125,-0.18203156371600926,0.0013665326,970,0.00042714568553492427,-0.00044443695369409395,0.9999567270278931,187.0,-10.0
98,-10.0,678,295,200704,186.98,,,,,,,,,,,,
99,-10.0,679,298,202752,186.98,0.0002707448935098,0.2,0.0003,0.0390625,-0.18846461293287575,0.005426119,980,0.014184026047587395,0.0006225288234418258,0.9999577403068542,,
100,-10.0,680,301,204800,186.98,0.0002301978434047669,0.2,0.0003,0.030859375,-0.18556962902657687,0.0017774741,990,0.0020793399307876825,0.00024914637906476856,0.9999611377716064,,
101,-10.0,680,303,206848,186.98,0.00024012173801111203,0.2,0.0003,0.03994140625,-0.1910738700767979,0.0060209185,1000,0.004855418112128973,-5.459479434648529e-05,0.9999616146087646,,
102,-10.0,681,306,208896,186.95,0.0002536005287822718,0.2,0.0003,0.01357421875,-0.16304704621434213,0.0022101225,1010,0.0008102420251816511,0.00019777532725129277,0.9999631643295288,,
,,,,210000,,0.0005696551239907421,0.2,0.0003,0.011328125,-0.16444187711458652,0.0006800371,1020,-0.002436244860291481,0.00031171918963082137,0.9999029040336609,187.0,-10.0
103,-10.0,681,309,210944,186.95,,,,,,,,,,,,
104,-10.0,681,312,212992,186.95,0.00023465366371056007,0.2,0.0003,0.017431640625,-0.14433029568754135,0.001967169,1030,-0.009819168597459793,-0.00021906087640672923,0.999956488609314,,
105,-10.0,682,315,215040,186.97,0.00022436874716049715,0.2,0.0003,0.01533203125,-0.15717443756293506,0.0007387796,1040,-0.0058701918460428715,0.0008822605828754604,0.9999620318412781,,
106,-10.0,683,317,217088,186.97,0.00020502479421793395,0.2,0.0003,0.015673828125,-0.1608958067605272,0.0027658073,1050,-0.005248507019132376,0.00023966289445525034,0.9999649524688721,,
107,-10.0,683,320,219136,186.97,0.00021335948895853107,0.2,0.0003,0.02880859375,-0.184323746454902,0.004553537,1060,-0.0011726876255124807,0.00022358742426149548,0.9999659061431885,,
,,,,220000,,0.00020742571240930374,0.2,0.0003,0.014599609375,-0.1644567124778405,0.0016456291,1070,0.00041010769200511277,0.00037471338000614194,0.9999654293060303,187.0,-10.0
108,-10.0,683,323,221184,186.97,,,,,,,,,,,,
109,-10.0,684,326,223232,186.88,0.00022794215208250536,0.2,0.0003,0.03349609375,-0.17787320900242776,0.00333716,1080,0.004239515867084265,-3.578878822736442e-05,0.9999663233757019,,
110,-10.0,685,328,225280,186.88,0.0030995660846656393,0.2,0.0003,0.014990234375,-0.1491298175416887,0.0007658329,1090,-0.0014670947566628456,0.0002602631109766662,0.9994680881500244,,
111,-10.0,685,331,227328,186.88,0.00027620916187061085,0.2,0.0003,0.0193359375,-0.13976759309880435,0.001546845,1100,-0.007022233679890633,-0.0017969157343031839,0.999936580657959,,
112,-10.0,686,334,229376,186.91,0.00021325400095975055,0.2,0.0003,0.01455078125,-0.14965837080962957,0.0014999909,1110,0.0046234214678406715,0.0007454010483343154,0.9999563097953796,,
,,,,230000,,0.0001908154127590933,0.2,0.0003,0.0087890625,-0.16475730009842665,0.0004644189,1120,0.0006709693698212504,-0.00031669114250689747,0.9999628067016602,187.0,-10.0
113,-10.0,685,337,231424,186.87,,,,,,,,,,,,
114,-10.0,686,340,233472,186.83,0.000783427069973186,0.2,0.0003,0.0150390625,-0.16160518056713044,0.008070525,1130,-0.0018813330680131912,0.0014563364937203005,0.9998623132705688,,
115,-10.0,687,342,235520,186.83,0.0007699403115111636,0.2,0.0003,0.011376953125,-0.1572003557346761,0.0006642594,1140,0.00195372779853642,-0.0007302901707589626,0.9998726844787598,,
116,-10.0,687,345,237568,186.83,0.00022825442284784002,0.2,0.0003,0.014208984375,-0.13422136879526078,0.0013488004,1150,0.006552312057465315,-0.0010205737591604703,0.9999577403068542,,
117,-10.0,688,348,239616,186.83,0.00019218989734781644,0.2,0.0003,0.029052734375,-0.1733725933590904,0.0045492165,1160,-0.0013842190383002162,0.00043074694112874565,0.9999672770500183,,
,,,,240000,,0.00019750810838559119,0.2,0.0003,0.013037109375,-0.15194764607585967,0.00068110233,1170,-0.003708183066919446,0.000912699379841797,0.9999676942825317,187.0,-10.0
118,-10.0,688,351,241664,186.92,,,,,,,,,,,,
119,-10.0,688,353,243712,186.92,0.0001944065220641278,0.2,0.0003,0.021044921875,-0.17071214581374078,0.00045262242,1180,-0.004135444760322571,0.00045368557330220937,0.9999693036079407,,
120,-10.0,689,356,245760,186.92,0.00018023164642499978,0.2,0.0003,0.021728515625,-0.13889375953003763,0.0016305323,1190,-0.0004369465459603816,-0.0003047361198696308,0.9999704360961914,,
121,-10.0,689,359,247808,186.92,0.00018126461552014916,0.2,0.0003,0.0115234375,-0.12436120908241718,0.00061069115,1200,0.0005550926434807479,1.757474456098862e-05,0.9999704957008362,,
122,-10.0,690,362,249856,186.96,0.00018406874524998785,0.2,0.0003,0.015087890625,-0.17230070759542288,0.004222249,1210,-0.004004024900496006,0.00031488434615312144,0.9999714493751526,,
,,,,250000,,0.0001769293270513117,0.2,0.0003,0.025537109375,-0.16738840350881218,0.0021832166,1220,-0.000824538292363286,-0.00023745192738715558,0.9999731183052063,187.0,-10.0
123,-10.0,690,365,251904,187.0,,,,,,,,,,,,
124,-10.0,690,367,253952,187.0,0.00017165231914191282,0.2,0.0003,0.02197265625,-0.19147036175709217,0.0023825048,1230,-0.00022179100778885186,0.0002723300931393169,0.999971866607666,,
125,-10.0,691,370,256000,187.0,0.000168803478885593,0.2,0.0003,0.0173828125,-0.18927046093158423,0.0010252534,1240,0.0023824472445994616,-8.411279559368267e-05,0.9999741911888123,,
126,-10.0,691,373,258048,187.0,0.00016007261881441083,0.2,0.0003,0.02744140625,-0.19762807432562113,0.005801302,1250,0.0010048520052805543,0.00040623845416121185,0.9999743700027466,,
,,,,260000,,0.00015750279962958302,0.2,0.0003,0.00947265625,-0.13446701359935104,0.000964797,1260,-0.002123924670740962,0.00015618935140082613,0.9999749660491943,187.0,-10.0
127,-10.0,691,376,260096,187.0,,,,,,,,,,,,
128,-10.0,691,378,262144,187.0,0.00015407842056447407,0.2,0.0003,0.007470703125,-0.16368754706345498,0.0008911409,1270,0.0012094930279999971,0.0003931724524591118,0.9999746084213257,,
129,-10.0,692,381,264192,187.0,0.00015363786588977745,0.2,0.0003,0.015576171875,-0.14708808390423656,0.0010086948,1280,0.0013639742974191904,0.0002103080041706562,0.9999767541885376,,
130,-10.0,692,384,266240,187.0,0.00014816286063705774,0.2,0.0003,0.01201171875,-0.1583057917887345,0.0004028061,1290,-0.009480541571974754,0.0004186957536148839,0.9999751448631287,,
131,-10.0,692,387,268288,186.94,0.00015311474452346375,0.2,0.0003,0.0216796875,-0.18300461494363846,0.0019980236,1300,0.005092996172606945,0.00019181818788638338,0.9999753832817078,,
,,,,270000,,0.001633262789755463,0.2,0.0003,0.01083984375,-0.15007195121143013,0.0006076064,1310,-0.0016223802231252193,-1.2057539424858988e-05,0.9997323751449585,187.0,-10.0
132,-10.0,692,390,270336,186.81,,,,,,,,,,,,
133,-10.0,692,393,272384,186.79,0.0057101945129033995,0.2,0.0003,0.01435546875,-0.14345647748559714,0.0016637987,1320,0.004100373014807701,-0.0015773483319208026,0.998979389667511,,
134,-10.0,693,395,274432,186.79,0.0005628729529462362,0.2,0.0003,0.015771484375,-0.15280523763503878,0.00087088137,1330,0.0045091621577739716,-0.00016458961181342602,0.9998734593391418,,
135,-10.0,693,398,276480,186.79,0.00022868410057981238,0.2,0.0003,0.02265625,-0.14458056187722831,0.0020586336,1340,0.0056918226182460785,0.0004297852501622401,0.9999398589134216,,
136,-10.0,694,401,278528,186.79,0.00016808702041544167,0.2,0.0003,0.039990234375,-0.16847537730354817,0.0048109293,1350,-0.008688472211360931,-0.0011138851274154148,0.9999648332595825,,
,,,,280000,,0.00014196230618495064,0.2,0.0003,0.0197265625,-0.14424877446144818,0.004400465,1360,-0.0042279246263206005,-6.832452490925788e-05,0.999971866607666,187.0,-10.0
137,-10.0,693,404,280576,186.79,,,,,,,,,,,,
138,-10.0,694,407,282624,186.79,0.00014304820986694723,0.2,0.0003,0.011279296875,-0.14886370706371962,0.0006838395,1370,0.0022036770824342966,0.00025612192548578604,0.9999746084213257,,
