rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_range,train/n_updates,train/learning_rate,train/explained_variance,train/clip_fraction,train/entropy_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
-3.5158,22528,34,652,11,207.85,7.697914856299758,-0.0073126304356264885,2.831671714782715,0.2,100,0.0003,0.15918409824371338,0.049365234375,-0.9955889735370874,0.0071771485,,
-1.9498000000000006,24576,37,657,12,224.74,10.935928042978048,-0.006350333665614017,6.37526798248291,0.2,110,0.0003,0.2425771951675415,0.04873046875,-0.984522239677608,0.008266943,,
1.5663999999999996,26624,40,663,13,234.3,10.987420317530631,-0.006825907772872597,4.784450054168701,0.2,120,0.0003,0.19786763191223145,0.0669921875,-0.9759984958916903,0.0059499624,,
3.5082,28672,42,668,14,247.43,16.212837225198747,-0.008580208168132231,8.137516021728516,0.2,130,0.0003,0.20869123935699463,0.083740234375,-0.926080440171063,0.0094617605,,
,30000,,,,,13.44335355013609,-0.005245878393179737,6.723069190979004,0.2,140,0.0003,0.2598031759262085,0.053271484375,-0.9329820511862635,0.010274324,1097.6,36.204
5.428800000000001,30720,48,629,15,246.59,,,,,,,,,,,,
8.511400000000002,32768,51,633,16,247.77,17.27298839390278,-0.009504419405129739,12.326680183410645,0.2,150,0.0003,0.19554930925369263,0.080712890625,-0.9349980726838112,0.0099365655,,
10.2898,34816,54,638,17,244.02,16.379336370527746,-0.00802542970632203,6.14791202545166,0.2,160,0.0003,0.2378292679786682,0.095361328125,-0.8733528632670641,0.009077856,,
12.726600000000001,36864,57,641,18,237.41,17.188462801277637,-0.009308018398587591,5.1338791847229,0.2,170,0.0003,0.236069917678833,0.140234375,-0.9133183572441339,0.01013517,,
15.8578,38912,60,642,19,236.16,21.017400091886522,-0.007787101026042365,9.771720886230469,0.2,180,0.0003,0.29038864374160767,0.079443359375,-0.8762264912948012,0.0074436925,,
,40000,,,,,28.46277219057083,-0.006895245949272067,12.246515274047852,0.2,190,0.0003,0.2969834804534912,0.05966796875,-0.7911369442939759,0.007084564,671.8,114.85999999999999
20.0158,40960,65,625,20,243.69,,,,,,,,,,,,
23.247000000000003,43008,68,627,21,257.48,22.658346569538118,-0.005921164983010385,11.562727928161621,0.2,200,0.0003,0.3361307382583618,0.0876953125,-0.8098411362618207,0.0073874216,,
27.4414,45056,71,628,22,273.21,20.04673570394516,-0.0052842285163933415,9.47960376739502,0.2,210,0.0003,0.33662480115890503,0.080810546875,-0.7644621459767222,0.010073227,,
32.5838,47104,74,631,23,286.63,18.579927721619605,-0.0025466652819886803,6.228272438049316,0.2,220,0.0003,0.3428621292114258,0.091845703125,-0.7372215550392867,0.0054925694,,
35.4452,49152,77,634,24,293.86,22.27370380759239,-0.004903414269210771,11.816017150878906,0.2,230,0.0003,0.3455381393432617,0.09248046875,-0.6982276372611522,0.0075817993,,
,50000,,,,,20.294314371049403,-0.0022850152920000253,5.432646751403809,0.2,240,0.0003,0.28892064094543457,0.072265625,-0.761829512938857,0.007038296,1726.8,153.88000000000002
40.86840000000001,51200,85,601,25,308.27,,,,,,,,,,,,
43.71059999999999,53248,87,605,26,316.46,29.851695099472998,-0.004692874089232646,8.856696128845215,0.2,250,0.0003,0.31719911098480225,0.08740234375,-0.7000187112018466,0.0068027712,,
49.9938,55296,90,609,27,337.97,22.25995247066021,-0.004296780581353232,8.017617225646973,0.2,260,0.0003,0.31951820850372314,0.08828125,-0.744293624907732,0.0090958215,,
54.11599999999999,57344,93,612,28,352.3,25.098194742202757,-0.0025481076329015194,14.211581230163574,0.2,270,0.0003,0.34957414865493774,0.0666015625,-0.6643546707928181,0.0056584612,,
58.0608,59392,96,615,29,365.48,27.138975101709367,-0.004559019400039688,12.672733306884766,0.2,280,0.0003,0.3004258871078491,0.072607421875,-0.7354224810376764,0.008955302,,
,60000,,,,,20.09655569791794,-0.0028768186399247496,19.206501007080078,0.2,290,0.0003,0.3148876428604126,0.10517578125,-0.6964218873530627,0.008814725,1907.0,122.22
62.69940000000001,61440,104,586,30,379.04,,,,,,,,,,,,
68.699,63488,107,589,31,389.68,26.87360127568245,-0.009919970962801016,15.475964546203613,0.2,300,0.0003,0.4008535146713257,0.106884765625,-0.651156866364181,0.00982963,,
73.1908,65536,110,592,32,400.56,33.69983213543892,-0.0033499204291729257,20.245882034301758,0.2,310,0.0003,0.19402086734771729,0.08125,-0.6512602044269442,0.007047263,,
79.45259999999999,67584,113,595,33,418.13,22.88925783634186,-0.005785633587220218,7.825465679168701,0.2,320,0.0003,0.3927496671676636,0.0982421875,-0.6205412833020091,0.0069456818,,
84.34880000000001,69632,116,597,34,433.84,28.987133687734605,-0.0022708786476869137,15.189616203308105,0.2,330,0.0003,0.20250487327575684,0.11044921875,-0.662294259108603,0.0078158965,,
,70000,,,,,30.169142335653305,-0.0013234699319582433,12.589211463928223,0.2,340,0.0003,0.2439861297607422,0.09296875,-0.70596416387707,0.0066029355,658.2,287.476
86.90859999999999,71680,121,591,35,446.13,,,,,,,,,,,,
91.53179999999999,73728,124,593,36,455.45,25.947161339223385,-0.002775793557520956,10.553656578063965,0.2,350,0.0003,0.2744966149330139,0.10322265625,-0.7371074358001352,0.009520305,,
93.95079999999999,75776,127,595,37,464.76,28.966911187767984,-0.002940487291198224,17.308313369750977,0.2,360,0.0003,0.31488507986068726,0.0646484375,-0.7383074400946498,0.007602127,,
100.45620000000001,77824,129,598,38,485.18,20.91599323749542,-0.0022456700273323802,5.353847503662109,0.2,370,0.0003,0.314816951751709,0.0923828125,-0.67967509329319,0.0062018437,,
103.3274,79872,132,601,39,496.93,28.24293737411499,-0.004982297221431509,12.018824577331543,0.2,380,0.0003,0.2671648859977722,0.1216796875,-0.7567768175154924,0.010991408,,
,80000,,,,,17.102751402556898,-0.0016952815145486965,7.747145652770996,0.2,390,0.0003,0.35077524185180664,0.083349609375,-0.6934190515428782,0.008094646,599.2,182.44400000000002
109.4104,81920,137,594,40,513.42,,,,,,,,,,,,
111.9226,83968,140,596,41,528.09,29.82611852288246,-0.0030941261706175283,20.180898666381836,0.2,400,0.0003,0.292385995388031,0.069677734375,-0.7723010675981641,0.00622614,,
114.65480000000001,86016,143,598,42,531.76,21.503370696306227,-0.0063357112579979,8.633260726928711,0.2,410,0.0003,0.2366095781326294,0.10830078125,-0.7705576283857226,0.010878744,,
117.30580000000002,88064,146,600,43,534.48,29.479187536239625,-0.002844550040026661,16.531145095825195,0.2,420,0.0003,0.277706503868103,0.068359375,-0.7433272711932659,0.007707899,,
,90000,,,,,34.63324758112431,-0.005556817734031938,20.881452560424805,0.2,430,0.0003,0.23595082759857178,0.088818359375,-0.7598897719755768,0.0075629377,1395.6,162.508
121.9682,90112,153,586,44,546.85,,,,,,,,,,,,
124.46120000000002,92160,156,589,45,547.45,30.716497802734374,-0.0048202531645074485,18.46468162536621,0.2,440,0.0003,0.3010077476501465,0.07666015625,-0.736417125724256,0.0074041914,,
127.22580000000002,94208,159,591,46,559.52,38.35120215713978,-0.01016306311066728,9.586369514465332,0.2,450,0.0003,0.2775522470474243,0.107666015625,-0.7331251360476017,0.011180995,,
131.80979999999997,96256,162,593,47,575.81,20.6486880838871,-0.0038379851859644985,8.256261825561523,0.2,460,0.0003,0.3130442500114441,0.09384765625,-0.7134797878563404,0.005840537,,
131.36180000000002,98304,165,595,48,573.16,22.69956371486187,-0.002077204393572174,9.577754974365234,0.2,470,0.0003,0.3059893846511841,0.096484375,-0.6918201586231589,0.007247054,,
,100000,,,,,29.581541764736176,-0.0014098170926445165,15.102691650390625,0.2,480,0.0003,0.318770170211792,0.075927734375,-0.6629440426826477,0.004487718,888.4,136.57999999999998
137.1644,100352,170,589,49,583.63,,,,,,,,,,,,
141.468,102400,173,591,50,593.9,31.404930859804153,-0.004932018963154405,13.679522514343262,0.2,490,0.0003,0.2958650588989258,0.0669921875,-0.6386490378528833,0.007083668,,
147.477,104448,176,593,51,609.08,23.97936196029186,-0.001473258383339271,10.920994758605957,0.2,500,0.0003,0.33832526206970215,0.06708984375,-0.5843411665409803,0.007156836,,
148.03959999999998,106496,178,595,52,611.01,18.08597036153078,0.00022762122825952246,6.250516414642334,0.2,510,0.0003,0.36607372760772705,0.069140625,-0.6999594517052173,0.009275334,,
149.28019999999998,108544,181,597,53,609.1,37.60901815891266,-0.009014444795320741,14.545501708984375,0.2,520,0.0003,0.2621534466743469,0.102880859375,-0.674987301044166,0.009463893,,
,110000,,,,,29.405381295084954,-0.0021430983644677324,15.625706672668457,0.2,530,0.0003,0.27256637811660767,0.0603515625,-0.6411037353798748,0.004814104,2298.2,262.692
152.70819999999998,110592,190,579,54,618.06,,,,,,,,,,,,
152.33259999999999,112640,193,581,55,616.8,29.83395058512688,-0.00473032787849661,14.55218505859375,0.2,540,0.0003,0.27002406120300293,0.07451171875,-0.6697415899485349,0.0066774623,,
157.06119999999999,114688,196,583,56,625.86,27.172116261720657,-0.0044368426242726855,22.759872436523438,0.2,550,0.0003,0.3379672169685364,0.081396484375,-0.670622325502336,0.007734501,,
157.4142,116736,199,585,57,623.24,25.22589798271656,-0.0033498521166620775,11.051301956176758,0.2,560,0.0003,0.3684573769569397,0.07900390625,-0.6328442867845296,0.0069784364,,
153.1674,118784,202,586,58,595.1,34.953794771432875,-0.003005153630510904,18.987607955932617,0.2,570,0.0003,0.35059618949890137,0.083984375,-0.6275334354490042,0.008085948,,
,120000,,,,,46.96240143477917,-0.003948706777009647,25.68779754638672,0.2,580,0.0003,0.18823260068893433,0.066943359375,-0.6408262618817389,0.0058868183,1259.2,343.592
149.30800000000002,120832,208,579,59,582.66,,,,,,,,,,,,
142.1362,122880,211,580,60,565.5,40.36628486514091,-0.004846039810217917,12.071589469909668,0.2,590,0.0003,0.1721668839454651,0.094482421875,-0.6164347494021059,0.0077087097,,
141.47000000000003,124928,214,582,61,558.73,34.68333353996277,-0.004717986160540022,29.824703216552734,0.2,600,0.0003,0.23501813411712646,0.104443359375,-0.6393080584704876,0.009983309,,
146.08700000000002,126976,217,584,62,573.37,27.692714765667915,-0.004299225768772885,9.922895431518555,0.2,610,0.0003,0.32662510871887207,0.0990234375,-0.608979269862175,0.006699227,,
151.65380000000002,129024,220,586,63,585.61,20.236410777270795,-0.00011080561380367726,7.840407371520996,0.2,620,0.0003,0.3581469655036926,0.08193359375,-0.621192033123225,0.008210549,,
,130000,,,,,25.307223162055017,-0.001998204880510457,9.763408660888672,0.2,630,0.0003,0.3482397794723511,0.083740234375,-0.6237352206371725,0.008223154,1606.6,278.52799999999996
148.86979999999997,131072,227,576,64,569.5,,,,,,,,,,,,
143.0786,133120,230,578,65,548.44,41.582628494501115,-0.003994724857329856,28.04569435119629,0.2,640,0.0003,0.2900705933570862,0.06298828125,-0.6760175606235862,0.005999025,,
