time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/loss,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
25,2.1064999999999996,226,51200,301.74,225,,,,,,,,,,,,
26,2.5334,235,53248,309.12,226,0.8298702239990234,0.2,-1.790980836749077,-0.043840885162353516,3.171385835297406,0.016512964,0.20341796875,0.0003,-0.015251802414422855,250,,
27,2.5311000000000003,243,55296,309.35,227,0.8960918188095093,0.2,-1.816942672431469,-0.06539416313171387,3.0675049340352416,0.015961105,0.177734375,0.0003,-0.01591878962208284,260,,
28,2.892,251,57344,313.3,227,0.37654030323028564,0.2,-1.8391523238271474,0.18202519416809082,3.153174263238907,0.017967012,0.190283203125,0.0003,-0.020502937881974503,270,,
29,3.7245999999999997,259,59392,320.13,228,0.844502866268158,0.2,-1.8148706492036581,0.15643852949142456,2.876242030598223,0.018305518,0.202783203125,0.0003,-0.016420011065201835,280,,
,,,60000,,,0.5034352540969849,0.2,-1.8690664783120154,0.17760461568832397,3.266453844681382,0.02121742,0.239208984375,0.0003,-0.019108361375401728,290,372.2,8.31
30,3.8759,273,61440,325.04,224,,,,,,,,,,,,
31,4.7675,282,63488,335.98,225,0.47639304399490356,0.2,-1.7559284374117852,0.02778613567352295,3.456456865556538,0.016906342,0.152880859375,0.0003,-0.016358485881937668,300,,
32,4.8294999999999995,290,65536,339.79,225,0.8100147843360901,0.2,-1.746795380488038,0.062158286571502686,3.6863654872402547,0.018953757,0.1744140625,0.0003,-0.023820866775349715,310,,
33,5.309500000000001,298,67584,341.82,226,0.5033290386199951,0.2,-1.6839646518230438,0.10956066846847534,3.352056934311986,0.017666815,0.205419921875,0.0003,-0.019351957115577533,320,,
34,5.7044,306,69632,352.38,227,0.23166337609291077,0.2,-1.779997758194804,0.16329997777938843,2.1514327323064206,0.020407856,0.25029296875,0.0003,-0.019251308994716963,330,,
,,,70000,,,0.28910043835639954,0.2,-1.589946625381708,0.3523958921432495,1.8154205093160272,0.019323852,0.21083984375,0.0003,-0.015430573583580553,340,288.8,-4.870000000000001
35,5.309499999999999,318,71680,351.83,225,,,,,,,,,,,,
36,5.7723,326,73728,355.6,226,0.3478936553001404,0.2,-1.6395314656198026,0.12810945510864258,3.0704178957268597,0.0139972735,0.157861328125,0.0003,-0.0140758151494083,350,,
37,5.8575,335,75776,357.07,225,0.8887238502502441,0.2,-1.5996993489563465,-0.16278958320617676,2.618370246421546,0.020911977,0.17783203125,0.0003,-0.019811108312569558,360,,
38,6.0543000000000005,344,77824,357.41,225,0.9705447554588318,0.2,-1.5537130240350963,0.16439557075500488,2.965777266584337,0.02616041,0.189599609375,0.0003,-0.020007670612540097,370,,
39,6.6911000000000005,353,79872,363.8,226,0.7198876738548279,0.2,-1.619372321665287,0.24464529752731323,3.1335470150224864,0.017723504,0.184765625,0.0003,-0.01604378428601194,380,,
,,,80000,,,1.040465235710144,0.2,-1.6972209826111793,0.14789795875549316,3.658886547572911,0.019061835,0.21455078125,0.0003,-0.02319189016125165,390,529.2,18.752000000000002
40,6.4215,370,81920,360.73,221,,,,,,,,,,,,
41,5.9674000000000005,379,83968,356.09,221,0.8520731329917908,0.2,-1.6523391235619784,0.3652377128601074,3.0812945613637566,0.027717313,0.204736328125,0.0003,-0.021293824346503242,400,,
42,6.2865,389,86016,364.2,220,0.31708037853240967,0.2,-1.553494044393301,0.269672155380249,3.0290795729495583,0.022178337,0.197607421875,0.0003,-0.022703401467879303,410,,
43,7.0527999999999995,398,88064,367.63,221,1.4427721500396729,0.2,-1.4715425208210946,0.29930365085601807,2.827221514377743,0.015982974,0.15634765625,0.0003,-0.014419034379534424,420,,
,,,90000,,,1.212705135345459,0.2,-1.6639082353562116,0.2869752049446106,2.8920097925700246,0.019044997,0.212939453125,0.0003,-0.016581288987072184,430,424.4,7.787999999999999
44,7.5337999999999985,416,90112,369.58,216,,,,,,,,,,,,
45,7.381799999999998,425,92160,364.74,216,0.22844907641410828,0.2,-1.5720027446746827,0.2547868490219116,2.042523476108909,0.020825401,0.2037109375,0.0003,-0.024565601628273724,440,,
46,7.2949,435,94208,363.42,216,0.11249161511659622,0.2,-1.5268413983285427,0.17020303010940552,2.1130944801028817,0.018165322,0.20029296875,0.0003,-0.01746748825389659,450,,
47,7.123800000000001,443,96256,360.51,217,0.09636113792657852,0.2,-1.431292635574937,0.27998751401901245,2.1102941372431814,0.023662677,0.19736328125,0.0003,-0.02033772331487853,460,,
48,7.4003,452,98304,362.87,217,1.1613065004348755,0.2,-1.589529573917389,-0.2365117073059082,2.8087588186375796,0.013831752,0.17412109375,0.0003,-0.019264242591452783,470,,
,,,100000,,,0.3531927764415741,0.2,-1.5003184139728547,0.3482668995857239,2.2407762395218014,0.022094838,0.215478515625,0.0003,-0.018815667548915373,480,400.0,12.036
49,7.060600000000002,470,100352,356.82,213,,,,,,,,,,,,
50,6.914599999999999,479,102400,361.43,213,1.1156796216964722,0.2,-1.4474401324987411,0.2628501057624817,3.3925602797418835,0.018450484,0.152392578125,0.0003,-0.015583917728508822,490,,
51,7.1471,488,104448,368.23,214,0.44827306270599365,0.2,-1.5379203516989945,0.11994528770446777,2.335408737976104,0.019549413,0.18837890625,0.0003,-0.016940100243664345,500,,
52,8.0547,497,106496,377.59,214,0.2717912793159485,0.2,-1.5090703770518303,0.035897254943847656,2.616262739803642,0.02039274,0.194775390625,0.0003,-0.019916917360387743,510,,
53,8.2365,506,108544,379.43,214,0.433010071516037,0.2,-1.54881432056427,0.11975014209747314,3.197677178680897,0.018476618,0.16513671875,0.0003,-0.017809925047913566,520,,
,,,110000,,,0.1753399521112442,0.2,-1.4699530765414237,0.13571220636367798,2.115123847080395,0.02318351,0.22890625,0.0003,-0.022951621151878498,530,575.0,34.31
54,9.372999999999998,525,110592,385.88,210,,,,,,,,,,,,
55,9.3643,534,112640,386.75,210,0.439262717962265,0.2,-1.5522286862134933,0.2050713300704956,2.7530045181512834,0.01791859,0.18818359375,0.0003,-0.016771573145524597,540,,
56,10.750700000000002,543,114688,398.26,210,0.3793732523918152,0.2,-1.4495817236602306,0.04671204090118408,2.975381027627736,0.018996706,0.186376953125,0.0003,-0.01957866203301819,550,,
57,10.1639,552,116736,396.9,211,0.765434205532074,0.2,-1.5379281893372536,0.24312061071395874,2.683194761816412,0.0212312,0.19013671875,0.0003,-0.02304635281325318,560,,
58,10.8046,560,118784,402.9,211,0.38457268476486206,0.2,-1.552844313904643,0.13766062259674072,3.6461323477327823,0.018811684,0.18662109375,0.0003,-0.021757003318634817,570,,
,,,120000,,,0.9724364280700684,0.2,-1.5844874873757362,0.22856676578521729,3.3346311442553995,0.017951272,0.1859375,0.0003,-0.017032346803171096,580,668.0,31.374000000000002
59,11.3563,583,120832,407.79,206,,,,,,,,,,,,
60,11.172900000000002,592,122880,406.11,207,0.6914457678794861,0.2,-1.6011484000831842,0.06425029039382935,2.6575526075437663,0.017140005,0.1935546875,0.0003,-0.018946794274961577,590,,
61,11.508300000000002,601,124928,412.63,207,0.2664949595928192,0.2,-1.54123762100935,0.11800694465637207,2.754982232954353,0.018133763,0.170361328125,0.0003,-0.016282501109526493,600,,
62,12.380899999999999,611,126976,415.44,207,0.39384952187538147,0.2,-1.517100551351905,0.29038316011428833,2.808835970144719,0.020764606,0.2125,0.0003,-0.02090741987340152,610,,
63,13.176599999999999,622,129024,425.96,207,0.21931348741054535,0.2,-1.4895450714975595,0.22741127014160156,2.3844973258674145,0.021389924,0.19013671875,0.0003,-0.01804890613711905,620,,
,,,130000,,,0.0946575403213501,0.2,-1.4170639753341674,0.3630295395851135,1.6360059976577759,0.018274605,0.199609375,0.0003,-0.014877015570527874,630,560.0,28.45
64,13.324200000000001,642,131072,431.24,204,,,,,,,,,,,,
65,13.592000000000002,650,133120,434.49,204,0.3058573305606842,0.2,-1.4140224806964397,0.1901758313179016,2.6002899364568295,0.025974795,0.228271484375,0.0003,-0.022945193642226514,640,,
66,14.785400000000003,660,135168,445.28,204,0.160994291305542,0.2,-1.4488079495728017,0.3599647879600525,2.1712893882766364,0.019097872,0.17783203125,0.0003,-0.018618466405314393,650,,
67,15.3543,670,137216,458.48,204,1.594079852104187,0.2,-1.3431443750858307,0.15365344285964966,2.945271270070225,0.019332074,0.179296875,0.0003,-0.014823463952052408,660,,
68,16.0963,679,139264,464.36,204,0.21086996793746948,0.2,-1.4342415776103734,0.37404489517211914,1.7947038841899485,0.020944668,0.211181640625,0.0003,-0.017823226161999627,670,,
,,,140000,,,0.49232447147369385,0.2,-1.2969569571316242,0.5767806768417358,2.69117915853858,0.014808782,0.154833984375,0.0003,-0.013628640343085863,680,592.6,20.119999999999997
69,16.649500000000003,699,141312,469.1,202,,,,,,,,,,,,
70,18.2402,708,143360,480.2,202,0.20165330171585083,0.2,-1.430620463937521,0.5718336701393127,2.070250814873725,0.017925315,0.16943359375,0.0003,-0.015635299129644408,690,,
71,19.348200000000002,717,145408,489.5,202,0.20865550637245178,0.2,-1.3527469590306282,0.11351478099822998,3.351606093533337,0.017739542,0.16689453125,0.0003,-0.015867784598958677,700,,
72,18.9564,727,147456,488.66,202,0.18672844767570496,0.2,-1.3277011811733246,0.43933725357055664,2.219799989182502,0.019547183,0.176611328125,0.0003,-0.0178654215822462,710,,
73,19.675700000000003,738,149504,496.81,202,0.39890632033348083,0.2,-1.399330811202526,0.2803676724433899,2.8044764147605745,0.019885322,0.170751953125,0.0003,-0.013549983785196673,720,,
,,,150000,,,0.23259803652763367,0.2,-1.2810305394232273,0.46714073419570923,2.0877558767329902,0.025970316,0.204443359375,0.0003,-0.01643985797854839,730,351.4,6.516000000000001
74,20.2801,752,151552,506.44,201,,,,,,,,,,,,
75,20.5609,761,153600,508.37,201,0.26248112320899963,0.2,-1.4195143278688191,0.2903662323951721,2.1003919772803785,0.020029884,0.193310546875,0.0003,-0.016774156184692402,740,,
76,22.375,771,155648,517.13,201,0.5584544539451599,0.2,-1.3848618235439063,0.2165878415107727,2.369933083374053,0.02227001,0.213671875,0.0003,-0.01787894393200986,750,,
77,22.549,779,157696,519.75,202,0.4278342127799988,0.2,-1.2677467592060565,0.477952778339386,2.4358336377888916,0.021722315,0.1955078125,0.0003,-0.020597422459104564,760,,
78,22.291900000000002,788,159744,515.43,202,0.157379150390625,0.2,-1.2394774317741395,0.36243486404418945,2.4044120579957964,0.02268748,0.221240234375,0.0003,-0.022632316863746383,770,,
,,,160000,,,0.7734357118606567,0.2,-1.3018320977687836,0.014789819717407227,3.741648537106812,0.021902684,0.178173828125,0.0003,-0.02041526518005412,780,548.6,22.561999999999998
79,21.9991,807,161792,514.66,200,,,,,,,,,,,,
80,21.773100000000003,816,163840,517.24,200,0.4347197115421295,0.2,-1.328685774281621,0.39261138439178467,1.7826917591970415,0.022065436,0.211669921875,0.0003,-0.01684674650314264,790,,
81,20.3238,824,165888,501.99,201,0.1852811574935913,0.2,-1.2368356861174106,0.11821484565734863,2.2740871152374895,0.02318115,0.196240234375,0.0003,-0.01958779021369992,800,,
82,20.240699999999997,834,167936,500.29,201,0.36862853169441223,0.2,-1.371991902589798,0.06683498620986938,2.534853846207261,0.017584793,0.19375,0.0003,-0.017034351851907558,810,,
83,19.879599999999996,843,169984,496.36,201,0.16812971234321594,0.2,-1.337889775633812,0.49512767791748047,1.972035472188145,0.018200662,0.191455078125,0.0003,-0.018228338271728716,820,,
,,,170000,,,0.2272939234972,0.2,-1.3325926542282105,0.08841019868850708,2.695479465741664,0.019283038,0.17724609375,0.0003,-0.01585174760548398,830,677.6,37.284000000000006
84,19.876099999999997,865,172032,496.71,198,,,,,,,,,,,,
85,20.6613,875,174080,508.28,198,0.6399886012077332,0.2,-1.3547655925154687,-0.031798481941223145,2.260625056969002,0.021361006,0.188232421875,0.0003,-0.01528708726982586,840,,
86,19.938399999999998,884,176128,500.49,199,0.4459106922149658,0.2,-1.2770683128386735,0.37203317880630493,1.799594540707767,0.023663513,0.18720703125,0.0003,-0.01702837421617005,850,,
87,19.2832,894,178176,495.98,199,0.20752903819084167,0.2,-1.3114665623754262,0.49025875329971313,2.0769916333723812,0.017882276,0.180712890625,0.0003,-0.015470131114125252,860,,
,,,180000,,,0.15817049145698547,0.2,-1.3301819998770952,0.19832086563110352,2.0981975132599473,0.018712165,0.15654296875,0.0003,-0.01528412947372999,870,436.4,11.672
88,19.0853,911,180224,495.75,197,,,,,,,,,,,,
89,19.012,920,182272,493.07,197,0.06961698830127716,0.2,-1.3638237219303846,0.38846224546432495,1.5372123393695802,0.017243516,0.196142578125,0.0003,-0.014875758180278354,880,,
90,18.5909,929,184320,495.14,198,0.4143725037574768,0.2,-1.2705348152667284,0.5068067312240601,2.3964419287629424,0.017736334,0.172265625,0.0003,-0.01644575279788114,890,,
91,18.205,937,186368,483.62,198,0.3164317309856415,0.2,-1.3760048661381006,0.4560670852661133,1.9317105282563716,0.015065862,0.192919921875,0.0003,-0.013947894191369414,900,,
92,18.284699999999997,946,188416,485.66,198,0.5824136734008789,0.2,-1.3628530044108629,0.26142656803131104,1.7836088669486343,0.022288185,0.194677734375,0.0003,-0.016823752308846453,910,,
,,,190000,,,0.16458432376384735,0.2,-1.2664955586194993,0.4156138300895691,3.1617551766335965,0.014346889,0.154638671875,0.0003,-0.013641738676233217,920,483.4,19.206
93,19.5487,964,190464,499.4,197,,,,,,,,,,,,
94,18.428900000000002,974,192512,491.26,197,0.4362606406211853,0.2,-1.2932614784687757,0.2326992154121399,1.8259498021565377,0.020114683,0.175,0.0003,-0.014307635359000415,930,,
95,18.277600000000003,983,194560,486.39,197,0.21130821108818054,0.2,-1.2264755353331567,0.25511133670806885,2.921586018987,0.01931495,0.166650390625,0.0003,-0.018332849018042906,940,,
96,17.361200000000004,991,196608,477.93,198,0.4026062488555908,0.2,-1.3492901671677828,0.24331849813461304,3.2258062163367867,0.018087462,0.20859375,0.0003,-0.02022784913133364,950,,
97,18.0214,999,198656,481.98,198,0.1704125851392746,0.2,-1.3157044626772403,0.27155041694641113,1.8538040186744182,0.023278963,0.22587890625,0.0003,-0.019403739224071615,960,,
,,,200000,,,0.35439732670783997,0.2,-1.294063824415207,0.42260032892227173,2.5790552420541646,0.015775213,0.17421875,0.0003,-0.017221199441701175,970,494.0,15.1
98,18.580999999999996,1014,200704,486.08,197,,,,,,,,,,,,
99,19.062400000000004,1023,202752,488.01,198,0.3088894486427307,0.2,-1.276313555240631,0.3641313910484314,2.5147212320938706,0.020486027,0.20537109375,0.0003,-0.01626676685991697,980,,
100,18.2378,1032,204800,490.39,198,0.15866708755493164,0.2,-1.2787409149110318,0.3534146547317505,1.72931941524148,0.022820089,0.1875,0.0003,-0.017620158518548125,990,,
101,17.9587,1040,206848,488.27,198,0.23591603338718414,0.2,-1.2715767662972213,0.30297166109085083,1.5819034554064273,0.020654337,0.2044921875,0.0003,-0.017863177618710323,1000,,
102,19.0833,1048,208896,495.93,199,0.248920738697052,0.2,-1.2715792886912822,0.507681131362915,1.8965786658693105,0.018226644,0.201708984375,0.0003,-0.017761481972411276,1010,,
,,,210000,,,0.13791754841804504,0.2,-1.265755193680525,0.38541674613952637,2.7642508917488158,0.022227429,0.16767578125,0.0003,-0.020868895218882244,1020,493.6,17.106
103,19.2623,1063,210944,498.07,198,,,,,,,,,,,,
104,19.801000000000002,1072,212992,504.28,198,0.157782644033432,0.2,-1.2423766288906335,0.5538675785064697,1.9540505302604287,0.01769258,0.17421875,0.0003,-0.014922312676208093,1030,,
105,21.9074,1080,215040,513.86,198,0.18317238986492157,0.2,-1.2705063346773386,0.35595840215682983,2.646193923801184,0.017028794,0.1748046875,0.0003,-0.01759737748798216,1040,,
106,21.711599999999997,1088,217088,513.44,199,0.2792816460132599,0.2,-1.224110845476389,0.33501118421554565,2.6657618855591863,0.021019906,0.172119140625,0.0003,-0.021075243680388666,1050,,
107,21.739900000000002,1096,219136,510.61,199,0.38425472378730774,0.2,-1.3138555318117142,0.23325896263122559,3.842237027268857,0.017979907,0.1859375,0.0003,-0.01997737126366701,1060,,
,,,220000,,,0.1597563475370407,0.2,-1.2253233384341002,0.5175670385360718,2.2794190409593282,0.02894686,0.190283203125,0.0003,-0.024866406375076623,1070,443.2,13.606
108,22.213099999999994,1110,221184,513.34,199,,,,,,,,,,,,
109,22.316300000000002,1117,223232,513.03,199,0.1854115128517151,0.2,-1.203927993029356,0.5419955253601074,2.598878345824778,0.021349292,0.178564453125,0.0003,-0.020725672121625394,1080,,
110,22.6135,1125,225280,513.34,200,0.125645250082016,0.2,-1.2806309662759303,0.35852867364883423,2.88522392353043,0.019323247,0.192626953125,0.0003,-0.02176936018222477,1090,,
111,23.352899999999998,1133,227328,519.48,200,0.32311177253723145,0.2,-1.1976546559482812,0.37687426805496216,2.1542601818218827,0.027603447,0.23896484375,0.0003,-0.024043353827437386,1100,,
112,23.748800000000003,1140,229376,519.93,201,0.7850040197372437,0.2,-1.2711369644850492,0.5269773006439209,2.3170999059453607,0.020923365,0.175439453125,0.0003,-0.01676734896027483,1110,,
,,,230000,,,0.3039553165435791,0.2,-1.2212216962128877,0.43663090467453003,2.30923058046028,0.021386866,0.212451171875,0.0003,-0.01695544596295804,1120,236.2,-8.347999999999999
113,24.927,1153,231424,532.24,200,,,,,,,,,,,,
114,24.7373,1161,233472,531.19,200,0.6507914066314697,0.2,-1.1293272977694868,0.3299146294593811,2.1383094992488623,0.02170254,0.185888671875,0.0003,-0.018988638574955984,1130,,
115,25.397299999999994,1169,235520,535.24,201,0.19822143018245697,0.2,-1.146750670671463,0.22574961185455322,2.0303930563852193,0.018547622,0.18623046875,0.0003,-0.014988212438765913,1140,,
116,25.057100000000002,1178,237568,529.22,201,0.41986122727394104,0.2,-1.1840428419411182,0.31999582052230835,1.906196921225637,0.016080305,0.160302734375,0.0003,-0.016165223479038104,1150,,
117,26.1357,1185,239616,541.52,202,0.27681005001068115,0.2,-1.1845655672252178,0.25470077991485596,2.1615090746898202,0.019762728,0.1666015625,0.0003,-0.018922894506249576,1160,,
,,,240000,,,0.26808419823646545,0.2,-1.191222144663334,0.2992982864379883,2.295508926548064,0.015880536,0.1708984375,0.0003,-0.016130364328273573,1170,598.6,24.064
118,25.782299999999996,1203,241664,536.84,200,,,,,,,,,,,,
119,24.891599999999997,1211,243712,525.81,201,0.3486121892929077,0.2,-1.1307482544332743,0.39927881956100464,2.0179415577091278,0.019030223,0.172265625,0.0003,-0.018325585586717354,1180,,
120,24.5235,1219,245760,522.56,201,0.21798501908779144,0.2,-1.2068364594131709,0.011400759220123291,2.514269136544317,0.019994363,0.186328125,0.0003,-0.015305355442978907,1190,,
121,23.1376,1227,247808,511.0,201,0.2552553713321686,0.2,-1.1835825234651565,0.2905999422073364,2.855287855025381,0.016546248,0.158984375,0.0003,-0.0167119216901483,1200,,
122,23.1155,1235,249856,513.21,202,0.07299318164587021,0.2,-1.1949989654123783,0.16160207986831665,1.8134276136290282,0.020515455,0.183544921875,0.0003,-0.018038619065191597,1210,,
,,,250000,,,0.18030792474746704,0.2,-1.1323519669473172,0.5161681175231934,2.025068855471909,0.020172901,0.173583984375,0.0003,-0.0170823278313037,1220,544.4,16.598
123,23.126300000000004,1253,251904,512.13,200,,,,,,,,,,,,
124,23.403000000000006,1261,253952,514.47,201,0.10510551929473877,0.2,-1.129053875617683,0.21987289190292358,1.8250901449006052,0.022597166,0.182275390625,0.0003,-0.01893842247663997,1230,,
125,23.001800000000003,1269,256000,504.56,201,0.323499470949173,0.2,-1.1092828879132868,0.21906113624572754,2.0649151262827217,0.017583223,0.16025390625,0.0003,-0.015590269022504799,1240,,
126,22.64,1278,258048,500.7,201,0.1446230709552765,0.2,-1.128149312362075,0.2099786400794983,2.087688492285088,0.022398649,0.17861328125,0.0003,-0.013587759601068682,1250,,
,,,260000,,,0.29537683725357056,0.2,-1.117052580974996,0.4494534134864807,1.8069354661274701,0.01877803,0.170166015625,0.0003,-0.018849736437550745,1260,560.4,24.445999999999998
127,22.9114,1295,260096,503.59,200,,,,,,,,,,,,
128,22.973100000000002,1303,262144,507.43,201,0.3265875577926636,0.2,-1.1560605507344008,0.30448001623153687,1.6168299372307957,0.022081386,0.211767578125,0.0003,-0.023946332361083476,1270,,
129,21.565600000000003,1311,264192,498.03,201,0.16156242787837982,0.2,-1.1626006826758384,0.603563129901886,1.501250159787014,0.025184555,0.21767578125,0.0003,-0.02072621921543032,1280,,
130,21.665699999999998,1319,266240,498.03,201,0.2928071916103363,0.2,-1.142640958353877,0.5915184617042542,1.6752836054656655,0.018705536,0.184521484375,0.0003,-0.018569715550984255,1290,,
131,21.52289999999999,1327,268288,502.3,202,0.49029606580734253,0.2,-1.090158829279244,0.4865747094154358,2.6597860652487726,0.024725597,0.1666015625,0.0003,-0.01849052274192218,1300,,
,,,270000,,,0.20788761973381042,0.2,-1.1340252928435803,0.36214470863342285,1.8854396428912878,0.022994936,0.2189453125,0.0003,-0.022568970680003984,1310,490.0,17.142000000000003
132,20.816599999999998,1342,270336,502.86,201,,,,,,,,,,,,
133,21.815499999999997,1350,272384,513.08,201,0.7569710612297058,0.2,-1.222097522392869,0.3071596026420593,2.427423024876043,0.017838636,0.154296875,0.0003,-0.020813570058089682,1320,,
134,22.018400000000007,1357,274432,512.81,202,0.16535909473896027,0.2,-1.1076598329469562,0.5624285340309143,1.3695051927119493,0.02464744,0.202978515625,0.0003,-0.016019129040068948,1330,,
135,20.409,1365,276480,493.55,202,0.24060070514678955,0.2,-1.1028861613944172,0.4376121759414673,1.8332538025453686,0.016668318,0.146142578125,0.0003,-0.013555848534451798,1340,,
136,20.106399999999997,1373,278528,493.78,202,0.5058842897415161,0.2,-1.1622126784175635,0.28731411695480347,2.613560172310099,0.019254401,0.16220703125,0.0003,-0.014676733981468714,1350,,
,,,280000,,,0.21101564168930054,0.2,-1.1864600284025073,0.2683907151222229,1.8407401309348643,0.019509021,0.17373046875,0.0003,-0.017036004751571455,1360,581.4,34.242000000000004
137,21.1648,1391,280576,498.03,201,,,,,,,,,,,,
138,22.0079,1400,282624,503.81,201,0.13598553836345673,0.2,-1.134937722980976,0.4262707829475403,2.0440651746466756,0.02145266,0.19482421875,0.0003,-0.021162694189115427,1370,,
139,22.386400000000002,1407,284672,506.0,202,0.09008963406085968,0.2,-1.155255540832877,0.39511603116989136,1.4806425512768329,0.017905032,0.200390625,0.0003,-0.021635031618643552,1380,,
