time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
323584,457,706,-15.374,54.74,158,1570,0.0060546875,-2.506199598312378,-0.4695857957005501,8.417164824692236e-07,0.2,0.0003,0.004465540871024132,5.771053838543594e-06,0.0012613764,,
325632,460,706,-15.376000000000001,54.76,159,1580,0.008642578125,-0.011734724044799805,-0.4600194487720728,1.5001181958851362e-06,0.2,0.0003,-0.0009646954713389277,-0.0006476150214439258,0.0028445956,,
327680,463,707,-15.326999999999998,54.27,160,1590,0.06591796875,0.8330117464065552,-0.4505336802452803,3.3334854415922877e-06,0.2,0.0003,-0.012878874316811562,-0.0036152757544186897,0.0052275797,,
329728,466,707,-15.264999999999997,53.65,161,1600,0.083935546875,0.5054829120635986,-0.4274192973040044,2.7072552244433724e-08,0.2,0.0003,-0.00942988134920597,-0.0009700420152512379,0.0066180564,,
330000,,,,,,1610,0.04833984375,-0.3530920743942261,-0.41405915692448614,2.84720761190016e-08,0.2,0.0003,-0.005282806698232889,-0.00031504145008511843,0.002695911,-15.52,56.2
331776,469,706,-15.185,52.85,162,,,,,,,,,,,,
333824,472,706,-15.226999999999999,53.27,163,1620,0.02392578125,-2.4257099628448486,-0.40970536787062883,4.354942646500604e-08,0.2,0.0003,-0.004244433715939522,-0.0005955680069746449,0.0022657085,,
335872,475,706,-15.277000000000001,53.77,164,1630,0.01513671875,-4.188287734985352,-0.42361608827486635,6.87739340721194e-07,0.2,0.0003,-0.01430509239435196,-0.000244512569042854,0.0011020321,,
337920,477,707,-15.331999999999999,54.32,165,1640,0.01416015625,0.05665302276611328,-0.43094268897548316,5.730162963679675e-07,0.2,0.0003,-0.008368748240172863,-0.0028345316473860293,0.0032668812,,
339968,480,707,-15.373999999999999,54.74,166,1650,0.027783203125,0.637319803237915,-0.4019131650216877,3.280242885761453e-07,0.2,0.0003,-0.005274108611047268,-0.0031857430818490683,0.004100581,,
340000,,,,,,1660,0.04326171875,0.7353824377059937,-0.3893220818601549,2.2632076914774757e-07,0.2,0.0003,-0.004223371855914593,-0.0003120169450994581,0.0042303456,-17.12,72.2
342016,483,706,-15.397,54.97,167,,,,,,,,,,,,
344064,486,706,-15.445,55.45,168,1670,0.0626953125,0.3355597257614136,-0.3972667379304767,7.010476136493082e-07,0.2,0.0003,-0.011252295225858688,-0.00031109189440030604,0.00077709864,,
346112,489,706,-15.514000000000003,56.14,169,1680,0.0455078125,-0.8490064144134521,-0.3929407691583037,3.528409932229692e-07,0.2,0.0003,-0.00667871767655015,-0.0007891134984674864,0.00096109154,,
348160,493,706,-15.567,56.67,170,1690,0.0787109375,-2.6238420009613037,-0.4178426909260452,1.2082161257254143e-06,0.2,0.0003,-0.010856814682483673,-0.0009911781875416637,0.011053759,,
350000,,,,,,1700,0.0083984375,-1.422091007232666,-0.42904390636831524,3.857897687975509e-07,0.2,0.0003,-0.0063080135732889175,-0.0006595657003344968,0.0022435444,-17.32,74.2
350208,496,705,-15.591,56.91,171,,,,,,,,,,,,
352256,498,705,-15.675,57.75,172,1710,0.04501953125,-0.7350009679794312,-0.42725850427523254,1.8663000453944534e-06,0.2,0.0003,-0.02057870663702488,-0.0015346645202953368,0.006121642,,
354304,502,705,-15.749,58.49,173,1720,0.050439453125,-1.3806755542755127,-0.43363630920648577,1.470219650911986e-07,0.2,0.0003,-0.01359307300299406,-0.00012764771963702515,0.005687943,,
356352,505,705,-15.701,58.01,174,1730,0.036767578125,0.4086988568305969,-0.45638924492523075,2.7928659207532292e-08,0.2,0.0003,-0.009353269822895527,0.0003141798690194264,0.0042993487,,
358400,508,705,-15.652999999999999,57.53,175,1740,0.014111328125,-2.4606781005859375,-0.4557223959825933,1.533970826628206e-06,0.2,0.0003,0.0004799163725692779,-0.0009058521245606244,0.00087516813,,
360000,,,,,,1750,0.09375,-3.8201632499694824,-0.41426192279905083,1.9481468038762274e-08,0.2,0.0003,-0.018860042095184326,-0.003558347068610601,0.015047459,-19.380000000000003,94.8
360448,511,704,-15.684999999999997,57.85,176,,,,,,,,,,,,
362496,514,704,-15.757,58.57,177,1760,0.01455078125,-5.124507904052734,-0.3881668830290437,1.4364141254219476e-07,0.2,0.0003,0.003518365090712905,-0.0008831064915284514,0.0016878019,,
364544,517,704,-15.896,59.96,178,1770,0.02099609375,0.14574366807937622,-0.36602891273796556,9.810789483921666e-07,0.2,0.0003,0.00361501588486135,-0.0023274656545254403,0.002190704,,
366592,520,704,-15.993,60.93,179,1780,0.02958984375,0.5558688640594482,-0.3467734718695283,2.209689891952138e-07,0.2,0.0003,-0.0029239358846098185,-0.004079497052589432,0.0028832683,,
368640,523,704,-16.156000000000002,62.56,180,1790,0.034619140625,0.3373218774795532,-0.32127996170893314,3.172126129769026e-07,0.2,0.0003,-0.004524099174886942,-0.0031404435547301547,0.0028802264,,
370000,,,,,,1800,0.03974609375,-1.2980434894561768,-0.31686999308876695,6.469814170628752e-07,0.2,0.0003,-0.017230700701475143,-0.0032506019109860063,0.002828698,-17.98,80.8
370688,526,704,-16.214,63.14,181,,,,,,,,,,,,
372736,529,704,-16.253,63.53,182,1810,0.0533203125,-2.41230845451355,-0.3329649635590613,2.686095694315327e-07,0.2,0.0003,0.002743922173976898,-0.0012153782081441022,0.004106827,,
374784,532,704,-16.311999999999998,64.12,183,1820,0.0123046875,-2.3999063968658447,-0.33851455291733146,5.1627584849445185e-06,0.2,0.0003,-0.0168621763586998,-0.001142717554466799,0.0016049668,,
376832,534,704,-16.316,64.16,184,1830,0.03291015625,-3.137878894805908,-0.2986445750109851,1.7803207619238038e-08,0.2,0.0003,-0.005761065520346165,-0.0030809564486844465,0.005861466,,
378880,537,704,-16.393,64.93,185,1840,0.035693359375,-1.7407405376434326,-0.29861807175911964,3.463284961036095e-08,0.2,0.0003,-0.006127937696874142,-0.00047855752345640214,0.0041156206,,
380000,,,,,,1850,0.024462890625,-0.9614325761795044,-0.30494800438173114,5.336860575688718e-08,0.2,0.0003,0.00702141597867012,0.0017983405705308542,0.001728131,-17.779999999999998,78.8
380928,541,703,-16.351000000000003,64.51,186,,,,,,,,,,,,
382976,544,703,-16.358999999999998,64.59,187,1860,0.01201171875,0.25600385665893555,-0.2860656755045056,9.691538423783896e-07,0.2,0.0003,-0.0018073657993227243,-0.002497597792535089,0.001067049,,
385024,547,703,-16.234,63.34,188,1870,0.026708984375,-2.935892343521118,-0.27779621570371094,2.0796198998418448e-07,0.2,0.0003,0.0012831386411562562,-6.844211020506918e-05,0.0025706985,,
387072,550,703,-16.188,62.88,189,1880,0.034716796875,-2.3226659297943115,-0.2939148861449212,1.3682072701914904e-06,0.2,0.0003,0.0011656773276627064,0.000809832985396497,0.0010192443,,
389120,552,703,-16.14,62.4,190,1890,0.015625,-0.061492919921875,-0.2846090503036976,5.795202987668446e-06,0.2,0.0003,-0.00885257963091135,-0.0019075827091000973,0.0018687479,,
390000,,,,,,1900,0.027490234375,0.8034579157829285,-0.28544284985400736,3.2093046100634124e-07,0.2,0.0003,-0.0027973810210824013,-0.0003341648043715395,0.001444956,-16.839999999999996,69.4
391168,556,703,-16.160999999999998,62.61,191,,,,,,,,,,,,
393216,559,703,-16.264,63.64,192,1910,0.03203125,0.8252724409103394,-0.26398239731788636,1.4188448225205263e-07,0.2,0.0003,0.011075994931161404,-0.0026687674369895832,0.002706466,,
395264,562,703,-16.312,64.12,193,1920,0.029248046875,0.5418862700462341,-0.263165432959795,1.148000835726748e-07,0.2,0.0003,-0.004170425236225128,-0.0008065760455792769,0.004110318,,
397312,565,702,-16.42,65.2,194,1930,0.01787109375,0.17056983709335327,-0.2748777217231691,8.505702029815154e-07,0.2,0.0003,-0.0007763953180983663,0.00024437463434878737,0.0022444911,,
399360,568,702,-16.494,65.94,195,1940,0.045703125,-2.839076280593872,-0.30599685544148086,3.1037624337315606e-07,0.2,0.0003,0.0221403855830431,-0.0014360169850988313,0.0064992793,,
400000,,,,,,1950,0.0388671875,-0.49184179306030273,-0.3273011387325823,1.0805999619556417e-07,0.2,0.0003,-0.0037036105059087276,-0.0009427019322174601,0.0039743804,-18.400000000000002,85.0
401408,571,702,-16.544,66.44,196,,,,,,,,,,,,
403456,574,702,-16.502,66.02,197,1960,0.016455078125,0.19595831632614136,-0.3341312585398555,3.330070645457539e-07,0.2,0.0003,-0.012965543195605278,0.000411364869796671,0.0017966726,,
405504,576,702,-16.357,64.57,198,1970,0.037109375,0.6552528142929077,-0.34284819113090637,2.5705071644566146e-06,0.2,0.0003,0.004958268254995346,-0.0013821583823300898,0.0018108618,,
407552,579,702,-16.218,63.18,199,1980,0.09677734375,0.5190781354904175,-0.3597837657667696,2.5414690751901502e-08,0.2,0.0003,-0.0004846458905376494,-0.0024670533690368756,0.011207087,,
409600,582,702,-16.095,61.95,200,1990,0.030615234375,0.19435518980026245,-0.37546114828437566,5.672896161712515e-08,0.2,0.0003,0.00025457696756348014,0.0009046019200468436,0.0012506794,,
410000,,,,,,2000,0.090380859375,-0.6507340669631958,-0.35632035238668325,3.4761270573113734e-07,0.2,0.0003,-0.0025977673940360546,-0.0020339498223620467,0.0070307725,-17.22,73.2
411648,586,702,-16.062,61.62,201,,,,,,,,,,,,
413696,588,702,-15.960000000000003,60.6,202,2010,0.07822265625,-2.613895893096924,-0.37844408862292767,1.1899848916918643e-06,0.2,0.0003,-0.010119413025677204,-0.0007074192399159074,0.011998326,,
415744,591,702,-15.776,58.76,203,2020,0.030859375,-2.4635071754455566,-0.38397333715111015,3.5969718137351944e-08,0.2,0.0003,-0.00730910012498498,-0.0013582555053289979,0.0030415817,,
417792,594,702,-15.621999999999998,57.22,204,2030,0.036474609375,-0.7762777805328369,-0.40075200265273453,2.1583592633156456e-07,0.2,0.0003,-0.008002402260899544,-0.00038746762147638946,0.0040629487,,
419840,597,702,-15.533999999999999,56.34,205,2040,0.031005859375,-0.3157532215118408,-0.4212366439402103,6.354687126730596e-07,0.2,0.0003,-0.01105855219066143,-0.0005676131288055331,0.0021937042,,
420000,,,,,,2050,0.019384765625,-0.2676788568496704,-0.4128102492541075,2.826966980062906e-07,0.2,0.0003,-0.007653956301510334,-0.0003252541209803894,0.0029245554,-15.7,58.0
421888,600,702,-15.456,55.56,206,,,,,,,,,,,,
423936,603,702,-15.373000000000001,54.73,207,2060,0.021533203125,-4.729736804962158,-0.404701542109251,9.616179675653313e-07,0.2,0.0003,-0.008483650162816048,-0.001406238289200701,0.0035646423,,
425984,606,702,-15.335,54.35,208,2070,0.0337890625,-5.533383846282959,-0.4028437102213502,1.325578977695585e-07,0.2,0.0003,-0.0031459322199225426,-0.00209885850927094,0.0034960941,,
428032,609,702,-15.354,54.54,209,2080,0.017529296875,-1.7005376815795898,-0.4051095940172672,6.168869482348071e-07,0.2,0.0003,-0.017599599435925484,0.00019803961040452123,0.0015507437,,
430000,,,,,,2090,0.051611328125,-0.740636944770813,-0.3984871568158269,1.5262991697184703e-07,0.2,0.0003,0.002354682656005025,-0.0046767219406319786,0.0044679157,-16.080000000000002,61.8
430080,612,702,-15.408,55.08,210,,,,,,,,,,,,
432128,615,702,-15.477,55.77,211,2100,0.014404296875,-0.3396872282028198,-0.4036669951863587,5.951636781542646e-06,0.2,0.0003,0.0009171410347335041,0.00028638367366511374,0.00065427704,,
434176,618,702,-15.516000000000002,56.16,212,2110,0.023193359375,0.13059264421463013,-0.37784476606175305,4.258579511251526e-08,0.2,0.0003,0.0007518408820033073,-0.0009765524868271313,0.0048599737,,
436224,621,702,-15.615999999999996,57.16,213,2120,0.03095703125,-0.44915568828582764,-0.3605719154700637,2.506544407587796e-08,0.2,0.0003,-0.012767222709953785,-0.0016804249127744697,0.003585702,,
438272,624,702,-15.645999999999999,57.46,214,2130,0.009375,-2.0622520446777344,-0.37086764043197035,2.6347009907112806e-08,0.2,0.0003,0.0059914663434028625,-0.00029732288239756597,0.0023712423,,
440000,,,,,,2140,0.022900390625,0.10650169849395752,-0.3464789690449834,5.061376819881502e-08,0.2,0.0003,-0.008409056812524796,-0.0011594134761253373,0.003029944,-17.5,76.0
440320,627,701,-15.719000000000001,58.19,215,,,,,,,,,,,,
442368,630,701,-15.747,58.47,216,2150,0.02509765625,-1.4832558631896973,-0.3433088090270758,2.4413945947543427e-06,0.2,0.0003,-0.007811212446540594,-0.0019799517962383107,0.0030091878,,
444416,633,701,-15.685,57.85,217,2160,0.041259765625,0.19661438465118408,-0.36482552979141475,1.674389258354836e-08,0.2,0.0003,-0.012477611191570759,-0.0031075897015398367,0.0047193184,,
446464,636,701,-15.674,57.74,218,2170,0.01337890625,-0.3630112409591675,-0.3438947480171919,3.297944797253649e-07,0.2,0.0003,0.0004563355178106576,9.837326651904733e-05,0.0015772184,,
448512,639,701,-15.582,56.82,219,2180,0.04296875,-1.775343656539917,-0.3654608522541821,2.1784732311402878e-07,0.2,0.0003,-0.019476238638162613,-0.0017826036288170143,0.0014670973,,
450000,,,,,,2190,0.00869140625,-0.36477911472320557,-0.349516926985234,1.7000904852793042e-07,0.2,0.0003,-0.007633988745510578,-0.0008949200448114425,0.00096126844,-16.360000000000003,64.6
450560,642,701,-15.653000000000002,57.53,220,,,,,,,,,,,,
452608,645,701,-15.530999999999999,56.31,221,2200,0.067041015625,0.33137571811676025,-0.38541203532367946,9.230715217078966e-07,0.2,0.0003,-0.013526294380426407,0.0003450419753789902,0.0020120502,,
454656,648,701,-15.527000000000001,56.27,222,2210,0.05947265625,0.5587641000747681,-0.3737035614438355,2.714544701465371e-07,0.2,0.0003,-0.015059235505759716,-0.0021818390843691303,0.0051473547,,
456704,650,701,-15.578000000000007,56.78,223,2220,0.076708984375,-4.365799903869629,-0.3932402160950005,2.9596674444576365e-07,0.2,0.0003,-0.015425655990839005,-0.0008885261413524859,0.0026331185,,
458752,653,701,-15.73,58.3,224,2230,0.01982421875,-6.563169956207275,-0.41038594003766776,2.4403703995812266e-06,0.2,0.0003,-0.009703781455755234,0.0003622432253905572,0.0031294818,,
460000,,,,,,2240,0.028955078125,-1.9749598503112793,-0.4232621553353965,3.233718386397299e-08,0.2,0.0003,-0.0020977810490876436,0.0006820178794441744,0.00048292178,-16.8,69.0
460800,656,701,-15.809,59.09,225,,,,,,,,,,,,
462848,659,701,-15.869000000000002,59.69,226,2250,0.016064453125,-5.362844944000244,-0.4030137866735458,2.7013856440660788e-08,0.2,0.0003,7.244056178024039e-05,-0.00014010903105372564,0.0025514786,,
464896,662,701,-15.915,60.15,227,2260,0.017431640625,-6.7635369300842285,-0.38787126103416086,7.3212451212612e-08,0.2,0.0003,-0.005848740227520466,-0.0008978660218417645,0.002744272,,
466944,665,701,-16.025,61.25,228,2270,0.018212890625,-1.1105318069458008,-0.36178660886362196,1.9328480081792775e-06,0.2,0.0003,-0.012207264080643654,-0.0025251513434341177,0.0024553952,,
468992,668,701,-16.031000000000002,61.31,229,2280,0.0310546875,-2.7759640216827393,-0.3637608177028596,3.1792160326560294e-08,0.2,0.0003,-0.00875823013484478,0.00012916616688016803,0.0070703877,,
470000,,,,,,2290,0.04345703125,-5.395087242126465,-0.3432961727492511,5.4920244485501256e-08,0.2,0.0003,-0.006731819361448288,-0.0009819809900363907,0.005181995,-17.619999999999997,77.2
471040,671,701,-16.084,61.84,230,,,,,,,,,,,,
473088,674,701,-16.009,61.09,231,2300,0.062939453125,-1.0341689586639404,-0.3517193773761392,2.3394671407217517e-06,0.2,0.0003,-0.011467112228274345,-0.0035959193541202695,0.0022701018,,
475136,677,701,-16.058,61.58,232,2310,0.039013671875,0.25687867403030396,-0.36498416317626836,2.802844480953581e-08,0.2,0.0003,-0.008911045268177986,-0.0010159258847124875,0.0028622055,,
477184,679,701,-15.965,60.65,233,2320,0.018310546875,-0.48924779891967773,-0.379583977162838,3.9956120501116744e-08,0.2,0.0003,-0.006452979985624552,-0.00041624327423051,0.0015041267,,
479232,682,701,-16.021,61.21,234,2330,0.078076171875,-1.2920763492584229,-0.35100996643304827,9.295969785938496e-07,0.2,0.0003,-0.010485189035534859,-0.0012855044711614027,0.004444305,,
480000,,,,,,2340,0.02001953125,-7.169889450073242,-0.3385671849362552,5.937181160442506e-06,0.2,0.0003,0.009300458244979382,3.4733806387521327e-05,0.0030664937,-16.660000000000004,67.6
481280,686,701,-15.950000000000003,60.5,235,,,,,,,,,,,,
483328,688,701,-15.991999999999997,60.92,236,2350,0.04697265625,-0.5271257162094116,-0.31404121438972654,1.8091083164861744e-08,0.2,0.0003,-0.0010699992999434471,-0.0009570493275532499,0.0074598175,,
485376,691,701,-15.953,60.53,237,2360,0.021875,-0.5175186395645142,-0.2938620558939874,1.4890224075969627e-08,0.2,0.0003,-0.007065683137625456,0.00010452632850501686,0.0018003647,,
487424,694,701,-15.998000000000001,60.98,238,2370,0.009326171875,-2.0307211875915527,-0.28924020831473174,2.03834397805025e-08,0.2,0.0003,-0.011243507266044617,-0.0011616870207944885,0.0007471774,,
489472,697,701,-16.002,61.02,239,2380,0.027685546875,-1.87384033203125,-0.28100762381218375,2.261348783783035e-08,0.2,0.0003,-0.02033243514597416,-0.0008482409379212186,0.001956872,,
490000,,,,,,2390,0.0408203125,-7.254044532775879,-0.29466534648090603,8.274073119984848e-08,0.2,0.0003,-0.012536866590380669,-0.0010461718018632382,0.0021321492,-16.3,64.0
491520,700,701,-15.946,60.46,240,,,,,,,,,,,,
493568,703,701,-15.857999999999997,59.58,241,2400,0.0224609375,-7.2402238845825195,-0.2722815840970725,8.912526249904574e-07,0.2,0.0003,-0.008521550334990025,6.947955989744514e-05,0.0033847135,,
495616,706,701,-15.813999999999998,59.14,242,2410,0.048388671875,-11.821026802062988,-0.30105859925970435,2.0547902641609993e-07,0.2,0.0003,-0.021572792902588844,-0.00036487559555098414,0.0042874143,,
497664,709,701,-15.841999999999999,59.42,243,2420,0.03857421875,-0.2640315294265747,-0.3148007804062217,8.466114350902387e-07,0.2,0.0003,-0.010941591113805771,-8.291457925224677e-05,0.0037158707,,
499712,711,701,-15.865000000000002,59.65,244,2430,0.0431640625,0.7333588600158691,-0.33846576046198606,6.007258406892646e-06,0.2,0.0003,-0.004839925095438957,-0.0014568549115210772,0.0042467974,,
500000,,,,,,2440,0.015283203125,0.8266115784645081,-0.3346067897044122,1.2865731902067523e-08,0.2,0.0003,-0.0031312720384448767,-0.0009842087572906166,0.001987467,-16.419999999999998,65.2
501760,715,701,-15.812000000000001,59.12,245,,,,,,,,,,,,
503808,718,701,-15.703,58.03,246,2450,0.062646484375,0.6139301061630249,-0.36703707445412875,9.513354415346953e-09,0.2,0.0003,-0.00478009507060051,0.00048718190810177476,0.0055796555,,
505856,720,701,-15.600999999999999,57.01,247,2460,0.14521484375,0.07518410682678223,-0.37907579643651845,3.8273702651636654e-08,0.2,0.0003,-0.0015210348647087812,-0.0010866057767998428,0.017123425,,
507904,723,701,-15.491000000000001,55.91,248,2470,0.06904296875,-1.4778239727020264,-0.4077642128802836,6.285082001511456e-08,0.2,0.0003,0.0010921043576672673,-0.00039004015561658887,0.010454882,,
509952,726,701,-15.416999999999998,55.17,249,2480,0.01953125,-3.885873317718506,-0.40018109548836944,6.602265911315186e-07,0.2,0.0003,-0.0012972095282748342,-0.0014413639873964712,0.002404225,,
510000,,,,,,2490,0.0880859375,-6.507965564727783,-0.41006204709410665,3.978754175859578e-06,0.2,0.0003,-0.036764465272426605,-0.0002534465049393475,0.0067221434,-15.539999999999997,56.4
512000,729,701,-15.32,54.2,250,,,,,,,,,,,,
514048,732,701,-15.262999999999998,53.63,251,2500,0.015234375,-1.8418502807617188,-0.39501554761081936,4.1944660988946224e-08,0.2,0.0003,-0.005362114869058132,-0.0004321686123148538,0.00039310695,,
516096,735,701,-15.252,53.52,252,2510,0.07119140625,-0.5488295555114746,-0.44525740426033733,2.6372102679417252e-08,0.2,0.0003,-0.006474601570516825,-0.0021180164912948385,0.011584927,,
518144,738,701,-15.317,54.17,253,2520,0.02900390625,-1.8809447288513184,-0.459583246242255,2.5422694616139552e-08,0.2,0.0003,-0.015445674769580364,-0.0016571478699916042,0.002081113,,
520000,,,,,,2530,0.12294921875,-3.5726375579833984,-0.46537674916908145,3.265864139123664e-08,0.2,0.0003,-0.013334820047020912,-0.0003389078672626056,0.0047156746,-15.719999999999999,58.2
520192,741,701,-15.328000000000001,54.28,254,,,,,,,,,,,,
522240,744,701,-15.337999999999997,54.38,255,2540,0.019140625,-2.2067008018493652,-0.4496629947796464,6.477498020185379e-07,0.2,0.0003,-0.008823482319712639,-0.001272829744266346,0.002485164,,
524288,747,701,-15.376999999999995,54.77,256,2550,0.1044921875,-1.339890956878662,-0.4737409705296159,5.396520819100914e-07,0.2,0.0003,-0.005352646578103304,-0.0007434673956595361,0.012345072,,
526336,750,701,-15.473000000000003,55.73,257,2560,0.017333984375,-1.3531694412231445,-0.48044306635856626,1.2984678430250085e-07,0.2,0.0003,-0.021143261343240738,-0.0006102476225350983,0.0026540486,,
528384,753,701,-15.429999999999998,55.3,258,2570,0.12265625,-2.908123016357422,-0.54236671179533,1.7890583051016761e-06,0.2,0.0003,-0.021134035661816597,-0.0007985666888998821,0.015723519,,
530000,,,,,,2580,0.0681640625,0.17719101905822754,-0.5026100915856659,1.3812840142790607e-07,0.2,0.0003,-0.03918537124991417,-0.0023834651132347063,0.010429932,-15.739999999999998,58.4
530432,756,701,-15.376999999999999,54.77,259,,,,,,,,,,,,
532480,758,701,-15.318999999999996,54.19,260,2590,0.048779296875,0.257121741771698,-0.4735644073225558,7.879487622375336e-08,0.2,0.0003,-0.006727988366037607,-0.002684108342509717,0.0047353497,,
534528,761,701,-15.346000000000002,54.46,261,2600,0.017431640625,-0.8412717580795288,-0.4758307564072311,7.176491739091517e-07,0.2,0.0003,-0.0036289584822952747,0.00038055457407608627,0.0022435405,,
536576,764,701,-15.393999999999998,54.94,262,2610,0.027880859375,0.43499666452407837,-0.46101531842723487,1.099992300268582e-06,0.2,0.0003,-0.010952390730381012,-0.0008769597552600317,0.0020251358,,
538624,767,701,-15.395999999999999,54.96,263,2620,0.02275390625,-1.048133373260498,-0.43519622134044766,4.532068338392037e-08,0.2,0.0003,-0.00925051886588335,-0.00036574254336301236,0.002578486,,
540000,,,,,,2630,0.03447265625,-1.295154333114624,-0.4256284736096859,2.1852800506927396e-07,0.2,0.0003,-0.007630774285644293,-0.00014776771131437273,0.0033945264,-15.940000000000001,60.4
540672,770,701,-15.418999999999999,55.19,264,,,,,,,,,,,,
542720,773,701,-15.437999999999997,55.38,265,2640,0.02197265625,-8.253459930419922,-0.4153293391689658,2.650952096860948e-06,0.2,0.0003,-0.006161127705127001,-0.0005707664182409644,0.002716954,,
544768,776,701,-15.429,55.29,266,2650,0.019091796875,-8.011078834533691,-0.4161639668047428,1.598422363358054e-08,0.2,0.0003,-0.004109289962798357,-0.0011948658411711222,0.00064935395,,
546816,779,701,-15.372,54.72,267,2660,0.025439453125,-8.181351661682129,-0.41981785306707026,5.8636781652410264e-08,0.2,0.0003,-0.003934174310415983,0.0002694372495170683,0.00519381,,
548864,782,701,-15.375,54.75,268,2670,0.015478515625,-0.03538978099822998,-0.40696514640003445,4.43188074639167e-07,0.2,0.0003,-0.006405465770512819,-0.0011896786716533824,0.0031335212,,
550000,,,,,,2680,0.012939453125,-1.4153409004211426,-0.40944389468058945,8.063218085663237e-07,0.2,0.0003,-0.0017122352728620172,0.00019702349964063616,0.0020675235,-16.220000000000002,63.2
550912,785,701,-15.443999999999996,55.44,269,,,,,,,,,,,,
552960,788,701,-15.511,56.11,270,2690,0.031787109375,-0.23361003398895264,-0.40209507793188093,8.247793032545303e-07,0.2,0.0003,0.0026735232677310705,-0.0009672173371654935,0.0018920664,,
555008,791,701,-15.462,55.62,271,2700,0.11787109375,-1.782278060913086,-0.40788535671308634,1.334293298560496e-06,0.2,0.0003,0.0021061478182673454,-0.0008766095706960186,0.0068555837,,
557056,794,701,-15.427999999999999,55.28,272,2710,0.008642578125,-5.1227216720581055,-0.4093803491443396,1.70790826814482e-08,0.2,0.0003,-0.0056269410997629166,0.000115177922998555,0.00033948605,,
559104,797,701,-15.371000000000002,54.71,273,2720,0.02861328125,-5.501118183135986,-0.4191067130304873,2.9383429644980196e-08,0.2,0.0003,-0.005090042948722839,0.0004623807602911256,0.0019446093,,
560000,,,,,,2730,0.01142578125,-0.1261599063873291,-0.41456549549475313,3.4305866148720553e-06,0.2,0.0003,-0.009389907121658325,-0.0003703923954162747,0.0013553388,-15.62,57.2
561152,800,701,-15.299000000000001,53.99,274,,,,,,,,,,,,
563200,803,701,-15.285999999999996,53.86,275,2740,0.025146484375,0.4208632707595825,-0.4133406488224864,3.640495388701481e-07,0.2,0.0003,-0.007936159148812294,-0.00351990015769843,0.0030090713,,
565248,806,701,-15.257999999999997,53.58,276,2750,0.02744140625,0.8369994759559631,-0.4113854231312871,1.1734138908980896e-06,0.2,0.0003,-0.006926304195076227,-0.001660532344249077,0.0033732718,,
567296,809,701,-15.262999999999998,53.63,277,2760,0.026513671875,-0.4106254577636719,-0.3854054699651897,3.6105050051915555e-06,0.2,0.0003,-0.012388516217470169,-0.00011571912618819624,0.002014543,,
569344,811,701,-15.234999999999996,53.35,278,2770,0.0234375,0.8362626433372498,-0.38565718876197935,4.3640893410135106e-07,0.2,0.0003,-0.004764293786138296,0.0011234820616664366,0.0021483256,,
