rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/loss,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/learning_rate,train/clip_range,train/approx_kl,eval/mean_reward,eval/mean_ep_length
292.96,746,370,276480,135,-0.7,2.410234212875366,-0.0695299141923897,5.258004070073366,-0.0009788241179194302,1340,0.3542909622192383,0.0220703125,0.0003,0.2,0.0026365654,,
289.28,746,373,278528,136,-0.5,3.593183994293213,-0.05991577474633232,5.614005952700973,-0.0005071587118436582,1350,0.12023156881332397,0.02275390625,0.0003,0.2,0.0058310744,,
,,,280000,,,1.4092332124710083,-0.06994480660650879,3.985339823178947,-0.000549070505076088,1360,0.4119071364402771,0.018505859375,0.0003,0.2,0.0025244798,-10.0,73.4
253.78,746,375,280576,137,-1.4,,,,,,,,,,,,
247.3,746,378,282624,138,-1.1,3.5913145542144775,-0.0480295574554475,5.61805851124227,-0.00013273602089611814,1370,0.5761235356330872,0.015380859375,0.0003,0.2,0.010548771,,
254.0,746,381,284672,139,-0.4,1.9495723247528076,-0.08854962050681933,4.257182813435793,-0.004169798531802371,1380,0.4967706799507141,0.0298828125,0.0003,0.2,0.0025347539,,
257.48,746,384,286720,140,0.2,4.006204605102539,-0.05697958712698892,2.6772846430540085,0.0004066527733812109,1390,0.5321098566055298,0.01904296875,0.0003,0.2,0.001195647,,
240.1,746,386,288768,141,-1.0,5.179841041564941,-0.09152899789623917,5.50348198004067,-0.005666852970171022,1400,0.12182331085205078,0.0439453125,0.0003,0.2,0.014098848,,
,,,290000,,,1.9535411596298218,-0.06671579187968746,4.675864348188043,-0.0014180470650899224,1410,0.20753884315490723,0.01884765625,0.0003,0.2,0.0015444814,-10.0,106.2
235.41,746,389,290816,142,-1.3,,,,,,,,,,,,
238.88,746,392,292864,143,-0.9,2.444732427597046,-0.07620039731264114,3.764021660014987,0.0003019646173925139,1420,0.2128191590309143,0.012158203125,0.0003,0.2,0.0013237549,,
230.61,746,394,294912,144,-1.7,3.1087777614593506,-0.08624783785198815,4.550032990798354,-0.002229549046023749,1430,0.14386320114135742,0.029931640625,0.0003,0.2,0.0035046202,,
228.01,746,397,296960,145,-2.2,2.6865265369415283,-0.06380265560001135,4.901590362004936,-0.0028283572130021637,1440,0.07580626010894775,0.026806640625,0.0003,0.2,0.0010419538,,
223.48,746,400,299008,146,-2.4,1.2481000423431396,-0.06041086614422966,5.294352196529507,-0.0005723093723645434,1450,0.2162274718284607,0.01669921875,0.0003,0.2,0.001045642,,
,,,300000,,,2.300097703933716,-0.06645780988619662,4.5972326688468454,-0.0024943783559137956,1460,0.34778934717178345,0.0234375,0.0003,0.2,0.004133509,-8.0,161.6
232.46,746,403,301056,147,-1.9,,,,,,,,,,,,
240.93,746,406,303104,148,-1.7,0.7571498155593872,-0.06815761449397542,3.691070859692991,0.00017920616082847118,1470,0.5144678950309753,0.011865234375,0.0003,0.2,0.0020618988,,
257.41,746,408,305152,149,-1.3,1.786982774734497,-0.0557732737303013,4.381206696294248,-0.0019509463774738834,1480,0.38950085639953613,0.0201171875,0.0003,0.2,0.0009837258,,
275.88,746,411,307200,150,-0.4,1.5503149032592773,-0.04304256932373392,3.7665597941726445,-0.0021418118063593282,1490,0.012656092643737793,0.025,0.0003,0.2,0.005050672,,
276.18,746,414,309248,151,-0.5,3.4866409301757812,-0.05958077016402967,4.488092258386314,-0.00014045391289982945,1500,0.20463675260543823,0.019091796875,0.0003,0.2,0.0020656225,,
,,,310000,,,2.5969622135162354,-0.04941776078994735,4.39627709761262,0.0013782068861473817,1510,0.07226115465164185,0.022314453125,0.0003,0.2,0.031736135,-10.0,101.8
263.31,746,417,311296,152,-1.8,,,,,,,,,,,,
268.26,746,419,313344,153,-1.4,1.3506718873977661,-0.10332645663293079,4.27586622852832,-0.004974027830758132,1520,-0.2024465799331665,0.06533203125,0.0003,0.2,0.021525111,,
277.65,746,422,315392,154,-1.0,1.9495069980621338,-0.082379309280077,3.8977813090197744,-0.0007382878742646426,1530,0.00367659330368042,0.02236328125,0.0003,0.2,0.0031699785,,
282.24,746,425,317440,155,-0.7,1.3409701585769653,-0.08353601995040663,4.08577279355377,0.00013912520371377467,1540,0.18608421087265015,0.016015625,0.0003,0.2,0.0033976913,,
282.49,746,427,319488,156,-0.6,2.3985981941223145,-0.05907592127332464,3.5244897451251744,-0.0009785183254280127,1550,0.4301500916481018,0.017578125,0.0003,0.2,0.0033183154,,
,,,320000,,,3.066922903060913,-0.06847299236396794,4.007210539281369,-0.0022627637001278343,1560,0.3588285446166992,0.023876953125,0.0003,0.2,0.0036187344,-4.0,239.8
293.29,745,431,321536,157,0.1,,,,,,,,,,,,
289.88,745,433,323584,158,-0.1,1.0821095705032349,-0.05032955913920887,2.7812136307358744,-0.00027126744826091456,1570,0.6719537973403931,0.01982421875,0.0003,0.2,0.003139774,,
280.28,745,436,325632,159,-0.3,0.874016523361206,-0.06644024546840228,4.339832503907383,-0.00013308068737387656,1580,0.5291615724563599,0.022998046875,0.0003,0.2,0.008117538,,
290.71,745,439,327680,160,0.4,1.1867581605911255,-0.0915701403573621,2.794278648123145,-0.005727736229891889,1590,0.6281380653381348,0.062255859375,0.0003,0.2,0.03808385,,
297.22,746,441,329728,161,0.9,1.3375524282455444,-0.07806619943003171,4.568491239473223,-0.00560543413303094,1600,0.37074095010757446,0.024755859375,0.0003,0.2,0.0071180295,,
,,,330000,,,1.1457152366638184,-0.07773291592020541,4.3532829253003005,-0.0017401502656866797,1610,0.4274909496307373,0.023779296875,0.0003,0.2,0.003722575,-6.0,201.6
296.14,745,445,331776,162,0.8,,,,,,,,,,,,
304.34,745,447,333824,163,1.5,2.3317582607269287,-0.06266891445848159,5.497312618605792,0.000492420386581216,1620,0.3866312503814697,0.008984375,0.0003,0.2,0.001251582,,
310.29,745,450,335872,164,1.9,2.8744797706604004,-0.0804478723090142,3.9726182146929205,-0.0009855086129391566,1630,0.48495548963546753,0.024951171875,0.0003,0.2,0.003991452,,
310.21,745,453,337920,165,1.9,4.3505120277404785,-0.06480239402153529,5.3129434350878,-6.853718950878828e-05,1640,0.281033992767334,0.014892578125,0.0003,0.2,0.0010018968,,
317.85,745,455,339968,166,2.5,2.1135382652282715,-0.07328159891185351,4.378498511016369,-0.0002189597551478073,1650,0.49966782331466675,0.0125,0.0003,0.2,0.00086071936,,
,,,340000,,,3.3470242023468018,-0.05821722952532582,6.314249532297254,-0.0024277558753965423,1660,0.0498313307762146,0.0185546875,0.0003,0.2,0.0010379968,-4.0,207.2
323.92,744,459,342016,167,3.0,,,,,,,,,,,,
336.97,745,461,344064,168,3.7,1.0613964796066284,-0.08271823507966473,3.850549329351634,0.0012237598464707844,1670,0.39521467685699463,0.020703125,0.0003,0.2,0.003770799,,
354.11,745,464,346112,169,4.9,2.552434206008911,-0.052501345472410324,4.761215939372778,-0.00040536205342505126,1680,0.28094929456710815,0.014990234375,0.0003,0.2,0.00081736984,,
369.02,745,467,348160,170,6.0,1.0225285291671753,-0.07458809209056198,3.0915552717633545,-0.0001190550159662962,1690,0.5802417397499084,0.014892578125,0.0003,0.2,0.0010086128,,
,,,350000,,,1.1688555479049683,-0.0812814582255669,4.186639976594597,-0.0017261801986023784,1700,0.5552359223365784,0.025048828125,0.0003,0.2,0.0020801749,-10.0,162.2
374.74,744,470,350208,171,6.4,,,,,,,,,,,,
368.07,744,472,352256,172,6.2,2.346693515777588,-0.05536191461142152,4.375588916614651,-0.0016721270716516302,1710,0.32682812213897705,0.026611328125,0.0003,0.2,0.0026405493,,
380.63,745,475,354304,173,7.1,3.2887697219848633,-0.08896713814465329,4.636401967145503,-0.003623728282400407,1720,0.23446440696716309,0.03671875,0.0003,0.2,0.0040237093,,
379.2,745,478,356352,174,7.0,1.917205572128296,-0.06761792300385423,5.081310260109603,0.0006414029776351526,1730,0.2252262830734253,0.0095703125,0.0003,0.2,0.0018025048,,
372.05,745,480,358400,175,6.3,2.474647283554077,-0.07094023812678643,5.0054676061496135,-0.0010921451612375677,1740,0.3370845913887024,0.02158203125,0.0003,0.2,0.0020057848,,
,,,360000,,,1.2393074035644531,-0.07499805041006766,5.961835069581866,-0.00166277164244093,1750,0.13779175281524658,0.021875,0.0003,0.2,0.0016347747,38.0,721.6
369.9,742,485,360448,176,6.2,,,,,,,,,,,,
382.15,742,487,362496,177,6.8,1.3013420104980469,-0.07777118140948006,3.5560801627114413,-0.0015536524486378766,1760,0.5054416656494141,0.0345703125,0.0003,0.2,0.003708987,,
381.34,742,490,364544,178,6.7,2.014941453933716,-0.04800637024163734,4.660944659635424,-0.002018566770129837,1770,0.2908962368965149,0.020166015625,0.0003,0.2,0.0005990587,,
392.4,743,493,366592,179,7.6,0.22259704768657684,-0.06478625874151475,3.6809438869357107,0.000500190249294974,1780,0.5377328395843506,0.01455078125,0.0003,0.2,0.0007588805,,
405.55,743,495,368640,180,8.6,2.34934401512146,-0.04775266922952141,3.494342819787562,0.0006506671059469226,1790,0.5331923961639404,0.016650390625,0.0003,0.2,0.0048920307,,
,,,370000,,,3.251328468322754,-0.04992965612764237,3.908226184360683,-0.0003199941435013898,1800,0.5553606748580933,0.015576171875,0.0003,0.2,0.00032066845,50.0,895.6
411.91,740,500,370688,181,9.1,,,,,,,,,,,,
427.79,740,503,372736,182,10.4,0.10991179198026657,-0.060604049198445864,2.2438847933895887,0.00016667549207340925,1810,0.6992485523223877,0.019091796875,0.0003,0.2,0.0046151932,,
426.75,740,506,374784,183,10.2,0.3088587820529938,-0.052179541962686926,2.670470991684124,-0.0016144907116540709,1820,0.6945472359657288,0.017431640625,0.0003,0.2,0.001201409,,
426.12,740,508,376832,184,10.1,2.7442445755004883,-0.06629039370454848,6.099458400160074,-0.009722236313973554,1830,-0.16736137866973877,0.05712890625,0.0003,0.2,0.032338765,,
432.29,741,511,378880,185,10.7,1.8504334688186646,-0.053983806053292935,4.652309893257916,-0.0015307400622987188,1840,0.10580945014953613,0.017578125,0.0003,0.2,0.0019380113,,
,,,380000,,,0.5482016205787659,-0.07271331341471524,4.028698978386819,-0.0010787963736220263,1850,0.37847620248794556,0.0220703125,0.0003,0.2,0.00081807864,324.0,4210.2
424.74,726,524,380928,186,10.4,,,,,,,,,,,,
424.96,726,527,382976,187,10.5,0.46711239218711853,-0.05147894603142049,2.3715408377815037,0.0008322296387632377,1860,0.19800806045532227,0.01708984375,0.0003,0.2,0.0006032041,,
433.61,726,529,385024,188,11.2,1.3757373094558716,-0.0558621483593015,2.754152019415051,-0.000511928234482184,1870,0.5604196786880493,0.012451171875,0.0003,0.2,0.0011655686,,
439.87,727,532,387072,189,11.7,3.5534965991973877,-0.04911505557829514,3.39638338945806,-0.0013642522259033284,1880,0.43300920724868774,0.019873046875,0.0003,0.2,0.0029635252,,
449.68,727,535,389120,190,12.6,1.6647520065307617,-0.051998822871246374,3.3560831146780403,-0.0012205060193082318,1890,0.5560259819030762,0.018505859375,0.0003,0.2,0.001608246,,
,,,390000,,,0.6534735560417175,-0.055041129197343254,0.9859564256854355,0.0018907920763012952,1900,0.7803695201873779,0.02080078125,0.0003,0.2,0.001955075,8.0,368.6
455.58,725,538,391168,191,13.1,,,,,,,,,,,,
441.19,725,541,393216,192,12.0,1.6473513841629028,-0.060884274821728465,5.668311544507742,-0.0012598558678291738,1910,0.42374783754348755,0.024462890625,0.0003,0.2,0.00497131,,
450.53,726,544,395264,193,12.6,1.4341241121292114,-0.07138726814300753,4.764566534385085,-0.0003977428947109729,1920,0.48200303316116333,0.01015625,0.0003,0.2,0.00037240895,,
455.26,726,547,397312,194,12.9,1.7073650360107422,-0.055591736553469676,5.0596468867734075,-0.0012366407085210086,1930,0.3942221999168396,0.017919921875,0.0003,0.2,0.001513069,,
469.15,726,549,399360,195,13.9,2.4468111991882324,-0.052765294382697905,3.230890523828566,0.0005306548890075646,1940,0.45173120498657227,0.01630859375,0.0003,0.2,0.002472685,,
,,,400000,,,1.6683686971664429,-0.07129518629517406,4.287258837744593,-0.000989630230469629,1950,0.4695446491241455,0.025146484375,0.0003,0.2,0.0030404779,60.0,1020.6
481.44,723,554,401408,196,15.0,,,,,,,,,,,,
482.09,723,557,403456,197,15.2,0.7337892651557922,-0.05362630147719756,3.4873975112102924,-0.00033140695304609833,1960,0.48523271083831787,0.01806640625,0.0003,0.2,0.0029531743,,
488.47,723,560,405504,198,15.7,0.5536007285118103,-0.08466656626551412,3.9624972867779436,-0.004802695868420415,1970,0.5550526976585388,0.057275390625,0.0003,0.2,0.006795749,,
490.69,724,562,407552,199,16.0,2.976767063140869,-0.05737873319303617,5.683309452608228,0.0007173667487222702,1980,0.3661124110221863,0.01953125,0.0003,0.2,0.0011993604,,
494.67,724,565,409600,200,16.4,2.2603681087493896,-0.046916386677185076,3.519631266128272,-0.00026152869540965187,1990,0.4975703954696655,0.016650390625,0.0003,0.2,0.0011509393,,
,,,410000,,,3.239091396331787,-0.05002626656496432,3.887860052473843,2.739058109000325e-05,2000,0.564933180809021,0.0140625,0.0003,0.2,0.0028077392,-6.0,181.2
501.62,724,568,411648,201,17.0,,,,,,,,,,,,
505.29,724,571,413696,202,17.1,0.18650758266448975,-0.06892262474284508,0.8911964129423723,0.000990387104684487,2010,0.7949236631393433,0.015966796875,0.0003,0.2,0.0013504412,,
504.08,724,573,415744,203,17.0,2.533503770828247,-0.076382124889642,7.706180196627974,-0.0008572964376071468,2020,-0.19388091564178467,0.026513671875,0.0003,0.2,0.0013283865,,
512.12,724,576,417792,204,17.9,1.2881951332092285,-0.0815880686044693,3.5491288198158144,-0.0029235384979983793,2030,0.23541373014450073,0.02744140625,0.0003,0.2,0.0048013804,,
482.95,725,578,419840,205,15.6,1.1702160835266113,-0.06875580808555241,3.029405958298594,-0.00011325841041980312,2040,0.49419957399368286,0.018701171875,0.0003,0.2,0.0051311622,,
,,,420000,,,0.7729924917221069,-0.063748083030805,3.984439039696008,0.0002994767593918368,2050,0.33468711376190186,0.009716796875,0.0003,0.2,0.0004886976,2.0,317.8
490.38,724,582,421888,206,16.2,,,,,,,,,,,,
496.31,724,585,423936,207,16.8,1.3880406618118286,-0.053372125283931385,3.3424796221777795,-0.000899121435941197,2060,0.5560550689697266,0.013916015625,0.0003,0.2,0.0004427674,,
487.63,724,587,425984,208,16.2,2.3328471183776855,-0.09518931121565402,4.81459300071001,-0.009583518700674176,2070,0.25135576725006104,0.051171875,0.0003,0.2,0.014700523,,
487.61,724,590,428032,209,16.1,2.796792984008789,-0.09494505859911442,4.94557658880949,-0.0022240851219976323,2080,0.1825411319732666,0.0478515625,0.0003,0.2,0.007496244,,
,,,430000,,,1.2390906810760498,-0.061715153115801516,5.298128051869571,-0.0005811874056234956,2090,0.31114107370376587,0.01611328125,0.0003,0.2,0.0016848606,34.0,723.4
490.89,722,594,430080,210,16.2,,,,,,,,,,,,
499.16,723,597,432128,211,16.9,1.7242622375488281,-0.050482412695419046,4.805324130877852,-0.0007407681856420823,2100,0.30975592136383057,0.009375,0.0003,0.2,0.00084906,,
505.16,723,600,434176,212,17.4,0.5046247839927673,-0.08702687792247162,3.149286282248795,0.0004681747013819404,2110,0.5123287439346313,0.0365234375,0.0003,0.2,0.003581495,,
500.3,723,602,436224,213,17.0,2.0987653732299805,-0.06581256472854875,3.1804054151289165,0.00038484672113554553,2120,0.6029256582260132,0.016748046875,0.0003,0.2,0.0014646098,,
486.19,723,605,438272,214,16.0,1.1856857538223267,-0.0627501683717128,2.3735191923566163,-0.00036033508222317324,2130,0.6791096329689026,0.0146484375,0.0003,0.2,0.0021010945,,
,,,440000,,,1.3192989826202393,-0.04706588561239187,3.3024398582987486,-0.0018732840748270974,2140,0.54812091588974,0.020166015625,0.0003,0.2,0.0012469206,-8.0,199.2
491.31,723,608,440320,215,16.5,,,,,,,,,,,,
498.26,723,611,442368,216,17.1,1.875067114830017,-0.08407295301440172,4.120030377618969,0.0010062185625429264,2150,0.49022597074508667,0.039111328125,0.0003,0.2,0.0063797226,,
521.34,723,614,444416,217,19.0,1.2551672458648682,-0.06617211970151402,2.8074807290919126,-0.0003260993922594935,2160,0.6302930116653442,0.022802734375,0.0003,0.2,0.0014414582,,
508.09,723,616,446464,218,18.0,1.5642672777175903,-0.05488213047501631,2.085678025940433,0.00045278693723957983,2170,0.7085391283035278,0.01171875,0.0003,0.2,0.0007386468,,
516.8,724,619,448512,219,18.7,4.574154376983643,-0.05888503017486073,4.549594048038125,-0.001481107079598587,2180,0.32103216648101807,0.014794921875,0.0003,0.2,0.0020740137,,
,,,450000,,,1.8442254066467285,-0.05855728803435341,3.618627981469035,-0.0015258218467351981,2190,0.5355062484741211,0.012744140625,0.0003,0.2,0.001310311,4.0,361.8
518.27,723,622,450560,220,18.8,,,,,,,,,,,,
500.65,723,625,452608,221,17.2,0.2753799557685852,-0.05420118549373001,2.8147643882315605,-0.00011102514690719545,2200,0.6361358165740967,0.017822265625,0.0003,0.2,0.0033618575,,
495.86,723,628,454656,222,17.0,5.752908706665039,-0.06292181504250038,6.314361565187573,0.001026121506583877,2210,0.18334215879440308,0.02021484375,0.0003,0.2,0.0044714743,,
508.09,723,630,456704,223,18.1,1.0744719505310059,-0.04910961776331533,4.358731239847839,0.001320132298860699,2220,0.5164057016372681,0.01728515625,0.0003,0.2,0.00043169718,,
486.84,724,633,458752,224,16.1,2.5562641620635986,-0.061861144535942006,2.761475983541459,-0.0014942291119950824,2230,0.6474494338035583,0.01748046875,0.0003,0.2,0.0013857647,,
,,,460000,,,5.077687740325928,-0.07096659386879764,7.274191045388579,-0.00545508268114645,2240,0.005418300628662109,0.030126953125,0.0003,0.2,0.0059509813,46.0,827.0
479.98,721,638,460800,225,15.5,,,,,,,,,,,,
488.99,721,641,462848,226,16.3,4.958918571472168,-0.07632159957429394,5.142595187574625,0.00038141230907058344,2250,0.16507983207702637,0.014306640625,0.0003,0.2,0.0008468483,,
485.04,722,643,464896,227,15.9,0.7111063599586487,-0.06208529061404988,3.9477469697594643,-0.0009716046282846946,2260,0.37382131814956665,0.01865234375,0.0003,0.2,0.004403738,,
479.37,722,646,466944,228,15.3,2.6321442127227783,-0.067681804462336,3.4364895025268196,0.001565653763100272,2270,0.5416820049285889,0.020556640625,0.0003,0.2,0.0005570114,,
469.74,722,649,468992,229,14.5,1.9453061819076538,-0.07646770072169602,4.524177778325975,-0.005376063418225385,2280,0.37526702880859375,0.028466796875,0.0003,0.2,0.0041295155,,
,,,470000,,,1.9216803312301636,-0.07117431158549152,4.557519395276904,0.0007503915898269042,2290,0.3808143734931946,0.018994140625,0.0003,0.2,0.0018945774,10.0,420.6
476.86,721,652,471040,230,15.0,,,,,,,,,,,,
485.36,721,655,473088,231,15.7,1.9201242923736572,-0.07221783184795641,3.287606807053089,0.0013323604187462478,2300,0.5507433414459229,0.014990234375,0.0003,0.2,0.00082975574,,
507.34,721,658,475136,232,17.5,0.6715672016143799,-0.06655378006398678,1.8040975925512612,0.0015175592416198924,2310,0.7363662719726562,0.0140625,0.0003,0.2,0.0005440299,,
521.18,722,660,477184,233,18.8,0.31405913829803467,-0.05357189662754536,1.8127598516875878,0.0005255515643511899,2320,0.7934004068374634,0.02275390625,0.0003,0.2,0.0057274424,,
516.17,722,663,479232,234,18.2,2.1939046382904053,-0.06512511336477474,3.563772187009454,0.0015563318273052573,2330,0.5453946590423584,0.017578125,0.0003,0.2,0.00392856,,
,,,480000,,,2.305274724960327,-0.07058418376254849,5.533823176473379,-0.0005586286861216649,2340,0.32744157314300537,0.00400390625,0.0003,0.2,0.00020170042,34.0,713.0
514.98,720,667,481280,235,18.1,,,,,,,,,,,,
522.51,720,670,483328,236,18.7,1.1352967023849487,-0.07861164758214727,4.787447829544544,0.0014959141350118443,2350,0.37560003995895386,0.018994140625,0.0003,0.2,0.00083723414,,
538.13,720,673,485376,237,19.9,2.187013626098633,-0.0616472125868313,4.386173668317497,2.609671500977129e-05,2360,0.4243623614311218,0.0125,0.0003,0.2,0.0003585727,,
547.46,721,675,487424,238,20.6,1.8838049173355103,-0.06617974955006503,2.710611056163907,0.0007343228004174307,2370,0.533075749874115,0.023974609375,0.0003,0.2,0.0018466343,,
541.29,721,678,489472,239,20.0,0.6846191883087158,-0.05875126682803966,2.7307005250826477,0.0010115945216966793,2380,0.6500073671340942,0.017578125,0.0003,0.2,0.0015681747,,
,,,490000,,,2.3939738273620605,-0.05946514518000186,4.457867582794279,0.0005321006086887792,2390,0.49485695362091064,0.010693359375,0.0003,0.2,0.00228867,390.0,4989.6
539.78,708,693,491520,240,19.7,,,,,,,,,,,,
543.22,708,696,493568,241,19.9,2.631436586380005,-0.05207691443501972,4.184474358148873,-2.0654787658713757e-05,2400,0.4458736777305603,0.015576171875,0.0003,0.2,0.0006188709,,
543.28,708,699,495616,242,19.9,0.3174774646759033,-0.05993581660441123,3.2646974126342685,-0.0005582552912528627,2410,0.6177967190742493,0.011181640625,0.0003,0.2,0.0007132269,,
522.85,708,702,497664,243,18.2,2.7527854442596436,-0.07926222505047917,3.0064265734516082,0.000925812368222978,2420,0.6871362924575806,0.0408203125,0.0003,0.2,0.0025805063,,
513.06,709,704,499712,244,17.3,2.5677480697631836,-0.05808731078286655,4.299084427393973,-0.0007401038048556075,2430,0.2865920066833496,0.012255859375,0.0003,0.2,0.000478104,,
,,,500000,,,2.4849812984466553,-0.05124514175113291,4.936054101213813,-0.0012520427175331862,2440,0.4560352563858032,0.00732421875,0.0003,0.2,0.0006270639,1734.0,21195.2
512.72,659,760,501760,245,17.1,,,,,,,,,,,,
513.01,659,763,503808,246,17.3,2.354494094848633,-0.05251092200924177,4.528517052531242,-0.0009042244229931385,2450,0.49810606241226196,0.01884765625,0.0003,0.2,0.0010004682,,
527.9,660,766,505856,247,18.5,0.5270390510559082,-0.05486521765124053,1.7375165603123606,0.0009371782507514581,2460,0.48634159564971924,0.0220703125,0.0003,0.2,0.014521096,,
530.3,660,768,507904,248,18.6,3.7179245948791504,-0.07260463985148817,4.991869669221342,-0.003965286517632194,2470,0.4084833264350891,0.019970703125,0.0003,0.2,0.0031588185,,
552.25,660,771,509952,249,20.4,2.143380880355835,-0.05170150747580919,3.276687504258007,0.0014540885109454393,2480,0.5848124027252197,0.01884765625,0.0003,0.2,0.0043532304,,
,,,510000,,,1.1969106197357178,-0.05073117550346069,3.07087068464607,-0.002071557845920324,2490,0.625175416469574,0.0224609375,0.0003,0.2,0.0028186475,20.0,551.4
554.84,660,775,512000,250,20.6,,,,,,,,,,,,
571.71,660,778,514048,251,21.9,1.5960965156555176,-0.06646045552915894,2.8560705783311278,0.0008750961613259278,2500,0.6826947927474976,0.017041015625,0.0003,0.2,0.0016589556,,
583.92,660,780,516096,252,22.9,0.12935799360275269,-0.05169606113631744,1.8417793746106326,0.001615105028031394,2510,0.7809839248657227,0.0158203125,0.0003,0.2,0.00077358616,,
592.61,661,783,518144,253,23.7,1.753042221069336,-0.06707783858291805,3.611640827357769,-0.005268559814430774,2520,0.5949531197547913,0.017626953125,0.0003,0.2,0.0038383403,,
,,,520000,,,0.4331759810447693,-0.0804324675933458,2.132968659652397,0.0013532407741877251,2530,0.6840570569038391,0.03251953125,0.0003,0.2,0.008396361,-8.0,196.0
604.98,661,786,520192,254,24.9,,,,,,,,,,,,
595.11,661,789,522240,255,24.0,0.9677445292472839,-0.0896670046611689,3.564348825765774,-0.007281337631866336,2540,0.5741041898727417,0.050537109375,0.0003,0.2,0.042642806,,
582.43,661,792,524288,256,23.1,1.990055799484253,-0.07811038058716804,5.338128980435431,-0.001435642123396974,2550,-0.16811394691467285,0.011376953125,0.0003,0.2,0.0014242152,,
586.3,662,794,526336,257,23.4,1.040482521057129,-0.06736831249436363,4.242907462269068,-0.0019474350803648122,2560,0.37103259563446045,0.0197265625,0.0003,0.2,0.0021112163,,
565.81,662,797,528384,258,21.6,3.1639881134033203,-0.11077753087738529,6.1453635390847925,-0.0004020255553768948,2570,0.13934582471847534,0.041650390625,0.0003,0.2,0.017065205,,
,,,530000,,,2.221190929412842,-0.06768103292561137,5.019961439073086,-0.0012528466948424466,2580,0.22942328453063965,0.0134765625,0.0003,0.2,0.0012755276,24.0,579.6
541.64,661,801,530432,259,19.5,,,,,,,,,,,,
541.46,662,804,532480,260,19.5,0.7745532989501953,-0.08835574118420482,3.404064012132585,-0.0008753876929404214,2590,0.5442249178886414,0.032470703125,0.0003,0.2,0.0034539213,,
554.8,662,806,534528,261,20.6,0.8375884294509888,-0.08235260013025254,3.5720033411867917,0.00022566381085198373,2600,0.484549880027771,0.019482421875,0.0003,0.2,0.002593073,,
560.99,662,809,536576,262,21.2,0.2539260685443878,-0.05235290822747629,1.8741529825609178,-8.356552862096578e-05,2610,0.762054443359375,0.02255859375,0.0003,0.2,0.0048971954,,
512.4,663,812,538624,263,17.1,1.9485458135604858,-0.1408297098474577,5.103977240994572,-0.015522042196244002,2620,0.3053915500640869,0.0892578125,0.0003,0.2,0.04263045,,
,,,540000,,,0.4539339244365692,-0.10960819378960877,4.560844418779015,0.00046849835271132176,2630,-0.2550516128540039,0.016552734375,0.0003,0.2,0.001540992,32.0,650.8
490.46,662,816,540672,264,15.4,,,,,,,,,,,,
466.37,662,819,542720,265,13.3,1.187194585800171,-0.11193753374973311,3.3348072758875786,0.0009609237109543756,2640,0.4896712303161621,0.016064453125,0.0003,0.2,0.0013059389,,
471.31,662,821,544768,266,13.6,4.063882827758789,-0.09209478496341035,5.466283050365746,-0.0006958360179851297,2650,0.4626011848449707,0.01484375,0.0003,0.2,0.0029269247,,
479.83,663,824,546816,267,14.3,1.4375394582748413,-0.07185806062771008,4.305717051960528,-0.00104866967885755,2660,0.47536760568618774,0.008740234375,0.0003,0.2,0.00086098374,,
484.96,663,826,548864,268,14.9,2.068727493286133,-0.12119935340015217,2.0677930760663004,0.0018971838566358202,2670,0.6379365921020508,0.069970703125,0.0003,0.2,0.047078118,,
,,,550000,,,2.0173227787017822,-0.09358862428925932,4.971463518962264,0.00022675075742881746,2680,0.3255653977394104,0.023828125,0.0003,0.2,0.0036504413,-10.0,187.0
458.86,663,830,550912,269,12.6,,,,,,,,,,,,
470.05,663,832,552960,270,13.6,1.3066976070404053,-0.11081965742632746,4.612763047032058,-9.97489521978423e-05,2690,0.04564201831817627,0.023583984375,0.0003,0.2,0.0021365222,,
412.9,664,835,555008,271,9.0,1.790667176246643,-0.09426310695707799,3.2657290782779453,0.0009121405848418363,2700,0.33851367235183716,0.011767578125,0.0003,0.2,0.0020408162,,
405.45,664,838,557056,272,8.4,0.7962096333503723,-0.11002971016569063,3.79562943726778,-0.0020301758224377407,2710,0.15629816055297852,0.039892578125,0.0003,0.2,0.0037412872,,
403.98,664,840,559104,273,8.1,2.7586112022399902,-0.07708630264387466,2.7513183927163483,0.0003295544971479103,2720,0.3089132308959961,0.0111328125,0.0003,0.2,0.0005453456,,
,,,560000,,,2.3884098529815674,-0.10970302340574563,3.477978678420186,0.0020831316069234163,2730,0.5250961184501648,0.015576171875,0.0003,0.2,0.0044318885,190.0,2512.4
405.32,660,849,561152,274,8.3,,,,,,,,,,,,
412.78,660,852,563200,275,8.8,2.7248008251190186,-0.09116698849247769,2.926923532318324,0.00020667482604039833,2740,0.6229678392410278,0.0150390625,0.0003,0.2,0.00096505636,,
412.84,660,855,565248,276,9.0,0.6248049139976501,-0.0922389693907462,4.164154702983796,-0.0008376920901355334,2750,0.5591039061546326,0.00556640625,0.0003,0.2,0.0006756565,,
415.87,661,857,567296,277,9.3,2.3887367248535156,-0.09229557074140757,4.18998618517071,-0.002665822350536473,2760,0.42094558477401733,0.026513671875,0.0003,0.2,0.0038057172,,
