time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/clip_fraction,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/explained_variance,eval/mean_ep_length,eval/mean_reward
238,154,281.72,2.0,18,36864,0.13798828125,5.055196567997337,-2.095970942080021,-0.013342088481294923,0.0003,170,0.015103603,3.1446328163146973,0.2,0.06527608633041382,,
239,162,279.15,2.1,19,38912,0.157568359375,5.642772530391812,-2.071529441326857,-0.011144541352405214,0.0003,180,0.013694355,4.7975873947143555,0.2,0.03161883354187012,,
,,,,,40000,0.196630859375,5.281740513443947,-2.0290282510221003,-0.010310867811494973,0.0003,190,0.0149037205,2.266777276992798,0.2,-0.05351376533508301,208.2,-2.0
235,174,280.72,2.5,20,40960,,,,,,,,,,,,
235,182,281.4,2.5,21,43008,0.212646484375,5.116789985075593,-1.9579199660569429,-0.013203573451028206,0.0003,200,0.016132941,1.5864790678024292,0.2,0.06550770998001099,,
236,190,271.25,1.3,22,45056,0.201123046875,4.0384028540924195,-1.9833800073713064,-0.013897847577754873,0.0003,210,0.014520576,0.8619980812072754,0.2,-0.019313573837280273,,
236,198,272.63,1.4,23,47104,0.165185546875,4.452658075094223,-2.027694448456168,-0.013950412100530229,0.0003,220,0.013136877,2.6947386264801025,0.2,0.04409503936767578,,
238,206,269.31,0.9,24,49152,0.215576171875,4.624480655789375,-1.9630244839936495,-0.012020015419693664,0.0003,230,0.016985012,0.9172546863555908,0.2,0.207422137260437,,
,,,,,50000,0.1720703125,3.9593197176232935,-1.9828456185758114,-0.007965767642599531,0.0003,240,0.013525369,1.3710294961929321,0.2,-0.03052544593811035,285.2,0.0
233,219,273.91,1.3,25,51200,,,,,,,,,,,,
234,227,272.78,1.1,26,53248,0.209033203125,5.312927502952516,-1.918352397158742,-0.015234132710611447,0.0003,250,0.020538945,1.76256263256073,0.2,-0.01037907600402832,,
235,235,275.76,0.9,27,55296,0.21748046875,4.800219483301044,-1.908856040611863,-0.01513574960990809,0.0003,260,0.017037503,2.1701414585113525,0.2,0.20753568410873413,,
235,243,274.54,1.1,28,57344,0.241357421875,5.093079731613398,-1.9576431088149548,-0.0183821977727348,0.0003,270,0.01916429,3.3406598567962646,0.2,0.12086766958236694,,
236,251,277.02,0.6,29,59392,0.19345703125,4.325705818831921,-1.8897018417716027,-0.010309114883420989,0.0003,280,0.017550725,2.050328254699707,0.2,0.28746986389160156,,
,,,,,60000,0.195751953125,6.773659796640277,-1.9225115060806275,-0.013499679815140553,0.0003,290,0.016076397,3.5104236602783203,0.2,-0.028620362281799316,290.8,4.0
233,263,271.94,-0.2,30,61440,,,,,,,,,,,,
234,270,271.62,-0.1,31,63488,0.18251953125,5.868984235264361,-1.8913521070033312,-0.014354327322507743,0.0003,300,0.013284009,1.8821940422058105,0.2,0.2011532187461853,,
235,278,276.41,0.4,32,65536,0.1650390625,5.020635227486491,-1.8479147471487523,-0.011807555053383111,0.0003,310,0.015243815,1.1754612922668457,0.2,0.061386823654174805,,
234,287,281.66,1.3,33,67584,0.2140625,4.35128307826817,-1.9063005574047565,-0.012647498915612232,0.0003,320,0.019475514,1.326680302619934,0.2,0.2200946807861328,,
235,296,284.61,1.8,34,69632,0.181396484375,6.0746297933161255,-1.778273655101657,-0.01440261170209851,0.0003,330,0.018357672,3.713911294937134,0.2,0.06451946496963501,,
