time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/clip_fraction,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/explained_variance,eval/mean_ep_length,eval/mean_reward
,,,,,70000,0.190673828125,6.893946446105838,-1.8907507218420505,-0.012515356013318523,0.0003,340,0.016127877,3.3761401176452637,0.2,0.16673612594604492,332.4,6.0
230,310,285.67,2.5,35,71680,,,,,,,,,,,,
231,319,294.86,3.2,36,73728,0.148291015625,5.316873592510819,-1.881573686003685,-0.008751342716277578,0.0003,350,0.011296755,1.290390968322754,0.2,0.0744551420211792,,
231,327,296.49,3.7,37,75776,0.1615234375,5.579702604562044,-1.9016007963567971,-0.013394207385135814,0.0003,360,0.014693184,1.0824147462844849,0.2,0.07762819528579712,,
231,335,296.38,4.5,38,77824,0.152392578125,5.607008072920143,-1.9247099161148071,-0.00948641927097924,0.0003,370,0.015882172,4.176324844360352,0.2,0.16120082139968872,,
231,344,298.45,4.9,39,79872,0.2220703125,4.803700575791299,-1.8724827960133552,-0.012733668761211448,0.0003,380,0.016252961,1.1441847085952759,0.2,-0.08030784130096436,,
,,,,,80000,0.22705078125,4.93601834923029,-1.7326107431203126,-0.01184312711993698,0.0003,390,0.022247706,2.4564297199249268,0.2,0.006647586822509766,322.8,0.0
228,358,301.9,5.1,40,81920,,,,,,,,,,,,
228,367,301.72,5.3,41,83968,0.133544921875,4.634699914604425,-1.8344461899250746,-0.006792024135938846,0.0003,400,0.012049099,1.9235838651657104,0.2,-0.10519802570343018,,
229,375,297.25,5.1,42,86016,0.188916015625,3.134422053489834,-1.8673277232795953,-0.015500748978229239,0.0003,410,0.02330006,1.045380711555481,0.2,0.359650194644928,,
229,384,297.71,5.2,43,88064,0.191552734375,3.82487055324018,-1.9320725932717324,-0.01319322970812209,0.0003,420,0.014982227,1.1290299892425537,0.2,0.5007662773132324,,
,,,,,90000,0.131982421875,5.709868830814957,-1.8603588744997979,-0.009125108818989248,0.0003,430,0.011750929,2.9635868072509766,0.2,0.23378980159759521,290.4,-2.0
226,397,297.72,5.0,44,90112,,,,,,,,,,,,
227,405,296.04,5.4,45,92160,0.23173828125,3.5741468424908818,-1.8208502978086472,-0.016518535977229475,0.0003,440,0.019557294,0.7289140224456787,0.2,0.5008386373519897,,
226,415,301.04,6.2,46,94208,0.19072265625,4.92130866535008,-1.7179166093468665,-0.01373027790687047,0.0003,450,0.0134439785,1.097301721572876,0.2,0.2458983063697815,,
226,424,306.19,6.7,47,96256,0.18427734375,5.089141203463077,-1.7612124178558588,-0.014569759590085597,0.0003,460,0.017254557,1.8585914373397827,0.2,0.11135232448577881,,
226,433,299.18,5.6,48,98304,0.143017578125,4.80853633210063,-1.7311744675040246,-0.008334556467889342,0.0003,470,0.013165506,1.2556254863739014,0.2,0.1853635311126709,,
,,,,,100000,0.194580078125,6.338569144532085,-1.7798806365579367,-0.016598041611723603,0.0003,480,0.023987826,2.378328800201416,0.2,-0.02119147777557373,308.2,4.0
224,446,301.61,5.7,49,100352,,,,,,,,,,,,
224,455,294.8,4.6,50,102400,0.173828125,3.84931964520365,-1.7297105208039283,-0.006975828786380589,0.0003,490,0.017544342,0.85757976770401,0.2,0.103939950466156,,
225,463,293.17,5.0,51,104448,0.21875,4.864913761615753,-1.7953445713967084,-0.014452537836041302,0.0003,500,0.020020504,1.408312201499939,0.2,-0.24725186824798584,,
225,471,298.41,5.1,52,106496,0.16669921875,4.464315761625767,-1.805467613786459,-0.009733395699004176,0.0003,510,0.015470071,1.8229148387908936,0.2,0.0016170144081115723,,
225,480,287.42,3.7,53,108544,0.181591796875,5.028400166891515,-1.804883908852935,-0.011502205062424765,0.0003,520,0.014863162,0.7246091365814209,0.2,0.08648431301116943,,
,,,,,110000,0.172265625,2.8983227870427073,-1.7764354962855577,-0.008286285139911342,0.0003,530,0.016039059,0.813616931438446,0.2,0.23686736822128296,371.8,12.0
223,493,296.59,4.4,54,110592,,,,,,,,,,,,
224,501,310.1,5.8,55,112640,0.1947265625,2.3041375655680896,-1.8161855477839708,-0.011038615854340605,0.0003,540,0.02134341,0.2698385417461395,0.2,0.5339276194572449,,
225,509,312.74,6.4,56,114688,0.208349609375,3.674077498912811,-1.766852567344904,-0.014064641832374037,0.0003,550,0.02031133,1.7082393169403076,0.2,-0.4207766056060791,,
225,517,316.67,6.5,57,116736,0.22841796875,4.349328621663153,-1.610481596365571,-0.01301618822326418,0.0003,560,0.018285563,1.042634129524231,0.2,0.17657506465911865,,
226,525,322.08,7.2,58,118784,0.15771484375,3.4487290259450676,-1.7213480941951276,-0.012103345865034499,0.0003,570,0.019012224,1.1210881471633911,0.2,0.5573010444641113,,
,,,,,120000,0.107177734375,6.673448528721929,-1.7676290631294251,-0.006849798308394384,0.0003,580,0.009977935,2.617833137512207,0.2,-0.04303944110870361,346.8,6.0
224,538,327.73,7.8,59,120832,,,,,,,,,,,,
225,546,324.35,7.3,60,122880,0.166552734375,3.633277241513133,-1.8180664721876383,-0.014863080899522174,0.0003,590,0.012344634,0.6045951247215271,0.2,0.45763731002807617,,
225,553,324.38,7.1,61,124928,0.189990234375,4.066449959762394,-1.696809145063162,-0.0097798361297464,0.0003,600,0.015715655,1.3256568908691406,0.2,0.02888721227645874,,
225,562,317.8,6.0,62,126976,0.17099609375,3.0738747429102657,-1.761153644323349,-0.01054271881148452,0.0003,610,0.013406375,0.2931773364543915,0.2,0.37775152921676636,,
226,569,315.21,5.7,63,129024,0.201416015625,4.000119652226568,-1.7700040627270937,-0.01525739156641066,0.0003,620,0.015007736,1.1599103212356567,0.2,0.2298756241798401,,
,,,,,130000,0.1880859375,2.933082662988454,-1.6673908084630966,-0.010078217709087766,0.0003,630,0.017058287,1.4085859060287476,0.2,0.5613142251968384,248.8,-6.0
225,582,317.91,5.8,64,131072,,,,,,,,,,,,
225,590,321.08,6.2,65,133120,0.18828125,1.6262270726263524,-1.5897019688040017,-0.008176987653132527,0.0003,640,0.01936673,0.28181442618370056,0.2,0.5982966423034668,,
225,598,319.65,6.1,66,135168,0.174462890625,4.926360668055713,-1.6217027135193347,-0.00652975142293144,0.0003,650,0.014257995,1.0103693008422852,0.2,-0.0012824535369873047,,
226,606,308.52,5.4,67,137216,0.190283203125,2.8998348991386593,-1.6666754074394703,-0.013769725104793906,0.0003,660,0.02548359,0.3985345959663391,0.2,0.4083364009857178,,
226,615,318.31,6.5,68,139264,0.180908203125,2.5971524849534036,-1.5850954927504062,-0.012918328991509043,0.0003,670,0.015408722,0.6445537805557251,0.2,0.2639498710632324,,
,,,,,140000,0.19423828125,2.2818266117479653,-1.5597632456570865,-0.008537868116400204,0.0003,680,0.020945407,0.2983388304710388,0.2,0.24164700508117676,217.4,4.0
225,626,325.02,7.2,69,141312,,,,,,,,,,,,
225,634,305.38,5.5,70,143360,0.185888671875,2.5441988623701035,-1.6044672418385744,-0.009244821820175275,0.0003,690,0.0164813,1.4164561033248901,0.2,0.3477860689163208,,
226,642,304.51,4.8,71,145408,0.1556640625,3.551887035369873,-1.672854919359088,-0.00908985460700933,0.0003,700,0.019234816,0.521359384059906,0.2,0.07007545232772827,,
226,650,299.76,4.8,72,147456,0.1537109375,3.4224820017814634,-1.6628077156841754,-0.007058963624876924,0.0003,710,0.0147529915,1.3800379037857056,0.2,0.07206010818481445,,
227,658,290.62,3.5,73,149504,0.172412109375,3.273449453525245,-1.7813956793397665,-0.011787706890027038,0.0003,720,0.0153265875,1.2734031677246094,0.2,0.3618939518928528,,
,,,,,150000,0.171435546875,4.167622885014862,-1.7234933879226446,-0.011182021378772333,0.0003,730,0.016281217,0.9478368759155273,0.2,0.33835577964782715,353.2,10.0
225,671,295.8,4.6,74,151552,,,,,,,,,,,,
226,679,291.88,3.9,75,153600,0.1583984375,5.637780520692468,-1.7948282983154058,-0.011482569621875882,0.0003,740,0.018965155,0.7460748553276062,0.2,0.284543514251709,,
226,687,298.57,5.0,76,155648,0.2107421875,2.7182962504215538,-1.6638105962425471,-0.008763326040934771,0.0003,750,0.017297827,0.7150779366493225,0.2,0.20491933822631836,,
226,695,299.82,5.1,77,157696,0.186865234375,2.9189075835049154,-1.7408194996416568,-0.008466570847667753,0.0003,760,0.0177151,0.650808572769165,0.2,0.2892255187034607,,
227,702,297.64,5.3,78,159744,0.194677734375,1.5849447828717529,-1.7463143333792686,-0.007414996091392822,0.0003,770,0.01562521,1.2111787796020508,0.2,0.5308442115783691,,
,,,,,160000,0.23427734375,2.8105875546112657,-1.6399710323661565,-0.015629081110819242,0.0003,780,0.022505194,1.0141624212265015,0.2,0.22607767581939697,250.4,0.0
226,713,290.92,4.2,79,161792,,,,,,,,,,,,
227,721,288.09,3.9,80,163840,0.152978515625,1.8755119268316776,-1.550247147679329,-0.005644194036722183,0.0003,790,0.023783436,0.39218059182167053,0.2,-0.06492674350738525,,
227,730,291.47,3.4,81,165888,0.202783203125,2.917797098029405,-1.7466973200440408,-0.01199813385901507,0.0003,800,0.018683475,1.024378776550293,0.2,0.31976544857025146,,
227,737,285.8,2.9,82,167936,0.160693359375,1.982259627431631,-1.6220508448779583,-0.008373745137942024,0.0003,810,0.01655983,0.32026928663253784,0.2,0.2804034352302551,,
227,745,286.6,3.1,83,169984,0.187255859375,2.804870830755681,-1.6642107870429754,-0.01217842434416525,0.0003,820,0.018783491,0.25171607732772827,0.2,0.16384673118591309,,
,,,,,170000,0.184814453125,2.4504495386965575,-1.5729026980698109,-0.009807614155579358,0.0003,830,0.023586582,0.9061770439147949,0.2,0.3353893756866455,243.2,-2.0
227,756,291.7,3.0,84,172032,,,,,,,,,,,,
227,765,288.85,2.7,85,174080,0.212939453125,1.7206760141532869,-1.5928284600377083,-0.01347375328768976,0.0003,840,0.025419509,0.324095755815506,0.2,0.3769807815551758,,
227,773,289.85,2.2,86,176128,0.13330078125,1.9517446762882174,-1.6226950366050006,-0.0047191741992719475,0.0003,850,0.018226195,0.21860621869564056,0.2,0.1346505880355835,,
228,781,281.65,1.4,87,178176,0.2125,2.1321904918644576,-1.5287175945937634,-0.011424853152129799,0.0003,860,0.018135235,0.2785784900188446,0.2,0.3235056400299072,,
,,,,,180000,0.2099609375,1.3231246257200837,-1.6351945545524358,-0.013551048134104349,0.0003,870,0.02372039,0.38081830739974976,0.2,0.3509812355041504,324.8,12.0
226,794,280.21,1.1,88,180224,,,,,,,,,,,,
227,802,281.38,1.6,89,182272,0.18310546875,3.1854400682263075,-1.722067479416728,-0.011573090706951917,0.0003,880,0.0150848795,0.5356866717338562,0.2,0.22225773334503174,,
227,810,284.21,2.3,90,184320,0.16240234375,2.571684965863824,-1.7666801925748588,-0.011144389699620661,0.0003,890,0.015949037,0.5529786944389343,0.2,0.3344941735267639,,
227,818,283.77,2.5,91,186368,0.19970703125,1.2991944662993773,-1.7274881307035685,-0.007479978888295591,0.0003,900,0.022020984,0.14719940721988678,0.2,0.1815662980079651,,
227,826,292.28,3.0,92,188416,0.18818359375,1.8179731543641537,-1.62074522562325,-0.01150205938029103,0.0003,910,0.020411408,0.7257703542709351,0.2,0.3995668888092041,,
,,,,,190000,0.20146484375,2.9962827992625534,-1.66520688906312,-0.01206781859509647,0.0003,920,0.023248099,3.930292844772339,0.2,0.4485306739807129,256.8,0.0
227,837,290.84,3.2,93,190464,,,,,,,,,,,,
227,845,293.83,3.7,94,192512,0.1591796875,3.9128211487084625,-1.6526098053902387,-0.009996296447934584,0.0003,930,0.013391692,0.4342550039291382,0.2,0.2599436640739441,,
227,853,302.09,4.2,95,194560,0.143115234375,2.6465791853144767,-1.6153291076421739,-0.007233639064361341,0.0003,940,0.012219749,1.5391539335250854,0.2,0.48690158128738403,,
228,862,306.11,4.9,96,196608,0.169921875,2.7015634322538973,-1.552576043084264,-0.006753728442708962,0.0003,950,0.01796797,0.23034390807151794,0.2,0.27976351976394653,,
228,870,311.14,5.6,97,198656,0.21396484375,2.507891081320122,-1.6117544494569302,-0.014328969713824335,0.0003,960,0.020967733,0.2922520041465759,0.2,0.4007733464241028,,
,,,,,200000,0.176171875,2.6745711178984495,-1.6241195987910033,-0.010760102694621309,0.0003,970,0.020250266,0.4373829662799835,0.2,0.18759989738464355,276.4,2.0
227,882,311.55,5.6,98,200704,,,,,,,,,,,,
227,890,314.18,6.8,99,202752,0.181298828125,2.1131646688561885,-1.5139003712683916,-0.008655512706900481,0.0003,980,0.023647945,0.9286683797836304,0.2,0.5105814933776855,,
227,898,317.42,7.4,100,204800,0.200244140625,3.761417804565281,-1.5895693141967058,-0.011501801121630706,0.0003,990,0.024876567,1.1638641357421875,0.2,0.4170910716056824,,
228,906,319.11,7.7,101,206848,0.150439453125,3.1603264563716946,-1.5020350240170957,-0.007520070517784916,0.0003,1000,0.0144856125,0.15519441664218903,0.2,0.1407637596130371,,
228,914,318.96,8.0,102,208896,0.18564453125,3.3106640451587737,-1.5551237184554338,-0.00862122788093984,0.0003,1010,0.016899632,0.1600680947303772,0.2,0.3351138234138489,,
,,,,,210000,0.17109375,2.5830005002208054,-1.5713903412222863,-0.010369274047843647,0.0003,1020,0.018293567,1.5119853019714355,0.2,0.04941737651824951,335.2,4.0
227,926,322.16,8.1,103,210944,,,,,,,,,,,,
227,935,324.07,8.2,104,212992,0.16572265625,3.092569585610181,-1.5937657874077558,-0.011151986461482011,0.0003,1030,0.016360383,0.43675264716148376,0.2,0.23393505811691284,,
227,943,309.99,5.7,105,215040,0.205517578125,1.6376386114163324,-1.596249968931079,-0.008711204692372122,0.0003,1040,0.022421435,0.3391537666320801,0.2,0.2346498966217041,,
227,952,316.79,6.1,106,217088,0.188330078125,1.6736181115033104,-1.5842601135373116,-0.006945443624863401,0.0003,1050,0.02058909,0.1808048039674759,0.2,0.5191072821617126,,
228,960,304.14,4.9,107,219136,0.19111328125,2.176840192312375,-1.6037199921905994,-0.011662237899145111,0.0003,1060,0.02354569,0.892758846282959,0.2,0.1308608055114746,,
,,,,,220000,0.1525390625,2.630096726352349,-1.532003628090024,-0.010738813207717612,0.0003,1070,0.018299665,0.7956502437591553,0.2,0.009354650974273682,299.2,8.0
227,973,310.57,5.4,108,221184,,,,,,,,,,,,
227,982,311.81,5.5,109,223232,0.168505859375,2.327760977111757,-1.5082083635032177,-0.011867696815170348,0.0003,1080,0.020298503,0.3635779321193695,0.2,0.3908631205558777,,
227,990,320.23,6.6,110,225280,0.16865234375,1.8572473019361495,-1.536647580191493,-0.00565798637107946,0.0003,1090,0.017657412,0.8147966861724854,0.2,0.4221040606498718,,
227,997,324.0,7.4,111,227328,0.14169921875,3.1074272136203946,-1.5492767859250307,-0.011198452032112982,0.0003,1100,0.015045581,0.4389190971851349,0.2,-0.12084054946899414,,
227,1006,327.29,7.8,112,229376,0.136572265625,2.7018534942530095,-1.5312577418982982,-0.006645419681444764,0.0003,1110,0.013372558,0.5930221080780029,0.2,0.4049229025840759,,
,,,,,230000,0.147265625,2.580686136940494,-1.5885198466479777,-0.0072193791071185846,0.0003,1120,0.015811471,0.39664801955223083,0.2,0.22696328163146973,255.0,-6.0
227,1018,321.36,7.2,113,231424,,,,,,,,,,,,
227,1026,319.95,6.9,114,233472,0.191455078125,2.280153666017577,-1.5705750785768031,-0.01383015608007554,0.0003,1130,0.02698959,0.2875930070877075,0.2,0.12730169296264648,,
227,1034,320.54,6.9,115,235520,0.18759765625,2.0864148866850885,-1.51256315857172,-0.011753179083461874,0.0003,1140,0.024475943,0.1951001137495041,0.2,0.30670565366744995,,
227,1042,331.65,8.3,116,237568,0.2078125,2.3043007193133236,-1.4818026948720218,-0.014540982629114296,0.0003,1150,0.028335325,0.1660161316394806,0.2,0.3848109245300293,,
228,1050,330.31,7.9,117,239616,0.15751953125,2.7171939441002904,-1.566255070641637,-0.008436216130212415,0.0003,1160,0.01765451,0.46478933095932007,0.2,0.26485246419906616,,
,,,,,240000,0.17919921875,2.7491709407418967,-1.493225920200348,-0.009694460150785743,0.0003,1170,0.018957209,0.1964716613292694,0.2,0.25483238697052,273.0,12.0
227,1062,337.79,8.4,118,241664,,,,,,,,,,,,
227,1070,345.86,9.5,119,243712,0.1837890625,1.977886196738109,-1.442396180704236,-0.009893989517877344,0.0003,1180,0.017782161,0.1951099932193756,0.2,0.3165794014930725,,
228,1077,343.01,9.0,120,245760,0.165087890625,2.40436146738939,-1.4876415349543095,-0.009527774268644863,0.0003,1190,0.018362965,0.15844300389289856,0.2,0.19098269939422607,,
228,1085,346.23,9.9,121,247808,0.1958984375,2.2586631686892362,-1.4764860484749078,-0.012600983820448164,0.0003,1200,0.02032683,0.28633570671081543,0.2,0.025006234645843506,,
228,1092,353.33,11.2,122,249856,0.15517578125,2.1230287215672434,-1.5093312740325928,-0.004591745807556435,0.0003,1210,0.017709319,0.34007591009140015,0.2,0.11380285024642944,,
,,,,,250000,0.159423828125,2.299512734171003,-1.4642724353820085,-0.010328685012063943,0.0003,1220,0.0146714,0.2535262107849121,0.2,0.3004426956176758,361.4,8.0
227,1105,353.37,10.7,123,251904,,,,,,,,,,,,
228,1113,360.84,11.7,124,253952,0.191162109375,2.3888348704669626,-1.4465960633009671,-0.009681850837660022,0.0003,1230,0.019495089,0.7090364694595337,0.2,-0.027824759483337402,,
228,1121,356.98,11.2,125,256000,0.23955078125,2.6282100128941237,-1.524832246080041,-0.015654954143974463,0.0003,1240,0.027332455,0.6432520151138306,0.2,-0.08188903331756592,,
228,1129,360.54,11.4,126,258048,0.2041015625,1.8510159478057175,-1.4758425988256931,-0.012741238811577205,0.0003,1250,0.0205198,0.28181982040405273,0.2,0.12700772285461426,,
,,,,,260000,0.18701171875,2.5100788003299384,-1.4439920268952846,-0.011278669262537733,0.0003,1260,0.016690502,0.0753360241651535,0.2,0.41934484243392944,279.2,4.0
228,1140,356.42,10.9,127,260096,,,,,,,,,,,,
228,1148,351.19,10.3,128,262144,0.180078125,2.6270782812964173,-1.421558477729559,-0.008091303819674068,0.0003,1270,0.018981239,0.23731772601604462,0.2,-0.0730506181716919,,
228,1156,355.87,10.7,129,264192,0.21787109375,2.0447986657731234,-1.44273279607296,-0.013316984099219553,0.0003,1280,0.022445884,0.41207852959632874,0.2,0.4081997871398926,,
228,1165,368.25,12.6,130,266240,0.18349609375,1.8850899674929678,-1.4563784655183554,-0.010579848056659102,0.0003,1290,0.017776594,0.40109556913375854,0.2,0.5074928998947144,,
228,1172,371.14,12.5,131,268288,0.1923828125,2.4986068995203823,-1.345284567773342,-0.01354879064601846,0.0003,1300,0.017890492,0.252928763628006,0.2,0.5256490111351013,,
,,,,,270000,0.15546875,2.792953579314053,-1.487535846978426,-0.0075914073750027455,0.0003,1310,0.012781698,1.4459623098373413,0.2,0.23591721057891846,285.6,2.0
228,1184,368.66,12.2,132,270336,,,,,,,,,,,,
228,1192,372.58,12.2,133,272384,0.192724609375,2.8374440296553076,-1.4046841647475958,-0.013378125079907478,0.0003,1320,0.021977369,0.47564205527305603,0.2,0.1112356185913086,,
228,1199,362.78,11.1,134,274432,0.166943359375,2.583885072078556,-1.343317937105894,-0.006574250003905035,0.0003,1330,0.01741128,0.41841667890548706,0.2,0.13285410404205322,,
229,1206,360.88,10.9,135,276480,0.210986328125,2.339877203013748,-1.2624746680259704,-0.019256576523184778,0.0003,1340,0.022194743,0.3124969005584717,0.2,0.27593517303466797,,
229,1214,359.23,11.0,136,278528,0.219580078125,1.9045838355086744,-1.3565895952284337,-0.008970156002033037,0.0003,1350,0.024846386,0.19871786236763,0.2,0.36211448907852173,,
,,,,,280000,0.213671875,2.7958917247131465,-1.4669179067015647,-0.01038646973320283,0.0003,1360,0.022633407,0.4322513937950134,0.2,-0.0945427417755127,376.0,22.0
228,1227,357.58,10.4,137,280576,,,,,,,,,,,,
228,1234,361.41,10.9,138,282624,0.20263671875,1.914560967637226,-1.286621230840683,-0.011205671534116845,0.0003,1370,0.022700671,0.16602207720279694,0.2,0.2746592164039612,,
229,1242,343.76,9.1,139,284672,0.17958984375,1.89614398307167,-1.3600799441337585,-0.008713911173981615,0.0003,1380,0.018177599,0.1400674730539322,0.2,0.5439846515655518,,
229,1249,334.93,8.2,140,286720,0.198583984375,1.478387029375881,-1.2838279183954,-0.010233165646786802,0.0003,1390,0.025317106,0.2046458125114441,0.2,0.296345591545105,,
229,1256,334.4,8.3,141,288768,0.19482421875,2.023943259753287,-1.2976490039378406,-0.009318325412459671,0.0003,1400,0.017662395,0.09684082865715027,0.2,-0.031067728996276855,,
,,,,,290000,0.1818359375,1.7215334373526274,-1.4058284629136324,-0.007732278623734601,0.0003,1410,0.016292915,0.3592201769351959,0.2,0.12488681077957153,372.0,8.0
229,1269,329.19,7.8,142,290816,,,,,,,,,,,,
229,1277,325.7,7.5,143,292864,0.19052734375,1.4896798399975524,-1.3091164059937,-0.0039203716820338744,0.0003,1420,0.02430085,0.19557800889015198,0.2,0.1304449439048767,,
229,1284,322.87,6.8,144,294912,0.199658203125,1.6192081668414176,-1.3358896497637034,-0.01204736341460375,0.0003,1430,0.01891107,0.10582894831895828,0.2,0.4901773929595947,,
229,1292,312.98,5.7,145,296960,0.181298828125,1.8501890095882119,-1.3312131445854902,-0.008161851158365607,0.0003,1440,0.016631193,0.12746886909008026,0.2,0.20413774251937866,,
230,1299,309.35,5.1,146,299008,0.144140625,1.8426050955429674,-1.2784188836812973,-0.005689271519077011,0.0003,1450,0.01297706,0.33173561096191406,0.2,0.5355367660522461,,
,,,,,300000,0.182275390625,1.6583624502178282,-1.2646402452141046,-0.00655962890596129,0.0003,1460,0.016279362,0.2578420341014862,0.2,0.1708577275276184,204.0,-4.0
229,1309,308.35,5.0,147,301056,,,,,,,,,,,,
230,1317,294.65,3.4,148,303104,0.1791015625,2.266346148005687,-1.2753270253539086,-0.0076468270475743335,0.0003,1470,0.023969125,0.3458901047706604,0.2,-0.05072474479675293,,
230,1325,292.38,3.2,149,305152,0.196142578125,1.7579084893222898,-1.2242246069014073,-0.012456877809017896,0.0003,1480,0.021736909,0.1521308720111847,0.2,-0.15483534336090088,,
230,1332,292.15,3.0,150,307200,0.175830078125,1.7264177044155076,-1.2871255256235599,-0.010344752932724077,0.0003,1490,0.017302334,0.30925530195236206,0.2,0.3407483696937561,,
230,1339,286.74,2.6,151,309248,0.16484375,1.3680314030032605,-1.2748822301626206,-0.009010121313622221,0.0003,1500,0.016707454,0.26970410346984863,0.2,0.26375681161880493,,
,,,,,310000,0.201220703125,1.836498943110928,-1.3956687308847904,-0.01154354763275478,0.0003,1510,0.019193552,0.19198012351989746,0.2,0.4905970096588135,255.0,0.0
230,1350,284.48,2.1,152,311296,,,,,,,,,,,,
230,1358,291.95,2.8,153,313344,0.188037109375,1.3838330359663815,-1.3997027959674597,-0.01084105382033158,0.0003,1520,0.019702666,0.16384053230285645,0.2,0.2710855007171631,,
230,1365,294.46,3.5,154,315392,0.14228515625,1.620723569812253,-1.1784225571900606,-0.009570473528583534,0.0003,1530,0.012920046,0.29094380140304565,0.2,0.06500744819641113,,
231,1372,295.69,3.4,155,317440,0.16865234375,1.4737410447793082,-1.3111800588667393,-0.00980013280059211,0.0003,1540,0.023537707,0.08676327019929886,0.2,0.18869715929031372,,
231,1379,291.08,2.5,156,319488,0.2125,0.8267652641516179,-1.3958458315581084,-0.009160812140908092,0.0003,1550,0.02346288,0.014548789709806442,0.2,0.49768882989883423,,
,,,,,320000,0.1841796875,1.5147098468616604,-1.395274592936039,-0.00991691493691178,0.0003,1560,0.01479484,0.11226145178079605,0.2,-0.34221160411834717,253.6,4.0
231,1390,298.13,3.0,157,321536,,,,,,,,,,,,
231,1397,301.63,3.5,158,323584,0.147998046875,2.105519782146439,-1.4177490629255771,-0.006421877763932571,0.0003,1570,0.012101767,0.18644720315933228,0.2,0.04533827304840088,,
231,1405,290.53,2.4,159,325632,0.1458984375,1.6124084521085025,-1.3423924494534731,-0.007157082526828162,0.0003,1580,0.01720801,0.11629258096218109,0.2,0.07037973403930664,,
231,1413,296.27,3.0,160,327680,0.20390625,1.196683435025625,-1.2950853034853935,-0.01701732807850931,0.0003,1590,0.022949154,0.08392761647701263,0.2,0.3653731942176819,,
232,1420,287.33,2.5,161,329728,0.125732421875,1.6789703437825665,-1.3212122563272715,-0.007789289727224968,0.0003,1600,0.014547445,0.07664991915225983,0.2,0.17966228723526,,
,,,,,330000,0.21669921875,0.9301554304314777,-1.3866019666194915,-0.015756351628806443,0.0003,1610,0.02093501,0.032103054225444794,0.2,0.3798004984855652,336.6,2.0
231,1433,292.72,2.8,162,331776,,,,,,,,,,,,
231,1440,288.61,2.6,163,333824,0.193359375,1.1647343666758387,-1.3763816379010678,-0.011749373063503299,0.0003,1620,0.020063825,0.04022178798913956,0.2,0.1783139705657959,,
231,1448,292.05,3.3,164,335872,0.169970703125,1.978452370967716,-1.4224949665367603,-0.012781839097442571,0.0003,1630,0.0150221335,0.07560811936855316,0.2,0.03585958480834961,,
232,1456,299.86,4.3,165,337920,0.178125,0.8982391822617501,-1.4065654654055835,-0.011084369823220187,0.0003,1640,0.02327782,0.0287172868847847,0.2,0.2098361849784851,,
232,1463,301.71,4.7,166,339968,0.15029296875,1.9992045792285353,-1.4214853968471288,-0.012466078985016792,0.0003,1650,0.01551475,0.2588244378566742,0.2,0.2563764452934265,,
,,,,,340000,0.20595703125,1.4746418935712426,-1.3655882202088834,-0.011892868579889183,0.0003,1660,0.021894839,0.04842314124107361,0.2,0.39425092935562134,307.2,6.0
231,1475,308.33,5.7,167,342016,,,,,,,,,,,,
231,1483,314.83,6.0,168,344064,0.182666015625,1.6820887325331568,-1.3079285055398941,-0.010515607488923707,0.0003,1670,0.01726577,0.3781050741672516,0.2,0.2288617491722107,,
232,1491,321.5,6.9,169,346112,0.1779296875,1.062600058200769,-1.301746627688408,-0.0065362419205484915,0.0003,1680,0.017327644,0.045969992876052856,0.2,0.5639817714691162,,
232,1499,329.31,7.1,170,348160,0.17529296875,2.1704592993017284,-1.2881646901369095,-0.009140731338993647,0.0003,1690,0.017823048,0.24125081300735474,0.2,0.33718210458755493,,
,,,,,350000,0.183349609375,1.5155748109798879,-1.3207602620124816,-0.009499028316349722,0.0003,1700,0.01942975,0.17962861061096191,0.2,0.3625614643096924,188.8,-4.0
231,1510,336.72,8.0,171,350208,,,,,,,,,,,,
232,1517,340.13,8.7,172,352256,0.1513671875,1.7869719228707255,-1.1821279469877481,-0.008450360773713328,0.0003,1710,0.014270891,0.11042268574237823,0.2,0.33669406175613403,,
232,1525,351.52,10.0,173,354304,0.164404296875,2.511543836956844,-1.195215530693531,-0.010679529048502445,0.0003,1720,0.019586455,0.2740156650543213,0.2,0.3136786222457886,,
232,1533,345.53,9.6,174,356352,0.18115234375,1.228033185051754,-1.1981416799128055,-0.010658117537968793,0.0003,1730,0.020948669,0.10828804224729538,0.2,0.5336206555366516,,
232,1541,345.57,9.3,175,358400,0.167626953125,2.5068318039178847,-1.2799640156328678,-0.008292811711726245,0.0003,1740,0.013971265,0.20578603446483612,0.2,0.4137952923774719,,
,,,,,360000,0.155517578125,1.8832461163867265,-1.3021646197885275,-0.009629711534944362,0.0003,1750,0.018290145,0.13302475214004517,0.2,0.11203539371490479,261.8,-2.0
232,1552,339.4,8.4,176,360448,,,,,,,,,,,,
232,1560,338.65,8.1,177,362496,0.1455078125,1.9646823423914612,-1.1600550699979066,-0.008164638726157136,0.0003,1760,0.011705019,0.23525327444076538,0.2,-0.1545572280883789,,
232,1568,339.22,8.1,178,364544,0.197412109375,1.2149911236250772,-1.2203093215823173,-0.007748958870070055,0.0003,1770,0.019081745,0.04127806797623634,0.2,0.14713478088378906,,
