time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
1351,528,975.88,714752,349,153.125,0.0003,4.238057610765099,0.2,0.4736114740371704,1.0551564693450928,0.0010586034,0.016748046875,3480,0.00027499708376126363,-0.03779566696684924,,
1354,529,990.75,716800,350,155.701,0.0003,7.237414489500225,0.2,0.32695478200912476,1.1128199100494385,0.0017944804,0.01181640625,3490,-3.485487832222134e-05,-0.04197452626249287,,
1357,529,974.25,718848,351,152.764,0.0003,6.051782844215632,0.2,0.4451715350151062,0.804574728012085,0.0008339677,0.019140625,3500,0.0006279217719566077,-0.04476642223635281,,
,,,720000,,,0.0003,5.752628626488149,0.2,0.36833667755126953,0.8240233063697815,0.003201093,0.017236328125,3510,0.0002067506909952499,-0.04308255256619305,3402.6,599.44
1368,526,935.85,720896,352,145.756,,,,,,,,,,,,
1371,527,921.41,722944,353,143.12400000000002,0.0003,8.670497629605233,0.2,0.23390823602676392,3.906048059463501,0.0033304605,0.021044921875,3520,-0.0031205701161525212,-0.04719856780429836,,
1374,527,933.66,724992,354,145.339,0.0003,6.411432537343353,0.2,0.3744773268699646,1.9636842012405396,0.0006350542,0.022607421875,3530,0.003114958299556747,-0.0383307650568895,,
1377,527,941.17,727040,355,146.684,0.0003,3.422581212501973,0.2,0.6882787942886353,0.3905788064002991,0.0047964007,0.03359375,3540,0.0014618654386140406,-0.04536059545280295,,
1380,528,940.22,729088,356,146.589,0.0003,6.807846603542567,0.2,0.44906675815582275,0.9815059900283813,0.0041711302,0.024169921875,3550,-0.0032545988651691005,-0.04445071555128379,,
,,,730000,,,0.0003,1.789745002053678,0.2,0.7471045255661011,0.16637033224105835,0.0023910603,0.027734375,3560,0.0011097156471805646,-0.04240132834092947,1928.4,331.24
1387,526,949.99,731136,357,148.358,,,,,,,,,,,,
1390,527,951.14,733184,358,148.57199999999997,0.0003,9.397472743317485,0.2,0.1953694224357605,10.547741889953613,0.0023578466,0.02333984375,3570,7.932540029287338e-07,-0.04090788719331613,,
1393,527,895.07,735232,359,138.312,0.0003,8.120933692529798,0.2,0.1797063946723938,2.8802542686462402,0.003684533,0.033154296875,3580,-0.0025175084665534087,-0.04873458007350564,,
1396,528,895.07,737280,360,138.312,0.0003,10.662224247679115,0.2,0.17327946424484253,5.20763635635376,0.010279754,0.033837890625,3590,-0.0060095840402937025,-0.04843561725283507,,
1398,528,841.83,739328,361,128.731,0.0003,1.8059737130068243,0.2,-0.19705820083618164,0.39283156394958496,0.0046761334,0.025244140625,3600,0.002275742622441612,-0.04247870891704224,,
,,,740000,,,0.0003,11.782113278657198,0.2,0.02985304594039917,4.763618469238281,0.004810972,0.02802734375,3610,-0.003641388236428611,-0.044193643389735374,463.0,59.96
1402,528,769.29,741376,362,115.63600000000002,,,,,,,,,,,,
1405,528,775.34,743424,363,116.736,0.0003,6.5466951306909325,0.2,0.3401601314544678,5.559990882873535,0.0023192475,0.015185546875,3620,-0.0017083290600567124,-0.04292890024080407,,
1408,529,768.31,745472,364,115.34,0.0003,3.6919263331685217,0.2,0.3287978172302246,2.814729928970337,0.0024426358,0.020263671875,3630,0.0012202948215417563,-0.03892875527380966,,
1411,529,756.13,747520,365,113.03299999999999,0.0003,7.934186819754541,0.2,0.3049893379211426,0.9368563294410706,0.0017638885,0.023046875,3640,-0.004541602899553254,-0.042437507215799995,,
1414,530,756.13,749568,366,113.03299999999999,0.0003,4.19541007746011,0.2,0.43952232599258423,2.661655902862549,0.0011987895,0.0177734375,3650,0.000325428502401337,-0.04232942691378412,,
,,,750000,,,0.0003,0.5844465735834092,0.2,0.7499668002128601,0.20895275473594666,0.003857396,0.02099609375,3660,0.0011193021200597286,-0.04104332409697235,2432.2,421.2200000000001
1423,527,770.54,751616,367,115.76100000000001,,,,,,,,,,,,
1426,528,780.42,753664,368,117.541,0.0003,6.138828644808382,0.2,0.39491695165634155,1.422860026359558,0.002150444,0.017333984375,3670,-0.0010655100864823907,-0.04305710982953315,,
1429,528,771.96,755712,369,116.00200000000001,0.0003,4.7647842285223305,0.2,0.3711168169975281,1.595948338508606,0.0007174966,0.011572265625,3680,0.0007467637158697471,-0.04023742124554701,,
1432,529,776.82,757760,370,116.88400000000001,0.0003,3.901909692911431,0.2,0.5906722545623779,5.5731024742126465,0.0013520708,0.02158203125,3690,0.0015283903878298589,-0.03510825081175426,,
1435,529,804.59,759808,371,121.93800000000002,0.0003,3.322400938998908,0.2,0.7232217788696289,0.9540883898735046,0.0022028638,0.0158203125,3700,0.0007513932971050963,-0.03881345741119731,,
,,,760000,,,0.0003,3.3785205562599003,0.2,0.664405345916748,0.15718521177768707,0.0018981765,0.020849609375,3710,0.002695017313817516,-0.041227547961170785,4197.8,742.3199999999999
1448,525,814.34,761856,372,123.80400000000002,,,,,,,,,,,,
1451,526,814.34,763904,373,123.80400000000002,0.0003,2.237384036486037,0.2,0.7305428385734558,0.6735934615135193,0.0032768676,0.028955078125,3720,0.0015201092188362963,-0.04880280634970404,,
1454,526,809.43,765952,374,123.01599999999999,0.0003,0.22270149077521637,0.2,0.9530288577079773,0.08729743957519531,0.002260375,0.023779296875,3730,0.0026914068788755686,-0.04251787193497876,,
1457,527,819.44,768000,375,124.90799999999999,0.0003,11.568471614085137,0.2,0.10003739595413208,10.611522674560547,0.0070064347,0.03427734375,3740,-0.004080633050762117,-0.05071212787443073,,
,,,770000,,,0.0003,7.576496758125723,0.2,0.13693976402282715,2.4315073490142822,0.0008921776,0.013330078125,3750,0.00013330407091416419,-0.044363228567817714,2942.4,513.8199999999999
1467,524,827.72,770048,376,126.23100000000001,,,,,,,,,,,,
1470,525,827.72,772096,377,126.23100000000001,0.0003,7.4991705197840925,0.2,0.1559063196182251,3.789217472076416,0.0019151742,0.025,3760,-0.0027955789177212865,-0.04804892732790904,,
1473,525,833.57,774144,378,127.21199999999999,0.0003,0.6064099566079676,0.2,0.632462739944458,0.17360951006412506,0.0010107866,0.016552734375,3770,0.0016377023217501118,-0.03887879954272648,,
1476,525,842.05,776192,379,128.75300000000001,0.0003,13.897129021212459,0.2,-0.09173727035522461,5.126955986022949,0.0075977817,0.037255859375,3780,-0.005265268161019776,-0.04921243445278378,,
1479,526,842.05,778240,380,128.75300000000001,0.0003,2.186781110661104,0.2,0.41458749771118164,0.31607985496520996,0.0013934122,0.019921875,3790,0.0013792031488264911,-0.04508597683889093,,
,,,780000,,,0.0003,0.3193115970818326,0.2,0.829806923866272,0.06279350817203522,0.006606279,0.026513671875,3800,0.002509457926498726,-0.046916385064832866,1641.2,272.82
1486,524,874.42,780288,381,134.663,,,,,,,,,,,,
1489,525,880.22,782336,382,135.639,0.0003,7.860883187316358,0.2,0.30913031101226807,2.0605220794677734,0.0017882695,0.02412109375,3810,-0.0036236646206816658,-0.05377161706564948,,
1491,525,873.81,784384,383,134.503,0.0003,5.495476244203746,0.2,0.45850664377212524,7.734823703765869,0.0029006265,0.022021484375,3820,0.0012830559571739286,-0.046122139086946845,,
1494,526,849.47,786432,384,129.99,0.0003,5.809999065101147,0.2,0.47649240493774414,2.432741403579712,0.0002990546,0.011376953125,3830,5.7551397185306995e-05,-0.045314812782453376,,
1497,526,863.99,788480,385,132.43200000000002,0.0003,5.1933543789200485,0.2,0.47299933433532715,4.439151287078857,0.00041311566,0.01025390625,3840,-2.7407750894781203e-05,-0.042011254336102866,,
,,,790000,,,0.0003,9.39304839335382,0.2,0.3512885570526123,3.994539976119995,0.0015319285,0.012109375,3850,0.0005131036974489689,-0.0431336436784477,4315.8,762.04
1511,523,863.99,790528,386,132.43200000000002,,,,,,,,,,,,
1514,523,885.64,792576,387,136.37900000000002,0.0003,0.5866985592525452,0.2,0.6332308053970337,0.12709295749664307,0.0024600602,0.019287109375,3860,0.00014358942571561782,-0.04092497917590663,,
1517,523,906.44,794624,388,140.142,0.0003,6.351241962984204,0.2,0.4236578941345215,4.3613057136535645,0.0082489615,0.0232421875,3870,-0.0014169959293212741,-0.05171060269021836,,
1519,524,900.35,796672,389,138.939,0.0003,3.390720330737531,0.2,0.6589533090591431,0.7759839296340942,0.0032736927,0.01943359375,3880,0.00028877917648060245,-0.03999006617304986,,
1522,524,924.61,798720,390,143.345,0.0003,4.0506082337815315,0.2,0.4503602981567383,5.326216220855713,0.0016268261,0.0197265625,3890,0.0006119761310401373,-0.04704612863861257,,
,,,800000,,,0.0003,2.6202068949118256,0.2,0.6915488839149475,2.3889474868774414,0.0017515806,0.011669921875,3900,0.0007928429957246407,-0.0341893983859336,5314.8,947.0800000000002
1539,520,924.35,800768,391,143.319,,,,,,,,,,,,
1542,520,900.58,802816,392,139.061,0.0003,6.723762458376586,0.2,0.34988242387771606,4.675845146179199,0.00085235573,0.019384765625,3910,0.0016783926796051674,-0.03935996154978057,,
1545,520,904.16,804864,393,139.716,0.0003,7.044977847859263,0.2,0.20060670375823975,2.953565835952759,0.00035006192,0.00908203125,3920,-0.000967211794340983,-0.03851159274054226,,
1547,521,905.38,806912,394,139.93699999999998,0.0003,5.997236177138984,0.2,0.5183490514755249,2.4012885093688965,0.002589885,0.015966796875,3930,-0.001965539973753039,-0.04137830009276513,,
1550,521,905.38,808960,395,139.93699999999998,0.0003,6.66599944178015,0.2,0.46673327684402466,2.3561625480651855,0.001423545,0.013623046875,3940,0.0006254820778849535,-0.040060541230195666,,
,,,810000,,,0.0003,0.3603580468101427,0.2,0.8794621825218201,0.1805308759212494,0.0050012143,0.029541015625,3950,0.004602808132767677,-0.04154887585536926,1544.4,255.22000000000003
1557,520,905.38,811008,396,139.93699999999998,,,,,,,,,,,,
1560,521,963.55,813056,397,150.50599999999997,0.0003,0.18608195123961196,0.2,0.9457578659057617,0.07309654355049133,0.0033009076,0.024853515625,3960,0.0016296749643515795,-0.04263435917382594,,
1563,521,961.11,815104,398,150.06399999999996,0.0003,6.9866231953725215,0.2,0.43364417552948,3.823671817779541,0.001723666,0.01875,3970,-0.003305032377829775,-0.043944598556845446,,
1565,521,974.24,817152,399,152.46599999999998,0.0003,2.0944404805079104,0.2,0.7277630567550659,4.036895275115967,0.001102547,0.017333984375,3980,0.0023324790978222153,-0.03997765958047239,,
1568,522,999.81,819200,400,157.10199999999998,0.0003,4.913239523489028,0.2,0.5592271089553833,0.18230575323104858,0.0021724352,0.01435546875,3990,0.00034485606593079863,-0.04073251451973192,,
,,,820000,,,0.0003,4.221971918991767,0.2,0.5854092240333557,7.815158367156982,0.0003107145,0.01748046875,4000,0.0011710302205756307,-0.048080132804170714,9502.4,1708.3799999999999
1596,514,993.71,821248,401,155.898,,,,,,,,,,,,
1599,514,1017.15,823296,402,160.321,0.0003,5.7728388767689465,0.2,0.5121590495109558,1.4083123207092285,0.0029350477,0.0169921875,4010,-0.00021677179320249705,-0.03941999274829868,,
1602,515,1025.62,825344,403,161.861,0.0003,4.139061993919313,0.2,0.5777649879455566,2.09078311920166,0.014222844,0.025341796875,4020,0.003464950832858449,-0.048730084838462064,,
1605,515,1011.07,827392,404,159.21799999999996,0.0003,5.309127554530278,0.2,0.5294189453125,1.591403603553772,0.0011960288,0.02099609375,4030,-0.0005027824663557112,-0.04341785155702382,,
1607,515,986.81,829440,405,154.614,0.0003,4.916276489850134,0.2,0.5460395812988281,1.4521620273590088,0.002537261,0.0197265625,4040,-0.0001586492930073291,-0.03380169983779524,,
,,,830000,,,0.0003,10.08493078276515,0.2,0.3364914655685425,2.4364497661590576,0.00049365545,0.015869140625,4050,-0.0006862083420855925,-0.0343535919309943,3755.6,660.4800000000001
1620,513,998.03,831488,406,156.726,,,,,,,,,,,,
1623,513,1013.67,833536,407,159.577,0.0003,5.221098388265818,0.2,0.580181360244751,1.7746856212615967,0.00060514,0.014794921875,4060,-0.000500021806510631,-0.04261984653421678,,
1625,513,1013.67,835584,408,159.577,0.0003,4.25331864147447,0.2,0.42413920164108276,6.395900249481201,0.0016266182,0.01953125,4070,0.0018297457892913372,-0.03535122671164572,,
1628,514,1035.78,837632,409,163.76800000000003,0.0003,0.22124034232692794,0.2,0.9197639226913452,0.07670887559652328,0.0021220432,0.02568359375,4080,0.0049565337656531485,-0.03709208216532715,,
1631,514,1058.76,839680,410,167.947,0.0003,3.757695498270914,0.2,0.5952265858650208,0.6870570182800293,0.00321608,0.02431640625,4090,0.0002591296404716559,-0.04584091167198494,,
,,,840000,,,0.0003,3.5273017407860605,0.2,0.5246555805206299,1.5084847211837769,0.00066494045,0.017529296875,4100,0.0010346870869398117,-0.03586147137102671,3418.2,599.0200000000001
1643,512,1068.74,841728,411,169.737,,,,,,,,,,,,
1646,512,1077.27,843776,412,171.38199999999998,0.0003,5.381664628093131,0.2,0.47912663221359253,8.993511199951172,0.0005276399,0.012060546875,4110,-0.0005162399073014967,-0.04076746621831262,,
1649,512,1078.43,845824,413,171.49799999999996,0.0003,8.279035947751254,0.2,0.2550416588783264,2.8717665672302246,0.0020224566,0.0263671875,4120,-0.00369877783668926,-0.05251710597949568,,
1652,513,1092.77,847872,414,174.21899999999997,0.0003,3.9685647181700916,0.2,0.47776567935943604,0.27111250162124634,0.0012195994,0.021826171875,4130,0.003275590510747861,-0.039342725335154684,,
1654,513,1092.77,849920,415,174.21899999999997,0.0003,6.769751444552094,0.2,0.40686070919036865,8.876655578613281,0.0006875591,0.014599609375,4140,0.0009086062636924908,-0.04102801111876033,,
,,,850000,,,0.0003,0.38153893454000354,0.2,0.8287968039512634,0.2011585831642151,0.0022550225,0.019970703125,4150,0.002620518993353471,-0.03800961546221515,629.8,90.5
1659,513,1109.7,851968,416,177.1,,,,,,,,,,,,
1662,513,1111.01,854016,417,177.32999999999996,0.0003,11.004040357097983,0.2,0.06424820423126221,5.1235175132751465,0.0066305553,0.03505859375,4160,-0.0060166828683577474,-0.048513153017847796,,
1664,514,1118.15,856064,418,178.63799999999995,0.0003,3.351647985493764,0.2,0.40573787689208984,1.906114101409912,0.0018716122,0.01220703125,4170,0.0014426050169277006,-0.04051876596640795,,
1667,514,1111.02,858112,419,177.42999999999992,0.0003,8.280842430889606,0.2,0.3702546954154968,3.1683883666992188,0.0008503713,0.014111328125,4180,-0.0012376277692965232,-0.047493505394959355,,
,,,860000,,,0.0003,7.475219004228711,0.2,0.40880441665649414,4.240415573120117,0.00043938152,0.0154296875,4190,-2.6080755924340336e-05,-0.0384001325479403,973.4,154.56
1673,514,1111.02,860160,420,177.42999999999992,,,,,,,,,,,,
1676,514,1115.99,862208,421,178.32299999999998,0.0003,0.36172568537294864,0.2,0.8273622989654541,0.13490088284015656,0.0039717853,0.02939453125,4200,0.0015580845312797465,-0.04693308934802189,,
1678,514,1115.99,864256,422,178.32299999999998,0.0003,5.577146883308887,0.2,0.28176283836364746,2.4299604892730713,0.00038204447,0.00986328125,4210,-0.0004760918003739789,-0.04366361085994867,,
1681,515,1129.48,866304,423,180.95899999999997,0.0003,0.2555592937860638,0.2,0.919589102268219,0.08458124846220016,0.0024271118,0.01767578125,4220,0.000789464074478019,-0.044893259213131385,,
1684,515,1084.69,868352,424,172.81699999999992,0.0003,6.059742389433086,0.2,0.5234004259109497,0.44833582639694214,0.0046077296,0.028662109375,4230,0.0019907703739590944,-0.051439965903409754,,
,,,870000,,,0.0003,8.305785240419208,0.2,0.3073025941848755,3.1438653469085693,0.00031511468,0.017529296875,4240,0.0007059058611048385,-0.043211695466015956,7583.8,1358.12
1706,509,1055.7,870400,425,167.44299999999996,,,,,,,,,,,,
1709,510,1063.99,872448,426,168.96499999999997,0.0003,7.5233912486582994,0.2,0.47423338890075684,1.104682207107544,0.00047556855,0.0126953125,4250,-0.0011026214182493278,-0.036596329210442494,,
1712,510,1068.8,874496,427,169.94099999999995,0.0003,6.0289277266711,0.2,0.4957548975944519,2.6853222846984863,0.0016370014,0.014599609375,4260,0.0002502650473616086,-0.0426009714108659,,
1715,511,1080.62,876544,428,171.915,0.0003,4.641448405757546,0.2,0.5954409837722778,6.842611789703369,0.0011858558,0.013623046875,4270,0.001147340454190271,-0.03736550764151616,,
1718,511,1053.87,878592,429,167.16099999999997,0.0003,7.623431834764778,0.2,0.4087558388710022,1.2492958307266235,0.0018350312,0.01962890625,4280,-0.0012566896271891891,-0.03673551033425611,,
,,,880000,,,0.0003,6.232032026909292,0.2,0.41197192668914795,0.9591291546821594,0.0037472812,0.0185546875,4290,-0.001785383332753554,-0.037991019037508525,6312.2,1129.98
1737,506,1067.27,880640,430,169.68899999999996,,,,,,,,,,,,
1740,507,1067.27,882688,431,169.68899999999996,0.0003,2.097176551166922,0.2,0.7324532270431519,0.18862365186214447,0.0027423888,0.029052734375,4300,0.0010224650206509978,-0.04367993886844488,,
1742,507,1102.31,884736,432,176.06400000000002,0.0003,0.4803806866519153,0.2,0.835726797580719,0.12989497184753418,0.0012578724,0.020947265625,4310,0.001777840344584547,-0.04191422544463421,,
1745,507,1114.35,886784,433,178.15899999999993,0.0003,3.1417708054883406,0.2,0.699359655380249,0.09845435619354248,0.0056825182,0.021044921875,4320,0.0010807921702507884,-0.04520309552026447,,
1748,508,1089.2,888832,434,173.66399999999993,0.0003,5.308735563047231,0.2,0.33010923862457275,3.339176893234253,0.0010445415,0.02412109375,4330,-0.001329099724534899,-0.04197864231537096,,
,,,890000,,,0.0003,2.1436517227906733,0.2,0.7475345134735107,0.27943116426467896,0.0009343887,0.013427734375,4340,9.805501031223685e-06,-0.04296340853470611,2870.4,502.65999999999985
1759,506,1106.48,890880,435,176.778,,,,,,,,,,,,
1761,506,1105.31,892928,436,176.56199999999998,0.0003,5.6501565465703605,0.2,0.22924363613128662,1.3602931499481201,0.0016935905,0.01767578125,4350,-0.00038934675831114873,-0.03619225528636889,,
1764,507,1105.31,894976,437,176.56199999999998,0.0003,9.011061674915254,0.2,0.23099982738494873,2.155027389526367,0.004792943,0.025439453125,4360,-0.002110734846064588,-0.04727690289728344,,
1767,507,1111.47,897024,438,177.673,0.0003,0.4035582442767918,0.2,0.7924816012382507,0.10470204800367355,0.0021081758,0.018505859375,4370,0.0021548976495978423,-0.044205158059776296,,
1770,507,1125.96,899072,439,180.31,0.0003,5.3546385710127655,0.2,0.39096540212631226,2.9768831729888916,0.00047847937,0.012109375,4380,0.00024007602769415826,-0.043036335679062176,,
,,,900000,,,0.0003,2.4838673922698944,0.2,0.7886226773262024,0.14213022589683533,0.0022097738,0.01884765625,4390,0.00023958039237186312,-0.042065984267537715,6699.2,1200.36
1790,503,1141.6,901120,440,183.16099999999994,,,,,,,,,,,,
1793,503,1135.36,903168,441,182.04199999999997,0.0003,4.101976235676557,0.2,0.3000459671020508,1.8590298891067505,0.0010209921,0.013330078125,4400,5.2281856187619266e-05,-0.03931811773509253,,
1795,504,1133.92,905216,442,181.799,0.0003,3.4268295080401003,0.2,0.6148264408111572,6.891149520874023,0.0017653743,0.01279296875,4410,-0.00015349691675510259,-0.03481687162238813,,
1798,504,1133.92,907264,443,181.799,0.0003,6.803874961286783,0.2,0.3568510413169861,1.087343454360962,0.0063127484,0.025732421875,4420,-0.001641427888534963,-0.040926768637473285,,
1801,504,1098.34,909312,444,175.36999999999998,0.0003,0.2236817534605507,0.2,0.9134037494659424,0.08104951679706573,0.0026782225,0.024609375,4430,0.002491961230407469,-0.042222860144102016,,
,,,910000,,,0.0003,12.737952337414026,0.2,0.07779639959335327,11.903154373168945,0.00032275842,0.0060546875,4440,-0.0006207522237673402,-0.03713939139015565,16548.6,2991.16
1847,493,1082.54,911360,445,172.40399999999997,,,,,,,,,,,,
1850,493,1086.18,913408,446,173.065,0.0003,10.366558926925062,0.2,0.15084779262542725,5.2050862312316895,0.000480036,0.008154296875,4450,-0.0015921941318083554,-0.03614447257532447,,
1853,493,1086.18,915456,447,173.065,0.0003,2.856703846063465,0.2,0.3624727129936218,1.7714004516601562,0.0010580381,0.01396484375,4460,-0.00022627798025496305,-0.03875781643582741,,
1856,494,1110.11,917504,448,177.43799999999996,0.0003,0.5237504058750346,0.2,0.7279364466667175,0.11678154766559601,0.0059194537,0.019140625,4470,6.598156614927575e-05,-0.03892702797529637,,
1858,494,1057.96,919552,449,167.96599999999995,0.0003,7.007368016056716,0.2,0.4711737036705017,1.3707385063171387,0.0071161585,0.02138671875,4480,-0.0031523073761491106,-0.04749924988973362,,
,,,920000,,,0.0003,3.6781672776443886,0.2,0.557212769985199,2.2273714542388916,0.00822803,0.0294921875,4490,0.00450558851880487,-0.036991022897927904,1783.2,304.84
1865,493,1057.96,921600,450,167.96599999999995,,,,,,,,,,,,
1868,494,1089.52,923648,451,173.6959999999999,0.0003,0.23661554707214236,0.2,0.9310106039047241,0.08846362680196762,0.002374784,0.020703125,4500,0.0014856244175462051,-0.038946068849327276,,
1871,494,1094.36,925696,452,174.576,0.0003,3.5947778878267855,0.2,0.629163384437561,0.4827103018760681,0.001828278,0.0162109375,4510,0.00031272987835109236,-0.03835054367527846,,
1873,495,1106.47,927744,453,176.77699999999996,0.0003,3.812760425824672,0.2,0.5717185735702515,0.3417898416519165,0.0016661963,0.011962890625,4520,0.0010429837566334754,-0.04047447845514398,,
1876,495,1079.3,929792,454,171.783,0.0003,2.2789825356332587,0.2,0.6820309162139893,1.0656075477600098,0.0014267133,0.016796875,4530,0.0001496786018833518,-0.04047051652214577,,
,,,930000,,,0.0003,9.927911367826164,0.2,0.09460818767547607,5.042609691619873,0.008786094,0.0279296875,4540,-0.0024153562349965795,-0.04205855760446866,2153.0,365.58000000000004
1884,494,1071.69,931840,455,170.329,,,,,,,,,,,,
1887,494,1059.68,933888,456,168.237,0.0003,7.730201077088713,0.2,0.3922368288040161,1.4837759733200073,0.0015843182,0.017919921875,4550,-0.0011566188157303258,-0.04226211489585694,,
1890,495,1082.68,935936,457,172.418,0.0003,4.7296253423206505,0.2,0.4563910961151123,1.6622422933578491,0.0020853695,0.01748046875,4560,0.0014518015646899584,-0.04207029229710315,,
1892,495,1082.68,937984,458,172.418,0.0003,4.15722393533215,0.2,0.4788200855255127,0.37138116359710693,0.00046967057,0.015869140625,4570,0.0014124494307907298,-0.03688109552749665,,
,,,940000,,,0.0003,0.41711955168284476,0.2,0.8556309342384338,0.20344163477420807,0.0011319615,0.019775390625,4580,0.00033748865535017104,-0.03145184098066238,7372.0,1321.1
1915,490,1082.68,940032,459,172.418,,,,,,,,,,,,
1918,491,1132.22,942080,460,181.53,0.0003,0.16686637349193917,0.2,0.9625305533409119,0.07906632125377655,0.0013807192,0.019482421875,4590,0.0022124559560324996,-0.03672277258010581,,
1921,491,1132.22,944128,461,181.53,0.0003,5.263899467047304,0.2,0.5188698768615723,0.6254040002822876,0.0020506415,0.01484375,4600,-0.0004169865031144582,-0.04065958993014647,,
1924,491,1158.99,946176,462,186.385,0.0003,0.19860101770609617,0.2,0.9365756511688232,0.11838642507791519,0.004348226,0.027490234375,4610,0.0027811284715426156,-0.039382848126115276,,
1927,491,1110.57,948224,463,177.583,0.0003,6.1304604832082985,0.2,0.34950119256973267,0.12035226821899414,0.00017007276,0.01162109375,4620,-0.0001202297309646383,-0.0355146343485103,,
,,,950000,,,0.0003,8.030240819975734,0.2,0.1763707995414734,1.9230707883834839,0.00037174742,0.011279296875,4630,0.00010547364508965984,-0.0401985077354766,4400.0,782.3399999999999
1942,489,1130.95,950272,464,181.20500000000004,,,,,,,,,,,,
1945,489,1122.58,952320,465,179.67500000000004,0.0003,3.650397942587733,0.2,0.4524632692337036,0.8511496782302856,0.001867537,0.01494140625,4640,0.0007026333449175581,-0.04346008601642097,,
1947,489,1109.38,954368,466,177.365,0.0003,6.075578030897304,0.2,0.27674591541290283,0.44161221385002136,0.0012233476,0.011083984375,4650,0.0005275565854390152,-0.03864454237918835,,
1950,490,1120.3,956416,467,179.447,0.0003,5.613550555240363,0.2,0.46028536558151245,1.136641025543213,0.009386194,0.015673828125,4660,-0.0008573395971325226,-0.03836929613389657,,
1953,490,1132.18,958464,468,181.62499999999997,0.0003,2.0462852504104374,0.2,0.6666350364685059,0.3773394227027893,0.0031281894,0.021875,4670,0.0011074850946897641,-0.03291783168533584,,
,,,960000,,,0.0003,4.921910131070763,0.2,0.5077760219573975,4.942962646484375,0.0010712732,0.025830078125,4680,-0.0015728220110759138,-0.0480818179436028,22615.4,4090.8599999999997
2016,476,1132.35,960512,469,181.7409999999999,,,,,,,,,,,,
2019,476,1132.35,962560,470,181.7409999999999,0.0003,3.577644394291565,0.2,0.5794620513916016,1.9061845541000366,0.00077842514,0.01064453125,4690,0.0006779935938538983,-0.03812543861786253,,
2022,476,1132.35,964608,471,181.7409999999999,0.0003,0.20734211332164704,0.2,0.9288893342018127,0.13005730509757996,0.0075083226,0.031005859375,4700,0.0010225151549093426,-0.04345881333210855,,
2025,477,1163.54,966656,472,187.43399999999994,0.0003,0.1395884994417429,0.2,0.9765059947967529,0.011427672579884529,0.001377446,0.021044921875,4710,0.0007336448907153681,-0.04158197789947735,,
2028,477,1174.52,968704,473,189.52199999999993,0.0003,6.824891398334875,0.2,0.441100537776947,0.9665070176124573,0.0005020564,0.00966796875,4720,-0.00031387342314701525,-0.04128469302959274,,
,,,970000,,,0.0003,1.7974419134669006,0.2,0.7618377208709717,0.09627919644117355,0.0014294802,0.016943359375,4730,0.0023498593232943676,-0.04497997953731101,5078.0,905.5800000000002
2044,474,1174.52,970752,474,189.52199999999993,,,,,,,,,,,,
2047,475,1202.31,972800,475,194.67700000000002,0.0003,0.14950584935722872,0.2,0.9410079121589661,0.060431960970163345,0.0023483983,0.02216796875,4740,0.0011650135551462882,-0.041184019204229115,,
2050,475,1203.47,974848,476,194.892,0.0003,7.837115362659096,0.2,0.3331249952316284,5.040676116943359,0.0006665701,0.017333984375,4750,-0.000139199206023477,-0.03780613392664236,,
2053,475,1196.21,976896,477,193.57199999999997,0.0003,3.0973222037777304,0.2,0.7041177153587341,1.7960704565048218,0.0015270973,0.015673828125,4760,0.0009395999484695494,-0.04260158128240619,,
2056,476,1196.21,978944,478,193.57199999999997,0.0003,3.3573289996711537,0.2,0.6002083420753479,8.34946060180664,0.0012958047,0.0162109375,4770,-0.0010055157414171844,-0.04392715416906867,,
,,,980000,,,0.0003,0.14614318143576382,0.2,0.9493499994277954,0.041732486337423325,0.00048416317,0.019091796875,4780,0.003980508213862777,-0.03915432901685563,5925.0,1059.58
2075,472,1196.21,980992,479,193.57199999999997,,,,,,,,,,,,
2078,473,1250.6,983040,480,203.36699999999996,0.0003,0.11432373928837478,0.2,0.976334810256958,0.056448742747306824,0.0009984059,0.019189453125,4790,0.0009608086926164106,-0.037385025213006885,,
2080,473,1250.6,985088,481,203.36699999999996,0.0003,5.215167828276753,0.2,0.443392813205719,0.24044173955917358,0.0018520483,0.01259765625,4800,9.900812292471529e-05,-0.042670858525525546,,
2083,473,1293.36,987136,482,211.20699999999997,0.0003,0.20509168080752715,0.2,0.9403344392776489,0.06047997623682022,0.0006358177,0.016455078125,4810,0.000661195203429088,-0.040163848228985444,,
2086,474,1293.36,989184,483,211.20699999999997,0.0003,5.839493730710819,0.2,0.46096599102020264,2.643986940383911,0.00061360927,0.0158203125,4820,0.0004506951998337172,-0.038106184016214684,,
,,,990000,,,0.0003,0.2662781199614983,0.2,0.9035025238990784,0.09217172861099243,0.0007935798,0.01943359375,4830,0.0017794622675864958,-0.04592316392372595,2308.6,398.96000000000004
2095,473,1293.36,991232,484,211.20699999999997,,,,,,,,,,,,
2098,473,1318.39,993280,485,215.68999999999997,0.0003,0.1256499664974399,0.2,0.972296953201294,0.08327487856149673,0.002329301,0.01943359375,4840,0.0020488967849814797,-0.03883338304385688,,
