time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
31,770,112.21,24576,12,1.1210000000000004,0.0003,2.810502094775438,0.2,0.7149214744567871,2.284214735031128,0.0012933557,0.014599609375,110,-0.005019946886750404,-0.2573851581662893,,
34,768,122.95,26624,13,2.294,0.0003,2.6315919060260056,0.2,0.728656530380249,0.958987295627594,0.0015819565,0.022412109375,120,-0.004559749452164396,-0.24755122195929288,,
37,762,133.91,28672,14,3.390000000000001,0.0003,2.5759459618479013,0.2,0.767619252204895,0.4241006672382355,0.0017309334,0.020166015625,130,-0.0037262157973600553,-0.2115837364923209,,
,,,30000,,,0.0003,0.7921499100513756,0.2,0.8748443126678467,0.13217024505138397,0.0037948932,0.028271484375,140,-0.0018842537130694837,-0.1822042219573632,45.0,-5.6
40,753,143.29,30720,15,4.328000000000001,,,,,,,,,,,,
43,750,152.9,32768,16,5.289,0.0003,0.8398855387233197,0.2,0.9249435663223267,0.48085153102874756,0.007384691,0.03828125,150,-0.009551954275229946,-0.1948346327058971,,
46,749,163.36,34816,17,6.335,0.0003,0.1223596976371482,0.2,0.97722989320755,0.034638840705156326,0.0044231717,0.027197265625,160,-0.001109096812433563,-0.18078539134003221,,
49,747,169.59,36864,18,6.958000000000001,0.0003,0.02833597178396303,0.2,0.9935672283172607,0.017335809767246246,0.004668913,0.032080078125,170,-0.001482373761245981,-0.16539349795784802,,
52,746,174.33,38912,19,7.432,0.0003,0.03329786848335061,0.2,0.9962618947029114,0.010674196295440197,0.00081303885,0.012548828125,180,-0.0013062960206298158,-0.16941456617787481,,
,,,40000,,,0.0003,0.013023796879861039,0.2,0.9984092712402344,-0.011859850957989693,0.0036991518,0.033251953125,190,-0.0036744185243151152,-0.11879613699857146,195.0,9.4
55,738,180.85,40960,20,8.083999999999998,,,,,,,,,,,,
58,738,184.93,43008,21,8.491999999999999,0.0003,0.0093967531749513,0.2,0.9990377426147461,-0.011110261082649231,0.00323396,0.019873046875,200,7.358607836067676e-05,-0.15264410856179894,,
61,737,186.43,45056,22,8.543,0.0003,0.011055538509390317,0.2,0.9993783831596375,-0.00034554535523056984,0.002433182,0.022607421875,210,-0.000201408751308918,-0.19500368440058083,,
64,735,186.21,47104,23,8.520999999999999,0.0003,0.005776120762311621,0.2,0.9996213316917419,0.003015275811776519,0.001521386,0.01220703125,220,0.000588015305402223,-0.19050250290893017,,
66,736,187.26,49152,24,8.626,0.0003,0.005247445634449832,0.2,0.9997109174728394,0.009748376905918121,0.0014209934,0.02109375,230,-0.00011606187908910214,-0.1562329699518159,,
,,,50000,,,0.0003,0.0046406915167608535,0.2,0.9997395277023315,-0.014924252405762672,0.0025421015,0.025146484375,240,-0.0017795127743738704,-0.1771369972033426,188.6,8.76
70,730,187.22,51200,25,8.621999999999998,,,,,,,,,,,,
72,731,187.22,53248,26,8.621999999999998,0.0003,0.011498427584592718,0.2,0.9993788003921509,0.0022113858722150326,0.004714332,0.0521484375,250,-0.005957749430672265,-0.15376435273792594,,
75,731,187.23,55296,27,8.622999999999998,0.0003,0.004411080943100387,0.2,0.9997541308403015,-0.007906870916485786,0.0014096522,0.021728515625,260,-0.0009546203538775444,-0.19117223434150218,,
78,731,187.26,57344,28,8.625999999999998,0.0003,0.00445572113731032,0.2,0.9997760653495789,0.0029566939920186996,0.0017745247,0.02333984375,270,-0.000916775522637181,-0.2104445262812078,,
81,731,185.9,59392,29,8.489999999999998,0.0003,0.017828075134457323,0.2,0.9990115165710449,0.0026685153134167194,0.0020572185,0.027880859375,280,-0.00014724103675689548,-0.22023128275759518,,
,,,60000,,,0.0003,0.8806457669590599,0.2,0.9569355249404907,1.57799232006073,0.0041516945,0.03857421875,290,-0.0032819735730299725,-0.2811186548322439,161.4,6.04
84,727,185.98,61440,30,8.497999999999998,,,,,,,,,,,,
87,727,186.4,63488,31,8.54,0.0003,0.0164599306153832,0.2,0.9988446831703186,0.02040097489953041,0.0045514964,0.02587890625,300,0.0025066967617021875,-0.18921356541104614,,
90,726,186.78,65536,32,8.677,0.0003,0.049506507924525066,0.2,0.9966690540313721,0.029660485684871674,0.0021974472,0.0208984375,310,-0.0032175887114135548,-0.19767563352361323,,
93,726,187.25,67584,33,8.724,0.0003,0.8101962935092161,0.2,0.957514226436615,0.14974616467952728,0.0045016105,0.037939453125,320,-0.0019882679858710616,-0.1556596687529236,,
95,726,187.64,69632,34,8.762999999999998,0.0003,0.08588854667323176,0.2,0.992485523223877,0.02384701371192932,0.0019330087,0.025732421875,330,-0.0023372113239020107,-0.21072902316227554,,
,,,70000,,,0.0003,0.07321118405961898,0.2,0.9938036799430847,0.053439076989889145,0.0008700586,0.01142578125,340,-0.0015302851083106362,-0.17545577210839838,101.8,0.08000000000000007
98,724,188.98,71680,35,8.996,,,,,,,,,,,,
101,724,189.79,73728,36,9.077,0.0003,2.369243136129808,0.2,0.8764734268188477,0.10518103092908859,0.00023476747,0.00986328125,350,5.7687051594257355e-05,-0.23486304692924023,,
104,725,190.3,75776,37,9.226999999999999,0.0003,0.18234213963150978,0.2,0.9884025454521179,0.11442701518535614,0.0010297627,0.015966796875,360,-0.00048265118384733797,-0.17344422065652906,,
107,724,192.22,77824,38,9.419,0.0003,2.965338254114613,0.2,0.8258821368217468,0.8050200939178467,0.0204784,0.072900390625,370,-0.0045567785411549265,-0.2660789120476693,,
110,724,193.73,79872,39,9.669,0.0003,0.17409456219756975,0.2,0.9798758029937744,0.09247265011072159,0.0012207091,0.0123046875,380,0.0003935953660402447,-0.21123231849633156,,
,,,80000,,,0.0003,2.403586626565084,0.2,0.8711096048355103,1.9233981370925903,0.0006823214,0.008154296875,390,-0.0008457705669570714,-0.17847672733478248,172.6,9.14
113,721,194.26,81920,40,9.722,,,,,,,,,,,,
116,721,193.79,83968,41,9.675,0.0003,0.13467136697727256,0.2,0.9893487691879272,0.05815228074789047,0.014421234,0.054296875,400,-0.0027127257257234306,-0.17424280843697487,,
119,722,195.9,86016,42,9.984999999999998,0.0003,2.212786927924026,0.2,0.8828791379928589,0.8023830652236938,0.00047054538,0.0185546875,410,-0.000801838788902387,-0.1191580988233909,,
121,722,195.95,88064,43,9.99,0.0003,2.198176385834813,0.2,0.8847063779830933,0.19843381643295288,0.0011923909,0.02138671875,420,-0.0008159219360095449,-0.13242558573838323,,
,,,90000,,,0.0003,0.14083326915861108,0.2,0.9912423491477966,0.1315196305513382,0.004672695,0.024658203125,430,-0.0004918089602142572,-0.1848886216757819,219.0,13.779999999999998
125,719,194.89,90112,44,9.784999999999998,,,,,,,,,,,,
128,719,194.48,92160,45,9.743999999999998,0.0003,0.08239768084313255,0.2,0.9941071271896362,0.010032684542238712,0.0010989222,0.0162109375,440,-0.0002982350823003799,-0.11085769166238606,,
130,719,193.12,94208,46,9.607999999999999,0.0003,0.03252606324240333,0.2,0.9977527260780334,0.018154794350266457,0.0020920173,0.01865234375,450,0.0014673668512841687,-0.13984707759227605,,
133,720,195.21,96256,47,9.915999999999999,0.0003,0.8993532964261248,0.2,0.9562235474586487,0.2493623048067093,0.00035356538,0.00751953125,460,-0.00020096810476388782,-0.12137764322105796,,
136,720,193.61,98304,48,9.657,0.0003,1.830190877377754,0.2,0.9089180827140808,0.31471988558769226,0.0016496431,0.021337890625,470,-0.0010889198136283084,-0.13034414036665112,,
,,,100000,,,0.0003,0.07842284843791276,0.2,0.993408739566803,0.005124641116708517,0.0025422815,0.01474609375,480,-0.0002453505978337489,-0.14067476864438505,170.8,8.959999999999999
139,718,193.31,100352,49,9.725999999999999,,,,,,,,,,,,
142,718,193.51,102400,50,9.745999999999997,0.0003,0.5799601101898588,0.2,0.9705963134765625,0.07141993939876556,0.0049798195,0.022412109375,490,0.00017027380381477996,-0.14630044258665292,,
145,718,192.37,104448,51,9.532999999999998,0.0003,0.07335615264892112,0.2,0.9954526424407959,0.04057677835226059,0.0016654937,0.02626953125,500,-0.0019029002491151915,-0.1466884603491053,,
148,719,194.22,106496,52,9.915999999999999,0.0003,3.7749599694274365,0.2,0.7792486548423767,1.1262602806091309,0.003047748,0.033642578125,510,-0.0024604148202342913,-0.14926024412270636,,
150,719,194.46,108544,53,9.94,0.0003,1.4862739029573278,0.2,0.9222193360328674,0.7138156890869141,0.0006878573,0.011279296875,520,0.00034895274438895285,-0.14349247992504388,,
,,,110000,,,0.0003,0.24594912747852504,0.2,0.9733147621154785,0.10125777125358582,0.0028126512,0.0283203125,530,-0.00103168355562957,-0.14545512115582823,166.2,6.5200000000000005
154,717,196.11,110592,54,10.302999999999999,,,,,,,,,,,,
156,718,195.97,112640,55,10.288999999999998,0.0003,2.4151303351391107,0.2,0.8672715425491333,1.5508280992507935,0.00028355094,0.007177734375,540,6.634193923673592e-05,-0.17025264913681895,,
159,717,195.19,114688,56,10.112,0.0003,0.535980552888941,0.2,0.9659423828125,0.3719281852245331,0.00574183,0.029345703125,550,-0.0030200886190868913,-0.15120459198951722,,
162,718,200.63,116736,57,11.051999999999996,0.0003,0.2706605135346763,0.2,0.962684154510498,0.11584597826004028,0.0033880277,0.028662109375,560,0.00039173811092041433,-0.15893972502090037,,
165,718,202.23,118784,58,11.310999999999996,0.0003,5.770823388546705,0.2,0.5947308540344238,2.331620931625366,0.0028629478,0.03173828125,570,-0.0018942861090181396,-0.1695225403411314,,
,,,120000,,,0.0003,2.5722070092801004,0.2,0.8307769298553467,2.7213945388793945,0.0032292078,0.03662109375,580,-0.0015965708487783558,-0.13643223294056953,231.0,16.96
168,715,203.3,120832,59,11.417999999999997,,,,,,,,,,,,
171,715,208.56,122880,60,12.339999999999998,0.0003,3.6659200952388344,0.2,0.7540379166603088,1.5384628772735596,0.0022868656,0.028662109375,590,-8.353283774340526e-05,-0.1558067796751857,,
174,715,212.56,124928,61,13.036999999999999,0.0003,4.575860951840878,0.2,0.7079770565032959,1.1884269714355469,0.00391451,0.02041015625,600,-0.0015122539130970835,-0.11426140432013199,,
177,716,215.3,126976,62,13.509,0.0003,5.799458806589246,0.2,0.5625649690628052,3.512397050857544,0.0016864886,0.0193359375,610,-0.0013321172751602716,-0.10248829803895206,,
180,716,217.06,129024,63,13.783999999999999,0.0003,5.8164368867874146,0.2,0.5165095329284668,3.2087860107421875,0.0014431196,0.012548828125,620,-0.00012467224441934377,-0.10789720837492496,,
,,,130000,,,0.0003,3.7319896205328407,0.2,0.6099072098731995,4.853016376495361,0.011754988,0.05009765625,630,-0.004376185429282487,-0.14042590297758578,138.0,3.7
183,715,219.18,131072,64,14.193999999999996,,,,,,,,,,,,
186,715,222.92,133120,65,14.864999999999998,0.0003,6.299717330560088,0.2,0.5017178058624268,4.198530197143555,0.009328917,0.031494140625,640,-0.001363384815340396,-0.12599585538264363,,
188,715,225.65,135168,66,15.335999999999999,0.0003,5.347855444252491,0.2,0.5333737730979919,2.884430408477783,0.003953666,0.019775390625,650,-0.001725264178821817,-0.10146514864172787,,
191,715,228.8,137216,67,15.848999999999998,0.0003,2.8248841740656645,0.2,0.7701720595359802,1.8177154064178467,0.0005414707,0.011279296875,660,-0.0006129855770268478,-0.08074159853858873,,
194,715,231.33,139264,68,16.498,0.0003,6.994419687613845,0.2,0.4495004415512085,3.014765977859497,0.003426643,0.01240234375,670,0.0005855450493982062,-0.08397987006464973,,
,,,140000,,,0.0003,5.132801064755768,0.2,0.6004822254180908,4.20651388168335,0.00053399877,0.013232421875,680,0.0002848487027222291,-0.07860407195985317,158.6,5.76
197,714,229.01,141312,69,16.166999999999998,,,,,,,,,,,,
200,714,229.3,143360,70,16.195999999999998,0.0003,6.127396123763174,0.2,0.2607184052467346,3.7084615230560303,0.0074874647,0.053076171875,690,-0.003051000127743464,-0.12170806722715496,,
203,715,228.95,145408,71,16.359,0.0003,4.502271397970617,0.2,0.6467204093933105,1.6200131177902222,0.0020743576,0.02451171875,700,-0.0006894821359310299,-0.06799517273902893,,
206,715,231.52,147456,72,16.912999999999997,0.0003,8.173805096745491,0.2,0.40454280376434326,3.9698705673217773,0.01739145,0.02998046875,710,-0.0016553590219700709,-0.08998371463967487,,
208,715,228.24,149504,73,16.387,0.0003,7.528283955901861,0.2,0.3494212031364441,5.089738845825195,0.0005780819,0.015185546875,720,0.0008930175798013806,-0.06868696140008979,,
,,,150000,,,0.0003,6.303456745110452,0.2,0.4370998740196228,5.135453701019287,0.00073874847,0.01748046875,730,0.0009548461224767379,-0.05413815127685666,158.6,5.76
212,714,230.65,151552,74,16.826,,,,,,,,,,,,
214,714,231.73,153600,75,17.033,0.0003,5.626307433843612,0.2,0.5431290864944458,4.456953048706055,0.00087783183,0.0109375,740,-0.0002500311107723974,-0.062110764387762175,,
217,715,235.46,155648,76,17.703,0.0003,6.71959848254919,0.2,0.46085095405578613,6.6308722496032715,0.008536704,0.06064453125,750,-0.002152536981157027,-0.11739889739546924,,
220,715,235.74,157696,77,17.83,0.0003,7.181475589051843,0.2,0.2176685333251953,3.394571304321289,0.0044193533,0.024658203125,760,0.00033352421305608,-0.09651757227256894,,
223,715,234.26,159744,78,17.583,0.0003,3.6934526135213672,0.2,0.48574745655059814,1.531887173652649,0.0021620095,0.02265625,770,-0.0010899568391323556,-0.06832157145254314,,
,,,160000,,,0.0003,3.004790695477277,0.2,0.7809961438179016,2.2089860439300537,0.0019280151,0.0146484375,780,0.0009817476719035767,-0.07170238507678732,340.6,35.839999999999996
227,712,230.62,161792,79,16.822999999999997,,,,,,,,,,,,
229,712,237.1,163840,80,17.965999999999998,0.0003,5.398802116140724,0.2,0.66297847032547,1.6734455823898315,0.0005482751,0.02294921875,790,-0.0006191869259055238,-0.05519961873069405,,
232,712,241.27,165888,81,18.580999999999996,0.0003,6.204856400564313,0.2,0.5013296008110046,1.6883283853530884,0.00065946754,0.02001953125,800,-0.00150384382577613,-0.06492750803590752,,
235,712,248.28,167936,82,19.875999999999998,0.0003,6.123736160248518,0.2,0.49597543478012085,3.332268714904785,0.0010626181,0.015380859375,810,-8.916393562685699e-06,-0.07359520214376972,,
238,713,252.51,169984,83,20.497,0.0003,6.4810349807143215,0.2,0.46207094192504883,1.6686135530471802,0.0011931304,0.00869140625,820,0.00011765182425733655,-0.07245314233005047,,
,,,170000,,,0.0003,7.6916574511677025,0.2,0.3526398539543152,5.712536334991455,0.0006451055,0.016455078125,830,0.0006693390037980862,-0.061457259120652453,139.2,3.8200000000000003
241,712,250.82,172032,84,20.031000000000002,,,,,,,,,,,,
244,712,256.11,174080,85,21.153999999999996,0.0003,6.2837280292063955,0.2,0.23270773887634277,0.6604480147361755,0.014944551,0.04130859375,840,-0.009293762457673438,-0.07307834125240334,,
247,712,259.68,176128,86,22.005999999999993,0.0003,8.10760645531118,0.2,0.08365142345428467,2.7307446002960205,0.0011527461,0.014453125,850,0.0015468500772840344,-0.06731220057117752,,
249,713,271.78,178176,87,24.205999999999996,0.0003,8.029158933646977,0.2,0.24804121255874634,4.464493751525879,0.015565189,0.0447265625,860,-0.002049616482690908,-0.08772779142600484,,
,,,180000,,,0.0003,5.652989121526479,0.2,0.22484225034713745,1.566903829574585,0.0011080969,0.013916015625,870,-0.000869080302072689,-0.059638611960690466,403.4,50.04
253,710,270.26,180224,88,23.756999999999998,,,,,,,,,,,,
256,710,267.45,182272,89,23.278,0.0003,4.887815377209336,0.2,0.12986361980438232,2.947361707687378,0.0025013129,0.0177734375,880,-0.0005060437746578827,-0.04792513829306699,,
259,710,273.3,184320,90,24.358,0.0003,6.854834718629718,0.2,0.46336567401885986,3.3282361030578613,0.0014101407,0.0212890625,890,-0.0005282164522213862,-0.05702260975667741,,
262,710,284.61,186368,91,26.380000000000006,0.0003,6.493775215744972,0.2,0.4227423667907715,3.724946975708008,0.004980024,0.017138671875,900,0.0008133746960083954,-0.06285014625173062,,
265,711,292.91,188416,92,27.903000000000002,0.0003,7.367974416911602,0.2,0.14341449737548828,2.7053158283233643,0.0010748166,0.018701171875,910,0.0014882922172546388,-0.06955285395961255,,
,,,190000,,,0.0003,7.40626599304378,0.2,0.3065987229347229,5.083685874938965,0.0015479536,0.02939453125,920,-0.003750734106870368,-0.046766806501545945,272.0,23.04
268,709,302.86,190464,93,29.789,,,,,,,,,,,,
271,709,307.66,192512,94,30.665000000000006,0.0003,7.174930739402771,0.2,0.40132325887680054,4.256336212158203,0.001779806,0.02021484375,930,-0.0027819886163342744,-0.04679770543298219,,
274,709,310.76,194560,95,31.173,0.0003,7.540852961689234,0.2,0.4596412181854248,4.898661136627197,0.0018919796,0.01611328125,940,0.0007795673547661864,-0.05094208444352262,,
276,709,326.76,196608,96,34.06,0.0003,10.454408463090658,0.2,-0.2261667251586914,2.480767250061035,0.011447214,0.032763671875,950,-0.003039063407777576,-0.07104169481899589,,
279,710,334.49,198656,97,35.526,0.0003,7.8151564106345175,0.2,-0.3584325313568115,7.317459583282471,0.002614649,0.015283203125,960,0.000563455895462539,-0.06060577186872251,,
,,,200000,,,0.0003,8.0235008854419,0.2,0.20670342445373535,7.043614864349365,0.000855381,0.01953125,970,0.001216724593541585,-0.05784855954989325,142.6,4.160000000000001
282,709,344.38,200704,98,37.306999999999995,,,,,,,,,,,,
285,709,331.78,202752,99,35.552,0.0003,5.075230235233903,0.2,0.4364365339279175,1.6968731880187988,0.0022177557,0.016845703125,980,4.660574777517468e-05,-0.051415389296016654,,
288,709,317.68,204800,100,33.745999999999995,0.0003,15.516836597025394,0.2,-0.2550007104873657,1.1803178787231445,0.008181414,0.042236328125,990,-0.0044828452169895176,-0.0747004255419597,,
291,710,311.7,206848,101,32.455,0.0003,13.213743761926889,0.2,0.04931843280792236,1.180627703666687,0.004262066,0.026611328125,1000,-0.0008987742301542311,-0.06931991389137693,,
294,710,308.87,208896,102,31.875,0.0003,7.817103252932429,0.2,0.3445257544517517,3.55509614944458,0.0022829706,0.01865234375,1010,-0.003942500703851692,-0.06409240186912939,,
,,,210000,,,0.0003,7.809370436891913,0.2,0.24523591995239258,4.520344257354736,0.003651467,0.01513671875,1020,-0.001678445321158506,-0.060667509579798204,218.4,15.7
297,709,313.78,210944,103,32.96,,,,,,,,,,,,
300,709,320.77,212992,104,34.253,0.0003,8.993864668160677,0.2,0.15921789407730103,4.428435325622559,0.01004788,0.034326171875,1030,0.0006513323212857358,-0.07899239209364169,,
302,709,322.06,215040,105,34.58,0.0003,7.495509484410286,0.2,0.27311527729034424,1.821330189704895,0.0014955816,0.023583984375,1040,-0.00030791292083449663,-0.04782436544483062,,
305,710,320.71,217088,106,34.346,0.0003,8.60246883034706,0.2,0.36016279458999634,9.771926879882812,0.00029299757,0.02119140625,1050,0.0004880899534327909,-0.0536173746426357,,
308,710,318.35,219136,107,33.81300000000001,0.0003,7.852751747891307,0.2,0.35956013202667236,2.0621604919433594,0.0019205076,0.018896484375,1060,0.0011960940493736417,-0.06298839167720871,,
,,,220000,,,0.0003,9.793060468137265,0.2,0.16641700267791748,4.410890102386475,0.0025584952,0.01494140625,1070,0.0003414636303205043,-0.05627167540660594,1041.6,167.32
314,704,315.88,221184,108,33.467,,,,,,,,,,,,
316,704,309.89,223232,109,32.273999999999994,0.0003,8.811524186655879,0.2,0.2547338604927063,5.9029221534729,0.007842464,0.035205078125,1080,-0.004329641588265076,-0.07808382225921377,,
319,704,306.19,225280,110,31.705999999999996,0.0003,8.372021612524986,0.2,0.4299870729446411,6.478478908538818,0.004479826,0.025341796875,1090,-0.0009296355288824998,-0.0572526508331066,,
322,705,304.71,227328,111,31.656999999999996,0.0003,5.309756276756525,0.2,0.17066842317581177,1.940557599067688,0.0023978269,0.019775390625,1100,-0.0008817838650429621,-0.05887800698401406,,
325,705,302.01,229376,112,31.089999999999996,0.0003,6.576334205269814,0.2,0.5381818413734436,3.698624610900879,0.00075512973,0.017431640625,1110,-0.0016166440065717325,-0.05414067737874575,,
,,,230000,,,0.0003,8.454187348857522,0.2,0.47619950771331787,2.0946044921875,0.0046304953,0.02373046875,1120,-0.001210319879464805,-0.05425914471270517,198.0,9.7
328,704,299.09,231424,113,30.204,,,,,,,,,,,,
331,704,313.58,233472,114,32.544,0.0003,9.471812447160483,0.2,-0.3038158416748047,2.076009511947632,0.010838445,0.0263671875,1130,-0.0034809820528607814,-0.064021154952934,,
334,704,325.72,235520,115,34.847,0.0003,8.675467649847269,0.2,0.340026319026947,2.270658493041992,0.0036822655,0.021630859375,1140,7.073018641676754e-05,-0.055861851025838405,,
337,704,321.72,237568,116,34.54600000000001,0.0003,4.927286854758859,0.2,0.4168943762779236,2.1898207664489746,0.002411947,0.018701171875,1150,0.0014199358090991154,-0.049730848988110664,,
339,704,315.89,239616,117,33.369,0.0003,18.50851478278637,0.2,0.21469342708587646,7.780797004699707,0.049942017,0.115625,1160,-0.006840897066285834,-0.11311918964493088,,
,,,240000,,,0.0003,6.518546258844435,0.2,0.07512503862380981,5.9573211669921875,0.003177791,0.014013671875,1170,0.0003306364640593529,-0.06400188080151566,1872.8,319.73999999999995
347,695,311.98,241664,118,32.483,,,,,,,,,,,,
350,695,302.71,243712,119,30.862999999999996,0.0003,8.705655704811216,0.2,0.37780869007110596,5.586611270904541,0.000790642,0.01923828125,1180,-0.0020225202839355915,-0.058885795890819284,,
353,695,312.35,245760,120,32.619,0.0003,4.958776502311229,0.2,0.6425023078918457,1.4839421510696411,0.0032823742,0.026904296875,1190,-0.002888564849854447,-0.051153797676670366,,
356,695,317.27,247808,121,33.408,0.0003,5.4395813278853895,0.2,0.335041344165802,3.739744186401367,0.002523867,0.015576171875,1200,-0.0016966868919553236,-0.05189175617415458,,
359,695,315.81,249856,122,33.163,0.0003,6.829638144373893,0.2,-0.0676654577255249,0.4191209673881531,0.01554401,0.0408203125,1210,-0.006131792580708862,-0.07773837444838136,,
,,,250000,,,0.0003,8.542442714422942,0.2,0.349786639213562,7.343669414520264,0.0011743844,0.01962890625,1220,0.0010603096583508887,-0.051687691042025107,182.2,12.08
362,694,323.15,251904,123,34.59,,,,,,,,,,,,
365,695,321.97,253952,124,34.67,0.0003,4.837525343149901,0.2,0.24380594491958618,0.9060145020484924,0.0025197412,0.017138671875,1230,0.000882896946859546,-0.057119305679225366,,
368,695,330.34,256000,125,36.199999999999996,0.0003,12.813733469694853,0.2,-0.1374669075012207,6.829794406890869,0.04980403,0.07353515625,1240,-0.005999310911283829,-0.10186797204660251,,
370,695,324.01,258048,126,34.874,0.0003,7.677747057750821,0.2,0.3246115446090698,3.3464467525482178,0.00166013,0.0140625,1250,0.0001962332462426275,-0.06209328730474226,,
,,,260000,,,0.0003,8.019752364978194,0.2,0.32325005531311035,7.035415172576904,0.0025869384,0.01689453125,1260,0.0012626792638911865,-0.057390905343345365,247.0,18.56
374,694,326.67,260096,127,35.23899999999999,,,,,,,,,,,,
377,695,328.6,262144,128,35.629999999999995,0.0003,10.121329629421234,0.2,0.23298859596252441,4.888307571411133,0.001583304,0.01611328125,1270,-0.0005391967206378467,-0.06795803278801031,,
379,695,338.14,264192,129,37.376000000000005,0.0003,6.667291140556335,0.2,0.4919095039367676,3.5363733768463135,0.001185879,0.015478515625,1280,-0.0014564487006282433,-0.05799754811450839,,
382,695,345.18,266240,130,38.773,0.0003,6.224807136505842,0.2,0.5720486640930176,1.5225757360458374,0.0012944766,0.017138671875,1290,0.0001645738972001709,-0.05577146898140199,,
385,695,331.9,268288,131,36.356,0.0003,9.525322874635458,0.2,0.3486766219139099,7.7095046043396,0.009510763,0.028955078125,1300,-0.0005210332077695057,-0.0639197011711076,,
,,,270000,,,0.0003,9.39944298416376,0.2,0.17340803146362305,3.365936756134033,0.0013865151,0.016748046875,1310,0.00029687648348044606,-0.06648912312230096,197.2,13.580000000000002
389,694,343.48,270336,132,38.207,,,,,,,,,,,,
391,695,350.99,272384,133,39.156000000000006,0.0003,6.418406723625958,0.2,0.42045527696609497,2.1054883003234863,0.0042369133,0.025439453125,1320,-0.0009486916882451623,-0.05103935713705141,,
394,695,357.92,274432,134,40.146,0.0003,10.258438786119223,0.2,0.2536715865135193,3.7374894618988037,0.0026170406,0.02255859375,1330,-0.0024547445893404072,-0.06571345289994497,,
397,695,360.66,276480,135,40.617999999999995,0.0003,10.856910231709481,0.2,0.4034774899482727,7.099951267242432,0.012757499,0.03994140625,1340,-0.004752505119540729,-0.07152048663701863,,
400,695,366.76,278528,136,41.624,0.0003,7.877508506178856,0.2,0.1713762879371643,8.839595794677734,0.0014111681,0.00869140625,1350,0.00041826658271020277,-0.05863818132202141,,
,,,280000,,,0.0003,4.814878371357918,0.2,0.6140954494476318,2.601301431655884,0.010502221,0.013232421875,1360,-6.823524890933185e-05,-0.05013421641197056,2192.6,377.46
408,686,372.02,280576,137,42.446999999999996,,,,,,,,,,,,
411,686,374.54,282624,138,42.996,0.0003,5.858577811531722,0.2,0.5891269445419312,2.03191876411438,0.000794376,0.02236328125,1370,1.596864312887192e-05,-0.048183549092209434,,
414,687,376.02,284672,139,43.342000000000006,0.0003,5.572128395736217,0.2,0.2505127787590027,2.507594585418701,0.0025716752,0.023193359375,1380,0.0015293662261683493,-0.04285760950151598,,
417,687,385.47,286720,140,45.07899999999999,0.0003,6.2218561299145225,0.2,0.573386549949646,3.470062494277954,0.0023060446,0.018896484375,1390,-4.883400542894378e-05,-0.052993422650615685,,
419,687,391.71,288768,141,46.198,0.0003,5.996967861056328,0.2,0.6229552030563354,3.216801166534424,0.0033408087,0.015185546875,1400,0.0014734770666109398,-0.056359563753358086,,
,,,290000,,,0.0003,5.3570774449035525,0.2,0.5684104561805725,1.062500238418579,0.000771077,0.015087890625,1410,-0.0006609331263462082,-0.05698844891448971,1550.8,257.84000000000003
426,681,397.67,290816,142,47.18999999999999,,,,,,,,,,,,
429,681,393.34,292864,143,46.16299999999999,0.0003,7.8541165016591545,0.2,0.49730396270751953,0.8972932696342468,0.0017804173,0.029833984375,1420,0.0019845851740683427,-0.0488566942352918,,
432,681,402.06,294912,144,47.728,0.0003,7.65726817548275,0.2,0.33960044384002686,6.636861801147461,0.008092897,0.03369140625,1430,-0.003999834856949746,-0.06345075427670963,,
435,682,408.22,296960,145,48.93800000000001,0.0003,9.89711472056806,0.2,0.3618996739387512,10.485687255859375,0.022859592,0.05830078125,1440,-0.0014315557680674828,-0.08327651875151787,,
438,682,410.57,299008,146,49.470000000000006,0.0003,7.177052513696253,0.2,0.41484808921813965,11.218791961669922,0.001610046,0.014306640625,1450,0.0004595408128807321,-0.0585933474736521,,
,,,300000,,,0.0003,8.896154619380832,0.2,0.3897011876106262,5.863088130950928,0.00073800585,0.016357421875,1460,0.00031241527176462114,-0.044238966179545966,223.0,18.139999999999997
441,681,417.51,301056,147,50.857,,,,,,,,,,,,
444,682,423.75,303104,148,51.976000000000006,0.0003,8.437234955653548,0.2,0.33859097957611084,2.6350388526916504,0.0026399258,0.029833984375,1470,-0.002143933449406177,-0.06712308816204313,,
447,682,426.57,305152,149,52.456,0.0003,9.422961036115884,0.2,0.31386929750442505,3.525270938873291,0.0018888457,0.014404296875,1480,0.00024918157723732295,-0.05890176005777903,,
450,682,418.39,307200,150,51.04399999999999,0.0003,7.707095364108682,0.2,0.4502451419830322,2.0787851810455322,0.001724062,0.0158203125,1490,-0.0005364887081668712,-0.052275854721665384,,
452,682,421.29,309248,151,51.532,0.0003,8.715809568017722,0.2,0.38407236337661743,2.6625378131866455,0.0006798768,0.017578125,1500,-0.00040018794243223965,-0.05005958455731161,,
,,,310000,,,0.0003,6.614957163855434,0.2,0.34160035848617554,0.9504058361053467,0.0071970355,0.03173828125,1510,-0.00016650461766403167,-0.05741133808332961,260.6,23.880000000000003
