time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
,,,1000000,,,0.3676852583885193,19.049375534057617,0.004056108,28.3509520560503,0.0003,0.2,0.038134765625,4880,-0.0028719695954350756,-0.11978817922063172,1165.0,186.68599999999998
592,489,183.69069999999996,1001472,661.61,1690,,,,,,,,,,,,
592,490,186.02689999999996,1003520,669.4,1693,0.4077554941177368,10.369311332702637,0.0194831,23.709880170226096,0.0003,0.2,0.05068359375,4890,-0.0011090273328591138,-0.15286837816238402,,
592,491,186.0504,1005568,669.56,1696,0.21252256631851196,19.984909057617188,0.0038672637,28.42996453642845,0.0003,0.2,0.03017578125,4900,-0.0014305030112154783,-0.11640902127837763,,
592,492,182.7977,1007616,658.42,1699,0.2975318431854248,14.194222450256348,0.00540455,21.795858862996102,0.0003,0.2,0.031787109375,4910,-0.0032910401278059,-0.12278974240180104,,
593,493,182.56,1009664,662.27,1702,0.2905288338661194,14.531567573547363,0.007325007,28.77167202234268,0.0003,0.2,0.040478515625,4920,-0.00268447482958436,-0.1020710585755296,,
,,,1010000,,,0.3683762550354004,8.675455093383789,0.0064712497,22.617388707399368,0.0003,0.2,0.039404296875,4930,-0.003979568547219969,-0.09724871958605945,631.2,241.288
592,494,182.56,1011712,662.27,1707,,,,,,,,,,,,
592,495,177.24629999999996,1013760,674.48,1710,-2.523599624633789,0.3799840807914734,0.06261831,2.619286185037345,0.0003,0.2,0.1041015625,4940,0.0032969494321150707,-0.1717309701954946,,
592,496,176.56320000000002,1015808,681.23,1713,0.2558884024620056,7.787509918212891,0.004730212,20.547902870178223,0.0003,0.2,0.039013671875,4950,-0.003110097911849152,-0.15219525552820415,,
592,497,170.94080000000002,1017856,675.55,1716,0.31315070390701294,9.71731185913086,0.0023852666,24.847720274329184,0.0003,0.2,0.0177734375,4960,-0.0014446864908677526,-0.12117763257119804,,
593,498,172.30960000000002,1019904,685.0,1719,0.3349263668060303,13.813458442687988,0.0025767887,27.800848066806793,0.0003,0.2,0.029248046875,4970,-0.002686211105901748,-0.11375572556862608,,
,,,1020000,,,0.44763803482055664,8.849478721618652,0.0051309927,19.620994952321052,0.0003,0.2,0.02822265625,4980,-0.003310846388922073,-0.12716838181950152,829.6,152.94799999999998
592,499,175.34039999999996,1021952,694.2,1724,,,,,,,,,,,,
592,500,176.44109999999998,1024000,703.74,1728,0.23695677518844604,21.607166290283203,0.0037069719,31.920667433738707,0.0003,0.2,0.03251953125,4990,-0.004694161773659289,-0.09920367840677499,,
592,501,175.6884,1026048,710.85,1731,0.2205573320388794,6.990657806396484,0.004493722,17.32069822251797,0.0003,0.2,0.039208984375,5000,-0.0020894225279334934,-0.14333327626809478,,
592,502,177.61019999999996,1028096,712.45,1734,0.3339616060256958,12.188828468322754,0.0032623154,24.49340033531189,0.0003,0.2,0.043603515625,5010,-0.004086324098170735,-0.13709492086200042,,
,,,1030000,,,0.25994980335235596,14.411795616149902,0.0024257195,29.377371987700464,0.0003,0.2,0.0208984375,5020,-0.003089908063702751,-0.09769982614088804,716.2,224.206
592,503,179.64139999999995,1030144,719.12,1739,,,,,,,,,,,,
592,504,177.5869,1032192,687.48,1742,0.2822192907333374,9.995495796203613,0.005355034,22.200751408934593,0.0003,0.2,0.02919921875,5030,-0.0031588723126333208,-0.1136252045747824,,
592,505,177.21120000000002,1034240,678.31,1745,0.2366662621498108,7.283377170562744,0.0039819814,28.493989071249963,0.0003,0.2,0.03017578125,5040,-0.003064296508091502,-0.1171237557195127,,
592,506,180.5356,1036288,686.78,1748,0.37161004543304443,13.801643371582031,0.0045823627,27.725828763842582,0.0003,0.2,0.032421875,5050,-0.0024333459441550076,-0.09824299565516412,,
592,507,181.60709999999995,1038336,692.23,1751,0.3981286287307739,16.72118377685547,0.0032195975,24.659595668315887,0.0003,0.2,0.032275390625,5060,-0.0018877056121709757,-0.1208461320027709,,
,,,1040000,,,0.294087290763855,13.788779258728027,0.0030931956,30.400885248184203,0.0003,0.2,0.034912109375,5070,-0.001820292194315698,-0.13424630836816503,525.8,172.738
592,508,181.97729999999996,1040384,695.24,1755,,,,,,,,,,,,
592,509,183.31400000000002,1042432,700.39,1758,0.29279786348342896,12.182535171508789,0.005269345,28.420062637329103,0.0003,0.2,0.033935546875,5080,-0.00045887523738201707,-0.11102965069003404,,
592,510,168.41940000000002,1044480,659.07,1761,0.3029221296310425,11.025627136230469,0.009126053,17.314242912828924,0.0003,0.2,0.037353515625,5090,-0.0015592878626193851,-0.11174307294422761,,
593,511,171.3936,1046528,665.72,1764,0.14310532808303833,19.70470428466797,0.0038265497,49.5069116473198,0.0003,0.2,0.037548828125,5100,-0.004199166514445097,-0.13268201996106654,,
593,512,171.79420000000002,1048576,673.3,1767,0.318986177444458,11.14615535736084,0.0041002007,20.33405728638172,0.0003,0.2,0.033251953125,5110,-0.0015536169696133584,-0.10863509769551456,,
,,,1050000,,,0.1341264247894287,7.7432475090026855,0.015147677,11.639488115161658,0.0003,0.2,0.060400390625,5120,-0.0005785671892226674,-0.17435173329431564,936.2,159.488
592,513,169.8734,1050624,666.4,1773,,,,,,,,,,,,
592,514,166.80720000000002,1052672,658.94,1775,0.2607765793800354,10.891599655151367,0.0060043153,26.337041449546813,0.0003,0.2,0.035986328125,5130,-0.0018791928101563825,-0.14598004203289747,,
592,515,166.62400000000002,1054720,662.64,1779,0.23196542263031006,11.86828899383545,0.01582321,23.120542347431183,0.0003,0.2,0.058984375,5140,-0.0027355680897017008,-0.16093091953080146,,
592,516,167.2937,1056768,665.83,1782,0.23391473293304443,20.645450592041016,0.0030404937,27.441467025876044,0.0003,0.2,0.02587890625,5150,-0.0015317295910790563,-0.11910646233009174,,
593,517,167.3215,1058816,659.65,1785,0.2225441336631775,7.395993709564209,0.0064939735,22.165531435608862,0.0003,0.2,0.037939453125,5160,-0.0011010225614882074,-0.12312310438137501,,
,,,1060000,,,0.2865690588951111,9.742280960083008,0.0064195422,22.291253432631493,0.0003,0.2,0.042041015625,5170,-0.0016739217986469156,-0.12452732716919854,566.6,214.792
592,518,167.7288,1060864,663.46,1789,,,,,,,,,,,,
592,519,171.28479999999996,1062912,665.18,1792,0.30330967903137207,11.243175506591797,0.00306754,21.879573145508765,0.0003,0.2,0.0326171875,5180,-0.0022278226402704603,-0.10609351751627401,,
593,520,172.9806,1064960,666.95,1795,0.25239109992980957,4.467079162597656,0.005357473,22.91550442427397,0.0003,0.2,0.0341796875,5190,-0.0020991935511119665,-0.12900873373728244,,
593,521,167.8511,1067008,640.11,1798,0.1820966601371765,15.827943801879883,0.004154844,32.11770852208137,0.0003,0.2,0.02958984375,5200,-0.0014744591666385532,-0.12292559816269204,,
593,522,168.50300000000004,1069056,641.68,1801,0.27942562103271484,11.2719144821167,0.005415375,28.819529062509538,0.0003,0.2,0.03974609375,5210,-0.0014373562298715115,-0.1329993171384558,,
,,,1070000,,,0.2721853256225586,16.095367431640625,0.0066472813,31.48411038517952,0.0003,0.2,0.048486328125,5220,-0.0023256059430423193,-0.1225260041304864,1471.2,177.84000000000003
592,523,172.5208,1071104,651.06,1808,,,,,,,,,,,,
592,524,176.8754,1073152,660.8,1811,0.33012855052948,15.359535217285156,0.0037397952,24.632725241780282,0.0003,0.2,0.032958984375,5230,-0.0029183775710407644,-0.12084056760650128,,
592,525,178.33550000000002,1075200,660.43,1814,0.3538691997528076,19.4871883392334,0.005001509,26.703645333647728,0.0003,0.2,0.03671875,5240,-0.0027669199043884873,-0.10819632401689887,,
592,526,179.5009,1077248,639.17,1817,0.39301997423171997,6.348323345184326,0.006231277,27.23558149933815,0.0003,0.2,0.0494140625,5250,-0.0034076842945069074,-0.11959771206602454,,
592,527,176.54429999999996,1079296,618.15,1820,0.1853926181793213,18.973670959472656,0.0042780987,24.53653218150139,0.0003,0.2,0.035546875,5260,-0.003915763612894807,-0.12685373016865925,,
,,,1080000,,,0.25296521186828613,12.725149154663086,0.00364106,23.129054233431816,0.0003,0.2,0.038623046875,5270,-0.0018761466097203083,-0.11550913387909531,1057.0,206.266
591,528,179.82809999999995,1081344,634.68,1826,,,,,,,,,,,,
592,529,180.59309999999996,1083392,638.45,1829,0.28465449810028076,11.915246963500977,0.0035933102,23.916944646835326,0.0003,0.2,0.04052734375,5280,0.00040266666474053636,-0.14068991297390313,,
592,530,179.00780000000003,1085440,644.34,1832,0.3818483352661133,7.269528865814209,0.0053641824,15.458021176606417,0.0003,0.2,0.046142578125,5290,-0.002230349148157984,-0.14817381880711764,,
592,531,176.70620000000002,1087488,643.69,1835,0.34213852882385254,13.202077865600586,0.003075707,25.946117624640465,0.0003,0.2,0.0314453125,5300,-0.0015017430952866562,-0.11182612241245807,,
592,532,180.6744,1089536,655.64,1838,0.29717469215393066,7.034984588623047,0.00785753,20.964923648536207,0.0003,0.2,0.04365234375,5310,-0.002575319155585021,-0.12790551596553995,,
,,,1090000,,,0.30505460500717163,9.292967796325684,0.0023490055,28.37734194099903,0.0003,0.2,0.02333984375,5320,-0.002058642086922191,-0.1019281697459519,628.4,163.488
592,533,179.0877,1091584,642.65,1843,,,,,,,,,,,,
592,534,178.7184,1093632,641.44,1846,0.25507551431655884,14.58937931060791,0.0045149294,37.435221639275554,0.0003,0.2,0.04052734375,5330,-0.0036413623267435467,-0.10613718490349129,,
592,535,183.2829,1095680,647.9,1849,0.31819504499435425,6.184168338775635,0.0060790544,17.833133932948112,0.0003,0.2,0.0349609375,5340,-0.0008676115307025611,-0.09726391505682841,,
592,536,185.00339999999997,1097728,655.11,1852,0.4531906247138977,13.054576873779297,0.003408793,23.71372675895691,0.0003,0.2,0.033154296875,5350,-0.001238599937641993,-0.09985049647511915,,
592,537,186.6157,1099776,664.52,1855,0.2780107855796814,8.06637191772461,0.0042122547,15.318537326157093,0.0003,0.2,0.03818359375,5360,-0.0019194855150999502,-0.11523995612515137,,
,,,1100000,,,0.2991194725036621,7.687890529632568,0.009660913,25.596112486720084,0.0003,0.2,0.03876953125,5370,-0.0034374672424746676,-0.12240425271447748,626.4,176.698
592,538,185.80549999999997,1101824,677.67,1860,,,,,,,,,,,,
592,539,188.77739999999997,1103872,688.05,1863,0.308543860912323,19.95796012878418,0.00455948,20.872933399677276,0.0003,0.2,0.039306640625,5380,-0.0007156616688007489,-0.13673379975371064,,
592,540,186.1618,1105920,688.17,1866,0.18451082706451416,13.06323528289795,0.0070509217,22.318846848607063,0.0003,0.2,0.051806640625,5390,-0.0034844128065742554,-0.13715136100072414,,
592,541,181.4339,1107968,677.42,1869,0.2736671566963196,6.45340633392334,0.0032387525,27.00945063829422,0.0003,0.2,0.03359375,5400,-0.0023100445891031996,-0.11103406561305747,,
,,,1110000,,,0.24438464641571045,21.52150535583496,0.0026269858,31.75341425538063,0.0003,0.2,0.025537109375,5410,-0.0020404223119840025,-0.11328034743200988,697.0,187.224
592,542,180.97349999999997,1110016,673.61,1874,,,,,,,,,,,,
592,543,184.0586,1112064,682.28,1876,0.2453882098197937,8.628887176513672,0.0035583505,26.091670027375223,0.0003,0.2,0.027978515625,5420,-0.003951474107452668,-0.09786141897784546,,
592,544,190.57749999999996,1114112,694.49,1879,0.30837148427963257,13.19932746887207,0.0047344705,25.063444432616233,0.0003,0.2,0.028369140625,5430,-0.0028394607375958002,-0.09967423503985628,,
592,545,187.5952,1116160,676.54,1882,0.3051944375038147,21.938270568847656,0.0036785356,29.078824985027314,0.0003,0.2,0.02822265625,5440,-0.0013936370029114186,-0.10258923376677558,,
592,546,188.36600000000007,1118208,675.12,1885,0.3135145306587219,10.132655143737793,0.006671162,22.848814538121225,0.0003,0.2,0.048193359375,5450,-0.0023303132635192013,-0.1305036198347807,,
,,,1120000,,,0.3842562437057495,11.687267303466797,0.003990045,27.799682092666625,0.0003,0.2,0.03125,5460,-0.001142620446626097,-0.10882297359639778,659.8,173.602
592,547,188.03550000000004,1120256,680.24,1890,,,,,,,,,,,,
592,548,190.1979,1122304,674.0,1893,0.20981532335281372,6.953378677368164,0.0076037347,22.031146177649497,0.0003,0.2,0.04677734375,5470,-0.0022431422956287863,-0.1254221969516948,,
592,549,194.7579,1124352,687.83,1896,0.3903541564941406,17.027002334594727,0.0048249043,26.3472190618515,0.0003,0.2,0.03125,5480,-0.0021884992253035306,-0.10242621299112216,,
592,550,189.79160000000005,1126400,681.52,1899,0.3797112703323364,9.835395812988281,0.0020618285,26.020060485601427,0.0003,0.2,0.028564453125,5490,-0.002543990808771923,-0.10694806767860428,,
593,551,194.37810000000002,1128448,699.39,1902,0.3419843912124634,24.194616317749023,0.0055922363,28.25845956802368,0.0003,0.2,0.038916015625,5500,-0.0029789436870487408,-0.10246282613952644,,
,,,1130000,,,0.4921027421951294,7.1116623878479,0.0035094358,18.14413504600525,0.0003,0.2,0.03759765625,5510,-0.001672373342444189,-0.09834476537071168,2054.4,288.672
591,552,185.5467,1130496,675.92,1912,,,,,,,,,,,,
591,553,184.3064,1132544,670.34,1914,0.351670503616333,24.066879272460938,0.0023604357,35.52411090135574,0.0003,0.2,0.029248046875,5520,-0.0030705651312018744,-0.10051883363630623,,
591,554,189.1799,1134592,684.34,1918,0.27841299772262573,15.401046752929688,0.002595914,38.05007044970989,0.0003,0.2,0.0228515625,5530,-0.002158353569393512,-0.08664616571040824,,
591,555,189.44530000000003,1136640,681.03,1921,0.2934357523918152,8.981008529663086,0.005473705,24.50367017686367,0.0003,0.2,0.034765625,5540,-0.00044720881269313397,-0.09832499352050945,,
591,556,181.19580000000002,1138688,660.93,1924,0.2915915250778198,13.460314750671387,0.004502551,32.42487379610539,0.0003,0.2,0.027685546875,5550,-0.003958657740440685,-0.09508076505735516,,
,,,1140000,,,0.32106584310531616,30.084747314453125,0.0055813943,35.79681413173675,0.0003,0.2,0.03671875,5560,-0.0031268981721950693,-0.08692622818052768,942.0,333.73
591,557,179.6572,1140736,652.65,1930,,,,,,,,,,,,
591,558,181.33540000000002,1142784,656.18,1933,0.3894506096839905,18.406982421875,0.0025891187,32.67802235484123,0.0003,0.2,0.026513671875,5570,-0.001528984039032366,-0.07950504875043407,,
591,559,179.62830000000002,1144832,641.63,1936,0.526653528213501,8.16804027557373,0.0055539585,22.826477324962617,0.0003,0.2,0.03671875,5580,-0.0036782553972443564,-0.0929637928144075,,
591,560,179.17819999999995,1146880,622.48,1939,0.260583758354187,7.551822662353516,0.0046184696,35.73014380931854,0.0003,0.2,0.041943359375,5590,-0.003512967613642104,-0.09812158097047359,,
591,561,179.2009,1148928,624.12,1942,0.3875475525856018,7.507379531860352,0.0070509017,17.579967400431634,0.0003,0.2,0.039453125,5600,-0.0019650639704195784,-0.09598288886481895,,
,,,1150000,,,0.29691964387893677,17.835121154785156,0.005185922,23.23412541747093,0.0003,0.2,0.037109375,5610,-0.002781049406621605,-0.09780195624334738,539.0,227.138
591,562,180.9875,1150976,616.62,1946,,,,,,,,,,,,
591,563,184.19910000000004,1153024,620.95,1949,0.2675093412399292,22.611459732055664,0.0074368916,44.26740620732308,0.0003,0.2,0.03203125,5620,-0.002923459289013408,-0.08444796242984012,,
591,564,188.38549999999998,1155072,632.7,1952,0.39493000507354736,8.200594902038574,0.0023481837,29.144105699658393,0.0003,0.2,0.027099609375,5630,-0.0008833974046865478,-0.08380046908278019,,
591,565,185.6399,1157120,621.02,1955,0.3585623502731323,8.584492683410645,0.0063813645,23.939248214662076,0.0003,0.2,0.042822265625,5640,-0.0029752394941169767,-0.09440548948477953,,
591,566,179.1185,1159168,597.75,1958,0.275108277797699,23.117374420166016,0.0022007944,38.03250968456268,0.0003,0.2,0.026416015625,5650,-0.0025675049400888383,-0.08781698611564934,,
,,,1160000,,,0.284579336643219,14.718755722045898,0.002817613,22.588000616431238,0.0003,0.2,0.02880859375,5660,-0.002285251423018053,-0.09546597327571363,643.6,124.01999999999998
591,567,183.68080000000006,1161216,596.42,1963,,,,,,,,,,,,
591,568,183.72420000000005,1163264,588.07,1966,0.27320510149002075,5.925029754638672,0.0039298246,25.62193026393652,0.0003,0.2,0.038720703125,5670,-0.002287149209587369,-0.09658478790079243,,
591,569,186.4646,1165312,592.68,1969,0.24328631162643433,23.307373046875,0.004212413,33.56226634681225,0.0003,0.2,0.025048828125,5680,-0.002329339043353684,-0.08594549809931777,,
591,570,189.9754,1167360,599.53,1972,0.3475750684738159,8.010279655456543,0.0041704,26.578672847151758,0.0003,0.2,0.03330078125,5690,-0.0008574314939323813,-0.09721588771790265,,
591,571,188.88049999999998,1169408,597.03,1975,0.28471094369888306,8.95480728149414,0.01608916,31.35698141157627,0.0003,0.2,0.040380859375,5700,-0.007809610923868604,-0.10449056432116777,,
,,,1170000,,,0.29767876863479614,12.188206672668457,0.00590356,34.03805162608624,0.0003,0.2,0.03681640625,5710,-0.002734448661794886,-0.11120760411722586,1226.2,183.914
590,572,190.86050000000003,1171456,603.61,1982,,,,,,,,,,,,
591,573,194.7983,1173504,617.4,1985,0.35103708505630493,9.191374778747559,0.0057825027,21.375921666622162,0.0003,0.2,0.031982421875,5720,-0.0012420511164236813,-0.09170453287661076,,
591,574,199.32299999999998,1175552,631.04,1988,0.41371774673461914,9.373475074768066,0.003872037,23.128044295310975,0.0003,0.2,0.042236328125,5730,-0.004185823127045296,-0.1120375219732523,,
591,575,195.8019,1177600,626.72,1991,0.24700337648391724,26.532222747802734,0.004740335,33.475588858127594,0.0003,0.2,0.04228515625,5740,-0.0031715756907942706,-0.09950121496804058,,
591,576,195.39430000000002,1179648,612.64,1994,0.2894708514213562,11.883193969726562,0.0072876243,25.97563163936138,0.0003,0.2,0.038330078125,5750,-0.0030456010339548812,-0.12369652532506734,,
,,,1180000,,,0.2747061848640442,13.15611743927002,0.004508353,25.921909308433534,0.0003,0.2,0.04033203125,5760,-0.0013274392258608714,-0.09143257586983963,1039.4,257.46400000000006
590,577,196.96460000000008,1181696,611.65,2000,,,,,,,,,,,,
590,578,193.59359999999998,1183744,597.22,2003,0.420731782913208,13.237969398498535,0.004287539,20.752874866127968,0.0003,0.2,0.0396484375,5770,-0.0015652209069230594,-0.09600483631948009,,
591,579,194.8186,1185792,585.42,2006,0.2176608443260193,16.460708618164062,0.0030214218,46.34887146651745,0.0003,0.2,0.025146484375,5780,-0.0018797559692757203,-0.08854125677607953,,
591,580,195.00290000000004,1187840,579.5,2009,0.4319843053817749,9.9229097366333,0.0039945105,25.6312627106905,0.0003,0.2,0.04248046875,5790,-0.0014750919246580452,-0.10869900224497542,,
591,581,193.58899999999997,1189888,580.66,2012,0.2505863904953003,19.52008819580078,0.0019726192,39.542683178186415,0.0003,0.2,0.03408203125,5800,-0.002713866280100774,-0.09017539562773891,,
,,,1190000,,,0.32807594537734985,13.885811805725098,0.0065414254,24.089419850707053,0.0003,0.2,0.03837890625,5810,-0.002668609778629616,-0.10575513828080148,998.8,101.772
590,582,192.02349999999998,1191936,578.17,2018,,,,,,,,,,,,
590,583,186.1581,1193984,561.77,2021,0.4372785687446594,13.337911605834961,0.0047751702,28.83449796140194,0.0003,0.2,0.030859375,5820,-0.0027699207741534336,-0.09596564685925842,,
590,584,191.0959,1196032,572.64,2024,0.14197808504104614,23.746105194091797,0.0068420134,47.386587435007094,0.0003,0.2,0.02861328125,5830,-0.0040961067046737295,-0.09004999923054129,,
591,585,193.81880000000004,1198080,581.3,2027,0.3478996753692627,12.875676155090332,0.009538913,29.03010521531105,0.0003,0.2,0.04169921875,5840,-0.0018361482449108734,-0.09753031018772162,,
,,,1200000,,,0.2854602336883545,9.938036918640137,0.0072720842,32.76452051401138,0.0003,0.2,0.03369140625,5850,-0.0025891170924296604,-0.09036921769147739,1207.0,139.204
590,586,190.50920000000002,1200128,571.95,2033,,,,,,,,,,,,
590,587,190.87919999999997,1202176,577.19,2036,0.3488784432411194,7.528063774108887,0.0056425347,20.687275999784468,0.0003,0.2,0.03330078125,5860,-0.0021835125400684772,-0.08521210812032223,,
590,588,193.2325,1204224,582.58,2039,0.24417638778686523,13.199419021606445,0.0013107732,33.986547127366066,0.0003,0.2,0.023193359375,5870,-0.0015221200403175317,-0.06681961358408443,,
590,589,193.6304,1206272,582.73,2042,0.26553982496261597,7.153536796569824,0.006028761,18.72690360546112,0.0003,0.2,0.03544921875,5880,-0.0014078852560487575,-0.08015078285825439,,
590,590,192.21699999999998,1208320,576.93,2045,0.22489792108535767,16.324207305908203,0.003868469,30.8273607134819,0.0003,0.2,0.0236328125,5890,-0.0009766134069650434,-0.07677803953993134,,
,,,1210000,,,0.29675304889678955,14.249351501464844,0.0020406165,33.507573413848874,0.0003,0.2,0.0177734375,5900,-0.002115262711595278,-0.06163791081053205,580.2,91.904
590,591,188.00749999999996,1210368,567.4,2050,,,,,,,,,,,,
590,592,188.8258,1212416,569.94,2052,0.22127509117126465,11.92763614654541,0.003106095,30.55662881433964,0.0003,0.2,0.02578125,5910,-0.000656654525664635,-0.06329002739512361,,
590,593,189.30079999999998,1214464,576.48,2055,0.2909053564071655,12.672883033752441,0.0039044488,28.380392038822173,0.0003,0.2,0.032470703125,5920,-0.0031416069687111303,-0.08395584768150002,,
590,594,191.34620000000004,1216512,582.73,2058,0.20875275135040283,16.68337059020996,0.0040587354,31.771933603286744,0.0003,0.2,0.02373046875,5930,-0.0018480709157302044,-0.07956564974738285,,
591,595,186.55329999999998,1218560,567.31,2061,0.33376646041870117,11.24190902709961,0.00398888,23.12513371407986,0.0003,0.2,0.030859375,5940,-0.0016216296076891012,-0.08229266916168854,,
,,,1220000,,,0.3709847331047058,17.151268005371094,0.0035224336,28.62753445804119,0.0003,0.2,0.029541015625,5950,-0.001853656918683555,-0.08595152071211487,704.6,164.048
590,596,183.72980000000004,1220608,562.5,2066,,,,,,,,,,,,
590,597,181.7478,1222656,558.32,2069,0.08170843124389648,7.438950061798096,0.0036026721,33.354449862241744,0.0003,0.2,0.028125,5960,-0.0018752083444269374,-0.08707680617226288,,
590,598,186.59390000000002,1224704,570.05,2072,0.3248089551925659,9.245229721069336,0.0065816515,22.171476152539253,0.0003,0.2,0.040185546875,5970,-0.0024606288847280667,-0.08638883224921301,,
591,599,186.42079999999999,1226752,567.64,2075,0.42361122369766235,12.608500480651855,0.004521228,24.344581666588784,0.0003,0.2,0.0314453125,5980,-0.0010319797656848095,-0.0758371070609428,,
591,600,186.26959999999997,1228800,578.76,2078,0.30138319730758667,23.414714813232422,0.0031315591,34.369430360198024,0.0003,0.2,0.023974609375,5990,-0.0022139664477435874,-0.07740571043104864,,
,,,1230000,,,0.40727782249450684,3.3262646198272705,0.0019458598,16.058134622871876,0.0003,0.2,0.025732421875,6000,-0.000996026697976049,-0.07727268954040482,1024.2,215.73999999999995
590,601,183.415,1230848,566.15,2084,,,,,,,,,,,,
590,602,181.87129999999996,1232896,558.09,2087,0.21153861284255981,28.585895538330078,0.0042047263,35.93017044961452,0.0003,0.2,0.038134765625,6010,-0.0031343940616352485,-0.08628041172050871,,
590,603,184.3268,1234944,560.66,2090,0.256946861743927,10.915600776672363,0.0044421386,29.742203584313394,0.0003,0.2,0.025,6020,-0.0014651014731498434,-0.07670654124231077,,
590,604,184.15509999999998,1236992,563.52,2093,0.24662333726882935,11.008420944213867,0.0054151295,29.206686252355574,0.0003,0.2,0.029052734375,6030,-0.0005007573054172099,-0.08332594478852115,,
590,605,178.5823,1239040,552.69,2096,0.3373264670372009,10.756702423095703,0.003944777,32.63589020073414,0.0003,0.2,0.02548828125,6040,-0.0022256270298385062,-0.07978954978170805,,
,,,1240000,,,0.35746026039123535,7.869075298309326,0.0036759325,27.244084438681604,0.0003,0.2,0.03203125,6050,-0.0017664567130850628,-0.06938315495208372,557.8,145.118
590,606,183.1018,1241088,567.85,2101,,,,,,,,,,,,
590,607,178.3242,1243136,557.58,2104,0.291648268699646,12.163533210754395,0.0048246803,32.42663811445236,0.0003,0.2,0.0328125,6060,-0.003448623484291602,-0.0720612303703092,,
590,608,184.25349999999997,1245184,574.09,2107,0.3469480872154236,28.375852584838867,0.008717339,30.511034521460534,0.0003,0.2,0.041943359375,6070,-0.0036679015582194554,-0.0855340915848501,,
591,609,184.2498,1247232,569.36,2110,0.4592550992965698,7.318258285522461,0.004183867,17.3118898332119,0.0003,0.2,0.03291015625,6080,-0.0030278153368271886,-0.08337033236166462,,
591,610,183.40979999999996,1249280,565.68,2113,0.23928403854370117,15.579258918762207,0.00254928,37.66069698929787,0.0003,0.2,0.023779296875,6090,-0.002225287930923514,-0.08964557959698141,,
,,,1250000,,,0.34127557277679443,8.825933456420898,0.0031769788,33.533007946610454,0.0003,0.2,0.033447265625,6100,-0.0029590743884909897,-0.08587836540536956,1127.4,153.87399999999997
590,611,187.72369999999998,1251328,577.38,2119,,,,,,,,,,,,
590,612,179.5237,1253376,556.43,2123,0.3065028190612793,20.759794235229492,0.0048489785,29.951575416326524,0.0003,0.2,0.030078125,6110,-0.0020178334263619034,-0.08562452085316181,,
590,613,174.3692,1255424,541.11,2126,0.3101236820220947,19.778610229492188,0.004652916,40.913545441627505,0.0003,0.2,0.038427734375,6120,-0.002831284166313708,-0.09679170929593965,,
590,614,173.38649999999996,1257472,543.99,2129,0.3557833433151245,20.68014907836914,0.0026540998,40.79001826047897,0.0003,0.2,0.03115234375,6130,-0.0006259939560550265,-0.0882054123270791,,
590,615,170.9993,1259520,538.89,2132,0.4732910394668579,10.900400161743164,0.004777996,28.346306294202805,0.0003,0.2,0.043994140625,6140,-0.0004949868540279567,-0.11092407361138612,,
,,,1260000,,,0.28029865026474,10.221738815307617,0.003797119,34.6204803109169,0.0003,0.2,0.03369140625,6150,-0.0015132916014408693,-0.08791076012421399,876.4,88.72200000000001
590,616,170.3343,1261568,539.93,2137,,,,,,,,,,,,
590,617,167.84779999999998,1263616,535.44,2140,0.40482097864151,8.064921379089355,0.009873088,19.9344230979681,0.0003,0.2,0.0376953125,6160,-0.0011503808127599768,-0.08574737348826603,,
590,618,160.7215,1265664,515.52,2143,0.34552115201950073,12.99283504486084,0.0034006557,33.83071767985821,0.0003,0.2,0.0318359375,6170,-0.0013057012154604308,-0.07091001407243311,,
590,619,161.41729999999998,1267712,520.61,2146,0.200999915599823,33.552730560302734,0.004688221,41.93779783844948,0.0003,0.2,0.02626953125,6180,-0.0023566910516819918,-0.06452320907847024,,
590,620,157.7414,1269760,514.96,2149,0.41362422704696655,6.067361354827881,0.0017292231,21.354262240231037,0.0003,0.2,0.024755859375,6190,-0.0010428379639051855,-0.08241992349503562,,
,,,1270000,,,0.45323437452316284,12.462566375732422,0.03875823,30.493268379569052,0.0003,0.2,0.050439453125,6200,-0.00391356129111955,-0.0898811396502424,1648.8,105.41799999999998
589,621,158.51230000000004,1271808,515.05,2157,,,,,,,,,,,,
589,622,158.2735,1273856,516.92,2160,0.426800012588501,20.92633819580078,0.0065771258,30.402951776981354,0.0003,0.2,0.03837890625,6210,-0.00331295742362272,-0.0996845189249143,,
589,623,161.9541,1275904,526.2,2162,0.380729079246521,14.050829887390137,0.0040818136,37.067076799273494,0.0003,0.2,0.0349609375,6220,-0.0030069309112150224,-0.08676873325603082,,
590,624,162.111,1277952,524.82,2165,0.31741857528686523,13.201303482055664,0.005620574,29.392356765270232,0.0003,0.2,0.044970703125,6230,-0.00198972441139631,-0.11136117050191388,,
,,,1280000,,,0.16844797134399414,8.640424728393555,0.0021444894,37.37973636090756,0.0003,0.2,0.0259765625,6240,-0.0007900445110863074,-0.0910711639910005,1026.2,82.64
589,625,164.03099999999998,1280000,527.2,2171,,,,,,,,,,,,
