rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/value_loss,train/loss,eval/mean_reward,eval/mean_ep_length
24.5,191,502.06,144,294912,1539,-0.017311713009257802,0.020690057,0.0003,0.2,0.194677734375,-1.1128393663093448,0.23746007680892944,1430,1.676546116778627,0.17848727107048035,,
25.4,191,511.01,145,296960,1548,-0.018763941430370322,0.019931003,0.0003,0.2,0.17431640625,-1.1101118179038167,0.2554324269294739,1440,1.6957835083827377,0.1246340200304985,,
26.3,191,520.02,146,299008,1558,-0.018367230641888454,0.01751827,0.0003,0.2,0.167236328125,-1.1481071658432485,0.4894205331802368,1450,1.6422089152503758,0.1256861537694931,,
,,,,300000,,-0.02013517429877538,0.018794214,0.0003,0.2,0.16337890625,-1.0590233519673347,0.48144108057022095,1460,1.5719305141828954,0.05648113042116165,26.0,648.4
25.9,190,513.11,147,301056,1579,,,,,,,,,,,,
25.8,190,514.59,148,303104,1590,-0.017964718211442233,0.019313114,0.0003,0.2,0.1638671875,-1.0634611221030354,0.3852077126502991,1470,1.4339096815790981,0.34401828050613403,,
26.5,190,522.55,149,305152,1599,-0.018550469330511986,0.020737842,0.0003,0.2,0.181298828125,-1.0650867706164717,0.46921026706695557,1480,1.3139193707844243,0.08165664970874786,,
27.0,191,530.0,150,307200,1608,-0.02114313904312439,0.027226018,0.0003,0.2,0.196875,-1.1594865929335356,0.33954018354415894,1490,1.7701724775135517,0.2095823884010315,,
25.8,191,513.47,151,309248,1616,-0.018727919459342955,0.02231875,0.0003,0.2,0.175048828125,-1.015417738445103,0.12987256050109863,1500,2.326645925221965,0.4973844587802887,,
,,,,310000,,-0.0187462977526593,0.01961048,0.0003,0.2,0.18935546875,-1.0910022167488933,0.09594643115997314,1510,1.941782132256776,0.07950293272733688,14.0,475.2
26.5,190,517.52,152,311296,1634,,,,,,,,,,,,
22.9,190,486.13,153,313344,1645,-0.020782108398270792,0.018422097,0.0003,0.2,0.165869140625,-1.103206656500697,0.2318708896636963,1520,1.7281046721618623,0.08180677890777588,,
22.8,190,485.21,154,315392,1653,-0.020294780560652724,0.025888871,0.0003,0.2,0.189404296875,-1.079322107322514,-0.12663793563842773,1530,1.4084557282272727,0.04144856333732605,,
21.9,190,473.72,155,317440,1662,-0.022463991399854423,0.021173298,0.0003,0.2,0.1841796875,-1.1898342467844487,0.2798640727996826,1540,1.6006740693934263,0.1231732964515686,,
22.1,191,475.27,156,319488,1671,-0.017950794997159392,0.017458484,0.0003,0.2,0.167529296875,-1.0852702917531132,0.36653614044189453,1550,1.4844220916274935,0.07295911014080048,,
,,,,320000,,-0.02052344620169606,0.019720364,0.0003,0.2,0.1681640625,-1.1287144795060158,0.41244781017303467,1560,1.6950150350341573,0.17060057818889618,-2.0,281.6
20.8,190,471.72,157,321536,1685,,,,,,,,,,,,
19.1,190,455.72,158,323584,1695,-0.02589371927024331,0.03514745,0.0003,0.2,0.20830078125,-1.1583572782576084,0.027626872062683105,1570,1.2340862593613564,0.06936407089233398,,
19.6,191,456.67,159,325632,1703,-0.02183217346901074,0.023355775,0.0003,0.2,0.197265625,-1.165898582339287,-0.25041747093200684,1580,1.916387019166723,0.49482330679893494,,
20.2,191,460.55,160,327680,1711,-0.01901316115690861,0.019048173,0.0003,0.2,0.1748046875,-1.0630728418007493,0.3151426911354065,1590,1.5684033438097686,0.15119490027427673,,
20.8,191,465.17,161,329728,1721,-0.01942409680923447,0.019802669,0.0003,0.2,0.16005859375,-1.1176582423970103,-0.25761842727661133,1600,2.201430466771126,0.14719092845916748,,
,,,,330000,,-0.0223504543711897,0.019179188,0.0003,0.2,0.190087890625,-1.1798256557434796,0.023061931133270264,1610,1.604593681311235,0.1875379979610443,28.0,567.8
20.8,190,466.68,162,331776,1740,,,,,,,,,,,,
20.3,190,467.13,163,333824,1750,-0.01982441037616809,0.02073145,0.0003,0.2,0.1833984375,-1.0399752711877226,0.056038498878479004,1620,1.9361357136163861,0.19864585995674133,,
21.6,190,475.34,164,335872,1760,-0.01777884417970199,0.020493915,0.0003,0.2,0.16796875,-1.1197816386818886,0.2997891306877136,1630,1.9040828539524228,0.07363676279783249,,
21.5,190,469.82,165,337920,1769,-0.02580532687716186,0.020161781,0.0003,0.2,0.19189453125,-1.0811172200366854,0.2243686318397522,1640,2.3095566793344915,0.2450457662343979,,
21.3,191,471.89,166,339968,1778,-0.025841623084852473,0.02203908,0.0003,0.2,0.20009765625,-1.106251279450953,0.4167022705078125,1650,1.4572180460207165,0.0464266762137413,,
,,,,340000,,-0.022578492856700903,0.022924367,0.0003,0.2,0.18134765625,-1.0869375044479965,-0.10105705261230469,1660,1.6784305858891457,0.10409975796937943,34.0,581.2
19.6,190,460.91,167,342016,1797,,,,,,,,,,,,
20.5,190,470.94,168,344064,1806,-0.01939463776652701,0.022652056,0.0003,0.2,0.2056640625,-1.1977241292595864,0.3608267903327942,1670,1.0088894818909466,0.03026554360985756,,
19.9,190,467.44,169,346112,1815,-0.020713988409261218,0.021229606,0.0003,0.2,0.1916015625,-1.0616630788892507,0.1965341567993164,1680,1.924558439059183,0.18179123103618622,,
19.9,190,465.58,170,348160,1825,-0.027205633840640075,0.024717182,0.0003,0.2,0.208935546875,-1.15652493853122,0.2138904333114624,1690,2.0177999632433057,0.1767292320728302,,
,,,,350000,,-0.018268665292998774,0.020731404,0.0003,0.2,0.172119140625,-1.1251569142565132,0.26231086254119873,1700,1.5479246667586266,0.07481580227613449,18.0,424.8
20.5,190,464.92,171,350208,1841,,,,,,,,,,,,
20.4,190,465.71,172,352256,1850,-0.016346640700066927,0.020815182,0.0003,0.2,0.1900390625,-1.084525529295206,0.4681771993637085,1710,1.3578663350082933,0.10154707729816437,,
21.1,190,466.99,173,354304,1859,-0.016651061835000293,0.017555695,0.0003,0.2,0.176123046875,-1.1329663967713715,0.29641830921173096,1720,1.9319726233836263,0.11215801537036896,,
23.2,190,484.25,174,356352,1869,-0.0237502255855361,0.020979073,0.0003,0.2,0.16962890625,-1.1082024559378625,0.5302941799163818,1730,2.119200956216082,0.1274103820323944,,
24.2,190,493.68,175,358400,1877,-0.024333796257269568,0.022012401,0.0003,0.2,0.1822265625,-1.1723684702068566,0.2012650966644287,1740,1.7447725768666715,0.10880138725042343,,
,,,,360000,,-0.02341023926710477,0.020907458,0.0003,0.2,0.183251953125,-1.1518042881041766,0.4675824046134949,1750,1.6420972364954651,0.05898740142583847,-6.0,219.2
24.6,190,499.23,176,360448,1889,,,,,,,,,,,,
25.1,190,496.68,177,362496,1898,-0.02095832904742565,0.020760726,0.0003,0.2,0.176025390625,-1.1807293359190225,0.5545998811721802,1760,1.5153393409214915,0.1293092668056488,,
24.7,191,495.6,178,364544,1906,-0.023535985319176687,0.02110918,0.0003,0.2,0.1703125,-1.1605465024709702,0.18170017004013062,1770,2.5334582285489886,0.5085524916648865,,
24.8,191,499.28,179,366592,1915,-0.019628757296595724,0.0187811,0.0003,0.2,0.147802734375,-1.1688457287847995,0.23157912492752075,1780,2.5768911729566755,0.30205485224723816,,
24.1,191,492.16,180,368640,1923,-0.014690518463612533,0.0195994,0.0003,0.2,0.151220703125,-1.097186642512679,0.022603273391723633,1790,2.5382796505931764,0.23407936096191406,,
,,,,370000,,-0.02114934373530559,0.019412337,0.0003,0.2,0.19091796875,-1.0843878289684654,0.32563191652297974,1800,1.622611229494214,0.04657845199108124,16.0,472.4
25.5,191,505.16,181,370688,1940,,,,,,,,,,,,
27.1,191,518.93,182,372736,1949,-0.0234607311693253,0.025908412,0.0003,0.2,0.20126953125,-1.1097105510532856,0.5083314776420593,1810,0.974273812561296,0.03539085388183594,,
26.4,191,506.32,183,374784,1958,-0.021692566851561422,0.021363929,0.0003,0.2,0.166455078125,-1.0851733030751347,0.20963150262832642,1820,2.4813937278464437,0.03951010853052139,,
25.5,191,501.74,184,376832,1967,-0.019627403331105596,0.01789531,0.0003,0.2,0.169580078125,-1.1611280504614114,-0.059735894203186035,1830,2.385719256848097,0.17255602777004242,,
25.3,191,500.23,185,378880,1977,-0.02123870195064228,0.020851983,0.0003,0.2,0.1607421875,-1.103929373435676,0.38814711570739746,1840,1.6618521361146121,0.1461048573255539,,
,,,,380000,,-0.02218777707021218,0.020696655,0.0003,0.2,0.188232421875,-1.1644146490842104,0.3637739419937134,1850,1.9603772038128227,0.11615858972072601,42.0,662.2
26.0,190,506.91,186,380928,1998,,,,,,,,,,,,
26.5,190,510.18,187,382976,2008,-0.018111151017365046,0.016162064,0.0003,0.2,0.138916015625,-1.0650695277377964,0.2015969157218933,1860,2.297388335503638,0.40876179933547974,,
27.8,190,520.58,188,385024,2018,-0.023593715333845466,0.016184794,0.0003,0.2,0.157470703125,-1.0216357892379164,0.1363411545753479,1870,1.7957553065847605,0.10547243058681488,,
24.7,190,500.74,189,387072,2027,-0.02066414473374607,0.0265196,0.0003,0.2,0.214306640625,-1.0746292652562262,0.4371851086616516,1880,0.9521011507837102,-0.0014050006866455078,,
25.4,190,508.52,190,389120,2037,-0.02647106318618171,0.024242695,0.0003,0.2,0.213525390625,-1.112401265464723,0.1349583864212036,1890,1.5126637660199775,0.068587526679039,,
,,,,390000,,-0.02425100774562452,0.01798892,0.0003,0.2,0.15986328125,-1.1093756072223186,0.23686033487319946,1900,1.3997443809174002,0.05550040304660797,26.0,521.0
26.6,190,516.94,191,391168,2055,,,,,,,,,,,,
27.1,190,518.29,192,393216,2064,-0.02531630441080779,0.019540455,0.0003,0.2,0.189208984375,-1.1184060372412206,0.4389945864677429,1910,1.3282936453819274,0.04954290762543678,,
29.0,190,530.29,193,395264,2074,-0.027518914126994788,0.019245554,0.0003,0.2,0.18515625,-1.1608344867825509,0.06472688913345337,1920,1.6702831690199673,0.27966901659965515,,
29.0,190,525.74,194,397312,2084,-0.018799992682761512,0.018101485,0.0003,0.2,0.180322265625,-1.0460634937509894,0.31914186477661133,1930,1.387247695797123,0.12483678758144379,,
30.1,190,527.63,195,399360,2094,-0.022378873045090585,0.02138989,0.0003,0.2,0.18125,-1.0593858022242784,0.24095553159713745,1940,1.4697914727497845,0.14580154418945312,,
,,,,400000,,-0.023260397811827715,0.019115781,0.0003,0.2,0.169482421875,-1.06685492079705,0.3878943920135498,1950,2.0639620354399084,0.25320613384246826,30.0,591.6
29.8,189,525.12,196,401408,2113,,,,,,,,,,,,
29.6,190,524.86,197,403456,2123,-0.02252596019243356,0.019929972,0.0003,0.2,0.180224609375,-1.1647780746221543,0.35095638036727905,1960,1.7489331037271767,0.071259044110775,,
31.1,190,532.95,198,405504,2133,-0.0229382993420586,0.022604942,0.0003,0.2,0.1787109375,-1.0504322748631238,0.1392589807510376,1970,1.9859112306963653,0.05584712326526642,,
30.7,190,534.05,199,407552,2143,-0.02318610933434684,0.025011193,0.0003,0.2,0.190234375,-1.1087848607450723,0.37545448541641235,1980,1.5702054055407644,0.21546262502670288,,
29.6,190,529.59,200,409600,2152,-0.019673648732714356,0.018404609,0.0003,0.2,0.18251953125,-1.1711675707250833,0.4065091013908386,1990,2.028853342914954,0.12523959577083588,,
,,,,410000,,-0.01903360840806272,0.023783412,0.0003,0.2,0.20986328125,-1.1515131309628486,0.4488886594772339,2000,1.254898949060589,0.08033616840839386,24.0,498.6
30.9,189,543.36,201,411648,2172,,,,,,,,,,,,
30.1,189,539.9,202,413696,2181,-0.022673049749573692,0.024138728,0.0003,0.2,0.2275390625,-1.1689796976745128,0.5227538347244263,2010,1.1316190843237564,0.15749290585517883,,
31.4,189,547.73,203,415744,2189,-0.017828279282548466,0.015092048,0.0003,0.2,0.14970703125,-1.1145041750743985,0.3276098966598511,2020,1.9433562913443894,0.09413379430770874,,
31.2,189,547.83,204,417792,2198,-0.022709595048218033,0.024340158,0.0003,0.2,0.192919921875,-1.0802048718556763,0.506963312625885,2030,1.7333610535366462,0.03871408849954605,,
31.8,190,552.52,205,419840,2209,-0.020279163282248193,0.015092591,0.0003,0.2,0.13203125,-1.0430920336395502,-0.08524763584136963,2040,2.7631536161061376,0.20195850729942322,,
,,,,420000,,-0.022858392959460617,0.022264503,0.0003,0.2,0.190087890625,-1.1642903231084347,0.4995402693748474,2050,1.4068711161613465,0.14799188077449799,38.0,640.6
31.5,189,551.09,206,421888,2229,,,,,,,,,,,,
32.9,189,557.74,207,423936,2238,-0.020504710476961917,0.019226568,0.0003,0.2,0.167333984375,-1.1348438082262873,-0.07753276824951172,2060,2.250407624011859,0.13273568451404572,,
33.0,189,562.82,208,425984,2247,-0.020124324012431315,0.015979975,0.0003,0.2,0.168701171875,-1.1130198685452342,0.300537109375,2070,2.363600865285844,0.05509382486343384,,
32.8,189,561.31,209,428032,2256,-0.025375221730791965,0.025788033,0.0003,0.2,0.183154296875,-1.1638820702210069,0.5295606851577759,2080,1.3054489289876074,0.07028669118881226,,
,,,,430000,,-0.022007338708499448,0.021142393,0.0003,0.2,0.182373046875,-1.0861387694254518,0.14335954189300537,2090,2.2439107190351932,0.026852089911699295,18.0,423.4
33.0,189,566.49,210,430080,2273,,,,,,,,,,,,
33.9,189,572.42,211,432128,2281,-0.0250489682686748,0.02012093,0.0003,0.2,0.189208984375,-1.0032102033495902,0.3541967272758484,2100,1.1629155457485467,0.07151004672050476,,
34.0,189,571.87,212,434176,2290,-0.023566831086645833,0.017231535,0.0003,0.2,0.169189453125,-1.082927599735558,0.3597332239151001,2110,1.8894416879862548,0.32492223381996155,,
34.4,189,575.51,213,436224,2299,-0.02136090274725575,0.01963595,0.0003,0.2,0.1990234375,-1.1744312692433596,0.5975059270858765,2120,1.1079617192968727,0.040465738624334335,,
35.2,189,579.08,214,438272,2307,-0.0195140518801054,0.017117713,0.0003,0.2,0.152783203125,-1.0602584201842546,0.15495246648788452,2130,1.3949368697591127,0.0674728974699974,,
,,,,440000,,-0.023270465387031435,0.015620323,0.0003,0.2,0.15390625,-1.0280643017962574,0.5300718545913696,2140,2.06239009979181,0.0788562074303627,26.0,494.0
36.2,189,583.35,215,440320,2324,,,,,,,,,,,,
37.7,189,592.05,216,442368,2334,-0.021342827106127515,0.018534742,0.0003,0.2,0.1685546875,-1.1932140313088895,0.5878400802612305,2150,1.9290045163128524,0.2655884921550751,,
36.3,189,580.55,217,444416,2342,-0.023931099943001754,0.022678938,0.0003,0.2,0.202880859375,-1.0898615824058653,0.4627055525779724,2160,1.352821633964777,0.08003683388233185,,
36.4,189,573.57,218,446464,2351,-0.025157840168685653,0.022053346,0.0003,0.2,0.17890625,-1.0710529927164316,0.400299072265625,2170,1.6097220946568995,0.2518197298049927,,
35.1,190,565.12,219,448512,2360,-0.01754022544773761,0.0115381265,0.0003,0.2,0.135400390625,-0.9710159143432975,0.5140557289123535,2180,3.0011670220643283,0.07140061259269714,,
,,,,450000,,-0.02593113087059464,0.021465084,0.0003,0.2,0.197314453125,-1.0762448772788047,0.45207881927490234,2190,1.345536233508028,0.029574740678071976,22.0,415.0
35.7,189,568.08,220,450560,2376,,,,,,,,,,,,
33.3,189,551.7,221,452608,2386,-0.019552583055337892,0.020648487,0.0003,0.2,0.169580078125,-0.9929068211466074,0.4402952790260315,2200,1.7695843233726918,0.046809639781713486,,
32.8,189,554.24,222,454656,2395,-0.020105467792018317,0.022266075,0.0003,0.2,0.1677734375,-0.9814639881253242,0.16322726011276245,2210,1.7939000035636128,0.10052689164876938,,
33.1,189,557.42,223,456704,2404,-0.020863029651809483,0.016873892,0.0003,0.2,0.146630859375,-1.0516323769465088,0.2302001714706421,2220,2.309536592988297,0.16320094466209412,,
31.3,190,542.29,224,458752,2413,-0.024194987167720682,0.020730693,0.0003,0.2,0.165234375,-1.0112579273059965,0.35114961862564087,2230,1.9464982959907502,0.2277761846780777,,
,,,,460000,,-0.028844379654037765,0.023059277,0.0003,0.2,0.208349609375,-1.1330498849973083,0.49066227674484253,2240,1.4296580955618992,0.11113061010837555,32.0,490.8
31.3,189,544.38,225,460800,2431,,,,,,,,,,,,
32.0,189,549.81,226,462848,2440,-0.016404757380951197,0.020711634,0.0003,0.2,0.19638671875,-1.01270121447742,0.673812747001648,2250,0.8118891921592877,0.18661156296730042,,
30.6,189,525.37,227,464896,2449,-0.025130525798886083,0.019963592,0.0003,0.2,0.17421875,-0.976811145991087,0.38369011878967285,2260,2.1630722715053707,0.22306855022907257,,
28.9,189,510.4,228,466944,2457,-0.023466610646573828,0.019966897,0.0003,0.2,0.17919921875,-1.080286850221455,0.37023675441741943,2270,1.6699016928207129,0.0828055590391159,,
28.7,190,510.65,229,468992,2466,-0.02475924057944212,0.019405883,0.0003,0.2,0.169921875,-1.0099437730386853,0.11371791362762451,2280,2.4021897005848585,0.3665315806865692,,
,,,,470000,,-0.021327357756672428,0.01975273,0.0003,0.2,0.184912109375,-1.0947950638830661,0.32862281799316406,2290,1.2415814444888382,0.012955285608768463,56.0,693.8
27.8,189,507.63,230,471040,2487,,,,,,,,,,,,
28.1,189,514.22,231,473088,2497,-0.020692427229369058,0.018305328,0.0003,0.2,0.17744140625,-0.9990515179932118,0.444602906703949,2300,1.38761388824787,0.20686538517475128,,
29.5,189,527.73,232,475136,2508,-0.02277872815611772,0.02180445,0.0003,0.2,0.193896484375,-0.9937072943896055,0.521242082118988,2310,0.8198829626664519,0.035799913108348846,,
29.2,189,530.71,233,477184,2516,-0.023256953308009542,0.02387733,0.0003,0.2,0.201025390625,-0.987631949596107,0.5433324575424194,2320,0.8199242746690288,0.008320890367031097,,
27.0,189,506.3,234,479232,2526,-0.01901841634098673,0.017704519,0.0003,0.2,0.139306640625,-1.0479868452996015,0.38289332389831543,2330,1.5857117594918235,0.07322017848491669,,
,,,,480000,,-0.02044173653703183,0.019875001,0.0003,0.2,0.159375,-1.029097162000835,0.11767572164535522,2340,1.831484193378128,0.0948072150349617,52.0,749.2
27.9,188,510.26,235,481280,2549,,,,,,,,,,,,
28.6,188,518.83,236,483328,2558,-0.01902271642757114,0.015642269,0.0003,0.2,0.15322265625,-1.064758918248117,0.0004367232322692871,2350,1.9741530751809477,0.046660736203193665,,
29.5,188,530.49,237,485376,2569,-0.01980986616181326,0.018599119,0.0003,0.2,0.16201171875,-1.0197265353053808,0.11090642213821411,2360,1.5531714075710625,0.05594121292233467,,
29.8,189,533.28,238,487424,2578,-0.020391239968012086,0.019492071,0.0003,0.2,0.191259765625,-0.9313321623951196,0.4911741018295288,2370,0.994932924117893,0.030196428298950195,,
27.5,189,512.8,239,489472,2588,-0.023259564876207152,0.021370403,0.0003,0.2,0.172314453125,-1.0157725526019932,0.2944796681404114,2380,1.9725862110499293,0.20571443438529968,,
,,,,490000,,-0.019993183006590698,0.017220065,0.0003,0.2,0.156005859375,-0.9775389958173036,0.4276226758956909,2390,1.6985357264988123,0.13756464421749115,38.0,588.0
29.0,188,524.76,240,491520,2608,,,,,,,,,,,,
27.5,188,515.6,241,493568,2616,-0.025627198193978983,0.024887145,0.0003,0.2,0.19443359375,-1.0327025024220347,0.4747265577316284,2400,1.5557805069722235,0.06867527216672897,,
27.6,188,515.27,242,495616,2625,-0.025154484913218766,0.020140395,0.0003,0.2,0.1634765625,-1.0139631047844886,0.29155945777893066,2410,2.4577414904022588,0.46557334065437317,,
27.1,188,512.87,243,497664,2634,-0.028092305111931636,0.020664271,0.0003,0.2,0.19853515625,-1.1040965512394905,0.3324815630912781,2420,1.4539661866379903,0.07983390986919403,,
27.7,188,517.34,244,499712,2644,-0.02301596581673948,0.023997884,0.0003,0.2,0.185205078125,-1.0102641588076948,0.4903876781463623,2430,1.4689335195347666,0.12633812427520752,,
,,,,500000,,-0.02041644487035228,0.020124879,0.0003,0.2,0.172412109375,-1.0060993963852525,0.3228764533996582,2440,1.714539713249542,0.06406717002391815,16.0,460.4
26.3,188,508.28,245,501760,2660,,,,,,,,,,,,
25.2,188,497.83,246,503808,2670,-0.025354258631705307,0.018576708,0.0003,0.2,0.16435546875,-1.0771139450371265,0.2758564352989197,2450,1.8891096114646644,0.09707838296890259,,
24.6,188,489.66,247,505856,2679,-0.021444267046172173,0.021412611,0.0003,0.2,0.1794921875,-0.9721436392515898,0.32686513662338257,2460,1.9569689348340034,0.08731815218925476,,
25.0,188,493.79,248,507904,2688,-0.019556218033540063,0.017354572,0.0003,0.2,0.16220703125,-1.0217198615893721,-0.006235361099243164,2470,1.7862620340660214,0.0625525712966919,,
25.0,189,486.56,249,509952,2697,-0.020858923878404313,0.016308017,0.0003,0.2,0.153466796875,-1.0058494409546257,0.03098011016845703,2480,2.2771444394253195,0.3198991119861603,,
,,,,510000,,-0.026290546770906077,0.020065926,0.0003,0.2,0.1607421875,-1.0261047704145312,0.4572676420211792,2490,2.05977975174319,0.04516726732254028,60.0,785.0
25.4,187,490.9,250,512000,2723,,,,,,,,,,,,
26.7,188,504.56,251,514048,2733,-0.02995061251858715,0.024052786,0.0003,0.2,0.208251953125,-1.0619993947446347,0.3796197772026062,2500,1.348972697253339,0.07333556562662125,,
27.1,188,508.19,252,516096,2742,-0.022031707514543086,0.02348404,0.0003,0.2,0.19365234375,-1.0643126821145414,0.4432677626609802,2510,1.3200286981882527,0.15754330158233643,,
27.6,188,516.77,253,518144,2753,-0.022578460819204338,0.017908076,0.0003,0.2,0.1720703125,-1.0732217943295836,0.3660242557525635,2520,2.377723863022402,0.17439886927604675,,
,,,,520000,,-0.021568165547796524,0.017226962,0.0003,0.2,0.1599609375,-1.0500048177316785,0.38395416736602783,2530,1.7480117594823241,0.06419017910957336,48.0,788.6
28.8,187,525.77,254,520192,2778,,,,,,,,,,,,
28.8,187,521.17,255,522240,2787,-0.024163869555923156,0.02172842,0.0003,0.2,0.173583984375,-1.0466788413003087,0.40591931343078613,2540,1.5068948813015595,0.08111585676670074,,
30.6,187,532.29,256,524288,2797,-0.025279866353957913,0.020149607,0.0003,0.2,0.161181640625,-1.0082797849550844,0.4491003751754761,2550,1.8528265236411243,0.12688717246055603,,
31.1,187,536.66,257,526336,2806,-0.026017445410252547,0.021175515,0.0003,0.2,0.180615234375,-1.0516233302652835,0.5617658495903015,2560,1.410480281105265,0.03913836553692818,,
30.1,187,524.46,258,528384,2816,-0.0239290960598737,0.024428604,0.0003,0.2,0.19921875,-1.155576381459832,0.6371683478355408,2570,1.1816027093445882,0.045766063034534454,,
,,,,530000,,-0.01762581712391693,0.02144594,0.0003,0.2,0.17275390625,-1.0549457754939795,0.2886441946029663,2580,1.5604127718834206,0.07676606625318527,34.0,565.8
30.3,187,528.51,259,530432,2834,,,,,,,,,,,,
30.4,187,528.32,260,532480,2844,-0.025607958392356522,0.023775002,0.0003,0.2,0.194091796875,-1.0102144237607718,0.31038957834243774,2590,1.752366808266379,0.05465804040431976,,
30.4,187,529.16,261,534528,2853,-0.024859543101047165,0.026034798,0.0003,0.2,0.2072265625,-1.1057521050795913,0.39876681566238403,2600,1.184918234543875,0.09192845225334167,,
29.0,187,509.82,262,536576,2862,-0.02436466316867154,0.014322825,0.0003,0.2,0.15615234375,-1.0929305106401443,0.2968946695327759,2610,1.737292162887752,0.21599294245243073,,
29.1,187,510.2,263,538624,2871,-0.02897531891358085,0.020538567,0.0003,0.2,0.17626953125,-1.0410639898851515,0.500542163848877,2620,1.370293449680321,0.035301029682159424,,
,,,,540000,,-0.028784419081057423,0.019259948,0.0003,0.2,0.181494140625,-1.1059822691604495,0.5224127769470215,2630,1.243819898739457,0.04669376462697983,10.0,468.8
28.5,187,510.54,264,540672,2888,,,,,,,,,,,,
26.4,187,492.36,265,542720,2897,-0.02746203932329081,0.019392246,0.0003,0.2,0.17900390625,-1.0752645554021,0.31047290563583374,2640,1.8642707854975016,0.11180154234170914,,
27.4,187,502.58,266,544768,2906,-0.023657911838381552,0.016460065,0.0003,0.2,0.159814453125,-1.1042969817295671,0.22052472829818726,2650,2.696308778040111,0.07043581455945969,,
28.9,187,510.76,267,546816,2916,-0.022337689594132827,0.019427178,0.0003,0.2,0.170751953125,-1.1115610994398595,0.2990952730178833,2660,1.9812352963956072,0.11961007118225098,,
26.9,187,496.9,268,548864,2925,-0.02388488236174453,0.020693151,0.0003,0.2,0.18505859375,-1.1401565788313746,0.4542240500450134,2670,1.8394716073293238,0.04548666998744011,,
,,,,550000,,-0.02649843397375662,0.01988339,0.0003,0.2,0.1873046875,-1.1065877387300134,0.3601863980293274,2680,1.5947250191122293,0.14182622730731964,46.0,717.8
28.5,186,506.09,269,550912,2948,,,,,,,,,,,,
29.1,186,512.0,270,552960,2957,-0.026295587929780595,0.017959274,0.0003,0.2,0.158544921875,-1.107321117259562,0.4705709218978882,2690,2.509594033751637,0.23504306375980377,,
30.1,187,525.37,271,555008,2967,-0.024963401589775457,0.021246895,0.0003,0.2,0.187841796875,-1.1052717240527272,0.5513466596603394,2700,1.3234101545298471,0.03051700070500374,,
29.5,187,525.31,272,557056,2976,-0.027967964531853795,0.023696756,0.0003,0.2,0.199658203125,-1.0861321944743394,-0.054595947265625,2710,1.0013708550017326,0.013324286788702011,,
30.1,187,533.78,273,559104,2984,-0.027225094712048304,0.024301087,0.0003,0.2,0.201123046875,-1.1996281746774913,0.42501968145370483,2720,1.2071657927474007,0.11411231756210327,,
,,,,560000,,-0.019336137385107578,0.017943555,0.0003,0.2,0.1455078125,-1.0872782776132226,0.24530649185180664,2730,2.089814034849405,0.24384012818336487,52.0,703.2
29.8,186,534.27,274,561152,3007,,,,,,,,,,,,
29.9,186,535.39,275,563200,3017,-0.029965986136812717,0.0238883,0.0003,0.2,0.19892578125,-1.1153309997171164,0.3930431008338928,2740,1.2054943891009315,0.027814701199531555,,
30.0,186,539.62,276,565248,3028,-0.024710248183691875,0.022963991,0.0003,0.2,0.18349609375,-1.1130315056070685,0.43438494205474854,2750,1.4462964235572144,0.05483127757906914,,
28.7,186,528.33,277,567296,3038,-0.030993923774803988,0.025126034,0.0003,0.2,0.207763671875,-1.0765835862606763,0.38510662317276,2760,1.3052320095710457,0.09698864817619324,,
29.3,186,538.08,278,569344,3048,-0.028437837192905137,0.023434147,0.0003,0.2,0.190673828125,-1.0277248822152614,0.2393174171447754,2770,1.8530663654441013,0.18623721599578857,,
,,,,570000,,-0.02941186258685775,0.030532066,0.0003,0.2,0.25458984375,-1.1718676276504993,0.25911271572113037,2780,1.2660160675877705,0.04077020660042763,6.0,262.2
27.5,186,517.21,279,571392,3062,,,,,,,,,,,,
27.6,186,521.86,280,573440,3071,-0.022134705880307592,0.020766523,0.0003,0.2,0.160888671875,-0.9835966205224395,0.39487171173095703,2790,1.5541194997727872,0.06955616921186447,,
27.8,186,525.6,281,575488,3080,-0.029404310941754375,0.021022826,0.0003,0.2,0.170263671875,-1.0214883083477617,0.250665545463562,2800,1.696947357431054,0.05883665010333061,,
26.7,186,513.79,282,577536,3090,-0.02553135971247684,0.02145018,0.0003,0.2,0.178515625,-1.0108480682596563,0.3634311556816101,2810,1.3785187924979254,0.08731941878795624,,
26.2,187,507.69,283,579584,3099,-0.02554621215094812,0.020386035,0.0003,0.2,0.18232421875,-1.0712917236611248,0.24664306640625,2820,2.0656957498751582,0.06994110345840454,,
,,,,580000,,-0.025222735246643424,0.0215225,0.0003,0.2,0.171533203125,-1.0061492210254073,0.3554782271385193,2830,1.8337158436188474,0.06495103240013123,82.0,849.8
27.2,186,512.47,284,581632,3123,,,,,,,,,,,,
28.6,186,523.21,285,583680,3133,-0.028492562167230062,0.022087675,0.0003,0.2,0.196337890625,-1.1139281602576374,0.32331448793411255,2840,1.3745787808904424,0.013204235583543777,,
29.9,186,533.28,286,585728,3143,-0.02793173760001082,0.021043157,0.0003,0.2,0.187841796875,-0.9601279823109508,0.33102166652679443,2850,1.3840522296726703,0.07047729194164276,,
