rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/value_loss,train/loss,eval/mean_reward,eval/mean_ep_length
4.0,207,323.11,18,36864,177,-0.0198790069000097,0.020568848,0.0003,0.2,0.19169921875,-1.9515328131616116,-0.017104148864746094,170,3.7575332161039112,0.9332197904586792,,
3.2,209,312.86,19,38912,185,-0.017863082562689668,0.01798963,0.0003,0.2,0.18701171875,-1.9218433141708373,0.15684080123901367,180,3.0413107994943855,0.3937118351459503,,
,,,,40000,,-0.024621175561333076,0.02243134,0.0003,0.2,0.237451171875,-1.910787408426404,-0.10027968883514404,190,3.168316825851798,0.4694201648235321,4.0,467.0
4.1,199,325.42,20,40960,205,,,,,,,,,,,,
4.2,201,327.78,21,43008,213,-0.016136567888315766,0.019699233,0.0003,0.2,0.184716796875,-1.8629136614501476,-0.0008398294448852539,200,3.3638955168426037,0.9933056235313416,,
4.3,203,325.36,22,45056,221,-0.0180680602818029,0.018638862,0.0003,0.2,0.172119140625,-1.8193664643913507,0.10523629188537598,210,3.2630935998633506,0.5106871128082275,,
4.2,204,325.69,23,47104,230,-0.01693881535611581,0.016596,0.0003,0.2,0.17939453125,-1.860434652864933,-0.03226828575134277,220,3.6187663877382876,0.5868595838546753,,
4.6,205,329.48,24,49152,238,-0.01913004084562999,0.019233895,0.0003,0.2,0.209716796875,-1.8071930520236492,-0.027842283248901367,230,3.603315392509103,0.7850290536880493,,
,,,,50000,,-0.020797588129062204,0.021194732,0.0003,0.2,0.206494140625,-1.8084379233419896,0.11456429958343506,240,2.681073885038495,1.0375748872756958,0.0,347.0
4.4,202,329.74,25,51200,252,,,,,,,,,,,,
4.8,203,333.7,26,53248,261,-0.01426230052311439,0.017346527,0.0003,0.2,0.160888671875,-1.8081956248730422,0.1820465326309204,250,3.7453792810440065,0.7531788349151611,,
4.8,204,338.6,27,55296,270,-0.014703383643063717,0.016151426,0.0003,0.2,0.1673828125,-1.802023511007428,0.1752060055732727,260,3.498669670894742,1.1460585594177246,,
4.8,205,340.33,28,57344,279,-0.020141200110083447,0.020981267,0.0003,0.2,0.20166015625,-1.8417020488530398,0.09678393602371216,270,2.4287833007983863,0.6353933215141296,,
5.8,206,344.53,29,59392,287,-0.01860020403692033,0.018929996,0.0003,0.2,0.197216796875,-1.8303955923765898,0.12549924850463867,280,2.6618173844181,0.2844752073287964,,
,,,,60000,,-0.0194579771021381,0.014517793,0.0003,0.2,0.140771484375,-1.7850421238690615,-0.15314209461212158,290,4.60748853776604,1.792232871055603,10.0,457.0
6.7,201,352.8,30,61440,305,,,,,,,,,,,,
7.1,202,354.58,31,63488,313,-0.02080732381728012,0.018231831,0.0003,0.2,0.19443359375,-1.8626143977046012,0.34172916412353516,300,2.3832499351352454,0.38612133264541626,,
7.3,203,359.17,32,65536,322,-0.020764993962075096,0.023360312,0.0003,0.2,0.241064453125,-1.8035149913281203,0.1525362730026245,310,2.4820642116479577,0.25940191745758057,,
7.3,203,356.88,33,67584,331,-0.02124909585545538,0.020934366,0.0003,0.2,0.199755859375,-1.7436491344124079,-0.05095791816711426,320,2.9425906443968417,0.7340190410614014,,
6.5,204,348.81,34,69632,340,-0.01601850370207103,0.016075812,0.0003,0.2,0.157421875,-1.692669801786542,0.35368311405181885,330,3.1506088482216,0.5803760886192322,,
,,,,70000,,-0.018934992054710165,0.021693982,0.0003,0.2,0.192822265625,-1.6908889528363944,0.14088410139083862,340,2.925371362268925,0.8431126475334167,8.0,312.8
6.7,202,348.66,35,71680,354,,,,,,,,,,,,
7.8,202,357.16,36,73728,363,-0.012570790626341477,0.018396787,0.0003,0.2,0.13955078125,-1.5945571292191745,0.16136479377746582,350,3.2059185608290135,0.7100529074668884,,
8.9,203,367.69,37,75776,372,-0.015615077145048417,0.016579011,0.0003,0.2,0.167578125,-1.7335537910461425,-0.11707949638366699,360,2.8710416182875633,0.3600952625274658,,
8.3,204,358.8,38,77824,380,-0.013499061076436192,0.015242696,0.0003,0.2,0.16357421875,-1.5720916159451008,0.2717193365097046,370,2.374705532938242,0.2679952383041382,,
8.8,205,365.75,39,79872,388,-0.0154215421207482,0.019459061,0.0003,0.2,0.191455078125,-1.5059386961162091,0.2888006567955017,380,2.2625311493873594,0.38967689871788025,,
,,,,80000,,-0.01583943265432026,0.016873114,0.0003,0.2,0.168212890625,-1.5738750129938126,0.2397904396057129,390,3.468244291841984,0.8789610862731934,10.0,372.0
9.9,202,374.66,40,81920,403,,,,,,,,,,,,
10.7,203,379.36,41,83968,412,-0.020093965189880693,0.0252342,0.0003,0.2,0.200732421875,-1.5526134196668864,0.25688499212265015,400,2.3546239090152086,0.1453913450241089,,
11.6,204,384.13,42,86016,420,-0.0160401800298132,0.01691034,0.0003,0.2,0.175341796875,-1.6468173019587993,0.2987872362136841,410,3.3981230931356547,0.5661843419075012,,
11.4,205,377.16,43,88064,428,-0.02271600110689178,0.017680446,0.0003,0.2,0.1919921875,-1.6182288005948067,0.01644045114517212,420,3.5278865545988083,0.5169073343276978,,
,,,,90000,,-0.017890624873689375,0.016469985,0.0003,0.2,0.15517578125,-1.622822068631649,0.28354138135910034,430,4.2546563284471635,1.5150731801986694,10.0,357.0
12.9,203,385.61,44,90112,442,,,,,,,,,,,,
13.6,204,387.62,45,92160,450,-0.01774892699031625,0.016794857,0.0003,0.2,0.172509765625,-1.6439454466104508,0.45972514152526855,440,2.814968685526401,0.22315196692943573,,
13.4,204,382.8,46,94208,460,-0.02036261168832425,0.022593552,0.0003,0.2,0.188720703125,-1.5316775117069483,0.13036924600601196,450,3.1729521641507743,0.4239124357700348,,
14.2,205,390.26,47,96256,469,-0.020233194838510826,0.017091995,0.0003,0.2,0.162841796875,-1.6016827553510666,0.14091354608535767,460,3.3610733419656755,2.134183645248413,,
15.6,205,403.27,48,98304,477,-0.01453177771763876,0.01821911,0.0003,0.2,0.159765625,-1.5757747542113065,0.22943174839019775,470,3.5180306806229056,0.6230039000511169,,
,,,,100000,,-0.018682966093183494,0.021438166,0.0003,0.2,0.17861328125,-1.5316708825528622,0.23871684074401855,480,3.827231901884079,0.5239502787590027,22.0,490.8
14.4,202,391.6,49,100352,495,,,,,,,,,,,,
15.5,203,400.95,50,102400,503,-0.01797090604668483,0.018556941,0.0003,0.2,0.1728515625,-1.5027452114969493,0.2493760585784912,490,2.922890314925462,0.31190183758735657,,
16.1,203,409.53,51,104448,513,-0.01633302844420541,0.024523098,0.0003,0.2,0.19560546875,-1.5243368834257125,0.21012938022613525,500,3.658567892201245,0.6917871832847595,,
16.5,203,411.71,52,106496,522,-0.024772584465972615,0.02960183,0.0003,0.2,0.246435546875,-1.6646941799670458,0.4471327066421509,510,1.8026172117795796,0.2940906882286072,,
16.4,204,406.76,53,108544,531,-0.01670808924827725,0.023315987,0.0003,0.2,0.173193359375,-1.391598779335618,0.41592711210250854,520,2.7086051553487778,0.4277511239051819,,
,,,,110000,,-0.015860166831407695,0.016853753,0.0003,0.2,0.15634765625,-1.4331684559583664,-0.013890266418457031,530,3.1775996102020145,0.9026559591293335,6.0,320.4
16.5,202,407.92,54,110592,544,,,,,,,,,,,,
15.8,203,405.0,55,112640,552,-0.015818123618373647,0.021900918,0.0003,0.2,0.19150390625,-1.4601552974432708,0.19988679885864258,540,1.676092314068228,0.3991228938102722,,
15.7,204,403.99,56,114688,561,-0.01874869362509344,0.0240313,0.0003,0.2,0.229541015625,-1.4674406584352255,0.01965916156768799,550,2.236862216657028,0.15191256999969482,,
16.2,204,405.34,57,116736,570,-0.016331777354935184,0.019706417,0.0003,0.2,0.176953125,-1.4853168249130249,0.13042503595352173,560,2.7379298196174204,0.19583502411842346,,
16.4,205,408.06,58,118784,578,-0.01929783061641501,0.01796647,0.0003,0.2,0.190966796875,-1.4904990818351507,0.3335307836532593,570,2.1282977077178655,0.23160716891288757,,
,,,,120000,,-0.01573258546704892,0.019339412,0.0003,0.2,0.1900390625,-1.4405054695904256,0.16702473163604736,580,2.62023242469877,0.21474513411521912,2.0,291.2
15.7,203,405.22,59,120832,593,,,,,,,,,,,,
15.6,204,401.67,60,122880,601,-0.018142842871020547,0.01663059,0.0003,0.2,0.189404296875,-1.5684787303209304,0.028045952320098877,590,3.279584200680256,0.6078855991363525,,
14.4,205,395.43,61,124928,609,-0.019484363301307893,0.020166185,0.0003,0.2,0.184619140625,-1.4829108331352472,0.16315877437591553,600,2.625049564614892,0.2069110870361328,,
13.9,205,396.02,62,126976,619,-0.018040523462696002,0.022951998,0.0003,0.2,0.200927734375,-1.3910831965506076,0.44905561208724976,610,2.281803402863443,0.4412761926651001,,
14.2,205,400.76,63,129024,629,-0.020176122858538294,0.021277482,0.0003,0.2,0.1833984375,-1.4056920483708382,0.09535866975784302,620,2.3617826021276414,0.49454692006111145,,
,,,,130000,,-0.021957196251605637,0.021139799,0.0003,0.2,0.233056640625,-1.560986003652215,0.20679813623428345,630,2.30434131231159,0.44677427411079407,14.0,435.0
13.4,202,396.85,64,131072,647,,,,,,,,,,,,
13.1,202,391.79,65,133120,656,-0.02156384533154778,0.025739428,0.0003,0.2,0.243359375,-1.4419959422200919,0.25383996963500977,640,1.303029091982171,0.16565462946891785,,
12.4,202,386.58,66,135168,666,-0.022125085230800322,0.01984017,0.0003,0.2,0.199560546875,-1.474928766861558,0.1783515214920044,650,2.935171168576926,0.6280598640441895,,
11.2,203,378.33,67,137216,675,-0.020637958285806234,0.02398222,0.0003,0.2,0.188330078125,-1.5097986795008183,0.020789921283721924,660,2.18403131198138,0.4705313444137573,,
11.8,203,383.33,68,139264,684,-0.017613006927422247,0.021937558,0.0003,0.2,0.172216796875,-1.364378796890378,0.38771581649780273,670,2.2247658197768034,0.24743932485580444,,
,,,,140000,,-0.02096266390144592,0.024276843,0.0003,0.2,0.18271484375,-1.4755924686789512,0.21210604906082153,680,1.751307545788586,0.09943173080682755,10.0,315.4
9.7,202,363.23,69,141312,698,,,,,,,,,,,,
9.1,202,361.5,70,143360,706,-0.021066989481914787,0.027468665,0.0003,0.2,0.202490234375,-1.4338711116462945,0.20516568422317505,690,2.2548448665998877,0.0852251946926117,,
9.3,203,362.79,71,145408,715,-0.016918078262824564,0.018753082,0.0003,0.2,0.18984375,-1.3604244757443666,0.02948981523513794,700,2.5020896084140984,0.27946823835372925,,
9.3,203,358.59,72,147456,724,-0.01755087133788038,0.01850275,0.0003,0.2,0.163134765625,-1.3878400545567273,0.18422210216522217,710,2.772018766030669,0.8641477823257446,,
8.7,203,354.83,73,149504,732,-0.01716112935100682,0.020089746,0.0003,0.2,0.1794921875,-1.3737720809876919,0.01335752010345459,720,2.2868296940345316,0.15333008766174316,,
,,,,150000,,-0.021646147326100616,0.018151198,0.0003,0.2,0.188623046875,-1.3838583957403898,0.5249007940292358,730,1.2107967408839613,0.11596974730491638,24.0,434.0
7.8,202,348.43,74,151552,747,,,,,,,,,,,,
7.5,203,345.73,75,153600,756,-0.02263814636389725,0.023790173,0.0003,0.2,0.2349609375,-1.4024209260940552,0.043579697608947754,740,1.5152796565089375,0.135019451379776,,
8.1,203,349.97,76,155648,766,-0.01953428516862914,0.021029137,0.0003,0.2,0.2068359375,-1.2898869812488556,0.35832923650741577,750,1.593714514747262,0.3070793151855469,,
8.1,203,353.28,77,157696,774,-0.017796774383168668,0.01678376,0.0003,0.2,0.163671875,-1.324859520420432,0.1672235131263733,760,2.0237321172840894,0.12367674708366394,,
8.5,203,352.3,78,159744,784,-0.02028106035431847,0.020855885,0.0003,0.2,0.180322265625,-1.3251351829618216,0.2984214425086975,770,2.3343578870408237,0.5776035189628601,,
,,,,160000,,-0.018320528761250898,0.021244157,0.0003,0.2,0.18125,-1.3858822412788867,0.3438453674316406,780,1.5504973866511136,0.16003653407096863,10.0,366.4
8.7,202,347.56,79,161792,800,,,,,,,,,,,,
8.4,202,344.98,80,163840,809,-0.021272124844836073,0.020215267,0.0003,0.2,0.179638671875,-1.3704896338284016,0.21126079559326172,790,2.085075061302632,0.3596253991127014,,
8.7,202,344.82,81,165888,819,-0.018921181112818885,0.01913862,0.0003,0.2,0.169580078125,-1.3318926587700843,0.30085986852645874,800,1.9645408890675753,0.3751767575740814,,
8.1,202,346.24,82,167936,829,-0.01576031102449633,0.020805223,0.0003,0.2,0.193212890625,-1.3736388638615609,0.3236914277076721,810,2.019394433265552,0.20035147666931152,,
8.7,202,351.78,83,169984,838,-0.025488123553805052,0.030843943,0.0003,0.2,0.21123046875,-1.3663964945822955,0.2091854214668274,820,1.357869982207194,0.1881350874900818,,
,,,,170000,,-0.018596485487069003,0.019731987,0.0003,0.2,0.20068359375,-1.257743812352419,0.7011431455612183,830,1.3259280039463193,0.09112835675477982,0.0,210.2
9.8,202,362.74,84,172032,851,,,,,,,,,,,,
9.9,202,364.39,85,174080,860,-0.014121465414064005,0.015905607,0.0003,0.2,0.152587890625,-1.3458563763648272,0.4975510239601135,840,1.7195154380053281,0.16753287613391876,,
9.3,202,359.27,86,176128,869,-0.01680339045706205,0.022110004,0.0003,0.2,0.189111328125,-1.3193628970533609,0.3427113890647888,850,1.968957216106355,0.3420715630054474,,
11.0,202,372.33,87,178176,878,-0.020786728015809785,0.026680982,0.0003,0.2,0.224609375,-1.339318112283945,0.2034638524055481,860,1.6908286958932877,0.23170268535614014,,
,,,,180000,,-0.02127418057934847,0.0186687,0.0003,0.2,0.165771484375,-1.1912343122065068,0.1866576075553894,870,2.3186503096483646,0.5020912885665894,-2.0,307.4
11.1,202,374.17,88,180224,892,,,,,,,,,,,,
11.6,202,375.74,89,182272,900,-0.019730720795632806,0.019861277,0.0003,0.2,0.205517578125,-1.2415864314883946,0.6480613946914673,880,1.5772540049161763,0.12231747806072235,,
13.0,202,389.55,90,184320,909,-0.02145052222185768,0.019117191,0.0003,0.2,0.201318359375,-1.26042192094028,0.6142232418060303,890,1.3285557740833611,0.2996794879436493,,
14.1,202,400.84,91,186368,919,-0.01733301668718923,0.018999629,0.0003,0.2,0.177490234375,-1.3075998544692993,0.3537147641181946,900,2.1990164716728033,0.260619580745697,,
14.7,203,402.56,92,188416,928,-0.02289058539608959,0.019237284,0.0003,0.2,0.187548828125,-1.2652585376054049,0.48547130823135376,910,1.843848028499633,0.5158968567848206,,
,,,,190000,,-0.01941605865431484,0.020404015,0.0003,0.2,0.1587890625,-1.2694457642734052,0.35074859857559204,920,2.553167018387467,0.15241360664367676,20.0,461.6
15.2,201,407.48,93,190464,945,,,,,,,,,,,,
15.4,201,409.66,94,192512,955,-0.019455467149964534,0.022852957,0.0003,0.2,0.187353515625,-1.2960638899356127,0.5955437421798706,930,1.460007884213701,0.2661930024623871,,
17.0,201,421.42,95,194560,965,-0.01788601124135312,0.021886442,0.0003,0.2,0.185107421875,-1.299659538269043,0.3766546845436096,940,2.200036982446909,0.8946114182472229,,
17.5,201,425.98,96,196608,975,-0.019266781251644716,0.018904308,0.0003,0.2,0.174462890625,-1.3173161748796702,0.4480617046356201,950,2.0998449985403567,0.20053890347480774,,
18.0,201,425.97,97,198656,984,-0.01430724186648149,0.019386547,0.0003,0.2,0.1751953125,-1.2720019336789847,0.2537943124771118,960,2.1879475214518607,1.2028478384017944,,
,,,,200000,,-0.01546379309729673,0.018729443,0.0003,0.2,0.16884765625,-1.2667045652866364,0.2219579815864563,970,2.214629896031693,0.14570775628089905,10.0,410.8
18.2,200,425.87,98,200704,1002,,,,,,,,,,,,
18.4,200,425.56,99,202752,1012,-0.015155869649606756,0.024236083,0.0003,0.2,0.20615234375,-1.2990427702665328,0.3317353129386902,980,1.7506149078719317,0.1251567304134369,,
18.4,200,428.3,100,204800,1022,-0.019607941710273736,0.022305086,0.0003,0.2,0.189013671875,-1.2973027605563403,0.3439590334892273,990,1.9813852606341242,0.1251991242170334,,
18.9,200,428.33,101,206848,1031,-0.0203771251894068,0.017929414,0.0003,0.2,0.187158203125,-1.3109506752341986,0.3314855694770813,1000,3.1499186576344074,2.338047742843628,,
19.1,200,426.8,102,208896,1041,-0.021156421667546964,0.024941623,0.0003,0.2,0.2001953125,-1.3046531908214092,0.4312136173248291,1010,2.3889353663660584,1.9254825115203857,,
,,,,210000,,-0.023362766063655727,0.023272865,0.0003,0.2,0.193115234375,-1.218110105767846,0.28289079666137695,1020,2.4173092152923346,0.12616989016532898,40.0,588.0
19.6,198,430.7,103,210944,1063,,,,,,,,,,,,
18.8,198,426.1,104,212992,1072,-0.01831274733704049,0.024354324,0.0003,0.2,0.21044921875,-1.2839544512331487,0.052696168422698975,1030,1.6309419805416838,0.1494518369436264,,
18.8,198,424.49,105,215040,1083,-0.021843543504655828,0.028373428,0.0003,0.2,0.1916015625,-1.2561704061925412,-0.24763274192810059,1040,2.184008537745103,0.1293986588716507,,
18.8,198,424.12,106,217088,1092,-0.01786730863968842,0.021668492,0.0003,0.2,0.21064453125,-1.3362776484340428,0.004170119762420654,1050,1.6688351010670885,0.24885475635528564,,
19.9,198,438.32,107,219136,1102,-0.01463808222906664,0.0154718645,0.0003,0.2,0.156982421875,-1.2444970540702343,0.31931740045547485,1060,2.4276139127090572,0.2316320836544037,,
,,,,220000,,-0.016256811757921243,0.0189329,0.0003,0.2,0.201904296875,-1.2685475405305624,0.4580601453781128,1070,1.2664768950548022,0.15447671711444855,22.0,519.8
18.8,197,429.34,108,221184,1121,,,,,,,,,,,,
19.0,197,436.01,109,223232,1131,-0.017701974166266156,0.020108245,0.0003,0.2,0.18828125,-1.2154128693044186,0.2771300673484802,1080,1.928083060728386,0.15655715763568878,,
19.1,197,434.74,110,225280,1140,-0.020150443393504247,0.021782221,0.0003,0.2,0.205322265625,-1.2658651895821094,0.07785063982009888,1090,1.7566841585561632,0.21784424781799316,,
18.7,197,431.36,111,227328,1149,-0.018812255616649055,0.025152765,0.0003,0.2,0.191650390625,-1.1588444367051125,0.2733750343322754,1100,1.586710393987596,0.07283861190080643,,
18.9,197,434.03,112,229376,1159,-0.017044887789234055,0.014508953,0.0003,0.2,0.163134765625,-1.2412044946104288,0.22417879104614258,1110,2.5812230677343906,0.8239630460739136,,
,,,,230000,,-0.021297167884767987,0.02262051,0.0003,0.2,0.20576171875,-1.2273191373795271,0.10251694917678833,1120,2.5586829029023646,0.4138950705528259,32.0,526.0
18.8,196,435.61,113,231424,1178,,,,,,,,,,,,
20.0,196,443.73,114,233472,1187,-0.01962027420522645,0.01965322,0.0003,0.2,0.195166015625,-1.2304513193666935,0.22851616144180298,1130,1.7431820447091013,0.10533563792705536,,
19.2,196,442.7,115,235520,1197,-0.018853620262234472,0.020594524,0.0003,0.2,0.177197265625,-1.2273015718907119,0.4718588590621948,1140,1.6584012592211366,0.2596561908721924,,
17.8,196,430.26,116,237568,1207,-0.015516424577799625,0.021683253,0.0003,0.2,0.1798828125,-1.1719391196966171,0.2603311538696289,1150,1.6818116187350824,0.089213527739048,,
18.9,196,440.1,117,239616,1216,-0.021424878216930666,0.021219928,0.0003,0.2,0.2125,-1.1963163938373327,0.14626073837280273,1160,1.4999332992359995,0.09822562336921692,,
,,,,240000,,-0.018138197643565945,0.017873764,0.0003,0.2,0.17724609375,-1.1437824469059705,0.5310702323913574,1170,1.80577770951204,0.23899346590042114,22.0,458.4
19.9,195,447.66,118,241664,1235,,,,,,,,,,,,
20.8,195,454.06,119,243712,1246,-0.016359102896240076,0.020044863,0.0003,0.2,0.18349609375,-1.185366765037179,0.49227064847946167,1180,1.6113193046301604,0.07768608629703522,,
20.5,195,452.14,120,245760,1254,-0.018494931337772868,0.014054909,0.0003,0.2,0.159521484375,-1.159533379599452,0.5521920323371887,1190,1.8008430938236415,0.14890843629837036,,
20.7,195,453.76,121,247808,1264,-0.020637936794082636,0.016448446,0.0003,0.2,0.155078125,-1.268359512835741,0.20656615495681763,1200,2.751663889270276,0.3718275725841522,,
20.6,195,462.07,122,249856,1275,-0.021280010919144842,0.018069424,0.0003,0.2,0.173876953125,-1.2060792788863182,0.4400896430015564,1210,1.668887552060187,0.5150161981582642,,
,,,,250000,,-0.016726608978933653,0.017456457,0.0003,0.2,0.1697265625,-1.2385608568787574,0.3185339570045471,1220,1.9349530802108348,0.21352440118789673,12.0,429.4
21.1,194,468.72,123,251904,1294,,,,,,,,,,,,
20.6,194,466.96,124,253952,1303,-0.02306484065193217,0.021547576,0.0003,0.2,0.18271484375,-1.216855662316084,0.16051465272903442,1230,2.676175578776747,0.23310640454292297,,
20.5,194,469.8,125,256000,1313,-0.019279344723327086,0.021232184,0.0003,0.2,0.178955078125,-1.2675575319677592,0.3067070245742798,1240,1.9711851810105145,0.15692012012004852,,
21.5,194,481.75,126,258048,1324,-0.019911464235337916,0.021353584,0.0003,0.2,0.1859375,-1.2158765768632294,0.2332315444946289,1250,2.0246679957956077,0.20625737309455872,,
,,,,260000,,-0.024157513555837794,0.025480311,0.0003,0.2,0.216796875,-1.232633250951767,0.36292964220046997,1260,1.4184373604133724,0.07739981263875961,12.0,529.6
21.0,192,475.77,127,260096,1347,,,,,,,,,,,,
22.6,192,487.14,128,262144,1359,-0.020795036893105134,0.022962425,0.0003,0.2,0.199169921875,-1.2150973550975324,0.29823076725006104,1270,1.1061870738863946,0.06881466507911682,,
22.8,192,492.34,129,264192,1368,-0.02248047166795004,0.018103529,0.0003,0.2,0.19013671875,-1.1127655312418938,0.4996793270111084,1280,0.9557135051349178,0.09348165988922119,,
24.7,193,505.76,130,266240,1378,-0.013935397609020583,0.01695393,0.0003,0.2,0.1701171875,-1.2025520388036965,0.5838441848754883,1290,1.1190267299301921,0.32727327942848206,,
24.8,193,506.81,131,268288,1389,-0.020030557240534107,0.01693276,0.0003,0.2,0.1421875,-1.2179115671664476,0.12440651655197144,1300,2.3476955739781262,0.13461317121982574,,
,,,,270000,,-0.022248489435878583,0.02312444,0.0003,0.2,0.17392578125,-1.2398856274783612,0.4661281704902649,1310,1.781822368921712,0.18838831782341003,20.0,532.0
25.1,192,505.89,132,270336,1407,,,,,,,,,,,,
25.3,192,505.58,133,272384,1417,-0.02388705713674426,0.022098787,0.0003,0.2,0.179541015625,-1.173518006131053,0.2851843237876892,1320,2.0279089573770763,0.17211192846298218,,
25.7,192,504.37,134,274432,1426,-0.019620148686226458,0.021813568,0.0003,0.2,0.183056640625,-1.1959993820637465,0.5129006505012512,1330,1.6932916943915188,0.08959700167179108,,
26.0,192,509.85,135,276480,1437,-0.018905808340059595,0.018757418,0.0003,0.2,0.19091796875,-1.1671212624758482,0.5035309195518494,1340,2.0702932715415954,0.5278666019439697,,
26.2,192,515.17,136,278528,1448,-0.01608010656782426,0.020279208,0.0003,0.2,0.17509765625,-1.1091471510007977,0.5171626210212708,1350,1.2053070764057339,0.17675328254699707,,
,,,,280000,,-0.025877144225523806,0.028979857,0.0003,0.2,0.2169921875,-1.1378982301801444,0.28346526622772217,1360,2.1738925852812825,0.14403142035007477,14.0,374.4
25.7,191,512.47,137,280576,1465,,,,,,,,,,,,
26.0,191,518.79,138,282624,1473,-0.01749147585069295,0.018939823,0.0003,0.2,0.162353515625,-1.1218165665864945,0.17001140117645264,1370,2.4213196170981974,0.10785843431949615,,
24.8,191,510.1,139,284672,1484,-0.022487941462895834,0.02073358,0.0003,0.2,0.194384765625,-1.2205912571400404,0.3822733759880066,1380,2.5775246958713978,0.23524975776672363,,
25.1,192,504.11,140,286720,1493,-0.019251843584061134,0.019123245,0.0003,0.2,0.19140625,-1.0849115982651711,0.41115325689315796,1390,1.1064019444165751,0.1384003460407257,,
25.8,192,509.62,141,288768,1502,-0.022068621672224252,0.01773453,0.0003,0.2,0.172265625,-1.154882786795497,0.31570208072662354,1400,2.007202878361568,0.14416971802711487,,
,,,,290000,,-0.02560272410919424,0.023200354,0.0003,0.2,0.203369140625,-1.1472003491595388,-0.033981919288635254,1410,1.6549913740716875,0.4186914265155792,6.0,349.8
26.6,191,520.84,142,290816,1519,,,,,,,,,,,,
24.3,191,501.52,143,292864,1529,-0.021112876062397846,0.021870239,0.0003,0.2,0.200244140625,-1.1303015276789665,0.46709954738616943,1420,1.3364389633294196,0.08457545936107635,,
