rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/explained_variance,train/clip_range,train/n_updates,train/loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
137.9802,574,502.76,1303,749568,366,0.0003,0.21389096975326538,0.2,3650,12.955479621887207,0.0073225703,0.093896484375,-0.009422948269639164,-0.6362816914916039,24.36677179336548,,
,,,,750000,,0.0003,0.28682947158813477,0.2,3660,33.718849182128906,0.0072418274,0.07646484375,-0.010986276960466057,-0.6302386537194252,27.229724991321564,2364.6,113.06800000000001
134.7574,572,488.55,1313,751616,367,,,,,,,,,,,,
129.38199999999998,572,471.75,1316,753664,368,0.0003,0.257704496383667,0.2,3670,12.47712516784668,0.0068247006,0.09130859375,-0.01007020214747172,-0.6966740343719721,34.10310480892658,,
127.5768,572,476.84,1319,755712,369,0.0003,0.20204424858093262,0.2,3680,14.371472358703613,0.007746487,0.107177734375,-0.013221989385783672,-0.6690438052639365,39.0864951044321,,
130.4114,572,490.42,1322,757760,370,0.0003,0.24677282571792603,0.2,3690,11.55778980255127,0.012297973,0.114453125,-0.009379525654367171,-0.7273449499160052,28.375944101810454,,
128.429,573,489.34,1325,759808,371,0.0003,0.321255624294281,0.2,3700,9.3513765335083,0.00699657,0.088916015625,-0.007058144557231571,-0.6389407380484045,26.026314836740493,,
,,,,760000,,0.0003,0.2848696708679199,0.2,3710,19.906787872314453,0.006087941,0.066162109375,-0.009695081342943012,-0.651421426795423,39.07015765309334,1063.4,195.204
130.5648,572,497.78,1331,761856,372,,,,,,,,,,,,
132.8352,572,504.5,1334,763904,373,0.0003,0.26447832584381104,0.2,3720,12.438352584838867,0.0063886745,0.07734375,-0.008204324392136187,-0.6294426340609789,25.135704857110976,,
127.0794,572,486.68,1337,765952,374,0.0003,0.2300981879234314,0.2,3730,17.982229232788086,0.007301584,0.080810546875,-0.00887500394601375,-0.6402377623133362,30.690601965785028,,
126.1692,572,487.1,1340,768000,375,0.0003,0.18852609395980835,0.2,3740,20.023725509643555,0.0054287217,0.092529296875,-0.010325705843570177,-0.6557672737166286,38.26849033236503,,
,,,,770000,,0.0003,0.1387520432472229,0.2,3750,19.113378524780273,0.010841019,0.13935546875,-0.010163873256533406,-0.7192582778632641,30.535121288895606,1391.4,136.54
125.38939999999998,571,491.02,1348,770048,376,,,,,,,,,,,,
123.68379999999999,571,491.13,1351,772096,377,0.0003,0.2751767635345459,0.2,3760,10.105338096618652,0.008175854,0.1,-0.008230904871015809,-0.6821722071617842,23.729925194382666,,
125.4038,571,500.32,1354,774144,378,0.0003,0.310296893119812,0.2,3770,7.682490825653076,0.011566935,0.108837890625,-0.008262911284691653,-0.6661522484384477,16.41490655094385,,
