time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
145,314.51,227,296960,1306,4.5,1.6125158071517944,0.06728515625,-1.0687483444809913,4.222483987361192,0.0062174853,0.0003,0.5568714141845703,1440,0.2,-0.005864208389539272,,
146,311.88,227,299008,1313,4.1,1.6420543193817139,0.065625,-1.0397919675335288,5.232211915403605,0.008090431,0.0003,0.5003899335861206,1450,0.2,-0.006807872418721672,,
,,,300000,,,0.4075724482536316,0.075634765625,-1.1375090412795543,3.2814004380255937,0.010057512,0.0003,0.6173029541969299,1460,0.2,-0.005219685222255066,6.0,319.6
147,314.11,226,301056,1327,4.6,,,,,,,,,,,,
148,313.38,227,303104,1334,4.3,1.3345422744750977,0.107763671875,-1.087230845540762,4.489981688931584,0.011212503,0.0003,0.1334570050239563,1470,0.2,-0.008898122271057218,,
149,312.99,227,305152,1342,4.7,6.1821088790893555,0.051904296875,-1.0916922941803933,5.801885423436761,0.004711436,0.0003,0.2703389525413513,1480,0.2,-0.004519067562068812,,
150,311.96,227,307200,1350,5.0,2.3643798828125,0.0787109375,-1.08814313467592,4.555298957787454,0.009318327,0.0003,0.039298832416534424,1490,0.2,-0.005767964248661883,,
151,320.18,227,309248,1357,5.5,2.592181921005249,0.10283203125,-1.1805387955158948,5.620096702501177,0.008010896,0.0003,0.03989654779434204,1500,0.2,-0.007676369132241234,,
,,,310000,,,2.240568161010742,0.082421875,-1.2036549404263497,4.394543873146176,0.0074605723,0.0003,0.1468774676322937,1510,0.2,-0.00707523787568789,8.0,336.0
152,321.0,227,311296,1371,5.3,,,,,,,,,,,,
153,307.91,227,313344,1379,4.5,1.409093976020813,0.073779296875,-1.1215944034978746,4.756814408861101,0.0059922542,0.0003,0.30419647693634033,1520,0.2,-0.007000518793938681,,
154,300.11,227,315392,1387,4.0,1.7156693935394287,0.07578125,-1.2469622705131769,4.885604013875127,0.007090716,0.0003,0.2803994417190552,1530,0.2,-0.005660139481187798,,
155,309.32,227,317440,1395,4.9,2.2375237941741943,0.08505859375,-1.2548114277422429,4.976501263305545,0.0087001175,0.0003,0.14204365015029907,1540,0.2,-0.007528796858969145,,
156,300.3,227,319488,1403,4.0,0.7814962267875671,0.089013671875,-1.2935284804552794,4.567488425970078,0.00613237,0.0003,0.3026886582374573,1550,0.2,-0.005741772874898743,,
,,,320000,,,1.4488654136657715,0.127294921875,-1.3619950801134109,4.1773534376174215,0.009537114,0.0003,0.05278533697128296,1560,0.2,-0.011196642054710538,8.0,294.8
157,296.15,227,321536,1415,3.7,,,,,,,,,,,,
158,296.37,227,323584,1423,3.6,0.6979444622993469,0.080810546875,-1.2861182685941457,4.270005392841995,0.0064360662,0.0003,0.24159038066864014,1570,0.2,-0.006616037731873803,,
159,303.58,227,325632,1431,4.7,1.3460028171539307,0.11416015625,-1.3146803088486194,3.9114745527505876,0.010937523,0.0003,0.1615733504295349,1580,0.2,-0.009863437904277817,,
160,305.58,227,327680,1439,4.5,2.023414134979248,0.07939453125,-1.142243292182684,5.482033491507172,0.008195058,0.0003,0.19820398092269897,1590,0.2,-0.005959682764660102,,
161,305.43,227,329728,1447,4.7,0.4581281244754791,0.0634765625,-1.1944687686860562,4.49397658649832,0.006599295,0.0003,0.46676403284072876,1600,0.2,-0.006272103753872216,,
,,,330000,,,1.7545864582061768,0.10244140625,-1.2876600082963705,4.927677732519806,0.007203984,0.0003,0.19463276863098145,1610,0.2,-0.009613876685034484,6.0,252.8
162,296.18,227,331776,1459,3.9,,,,,,,,,,,,
163,298.52,227,333824,1467,4.8,1.126743197441101,0.09345703125,-1.305233159661293,4.367927491478622,0.009133185,0.0003,0.29774707555770874,1620,0.2,-0.008096845072577708,,
164,301.54,227,335872,1474,5.0,2.8915352821350098,0.097314453125,-1.2290913328528403,5.561923874542117,0.009511776,0.0003,0.18567228317260742,1630,0.2,-0.008739806646190118,,
165,300.55,227,337920,1482,4.4,3.2721781730651855,0.108544921875,-1.3383677531033755,5.7062307992950085,0.010831197,0.0003,0.2104014754295349,1640,0.2,-0.007591048686299473,,
166,290.12,228,339968,1490,3.6,1.913354754447937,0.106591796875,-1.2717767726629972,3.384299798216671,0.010052226,0.0003,0.5988196134567261,1650,0.2,-0.00927262994227931,,
,,,340000,,,2.15616512298584,0.099755859375,-1.3187168579548598,5.137057021819055,0.019526534,0.0003,0.027244627475738525,1660,0.2,-0.011679929427918978,6.0,246.2
167,295.74,227,342016,1503,4.5,,,,,,,,,,,,
168,305.46,227,344064,1511,5.2,2.1324896812438965,0.057763671875,-1.2391739148646592,4.024406319484115,0.007718024,0.0003,0.5349045991897583,1670,0.2,-0.008118078556435648,,
169,310.22,227,346112,1519,5.6,0.6903276443481445,0.10166015625,-1.39461890719831,4.086943856626749,0.009033531,0.0003,0.5214775800704956,1680,0.2,-0.011844308045692743,,
170,294.96,227,348160,1527,4.3,0.5513652563095093,0.071826171875,-1.3805585738271475,5.282119083032012,0.0070775175,0.0003,0.20731914043426514,1690,0.2,-0.007442315720254555,,
,,,350000,,,1.1846339702606201,0.064892578125,-1.3462960202246905,6.021948770619929,0.008015165,0.0003,0.322496235370636,1700,0.2,-0.0062082982185529545,-4.0,225.4
171,300.43,227,350208,1539,5.1,,,,,,,,,,,,
172,303.71,227,352256,1547,5.1,1.7987604141235352,0.11474609375,-1.390957149490714,4.156887246109545,0.013690237,0.0003,0.3705519437789917,1710,0.2,-0.008554705686401575,,
173,307.02,227,354304,1555,5.7,1.2248356342315674,0.105322265625,-1.348182487487793,3.2791985904797913,0.01372334,0.0003,0.4083939790725708,1720,0.2,-0.009019234598963522,,
174,306.02,227,356352,1563,5.6,2.297921657562256,0.062060546875,-1.3457170072942972,5.199199692159891,0.008439038,0.0003,0.17689096927642822,1730,0.2,-0.008641767711378635,,
175,308.68,227,358400,1571,5.9,2.366806745529175,0.08125,-1.3772684723138808,3.9215052094310523,0.008336283,0.0003,0.3320609927177429,1740,0.2,-0.00941945650120033,,
,,,360000,,,0.8471642136573792,0.10791015625,-1.3257508799433708,4.977962942048907,0.012540028,0.0003,0.056526005268096924,1750,0.2,-0.010881718137534335,-4.0,253.0
176,308.93,227,360448,1584,5.9,,,,,,,,,,,,
177,316.25,227,362496,1592,6.5,0.386282354593277,0.098388671875,-1.2787923410534858,3.1300637811422347,0.010169857,0.0003,0.5107367634773254,1760,0.2,-0.013579156858031637,,
178,311.75,227,364544,1599,6.2,0.7818803191184998,0.09091796875,-1.3796171620488167,3.971966924704611,0.008377446,0.0003,0.26790881156921387,1770,0.2,-0.008079524739878252,,
179,320.15,227,366592,1608,6.8,1.4832830429077148,0.08125,-1.432264868542552,5.0826570726931095,0.010105113,0.0003,0.4401179552078247,1780,0.2,-0.008001759895705618,,
180,319.75,227,368640,1617,6.8,0.5202197432518005,0.064990234375,-1.4279631614685058,3.610412811487913,0.009536041,0.0003,0.5790075063705444,1790,0.2,-0.007638782021240331,,
,,,370000,,,1.0118029117584229,0.086279296875,-1.3696821063756943,6.64455634355545,0.0095338,0.0003,0.022192656993865967,1800,0.2,-0.01059829809673829,-2.0,291.0
181,319.87,227,370688,1629,6.9,,,,,,,,,,,,
182,318.71,227,372736,1637,6.3,1.9139283895492554,0.093603515625,-1.4361889861524104,6.543716717138887,0.009872921,0.0003,0.08418679237365723,1810,0.2,-0.013304037883062846,,
183,312.56,227,374784,1645,5.3,0.9617222547531128,0.12861328125,-1.3147188551723956,4.298306689411402,0.012219948,0.0003,0.2632312774658203,1820,0.2,-0.010309059225255624,,
184,308.43,227,376832,1652,4.6,1.7173980474472046,0.068994140625,-1.2797286331653595,4.454032288864255,0.0071429056,0.0003,0.349293053150177,1830,0.2,-0.0059442183846840635,,
185,317.37,228,378880,1661,5.1,0.8004778623580933,0.114111328125,-1.3761013571172953,3.86812996994704,0.010116249,0.0003,0.29579007625579834,1840,0.2,-0.008534759320900776,,
,,,380000,,,0.8092433214187622,0.136328125,-1.3294165011495351,2.9139824410900474,0.0118017765,0.0003,0.43881362676620483,1850,0.2,-0.011903015729330946,-6.0,280.6
186,321.13,227,380928,1674,4.7,,,,,,,,,,,,
187,315.57,227,382976,1682,4.5,1.4704991579055786,0.090283203125,-1.3254058130085469,3.511142630688846,0.008040423,0.0003,0.4881933331489563,1860,0.2,-0.00996673467743676,,
188,315.79,227,385024,1690,4.8,0.5153460502624512,0.121826171875,-1.3868245579302312,3.3062513871118426,0.011120293,0.0003,0.49126893281936646,1870,0.2,-0.012569603300653398,,
189,308.63,227,387072,1699,3.7,1.748336911201477,0.119580078125,-1.374895016476512,4.533978113159537,0.0115655195,0.0003,0.1996573805809021,1880,0.2,-0.01237417116353754,,
190,315.11,227,389120,1707,4.7,1.110140323638916,0.09697265625,-1.4329692810773849,4.837460100278259,0.012514543,0.0003,0.1583082675933838,1890,0.2,-0.011008845790638589,,
,,,390000,,,0.7880766987800598,0.069970703125,-1.3583756811916827,4.662731574103236,0.008227539,0.0003,0.44296693801879883,1900,0.2,-0.008400717991753482,-8.0,247.2
191,309.02,227,391168,1720,4.4,,,,,,,,,,,,
192,301.63,227,393216,1728,3.9,0.9998233914375305,0.0638671875,-1.3778133261948824,5.720008721575141,0.008026749,0.0003,-0.0005669593811035156,1910,0.2,-0.009252513721003197,,
193,308.61,227,395264,1737,4.0,2.5433361530303955,0.1181640625,-1.4571938499808312,6.6081086050719025,0.013086925,0.0003,-0.10159099102020264,1920,0.2,-0.010469446142087691,,
194,306.51,227,397312,1746,3.9,1.8512024879455566,0.101025390625,-1.4106410901993514,4.590375205501914,0.010512638,0.0003,0.04505127668380737,1930,0.2,-0.01268422413704684,,
195,301.9,227,399360,1754,3.6,1.1200627088546753,0.069970703125,-1.31718392893672,5.313095173239708,0.008286934,0.0003,0.3092942237854004,1940,0.2,-0.008515289111528546,,
,,,400000,,,0.4078744947910309,0.142041015625,-1.3013913523405791,2.2239415210671725,0.01241398,0.0003,0.5053665637969971,1950,0.2,-0.013451634820376058,-2.0,267.2
196,301.07,227,401408,1766,3.5,,,,,,,,,,,,
197,300.13,227,403456,1774,3.2,0.9820069074630737,0.101806640625,-1.3320589192211627,4.248869554139674,0.009825261,0.0003,0.35262882709503174,1960,0.2,-0.00987891542899888,,
198,303.37,227,405504,1783,4.0,2.2523131370544434,0.089404296875,-1.3251986142247916,4.00882220575586,0.009022452,0.0003,0.1972551941871643,1970,0.2,-0.008127955690724775,,
199,300.36,227,407552,1792,3.7,1.8309803009033203,0.102197265625,-1.365570990741253,6.36766820885241,0.008452328,0.0003,0.05875664949417114,1980,0.2,-0.012039659124275204,,
200,299.09,227,409600,1800,3.9,1.4532747268676758,0.106201171875,-1.2499851897358893,3.4944290932267905,0.009720007,0.0003,0.19676566123962402,1990,0.2,-0.010381469652929808,,
,,,410000,,,1.387775182723999,0.06552734375,-1.35867216065526,4.05444855839014,0.008058927,0.0003,0.26185721158981323,2000,0.2,-0.0062463911977829415,2.0,320.2
201,301.37,226,411648,1814,3.4,,,,,,,,,,,,
202,313.16,227,413696,1821,4.4,0.25454819202423096,0.10634765625,-1.3203492913395167,2.101408111397177,0.009689854,0.0003,0.38754987716674805,2010,0.2,-0.009879981982521713,,
203,304.46,227,415744,1828,3.2,0.879782497882843,0.0646484375,-1.2103725526481868,4.030795886181295,0.0077120857,0.0003,0.26776963472366333,2020,0.2,-0.0060168814845383166,,
204,306.4,227,417792,1836,3.1,0.847256600856781,0.089208984375,-1.2990327455103396,2.9082348685711623,0.010264204,0.0003,0.3271484375,2030,0.2,-0.007617156943888403,,
205,303.02,227,419840,1844,2.2,0.5764809250831604,0.108203125,-1.2504852760583163,2.5977770732715726,0.0095707225,0.0003,0.4667086601257324,2040,0.2,-0.01190396451856941,,
,,,420000,,,0.4703744649887085,0.105322265625,-1.221538393944502,1.766549075394869,0.014188891,0.0003,0.5164954662322998,2050,0.2,-0.010305741921183654,-6.0,235.0
206,292.39,227,421888,1856,0.6,,,,,,,,,,,,
207,296.0,227,423936,1864,0.7,2.3595621585845947,0.084814453125,-1.354255961999297,3.347803059220314,0.009357518,0.0003,0.25646764039993286,2060,0.2,-0.00708978653565282,,
208,292.41,227,425984,1872,-0.1,0.5969505906105042,0.058837890625,-1.1318785052746534,3.125032174214721,0.0068041887,0.0003,0.22749638557434082,2070,0.2,-0.006605942736496217,,
209,294.77,227,428032,1880,-0.2,0.4336738884449005,0.0984375,-1.2361336570233106,2.391885137092322,0.011016551,0.0003,0.2837238907814026,2080,0.2,-0.007175057422136888,,
,,,430000,,,0.9823344945907593,0.111669921875,-1.203753312304616,2.7460046115331354,0.011372579,0.0003,0.1664564609527588,2090,0.2,-0.012075122699025087,-6.0,282.6
210,292.35,227,430080,1891,-0.3,,,,,,,,,,,,
211,295.27,227,432128,1899,0.1,1.2391105890274048,0.090966796875,-1.2831065494567155,3.1653603916987776,0.011756625,0.0003,0.07720935344696045,2100,0.2,-0.011391565797384828,,
212,299.14,227,434176,1906,0.7,1.2841607332229614,0.105419921875,-1.2488997418433427,3.3774583452381193,0.0123268645,0.0003,0.08317828178405762,2110,0.2,-0.012385732553957496,,
213,301.27,227,436224,1914,0.4,0.3385869264602661,0.083056640625,-1.2266610737890005,3.08239951916039,0.008213274,0.0003,0.30649763345718384,2120,0.2,-0.007793608718202449,,
214,295.24,228,438272,1921,0.3,1.3463054895401,0.09501953125,-1.1430737376213074,3.0788325026631354,0.011195835,0.0003,0.29507941007614136,2130,0.2,-0.007366982416715473,,
,,,440000,,,0.6450458765029907,0.089111328125,-1.2373974204063416,4.974095322564244,0.010792756,0.0003,0.25054770708084106,2140,0.2,-0.010628049160004593,-2.0,269.6
215,297.31,227,440320,1932,1.0,,,,,,,,,,,,
216,293.26,227,442368,1941,0.7,1.4546838998794556,0.0904296875,-1.159913058206439,4.758196578919888,0.008798882,0.0003,0.2544938921928406,2150,0.2,-0.007624203059822321,,
217,291.21,227,444416,1950,0.5,1.1509935855865479,0.0939453125,-1.2723724409937858,3.0166677656583487,0.009120608,0.0003,0.3347577452659607,2160,0.2,-0.0033670041520963423,,
218,295.53,227,446464,1958,1.1,0.5843473672866821,0.085791015625,-1.1811557736247777,3.68770263902843,0.007106383,0.0003,-0.08295249938964844,2170,0.2,-0.009513390509528107,,
219,292.94,227,448512,1968,0.8,0.527476966381073,0.07490234375,-1.274900894984603,4.120744267106057,0.009766368,0.0003,0.07579213380813599,2180,0.2,-0.008798005915014073,,
,,,450000,,,0.7828680872917175,0.101416015625,-1.2357891999185084,2.805958529934287,0.008688422,0.0003,0.3072071075439453,2190,0.2,-0.0100945648009656,0.0,344.2
220,292.63,227,450560,1981,1.2,,,,,,,,,,,,
221,287.56,227,452608,1988,0.7,0.4294416308403015,0.08515625,-1.19042893871665,2.8760397895239294,0.0075622867,0.0003,0.2869716286659241,2200,0.2,-0.006285028441925533,,
222,285.28,227,454656,1995,0.7,0.61091148853302,0.108203125,-1.1680780541151763,3.0104674197733403,0.009329431,0.0003,0.19746577739715576,2210,0.2,-0.0055983538695727475,,
223,287.5,228,456704,2002,1.1,0.6056500673294067,0.10458984375,-1.18859497718513,2.4973554444499313,0.008758821,0.0003,0.3893897533416748,2220,0.2,-0.00671723430568818,,
224,283.55,228,458752,2010,0.6,0.4611055850982666,0.094189453125,-1.1680391442030669,3.195646572485566,0.008134101,0.0003,0.2529498338699341,2230,0.2,-0.008119739947142079,,
,,,460000,,,0.3964221477508545,0.087841796875,-1.2448729321360588,1.875140157341957,0.010294341,0.0003,0.19752788543701172,2240,0.2,-0.0067995527962921186,8.0,318.2
225,284.12,227,460800,2022,0.9,,,,,,,,,,,,
226,290.35,227,462848,2030,0.9,0.8751927018165588,0.083447265625,-1.3464011818170547,4.137673270702362,0.011794105,0.0003,-0.4324302673339844,2250,0.2,-0.009845497718197293,,
227,287.13,228,464896,2037,0.7,0.7137896418571472,0.109228515625,-1.2656582765281201,2.3550855189561846,0.010086607,0.0003,0.4631326198577881,2260,0.2,-0.012086323412950151,,
228,286.87,228,466944,2045,0.4,1.1637275218963623,0.0935546875,-1.19413993768394,2.9071633127517997,0.010150162,0.0003,0.5274813175201416,2270,0.2,-0.006033237476367503,,
229,289.36,228,468992,2053,0.2,0.17239734530448914,0.09755859375,-1.2734132636338473,2.2368007441516964,0.0078354515,0.0003,0.43084031343460083,2280,0.2,-0.00965182519867085,,
,,,470000,,,0.25936779379844666,0.089208984375,-1.2799229636788367,2.479205282405019,0.012779231,0.0003,0.26120954751968384,2290,0.2,-0.006782870681490749,0.0,278.4
230,289.09,228,471040,2065,0.5,,,,,,,,,,,,
231,282.99,228,473088,2073,0.9,1.357133388519287,0.089990234375,-1.3113234866410495,3.4287809867411854,0.008774477,0.0003,0.23163169622421265,2300,0.2,-0.009879212483065202,,
232,275.76,228,475136,2079,0.2,0.8298460245132446,0.0908203125,-1.241818279400468,3.3750069988891482,0.0065126964,0.0003,0.13267338275909424,2310,0.2,-0.009637017943896353,,
233,277.16,228,477184,2087,0.0,1.2196664810180664,0.10244140625,-1.2355378475040197,2.6866618963889777,0.012621199,0.0003,0.25605112314224243,2320,0.2,-0.006311013686354272,,
234,275.3,228,479232,2095,-0.3,0.548905074596405,0.068212890625,-1.3240520257502795,1.8886733944527805,0.009004013,0.0003,0.17610377073287964,2330,0.2,-0.005166212939366232,,
,,,480000,,,1.1709483861923218,0.114404296875,-1.2972279645502567,2.7601335674524305,0.01170679,0.0003,0.32521671056747437,2340,0.2,-0.01148866918811109,-2.0,250.4
235,278.6,228,481280,2107,-0.1,,,,,,,,,,,,
236,290.57,228,483328,2114,1.4,0.7140324711799622,0.08349609375,-1.2355606127530336,4.198703675717115,0.008189252,0.0003,-0.12960314750671387,2350,0.2,-0.007429700641660019,,
237,289.4,228,485376,2122,1.5,1.0873298645019531,0.071484375,-1.168009889870882,3.5408217165619136,0.0071108993,0.0003,0.32965517044067383,2360,0.2,-0.007522913135471754,,
238,292.82,228,487424,2130,1.6,0.4877539873123169,0.0876953125,-1.2304597388952971,3.588012056611478,0.008263668,0.0003,0.4285871982574463,2370,0.2,-0.00800941187335411,,
239,293.93,228,489472,2137,1.4,0.6814212203025818,0.122021484375,-1.2581324186176062,3.337998316437006,0.012375815,0.0003,0.13168931007385254,2380,0.2,-0.013089691032655537,,
,,,490000,,,0.5650925040245056,0.105517578125,-1.2906429059803486,3.3825721187517046,0.011005569,0.0003,0.43433821201324463,2390,0.2,-0.008421526491292752,0.0,335.8
240,287.45,228,491520,2148,1.0,,,,,,,,,,,,
241,289.4,228,493568,2155,1.2,1.7439255714416504,0.132421875,-1.1962050262838602,6.24052742421627,0.012161486,0.0003,0.19150066375732422,2400,0.2,-0.01344669213576708,,
242,291.7,229,495616,2162,1.3,0.5089946985244751,0.1115234375,-1.1406283251941205,2.8062447144649925,0.0076657953,0.0003,0.5111236572265625,2410,0.2,-0.008163627865724266,,
243,293.01,229,497664,2170,1.2,1.7022223472595215,0.1130859375,-1.1584392227232456,2.645048705674708,0.010366235,0.0003,0.5397287607192993,2420,0.2,-0.007723803243425209,,
244,297.68,229,499712,2179,1.8,0.961989164352417,0.13603515625,-1.200795316696167,2.0337065272964536,0.015641917,0.0003,0.32286614179611206,2430,0.2,-0.009485869589843788,,
,,,500000,,,0.3447205126285553,0.071484375,-1.25367289558053,3.560818448662758,0.009517796,0.0003,0.18326079845428467,2440,0.2,-0.009374802143429405,0.0,329.8
245,307.31,228,501760,2195,2.0,,,,,,,,,,,,
246,312.29,228,503808,2202,1.7,0.4975479543209076,0.125634765625,-1.3107363894581794,2.2210431759245695,0.011740934,0.0003,0.40287649631500244,2450,0.2,-0.010133171788766049,,
247,322.6,228,505856,2209,2.8,0.3571053445339203,0.115283203125,-1.1662014454603196,1.8160543556790798,0.009250013,0.0003,0.24074310064315796,2460,0.2,-0.0052253585163271055,,
248,334.17,228,507904,2219,3.4,1.6433625221252441,0.071435546875,-1.0988537963479756,4.7430684810504316,0.0077239247,0.0003,-0.03296256065368652,2470,0.2,-0.007639678407576867,,
249,335.82,228,509952,2228,3.3,0.1467837244272232,0.132275390625,-1.3003776449710132,2.9144967288710175,0.012570658,0.0003,0.07125937938690186,2480,0.2,-0.01185311077424558,,
,,,510000,,,1.4722810983657837,0.093701171875,-1.2238549053668977,2.71484103044495,0.007841603,0.0003,0.09402275085449219,2490,0.2,-0.00691716888686642,8.0,381.8
250,337.79,228,512000,2241,3.5,,,,,,,,,,,,
251,340.31,228,514048,2250,4.0,0.24495504796504974,0.089111328125,-1.2167860969901085,1.6407342600170522,0.010810815,0.0003,0.5768026113510132,2500,0.2,-0.006652505794772878,,
252,333.49,228,516096,2258,3.1,1.656104326248169,0.108447265625,-1.1795757040381432,3.508791486918926,0.0102051385,0.0003,0.26029711961746216,2510,0.2,-0.011230547027662397,,
253,341.48,228,518144,2266,4.1,0.21574494242668152,0.0830078125,-1.261018193513155,3.107599706482142,0.0077713327,0.0003,0.3779364228248596,2520,0.2,-0.007749895098095294,,
,,,520000,,,0.6540337204933167,0.06142578125,-1.1387875847518445,4.854766497761011,0.006715581,0.0003,0.1262378692626953,2530,0.2,-0.006638538354309276,-4.0,214.6
254,342.58,228,520192,2278,3.9,,,,,,,,,,,,
255,349.07,228,522240,2287,4.2,0.6256515979766846,0.112744140625,-1.2330198004841804,2.630781044624746,0.00932237,0.0003,0.5465084314346313,2540,0.2,-0.00973562809813302,,
256,348.48,228,524288,2294,4.3,1.1579310894012451,0.1005859375,-1.2841075714677572,3.453757836483419,0.012296132,0.0003,0.13758516311645508,2550,0.2,-0.009228491179237608,,
257,339.82,228,526336,2301,3.6,0.20015433430671692,0.088330078125,-1.1708582118153572,2.434854666609317,0.007812986,0.0003,0.4325782060623169,2560,0.2,-0.005662737469538115,,
258,337.05,228,528384,2309,4.0,1.0803155899047852,0.110205078125,-1.189277481660247,2.992970675509423,0.01372494,0.0003,0.15279287099838257,2570,0.2,-0.0071510193141875785,,
,,,530000,,,1.154867172241211,0.076318359375,-1.1019217144697904,3.950261027738452,0.006528565,0.0003,0.03392988443374634,2580,0.2,-0.007750176123226993,16.0,420.2
259,341.42,228,530432,2323,4.0,,,,,,,,,,,,
260,346.91,228,532480,2332,5.0,0.5695309638977051,0.0650390625,-1.1377388728782534,2.3321861483156683,0.0063700397,0.0003,0.2927318215370178,2590,0.2,-0.008800254287780262,,
261,327.01,228,534528,2339,3.5,0.6293634176254272,0.106591796875,-1.1806857749819755,2.6812972823157906,0.011171881,0.0003,0.19782793521881104,2600,0.2,-0.007957016362342983,,
262,333.29,228,536576,2347,4.2,0.9610894322395325,0.107568359375,-1.1623526494950056,3.560054321214557,0.0085184015,0.0003,-0.13535583019256592,2610,0.2,-0.01058611483167624,,
263,325.42,228,538624,2355,3.3,0.37399283051490784,0.080419921875,-1.2513223361223935,2.4274626915343105,0.007652114,0.0003,0.1423836350440979,2620,0.2,-0.009399365214630962,,
,,,540000,,,1.7030905485153198,0.100341796875,-1.157391707599163,3.856640151143074,0.010840735,0.0003,0.40298283100128174,2630,0.2,-0.01077899883966893,0.0,309.8
264,314.86,228,540672,2368,2.9,,,,,,,,,,,,
265,311.0,228,542720,2375,2.9,1.675057291984558,0.09140625,-1.1351384103298188,3.73943640217185,0.009770604,0.0003,0.0500180721282959,2640,0.2,-0.007680278600309976,,
266,302.73,228,544768,2382,2.0,1.458146095275879,0.1041015625,-1.0633013959974051,2.914993797056377,0.0094318,0.0003,0.11436289548873901,2650,0.2,-0.008072797933709807,,
267,309.43,228,546816,2391,2.3,0.8185575008392334,0.09013671875,-1.1175087865442037,2.588143219612539,0.0083329845,0.0003,0.3588939905166626,2660,0.2,-0.007916940134600736,,
268,305.52,228,548864,2400,1.6,0.5973432064056396,0.074072265625,-1.019411669485271,2.440517397597432,0.0066446722,0.0003,0.47284358739852905,2670,0.2,-0.0055590821692021565,,
,,,550000,,,1.1035680770874023,0.140087890625,-1.1629014775156974,2.834565092436969,0.015198218,0.0003,0.24974948167800903,2680,0.2,-0.01131209231680259,-2.0,274.2
269,295.42,228,550912,2411,1.1,,,,,,,,,,,,
270,297.76,228,552960,2419,1.8,0.9409756660461426,0.044677734375,-1.055655293352902,3.0227800479158757,0.0056885174,0.0003,0.37164008617401123,2690,0.2,-0.004280544377979823,,
271,297.15,228,555008,2426,1.5,1.981101155281067,0.104541015625,-1.156433155760169,3.9769145265221595,0.010161009,0.0003,0.452312171459198,2700,0.2,-0.009044924686895684,,
272,298.79,228,557056,2433,1.3,0.5525382161140442,0.109521484375,-1.0457313498482108,2.5878505459055305,0.012364473,0.0003,0.5334848165512085,2710,0.2,-0.009060177802166437,,
273,304.37,228,559104,2442,1.5,0.2657686769962311,0.146337890625,-1.2285410925745963,2.0970524730160833,0.013382386,0.0003,0.2728174328804016,2720,0.2,-0.0105560004216386,,
,,,560000,,,0.8325348496437073,0.084228515625,-1.159317910298705,2.6449425405822695,0.009095527,0.0003,-0.0500788688659668,2730,0.2,-0.007098173536360264,6.0,266.4
274,300.17,228,561152,2453,0.9,,,,,,,,,,,,
275,305.6,228,563200,2460,1.6,0.7244808077812195,0.09765625,-1.0583308298140763,2.6262616349384187,0.009437755,0.0003,0.5082664489746094,2740,0.2,-0.010714615939650684,,
276,310.69,228,565248,2468,2.1,1.2750139236450195,0.0591796875,-1.004514685459435,3.6805627763271334,0.006012718,0.0003,0.49882370233535767,2750,0.2,-0.0049549797986401245,,
277,306.59,229,567296,2476,1.7,1.8457560539245605,0.090673828125,-1.172159406542778,4.534004091098905,0.008094987,0.0003,-0.018310189247131348,2760,0.2,-0.010642464988632128,,
278,303.89,229,569344,2485,1.8,1.9050157070159912,0.111376953125,-1.1699206840246916,3.4147409327328204,0.014640288,0.0003,0.266338586807251,2770,0.2,-0.009708836559730117,,
,,,570000,,,1.0797767639160156,0.05947265625,-1.229076287522912,2.886047011706978,0.006630902,0.0003,-0.22992277145385742,2780,0.2,-0.006976197562471498,2.0,274.2
279,309.85,228,571392,2497,2.3,,,,,,,,,,,,
280,314.36,228,573440,2505,2.8,2.1893134117126465,0.072265625,-1.0411170801147818,3.7146750604733825,0.008094195,0.0003,0.09192168712615967,2790,0.2,-0.006181731878314167,,
281,323.2,229,575488,2512,3.8,1.1435142755508423,0.102978515625,-1.1777795726433395,4.222568139247596,0.011353703,0.0003,0.16090530157089233,2800,0.2,-0.01141044605319621,,
282,325.58,229,577536,2521,3.9,1.223764419555664,0.10615234375,-1.0586920440196992,5.391479189693928,0.01087434,0.0003,0.05074650049209595,2810,0.2,-0.010611323444754817,,
283,325.27,229,579584,2529,4.2,0.35678771138191223,0.10390625,-1.022868881933391,4.1503028146922585,0.0095772585,0.0003,0.010437190532684326,2820,0.2,-0.008598727475327906,,
,,,580000,,,0.4154248535633087,0.089404296875,-1.060339606180787,2.356631576921791,0.010260422,0.0003,0.23504704236984253,2830,0.2,-0.009556257515214384,6.0,378.2
284,319.71,228,581632,2542,4.0,,,,,,,,,,,,
285,325.43,228,583680,2551,3.8,1.1403980255126953,0.0771484375,-1.0850317656993866,5.343154936656356,0.010661932,0.0003,0.05180615186691284,2840,0.2,-0.0087148228980368,,
286,337.02,228,585728,2559,4.0,0.5043339729309082,0.1189453125,-1.164646765217185,2.4687942951917647,0.011079959,0.0003,-0.035668253898620605,2850,0.2,-0.011704172269674018,,
287,339.46,228,587776,2568,4.0,0.8080543279647827,0.08427734375,-0.9894018471240997,3.1813149439170956,0.00916631,0.0003,-0.004297971725463867,2860,0.2,-0.0077886202023364605,,
