time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/value_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,eval/mean_reward,eval/mean_ep_length
53,154,108544,704,297.43,-4.02965,0.13466796875,3.3819370081648232,520,0.2,-0.0070284403089317495,1.8130006790161133,0.013302036,-0.9575490994378925,0.04765588045120239,0.0003,,
,,110000,,,,0.16474609375,2.5639819693751633,530,0.2,-0.006030729584745131,0.5007166862487793,0.011677249,-0.9771381763741374,0.015927672386169434,0.0003,6.652000000000001,128.2
54,157,110592,703,301.08,-3.72375,,,,,,,,,,,,
55,159,112640,704,297.21,-3.7133999999999996,0.118994140625,3.4439691312611105,540,0.2,-0.009124391540535726,1.7833704948425293,0.010578593,-0.97379453741014,0.1136314868927002,0.0003,,
56,162,114688,704,288.92,-3.8140000000000005,0.14755859375,4.502210948430002,550,0.2,-0.011465096956817434,3.3630800247192383,0.010676606,-0.9613889150321484,0.08309400081634521,0.0003,,
57,165,116736,705,293.62,-3.8315,0.155224609375,3.9230140171945096,560,0.2,-0.015025369002250955,0.9299139380455017,0.013946993,-0.9496499637141824,0.12130945920944214,0.0003,,
58,168,118784,706,297.48,-3.32355,0.117333984375,4.2560961345210675,570,0.2,-0.0037578814502921888,2.1799378395080566,0.009393852,-0.9692695207893849,-0.01727616786956787,0.0003,,
,,120000,,,,0.151123046875,4.177708284929395,580,0.2,-0.010252108788699843,3.3270881175994873,0.0136248395,-0.9690500400960446,0.13937044143676758,0.0003,0.671,456.0
59,172,120832,700,306.82,-3.5173,,,,,,,,,,,,
60,175,122880,700,309.84,-2.9811499999999995,0.15732421875,3.831587013695389,590,0.2,-0.008983055379940198,3.1667301654815674,0.010729449,-0.9632580244913698,0.08101952075958252,0.0003,,
61,178,124928,701,308.44,-3.0471999999999997,0.210986328125,3.1672841660678386,600,0.2,-0.010492611116205808,0.23653247952461243,0.018418346,-0.9502463044598699,0.11922222375869751,0.0003,,
62,181,126976,701,315.82,-2.6258999999999992,0.11650390625,5.277150804921985,610,0.2,-0.00817136055266019,2.1879475116729736,0.0116916625,-0.9457290910184384,0.15301793813705444,0.0003,,
63,184,129024,701,312.83,-2.3598500000000002,0.168212890625,4.98002498075366,620,0.2,-0.00897663880168693,1.5957633256912231,0.011361683,-0.9659304562956095,0.11432260274887085,0.0003,,
,,130000,,,,0.139013671875,4.6142387263476845,630,0.2,-0.010856913751922548,0.9334463477134705,0.011405136,-0.9416087705641984,0.10084187984466553,0.0003,-4.588,271.2
64,187,131072,698,311.85,-2.5390499999999996,,,,,,,,,,,,
65,190,133120,698,317.6,-2.6658500000000003,0.1916015625,2.864756148867309,640,0.2,-0.00913528107048478,1.4691429138183594,0.010388812,-0.9357342466711998,-0.10949456691741943,0.0003,,
66,193,135168,698,320.14,-2.7895999999999996,0.1443359375,3.7895626394078135,650,0.2,-0.006246501949499361,1.6244457960128784,0.009249664,-0.9512104930356144,0.04100757837295532,0.0003,,
67,196,137216,699,313.87,-3.0924,0.2205078125,3.7266553017310797,660,0.2,-0.012478804955026134,1.2229301929473877,0.013169931,-0.9434471258893609,0.06051671504974365,0.0003,,
68,198,139264,700,318.13,-2.3163500000000004,0.15263671875,4.122022546827793,670,0.2,-0.008735601072839928,0.8358892202377319,0.010983,-0.9111953470855951,0.15598547458648682,0.0003,,
,,140000,,,,0.1115234375,4.687183776125312,680,0.2,-0.006543386922567151,1.9464017152786255,0.008980777,-0.9209151938557625,0.25208020210266113,0.0003,13.287,470.0
69,202,141312,696,317.63,-1.7846000000000004,,,,,,,,,,,,
70,205,143360,697,319.76,-1.8613,0.1388671875,4.856453125551343,690,0.2,-0.006482852462795563,1.5657979249954224,0.012811706,-0.9450200755149126,0.2161431908607483,0.0003,,
71,208,145408,697,314.0,-0.9381,0.161328125,4.996946469135582,700,0.2,-0.007924442531657406,3.1289920806884766,0.013418365,-0.9250202015042305,0.1397685408592224,0.0003,,
72,211,147456,698,308.12,0.16579999999999978,0.10966796875,5.296856708452106,710,0.2,-0.005363705242052675,3.0949954986572266,0.008397026,-0.9105668706819415,0.1772211194038391,0.0003,,
73,213,149504,698,306.62,0.7125499999999999,0.14580078125,7.108432926237583,720,0.2,-0.010839074579416774,3.1965184211730957,0.0096589085,-0.8894469190388918,0.20058441162109375,0.0003,,
,,150000,,,,0.1548828125,7.39811414629221,730,0.2,-0.007291968449135311,1.9556480646133423,0.010521618,-0.8867031421512366,0.20809656381607056,0.0003,-5.458,381.2
74,217,151552,696,287.1,0.3899499999999999,,,,,,,,,,,,
75,220,153600,696,281.24,1.1986,0.127587890625,7.529666879400611,740,0.2,-0.005034368811175227,3.6312978267669678,0.010921985,-0.884464767947793,0.07357293367385864,0.0003,,
76,223,155648,697,269.54,1.1440500000000002,0.157373046875,6.831195141375065,750,0.2,-0.007219746691407636,5.167333602905273,0.015752103,-0.8475825242698193,0.16743850708007812,0.0003,,
77,226,157696,696,273.67,1.5546,0.129443359375,6.753947151452303,760,0.2,-0.006645107376971282,4.149181842803955,0.012340959,-0.8582561617717147,0.10125744342803955,0.0003,,
78,229,159744,695,256.89,2.5448999999999997,0.192724609375,4.2717543946579095,770,0.2,-0.007978367395116948,1.903594970703125,0.018800192,-0.8328361080959439,0.19679862260818481,0.0003,,
,,160000,,,,0.0951171875,8.376688194274902,780,0.2,-0.006195714291243349,2.179473876953125,0.00994682,-0.815072089061141,0.11951369047164917,0.0003,21.264000000000003,359.2
79,233,161792,692,260.91,2.965,,,,,,,,,,,,
80,236,163840,692,257.49,3.0560999999999994,0.135107421875,6.33181209154427,790,0.2,-0.005114864598726854,4.816205978393555,0.009710786,-0.8584323039278388,0.1566130518913269,0.0003,,
81,239,165888,692,253.26,2.7411000000000003,0.16240234375,4.28187402151525,800,0.2,-0.006868650215619709,1.331168293952942,0.013813094,-0.8840707112103701,-0.07212650775909424,0.0003,,
82,242,167936,692,261.44,3.0473500000000002,0.1529296875,6.551539532281458,810,0.2,-0.007242113856045762,1.1848063468933105,0.009787664,-0.903942652978003,0.11706382036209106,0.0003,,
83,245,169984,691,259.8,3.65785,0.142919921875,6.225298736989498,820,0.2,-0.008730145578738302,1.6909116506576538,0.012968367,-0.9075516209006309,0.12390726804733276,0.0003,,
,,170000,,,,0.1326171875,8.873807735741138,830,0.2,-0.007104741406510584,3.0529963970184326,0.009493606,-0.8950142920017242,0.04771697521209717,0.0003,22.947,458.8
84,250,172032,687,264.76,3.43895,,,,,,,,,,,,
85,253,174080,687,266.77,3.6699999999999995,0.191357421875,6.451136704906821,840,0.2,-0.007892231445293874,0.44221073389053345,0.014706501,-0.9055042138323188,0.1200186014175415,0.0003,,
86,256,176128,687,263.4,3.00155,0.118359375,10.643201429396868,850,0.2,-0.007305851523415186,7.508813858032227,0.009359209,-0.9158132432028652,0.20182710886001587,0.0003,,
87,258,178176,688,270.84,3.7337000000000002,0.142333984375,6.828929361328482,860,0.2,-0.010820459277601913,3.1707701683044434,0.009893216,-0.9115395268425346,0.1428859829902649,0.0003,,
,,180000,,,,0.095947265625,7.177345721051097,870,0.2,-0.008343341981526465,2.282731771469116,0.008016932,-0.8819715529680252,0.1038549542427063,0.0003,-1.703,418.6
88,262,180224,685,279.26,4.458949999999999,,,,,,,,,,,,
89,265,182272,686,281.35,4.78465,0.142041015625,8.93943341448903,880,0.2,-0.010297699403599836,5.481236934661865,0.010192464,-0.8959445802494883,0.23378580808639526,0.0003,,
90,268,184320,686,293.79,5.61085,0.115625,10.904942308366298,890,0.2,-0.00898025457863696,6.07874870300293,0.012050739,-0.888475003093481,0.15298372507095337,0.0003,,
91,271,186368,687,282.63,6.824200000000001,0.11640625,8.855590210109948,900,0.2,-0.005801494148909114,1.7042213678359985,0.008916264,-0.8991495363414288,0.1704552173614502,0.0003,,
92,273,188416,687,293.96,6.9075999999999995,0.09140625,14.437535969913005,910,0.2,-0.008369110309286044,5.415435314178467,0.008909669,-0.8712944179773331,0.16636121273040771,0.0003,,
,,190000,,,,0.177587890625,8.936961597204208,920,0.2,-0.010639064878341742,5.030398368835449,0.012189456,-0.868023525364697,0.10775148868560791,0.0003,43.234,679.4
93,278,190464,683,293.83,8.4169,,,,,,,,,,,,
94,281,192512,684,289.76,9.26465,0.116650390625,12.545428965985774,930,0.2,-0.008666500917752274,3.8234920501708984,0.0084015075,-0.8584030499681831,0.14305198192596436,0.0003,,
95,284,194560,684,298.18,11.040399999999998,0.124853515625,12.050388322770596,940,0.2,-0.0098754221748095,5.123167037963867,0.009144983,-0.8458938268944621,0.19909250736236572,0.0003,,
96,286,196608,685,294.52,11.333850000000002,0.116455078125,11.577579589933157,950,0.2,-0.0067506900522857904,4.642998695373535,0.008652087,-0.8423951430246234,0.15194088220596313,0.0003,,
97,289,198656,686,291.42,12.209750000000001,0.14423828125,10.34895200431347,960,0.2,-0.008620891712780576,5.059804439544678,0.011026672,-0.8452224554494023,0.2227209210395813,0.0003,,
,,200000,,,,0.105908203125,11.175592482835054,970,0.2,-0.008600218867650255,4.759965419769287,0.0075824503,-0.8115526607260108,0.18737787008285522,0.0003,14.788999999999998,649.8
98,294,200704,682,289.23,12.166650000000002,,,,,,,,,,,,
99,296,202752,682,298.77,12.319049999999999,0.178076171875,7.9015163883566855,980,0.2,-0.01060211742296815,4.462900638580322,0.015139211,-0.8240033097565174,0.12706124782562256,0.0003,,
100,299,204800,683,307.1,13.0627,0.191455078125,4.912568876519799,990,0.2,-0.009053292295720893,2.1503052711486816,0.015231399,-0.8242537431418896,0.11398196220397949,0.0003,,
101,302,206848,683,313.72,13.65885,0.11943359375,9.31216920465231,1000,0.2,-0.009618410821713042,4.196227550506592,0.010183152,-0.8394288824871182,0.12607550621032715,0.0003,,
102,305,208896,684,318.76,15.380449999999998,0.17373046875,7.0031787469983104,1010,0.2,-0.01117815618927125,2.462923526763916,0.016285881,-0.8473817832767964,0.06585484743118286,0.0003,,
,,210000,,,,0.100634765625,14.221532087028027,1020,0.2,-0.009273933098302222,6.404720306396484,0.0067651235,-0.8133661359548569,0.21511155366897583,0.0003,76.455,842.2
103,310,210944,678,318.46,14.905749999999998,,,,,,,,,,,,
104,313,212992,679,321.5,14.480349999999996,0.124560546875,8.960035675019025,1030,0.2,-0.006650927313603461,5.4947686195373535,0.01198144,-0.8084717512130737,0.19684898853302002,0.0003,,
105,316,215040,679,316.5,16.01205,0.1265625,7.8848365195095536,1040,0.2,-0.006674832612043246,2.914620876312256,0.012822939,-0.8280991047620774,0.19901341199874878,0.0003,,
106,319,217088,679,321.46,15.659050000000002,0.11396484375,15.556764812767506,1050,0.2,-0.013596006836451124,9.103827476501465,0.010418564,-0.8118551986292004,0.030424773693084717,0.0003,,
107,322,219136,680,324.66,17.9431,0.10908203125,10.01610176190734,1060,0.2,-0.009963782737031579,2.4863927364349365,0.00929238,-0.8029149318113923,0.1252034306526184,0.0003,,
,,220000,,,,0.06591796875,19.64483036696911,1070,0.2,-0.007472117470751982,9.881122589111328,0.007797943,-0.8113677728921175,0.19620656967163086,0.0003,24.497,661.0
108,327,221184,676,333.12,19.53055,,,,,,,,,,,,
109,329,223232,676,334.14,19.310399999999998,0.114453125,12.30123450011015,1080,0.2,-0.00726498952426482,5.695550441741943,0.010215448,-0.8110087890177965,0.2030755877494812,0.0003,,
110,332,225280,677,339.13,20.9102,0.11630859375,13.535001392662526,1090,0.2,-0.011313351614080602,6.313297748565674,0.0137288235,-0.814522715844214,0.2334073781967163,0.0003,,
111,335,227328,677,331.33,21.962650000000004,0.1560546875,19.163687160611154,1100,0.2,-0.014334118417173159,10.873997688293457,0.01032391,-0.7738606913015247,0.2988288402557373,0.0003,,
112,338,229376,677,331.3,22.857149999999997,0.125537109375,18.418034535646438,1110,0.2,-0.009229818661697208,10.47945499420166,0.010666085,-0.7959600266069173,0.19767671823501587,0.0003,,
,,230000,,,,0.11611328125,16.76573823839426,1120,0.2,-0.00835783462098334,6.4059906005859375,0.009680886,-0.7901698656380176,0.09718888998031616,0.0003,67.96000000000001,496.2
113,342,231424,675,334.05,23.73375,,,,,,,,,,,,
114,345,233472,676,327.46,25.389449999999997,0.0916015625,19.220487786829473,1130,0.2,-0.007340426824521273,14.471579551696777,0.008103532,-0.7679607465863227,0.21981829404830933,0.0003,,
115,348,235520,676,322.84,26.969250000000006,0.13046875,20.98729177415371,1140,0.2,-0.011154294619336725,11.121967315673828,0.012068339,-0.7578453052788973,0.051951706409454346,0.0003,,
116,350,237568,677,324.36,28.26425,0.135595703125,18.224755549430846,1150,0.2,-0.01048317619424779,6.9639692306518555,0.0114919925,-0.7683343915268779,0.139801025390625,0.0003,,
117,353,239616,677,316.54,29.712999999999997,0.112109375,19.17922621667385,1160,0.2,-0.008980432225507684,4.710052967071533,0.011444377,-0.7778977829962969,0.13916003704071045,0.0003,,
,,240000,,,,0.1345703125,15.60519857108593,1170,0.2,-0.007395845562859904,8.123723983764648,0.011876207,-0.8092324743047357,0.1508394479751587,0.0003,97.97,1289.4
118,359,241664,671,316.21,30.52195,,,,,,,,,,,,
119,362,243712,672,315.72,32.565349999999995,0.125439453125,24.345058563351632,1180,0.2,-0.012202086113393306,9.349477767944336,0.010684775,-0.7797428667545319,0.15468841791152954,0.0003,,
120,365,245760,672,309.86,33.76915,0.14423828125,18.788263922929765,1190,0.2,-0.009576934503274969,5.179734230041504,0.010763279,-0.7971092097461223,0.17242741584777832,0.0003,,
121,368,247808,672,305.03,34.98185,0.11689453125,28.252512902021408,1200,0.2,-0.011768076012958772,15.20405387878418,0.010244024,-0.777899874560535,0.1747913360595703,0.0003,,
122,371,249856,672,311.97,35.881550000000004,0.125390625,14.995941910147668,1210,0.2,-0.00845873101206962,11.617410659790039,0.011094927,-0.7550135837867856,0.21019357442855835,0.0003,,
,,250000,,,,0.118017578125,20.413232408463955,1220,0.2,-0.010060305285151117,6.112778663635254,0.010604415,-0.7613367957994341,0.10183459520339966,0.0003,174.73399999999998,2095.8
123,379,251904,662,305.33,36.968199999999996,,,,,,,,,,,,
124,382,253952,663,298.71,39.2883,0.1076171875,20.220527145266534,1230,0.2,-0.008296434345538728,8.821114540100098,0.008222463,-0.7275023378431797,0.23689478635787964,0.0003,,
125,385,256000,664,301.28,40.3779,0.1111328125,22.906030541658403,1240,0.2,-0.011163284367648884,17.444849014282227,0.011328777,-0.7353756938129663,0.04066002368927002,0.0003,,
126,388,258048,664,310.5,41.03810000000001,0.128857421875,26.03248522281647,1250,0.2,-0.014469091343926266,12.795660972595215,0.013367605,-0.7307071538642049,0.08891326189041138,0.0003,,
,,260000,,,,0.121484375,17.309261360764502,1260,0.2,-0.00933441959496122,6.22857666015625,0.010210387,-0.7321590652689338,0.1681632399559021,0.0003,86.137,1467.0
127,395,260096,657,308.39,43.64885,,,,,,,,,,,,
128,398,262144,658,314.46,43.448449999999994,0.101171875,33.84998343586922,1270,0.2,-0.009530372588778846,18.96144676208496,0.008651111,-0.7139747770503163,0.20895534753799438,0.0003,,
129,401,264192,658,322.02,45.70269999999999,0.14208984375,16.838754223287104,1280,0.2,-0.008019481741939671,8.60403060913086,0.013072601,-0.7388147808611393,0.13867396116256714,0.0003,,
130,404,266240,658,334.38,49.45660000000001,0.107763671875,23.717383599281312,1290,0.2,-0.007253509380097967,5.18643045425415,0.009960979,-0.7177954303100705,0.12927985191345215,0.0003,,
131,407,268288,658,337.82,53.29014999999998,0.111083984375,24.27678354382515,1300,0.2,-0.01014349978941027,10.736043930053711,0.012202272,-0.6496928544715047,0.20077264308929443,0.0003,,
,,270000,,,,0.106201171875,22.78975491821766,1310,0.2,-0.008530669775791467,8.173452377319336,0.008900601,-0.6646467508748174,0.19178003072738647,0.0003,16.973,653.2
132,411,270336,656,341.16,53.1324,,,,,,,,,,,,
133,414,272384,657,348.53,55.21450000000001,0.1224609375,15.66967648267746,1320,0.2,-0.0024783223896520214,5.772380352020264,0.0092312405,-0.6837096478790045,0.22442126274108887,0.0003,,
134,417,274432,657,363.11,55.764849999999996,0.097900390625,26.838453206419945,1330,0.2,-0.009530471706239042,13.882869720458984,0.008654712,-0.6577974444255232,0.2684354782104492,0.0003,,
135,420,276480,658,377.77,57.57139999999998,0.1146484375,15.394887219369412,1340,0.2,-0.00790874263329897,3.202873945236206,0.009067593,-0.6955099649727344,0.2543773651123047,0.0003,,
136,422,278528,658,392.04,61.02864999999999,0.09736328125,12.994103789329529,1350,0.2,-0.004469867722946219,7.2187018394470215,0.010841946,-0.640579104796052,0.22995883226394653,0.0003,,
,,280000,,,,0.09306640625,20.895322966575623,1360,0.2,-0.007074645365355537,9.629781723022461,0.009064504,-0.632705495506525,0.20859521627426147,0.0003,82.62699999999998,1432.6
137,429,280576,652,392.87,64.0969,,,,,,,,,,,,
138,432,282624,653,398.14,64.96195,0.079296875,28.59234760403633,1370,0.2,-0.004855265704100021,12.334755897521973,0.007592514,-0.6175004113465548,0.17672628164291382,0.0003,,
139,435,284672,653,410.68,67.44435,0.1244140625,22.613172295689584,1380,0.2,-0.009795862906321418,11.892127990722656,0.008716874,-0.6705306669697165,0.17805659770965576,0.0003,,
140,438,286720,654,421.1,70.30954999999999,0.104296875,27.238853281736375,1390,0.2,-0.005800035811262205,14.437155723571777,0.00920042,-0.6529375256970524,0.15146321058273315,0.0003,,
