time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/clip_range,train/loss,train/value_loss,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
180,2843,512000,2.7344000000000013,250,319.07,,,,,,,,,,,,
180,2854,514048,2.9530000000000007,251,327.24,0.2,0.14681848883628845,1.0424955550348387,0.0003,0.188525390625,2500,0.019599115,0.4816380739212036,-1.095894037000835,-0.006795868996414356,,
180,2864,516096,2.7646,252,326.04,0.2,0.21885384619235992,1.2657813736237586,0.0003,0.194189453125,2510,0.020325057,0.39624321460723877,-1.08697350602597,-0.011263498630432878,,
180,2873,518144,3.2243,253,330.12,0.2,0.08701762557029724,1.3999711826909333,0.0003,0.163671875,2520,0.020446658,0.17000031471252441,-1.0874142970889806,-0.011742582461738493,,
,,520000,,,,0.2,0.03251118212938309,0.9025102520128712,0.0003,0.169970703125,2530,0.018243782,0.41739124059677124,-1.0674551723524928,-0.016644364065723494,343.6,-3.4160000000000004
179,2889,520192,2.3834999999999997,254,324.09,,,,,,,,,,,,
180,2900,522240,2.8374,255,328.73,0.2,0.04682381451129913,1.4015388874337078,0.0003,0.16171875,2540,0.020052426,-0.255027174949646,-1.1778329558670522,-0.010202556592412293,,
180,2910,524288,3.452499999999999,256,337.29,0.2,0.0276182908564806,0.7682260985835455,0.0003,0.180908203125,2550,0.018169444,0.2986997961997986,-1.090418205410242,-0.010981676328810863,,
180,2920,526336,3.4627999999999997,257,336.26,0.2,0.08198913186788559,0.9919464047881774,0.0003,0.1591796875,2560,0.017511483,0.35310739278793335,-1.0018308049067854,-0.011263444740325212,,
180,2931,528384,2.7965,258,332.82,0.2,0.04062488675117493,1.497425923938863,0.0003,0.1359375,2570,0.01602075,0.1907985806465149,-0.9911600289866328,-0.011229960885248146,,
,,530000,,,,0.2,0.0877874344587326,1.0282719349721448,0.0003,0.1740234375,2580,0.020832129,0.1678760051727295,-1.0622972153127193,-0.014987229567486793,371.8,4.31
179,2950,530432,3.8457000000000003,259,348.02,,,,,,,,,,,,
179,2959,532480,3.8512999999999993,260,347.42,0.2,0.1306263953447342,0.887656721798703,0.0003,0.191259765625,2590,0.017536454,0.3875480890274048,-1.1468663739040494,-0.011475842294748873,,
179,2970,534528,2.998,261,332.63,0.2,0.11415904760360718,1.684851896413602,0.0003,0.152978515625,2600,0.014186083,-0.5173817873001099,-1.024095281213522,-0.013718218597932718,,
180,2980,536576,3.5755,262,344.97,0.2,0.07276523858308792,1.1360586341237648,0.0003,0.15224609375,2610,0.019137777,0.2803255319595337,-1.0033799681812525,-0.015259877356584184,,
180,2990,538624,2.5345999999999993,263,338.97,0.2,0.2351381778717041,1.8049043367151172,0.0003,0.15888671875,2620,0.016084466,0.10935854911804199,-0.991491562500596,-0.011879991038586012,,
,,540000,,,,0.2,0.15268771350383759,0.8509104045224376,0.0003,0.184619140625,2630,0.024312861,0.40685534477233887,-1.0305257495492697,-0.01370813857356552,387.2,4.151999999999999
179,3009,540672,2.9596999999999993,264,336.5,,,,,,,,,,,,
179,3019,542720,3.1842,265,344.1,0.2,0.11460308730602264,2.4839641026221218,0.0003,0.142626953125,2640,0.01316705,-0.269250750541687,-1.0358756398782134,-0.010343732271576301,,
179,3029,544768,3.2639,266,346.14,0.2,0.06242888420820236,0.6778902251156979,0.0003,0.180908203125,2650,0.021894787,0.428555428981781,-0.9858823282644152,-0.013843813983839937,,
179,3039,546816,3.0139,267,341.09,0.2,0.06469810009002686,0.909274744731374,0.0003,0.1939453125,2660,0.021721663,0.012550830841064453,-1.0902041176334023,-0.010696724939043634,,
180,3049,548864,3.3771000000000004,268,344.79,0.2,0.05904848501086235,1.3226218320196494,0.0003,0.190966796875,2670,0.02325095,-0.021256208419799805,-1.0863655481487513,-0.008263983386859764,,
,,550000,,,,0.2,-0.00540945865213871,0.7135570065467618,0.0003,0.177294921875,2680,0.017940443,0.3439202904701233,-0.9863434329628944,-0.009342667591408827,337.0,-3.35
179,3066,550912,3.0003999999999995,269,342.44,,,,,,,,,,,,
179,3075,552960,3.1662,270,345.9,0.2,0.18068677186965942,1.5417362642474473,0.0003,0.133154296875,2690,0.014420303,-0.05090618133544922,-0.8948704328387975,-0.011875821152352728,,
179,3085,555008,3.3166999999999995,271,350.85,0.2,0.2681102156639099,1.3715910990256817,0.0003,0.159912109375,2700,0.014741999,0.04578995704650879,-1.1290991799905896,-0.011687240976607427,,
179,3095,557056,3.6250999999999998,272,350.06,0.2,0.06530255079269409,1.2608621016377584,0.0003,0.155419921875,2710,0.019023791,-0.08634138107299805,-0.8895929908379913,-0.009838310253689997,,
180,3104,559104,3.5283999999999995,273,349.72,0.2,0.19386084377765656,1.4481900327838957,0.0003,0.15791015625,2720,0.015220212,0.4693971276283264,-1.019210310652852,-0.011585496677435003,,
,,560000,,,,0.2,0.1327723264694214,1.2533270728308707,0.0003,0.16533203125,2730,0.020171337,0.4497392177581787,-0.9817426325753331,-0.011280729959253222,296.2,-6.946000000000001
179,3120,561152,3.3055000000000003,274,351.99,,,,,,,,,,,,
179,3130,563200,3.6883,275,353.75,0.2,0.3833927512168884,1.2654205633327364,0.0003,0.189013671875,2740,0.019500785,0.5150928497314453,-0.9602036997675896,-0.012123046672786585,,
179,3141,565248,3.4909,276,353.47,0.2,0.06043465435504913,1.035395455150865,0.0003,0.17421875,2750,0.019418176,0.5018445253372192,-0.9168760096654296,-0.015298113797325642,,
180,3150,567296,3.0177999999999994,277,350.77,0.2,0.06381876766681671,1.2095979606965557,0.0003,0.206201171875,2760,0.021949079,0.5342749357223511,-1.104415226355195,-0.011989489506231622,,
180,3162,569344,3.4156999999999997,278,361.05,0.2,0.11292879283428192,1.33611150495708,0.0003,0.175390625,2770,0.022101304,0.2626991868019104,-0.9974920298904181,-0.00784852258511819,,
,,570000,,,,0.2,0.12454633414745331,0.9926101043587551,0.0003,0.1806640625,2780,0.021757398,0.230912983417511,-1.0595794066786766,-0.00745421597675886,434.0,-2.3180000000000005
179,3181,571392,2.852899999999999,279,357.27,,,,,,,,,,,,
179,3191,573440,2.647,280,357.86,0.2,0.08746418356895447,1.4311780066927895,0.0003,0.19189453125,2790,0.027278598,0.2871176600456238,-1.0190438028424977,-0.01770755398320034,,
179,3202,575488,3.5178999999999996,281,370.85,0.2,0.31659889221191406,1.0276324785314501,0.0003,0.1390625,2800,0.019444276,0.4078320860862732,-0.8727150285616517,-0.01232040224422235,,
179,3212,577536,3.2637999999999994,282,376.24,0.2,0.09845703840255737,0.7783831938751973,0.0003,0.175927734375,2810,0.03766941,0.4755564332008362,-0.8921531610190868,-0.015524834298412315,,
179,3222,579584,3.1953000000000005,283,383.09,0.2,0.22078582644462585,0.979079156415537,0.0003,0.166796875,2820,0.017970216,0.422987699508667,-0.9125569907948374,-0.006492102224729024,,
,,580000,,,,0.2,0.1795998364686966,0.9182684505358338,0.0003,0.2033203125,2830,0.027526258,0.3851100206375122,-0.9809737749397754,-0.01660783545812592,430.4,9.73
179,3242,581632,3.4591,284,386.74,,,,,,,,,,,,
179,3251,583680,4.372199999999999,285,395.53,0.2,0.1257498562335968,1.4089121838333085,0.0003,0.14794921875,2840,0.015080271,-0.14372074604034424,-1.060240375623107,-0.01211397367878817,,
179,3260,585728,4.265199999999998,286,396.24,0.2,0.0966239720582962,1.1717627411708236,0.0003,0.16171875,2850,0.01517456,0.5844378471374512,-1.0015068076550961,-0.009693934847018682,,
179,3271,587776,4.005999999999999,287,402.14,0.2,0.1034216359257698,1.1304425154346973,0.0003,0.178564453125,2860,0.023023263,0.11712753772735596,-0.9565983559936285,-0.01203988735214807,,
179,3281,589824,3.883,288,404.45,0.2,0.09761622548103333,1.0598609721753747,0.0003,0.173095703125,2870,0.019309605,0.16278314590454102,-0.9275008108466863,-0.009377486942685209,,
,,590000,,,,0.2,0.06539924442768097,1.098679029964842,0.0003,0.164453125,2880,0.012642165,0.4448988437652588,-0.9959578201174736,-0.008895957868662662,325.0,-1.2280000000000002
179,3298,591872,3.7569999999999992,289,407.02,,,,,,,,,,,,
179,3308,593920,3.1229999999999993,290,400.35,0.2,0.0786522924900055,1.30623865025118,0.0003,0.158544921875,2890,0.021530097,-0.28803741931915283,-0.9947219010442495,-0.013359157615923323,,
179,3317,595968,2.0652,291,396.04,0.2,0.20899732410907745,2.1768746953457594,0.0003,0.1556640625,2900,0.013280658,0.20165085792541504,-1.0113594425842165,-0.014880057249683887,,
179,3327,598016,1.5800000000000003,292,394.51,0.2,0.04118496924638748,0.560854437854141,0.0003,0.210107421875,2910,0.020637482,0.5760246515274048,-1.0244886895641685,-0.014247464502113871,,
,,600000,,,,0.2,0.04307723045349121,0.6266660098335706,0.0003,0.190283203125,2920,0.022618476,0.3380469083786011,-0.997800525650382,-0.018496573233278468,389.8,2.128
179,3346,600064,2.0338000000000007,293,399.18,,,,,,,,,,,,
179,3357,602112,1.8267000000000002,294,399.87,0.2,0.060005903244018555,0.7580417525721714,0.0003,0.164453125,2930,0.016180577,0.1916915774345398,-1.0862051595002413,-0.008897724785492755,,
179,3367,604160,1.6040999999999996,295,392.1,0.2,0.05008711293339729,0.7766349306330085,0.0003,0.16044921875,2940,0.016187804,0.446713387966156,-1.170410468429327,-0.009517847193637862,,
179,3378,606208,1.2603000000000002,296,386.44,0.2,0.2260569930076599,1.658260293630883,0.0003,0.141796875,2950,0.015176128,0.13021689653396606,-1.0545202493667603,-0.012710832155426033,,
179,3389,608256,0.8319999999999999,297,379.22,0.2,0.14877724647521973,1.3244513134239242,0.0003,0.1484375,2960,0.015267028,-0.08991658687591553,-1.0416847009211778,-0.0144276453909697,,
,,610000,,,,0.2,0.055447228252887726,0.8969843232422136,0.0003,0.175048828125,2970,0.018490653,0.19377464056015015,-1.0687389891594647,-0.011765432063839398,237.2,-8.358
179,3404,610304,1.1387999999999996,298,388.58,,,,,,,,,,,,
179,3414,612352,0.8601000000000001,299,376.39,0.2,0.0405423603951931,0.972542045568116,0.0003,0.144580078125,2980,0.014926107,-0.153295636177063,-0.976358987018466,-0.009257910132873803,,
179,3425,614400,0.8783,300,374.59,0.2,0.05396974831819534,0.8846790161449463,0.0003,0.19833984375,2990,0.020223632,-0.1908740997314453,-1.1276684481650592,-0.019577029273204972,,
179,3436,616448,0.6409999999999999,301,368.29,0.2,0.4299980700016022,2.4580485140671953,0.0003,0.13681640625,3000,0.013056338,-0.06969130039215088,-1.1319041619077326,-0.016171991525334307,,
179,3446,618496,0.7319,302,369.21,0.2,0.03353976458311081,1.6995387614471837,0.0003,0.143896484375,3010,0.017099742,0.21796512603759766,-1.1549716707319022,-0.01535266294667963,,
,,620000,,,,0.2,0.15839707851409912,1.0342947490978986,0.0003,0.185107421875,3020,0.022277841,0.17972677946090698,-1.190265328809619,-0.014683725591748954,426.2,3.7659999999999996
179,3465,620544,0.19519999999999985,303,362.82,,,,,,,,,,,,
179,3474,622592,0.3555,304,356.8,0.2,0.08913290500640869,1.4830352931050583,0.0003,0.16669921875,3030,0.01739012,0.006518006324768066,-1.0417734729126096,-0.012117441545706242,,
179,3483,624640,0.2450999999999998,305,357.83,0.2,0.05102769657969475,1.0548458554549143,0.0003,0.161474609375,3040,0.016956072,0.4399288296699524,-0.9420702010393143,-0.010761768749216572,,
179,3493,626688,-0.39970000000000006,306,352.26,0.2,0.011902276426553726,0.7538501140545122,0.0003,0.161865234375,3050,0.017873924,0.21127456426620483,-0.9200163753703237,-0.015500810209778138,,
179,3502,628736,-0.09820000000000029,307,352.14,0.2,0.24273940920829773,1.0282358125667088,0.0003,0.196826171875,3060,0.020318124,0.27794820070266724,-1.1638534670695662,-0.014952119364170357,,
,,630000,,,,0.2,0.0723976418375969,1.0341309026814998,0.0003,0.15947265625,3070,0.016181624,0.5015501976013184,-1.0305475890636444,-0.01325787243549712,250.8,1.5159999999999996
179,3518,630784,0.032899999999999784,308,359.05,,,,,,,,,,,,
179,3528,632832,0.7484000000000003,309,367.58,0.2,0.0636339783668518,1.317330627841875,0.0003,0.2013671875,3080,0.022505105,0.16142457723617554,-1.1556827606633306,-0.017640436072542797,,
179,3538,634880,1.6527,310,377.25,0.2,0.06203582510352135,1.3297435424057766,0.0003,0.19765625,3090,0.022802182,0.22636538743972778,-1.0938592171296477,-0.01601135304372292,,
179,3549,636928,1.8146999999999998,311,381.07,0.2,0.08821365237236023,1.6173379013547673,0.0003,0.155908203125,3100,0.017075919,0.2518625259399414,-1.1196330729871988,-0.014414537919219584,,
179,3559,638976,1.8179999999999998,312,380.74,0.2,0.0868157371878624,0.9428744427859783,0.0003,0.197607421875,3110,0.019515706,0.38083457946777344,-1.0823011158034206,-0.015114542517403606,,
,,640000,,,,0.2,0.3068271279335022,1.0760254682973027,0.0003,0.2166015625,3120,0.025700033,0.022871971130371094,-1.0595817554742097,-0.01648837542743422,349.6,0.5280000000000001
179,3576,641024,2.3037,313,382.22,,,,,,,,,,,,
179,3586,643072,1.7736,314,375.17,0.2,0.14682453870773315,1.251200050790794,0.0003,0.162841796875,3130,0.015785601,0.2986462712287903,-1.1981798104941845,-0.016526665043784305,,
179,3597,645120,2.2289000000000003,315,379.69,0.2,0.44109755754470825,2.1029362833825873,0.0003,0.148681640625,3140,0.016505087,-0.801155686378479,-1.035285966284573,-0.017090094802551904,,
179,3607,647168,2.4774999999999996,316,374.83,0.2,0.003950774669647217,1.0746433858061208,0.0003,0.1724609375,3150,0.022344444,0.3952518105506897,-1.1547996040433646,-0.015208281311788596,,
179,3617,649216,2.7661999999999995,317,375.99,0.2,0.19732461869716644,1.1522508349386045,0.0003,0.179052734375,3160,0.018862989,0.4539322257041931,-1.0792612878605723,-0.014436248192214406,,
,,650000,,,,0.2,0.12094805389642715,1.1532268775394185,0.0003,0.1919921875,3170,0.025115017,0.360634982585907,-1.0796082830056548,-0.01531594839761965,333.2,-7.316
179,3634,651264,2.1332,318,369.24,,,,,,,,,,,,
179,3644,653312,1.8511000000000002,319,367.42,0.2,0.21260586380958557,1.5491812193300576,0.0003,0.160009765625,3180,0.01580885,0.12580955028533936,-0.9679324058815837,-0.011136256565805525,,
179,3653,655360,1.7889,320,363.61,0.2,0.129402756690979,1.2530976227484643,0.0003,0.147216796875,3190,0.014198564,0.25823789834976196,-1.0991564691066742,-0.012741278461180627,,
179,3664,657408,2.006,321,371.91,0.2,0.07777613401412964,0.8822184489108622,0.0003,0.152783203125,3200,0.020603463,0.2838549017906189,-0.8908429704606533,-0.016158130412804894,,
179,3674,659456,2.0053,322,371.98,0.2,0.15314200520515442,0.8912351476959884,0.0003,0.183642578125,3210,0.024976589,0.46512478590011597,-1.0254097130149602,-0.0153002315419144,,
,,660000,,,,0.2,0.08176076412200928,1.466158272163011,0.0003,0.15078125,3220,0.02202326,-0.15076136589050293,-0.9397184804081917,-0.012938791065244004,188.6,-5.869999999999999
179,3688,661504,2.0056,323,371.95,,,,,,,,,,,,
179,3698,663552,2.0312,324,369.39,0.2,0.005080424249172211,0.7189358314266429,0.0003,0.17939453125,3230,0.023874862,-0.07080185413360596,-0.9289045352488756,-0.018678603823354935,,
179,3709,665600,2.5244999999999997,325,380.12,0.2,0.10998944193124771,1.0565972544252873,0.0003,0.162744140625,3240,0.015780712,0.16029900312423706,-1.0844368655234575,-0.011574263047077694,,
179,3718,667648,2.3653999999999997,326,375.99,0.2,0.3466547131538391,1.605350334569812,0.0003,0.152880859375,3250,0.012221999,0.12884783744812012,-1.0553908692672849,-0.01210633100999985,,
179,3728,669696,1.2936,327,363.05,0.2,0.17290575802326202,1.0909907909575849,0.0003,0.164453125,3260,0.018018056,0.32353854179382324,-1.0849947882816195,-0.012013624171959236,,
,,670000,,,,0.2,0.09998784214258194,0.9265584337990731,0.0003,0.17109375,3270,0.015014665,0.013275980949401855,-1.0535774186253548,-0.011992165456467774,365.6,12.376
179,3746,671744,1.2751,328,364.9,,,,,,,,,,,,
179,3756,673792,0.4970000000000001,329,352.62,0.2,0.014382455497980118,0.9024245471111498,0.0003,0.1861328125,3280,0.023729458,0.36745142936706543,-0.9678816623985768,-0.018207242630887778,,
179,3767,675840,0.03190000000000024,330,349.08,0.2,0.13249139487743378,1.3873071784735658,0.0003,0.15048828125,3290,0.01988686,-0.15815043449401855,-0.9260657589882613,-0.01491861003160011,,
179,3777,677888,1.1963,331,362.73,0.2,0.09454786032438278,1.4288365758024155,0.0003,0.161328125,3300,0.014896984,-0.050337910652160645,-0.9051881207153201,-0.015183556308329571,,
179,3786,679936,1.5583999999999996,332,366.54,0.2,1.4783035516738892,1.8572180041344837,0.0003,0.141455078125,3310,0.017884258,-0.13159584999084473,-0.9402419602498412,-0.01221887452993542,,
,,680000,,,,0.2,0.035485297441482544,0.6894658762495964,0.0003,0.167333984375,3320,0.015274002,0.3656311631202698,-0.9809736350551248,-0.015430162592383567,301.4,1.0060000000000002
179,3802,681984,1.0001000000000002,333,362.31,,,,,,,,,,,,
179,3812,684032,0.6824000000000002,334,364.07,0.2,0.019367914646863937,0.5809183869627305,0.0003,0.173486328125,3330,0.02034655,0.5213286876678467,-0.9007213220000267,-0.013356360592297278,,
179,3822,686080,1.2503,335,367.3,0.2,0.04554356262087822,1.1134779723593966,0.0003,0.1572265625,3340,0.021244403,-0.08942961692810059,-0.9169297793880105,-0.013812868206878192,,
179,3833,688128,1.6424000000000003,336,378.14,0.2,0.3614993691444397,1.367094656615518,0.0003,0.1705078125,3350,0.017993601,0.010819733142852783,-0.985361810028553,-0.0163408793596318,,
,,690000,,,,0.2,0.007964100688695908,0.4933768730144948,0.0003,0.18466796875,3360,0.019261613,0.6573881506919861,-1.0511945961043239,-0.018281277094502002,293.8,3.088
179,3850,690176,2.0968,337,382.75,,,,,,,,,,,,
179,3860,692224,2.0758,338,384.85,0.2,0.09596392512321472,0.8547145523130893,0.0003,0.181005859375,3370,0.022298366,0.25852465629577637,-0.8984585436061024,-0.010850586974993349,,
179,3870,694272,1.8250000000000002,339,379.92,0.2,0.043147407472133636,1.1363015224342234,0.0003,0.1716796875,3380,0.018994674,-0.04177224636077881,-0.9656685480847955,-0.01155382153519895,,
179,3880,696320,1.328,340,369.56,0.2,0.04880358278751373,0.7036989732761867,0.0003,0.184326171875,3390,0.027411634,0.36936914920806885,-0.9456611977890134,-0.015442479570629076,,
179,3889,698368,1.5622,341,366.14,0.2,0.056018851697444916,0.6250546655268409,0.0003,0.189501953125,3400,0.020037122,0.4483911395072937,-1.0076107954606415,-0.014300142473075539,,
,,700000,,,,0.2,0.05558737367391586,0.9846320538083091,0.0003,0.2044921875,3410,0.02459799,0.3758109211921692,-1.0967010261490941,-0.019282765345997176,547.8,18.565999999999995
179,3910,700416,2.0023000000000004,342,372.18,,,,,,,,,,,,
179,3919,702464,1.8085,343,361.55,0.2,0.01228933036327362,1.1581600988516585,0.0003,0.18955078125,3420,0.01853016,0.4073171019554138,-1.0256499676033854,-0.01614577216678299,,
179,3929,704512,1.8914,344,353.26,0.2,0.18891027569770813,1.6834997845813633,0.0003,0.150439453125,3430,0.015176723,0.20810216665267944,-0.9628706073388458,-0.015488761209417135,,
179,3938,706560,0.9357,345,338.72,0.2,0.052128784358501434,0.9563314060214907,0.0003,0.152392578125,3440,0.01521002,0.49450981616973877,-0.9791792007163167,-0.014748559035069775,,
179,3947,708608,0.6620999999999999,346,336.05,0.2,0.03548665717244148,0.577855168946553,0.0003,0.18359375,3450,0.023805708,0.43401843309402466,-1.0453702695667744,-0.01899480354913976,,
,,710000,,,,0.2,-0.016050152480602264,0.5829724628594704,0.0003,0.174365234375,3460,0.018121785,0.5381545424461365,-1.02004555426538,-0.02084034801227972,218.2,-8.168
179,3962,710656,-0.012499999999999876,347,333.48,,,,,,,,,,,,
179,3971,712704,0.2594000000000001,348,336.34,0.2,0.05065550655126572,1.336106546688825,0.0003,0.139306640625,3470,0.01732915,0.13245290517807007,-0.9293690826743841,-0.011484291657689027,,
179,3981,714752,0.5075000000000003,349,341.56,0.2,0.01237424835562706,0.7753324550809338,0.0003,0.164892578125,3480,0.016366983,0.46967917680740356,-1.1290752701461315,-0.012167627808230464,,
179,3992,716800,0.8107000000000005,350,341.27,0.2,0.05651736259460449,1.4417815298540517,0.0003,0.137353515625,3490,0.019530129,0.3480575680732727,-1.0054598407819868,-0.012293206446338445,,
179,4001,718848,-0.5750999999999998,351,329.72,0.2,0.06145884096622467,0.8735382594983093,0.0003,0.150341796875,3500,0.018527294,0.30196821689605713,-0.8808643411844969,-0.015307549916906282,,
,,720000,,,,0.2,0.01900438219308853,0.9464704587706365,0.0003,0.142919921875,3510,0.015828906,0.3251938223838806,-0.9804609945043922,-0.010870875512773636,274.6,-4.728
179,4016,720896,-0.6589,352,328.09,,,,,,,,,,,,
179,4025,722944,-0.8666000000000003,353,328.84,0.2,0.007118826732039452,0.8419670015107841,0.0003,0.19384765625,3520,0.02272071,0.3674367666244507,-1.1661479413509368,-0.010628220313810744,,
179,4035,724992,-0.8717999999999999,354,329.36,0.2,0.052960414439439774,0.9973719063564204,0.0003,0.162451171875,3530,0.018144447,0.1032748818397522,-0.9484729938209057,-0.013112024369183928,,
179,4044,727040,-0.5915999999999999,355,331.33,0.2,0.08639588207006454,1.6417098725447432,0.0003,0.14794921875,3540,0.015067134,-0.02083909511566162,-0.966335384361446,-0.00824436274706386,,
179,4054,729088,-0.5887,356,331.06,0.2,0.03155489265918732,0.5984169594070409,0.0003,0.1890625,3550,0.018520415,0.6196510791778564,-1.026520604453981,-0.011177154403412715,,
,,730000,,,,0.2,0.19935962557792664,1.0923600568203256,0.0003,0.142431640625,3560,0.015283826,0.6181155443191528,-0.9714702311903238,-0.010823506058659404,362.2,0.40199999999999997
179,4070,731136,-0.5770999999999998,357,329.9,,,,,,,,,,,,
179,4080,733184,-0.5773999999999999,358,329.95,0.2,-0.004011448472738266,0.6684480533003807,0.0003,0.18037109375,3570,0.020206789,0.5067932605743408,-1.002506659924984,-0.014036029385169967,,
179,4088,735232,-0.8611,359,328.27,0.2,0.4866352379322052,2.3813924255315215,0.0003,0.147119140625,3580,0.014899097,-0.04003441333770752,-0.9958014203235507,-0.016964121992350555,,
179,4097,737280,-1.0185,360,323.97,0.2,0.07845050096511841,1.047028847457841,0.0003,0.1400390625,3590,0.017838389,0.33864742517471313,-1.0143090354278683,-0.012989255077263806,,
179,4107,739328,-0.046600000000000155,361,326.88,0.2,0.16811946034431458,2.0150712753878905,0.0003,0.144091796875,3600,0.015952833,-0.06761813163757324,-0.9729300068691373,-0.012552763358689845,,
,,740000,,,,0.2,0.040764909237623215,1.255021988286171,0.0003,0.148681640625,3610,0.015025438,0.1985255479812622,-0.9029166521504521,-0.015007641247939319,303.0,-7.014
179,4123,741376,0.04289999999999997,362,327.94,,,,,,,,,,,,
179,4133,743424,-0.15520000000000012,363,327.73,0.2,-0.004415042698383331,0.9795624256599694,0.0003,0.1751953125,3620,0.021066194,0.25357478857040405,-0.8875587560236454,-0.017463417715043762,,
179,4142,745472,-0.6287000000000001,364,315.02,0.2,0.021119270473718643,1.1728825152735225,0.0003,0.20615234375,3630,0.022032756,0.3173568844795227,-1.078981924802065,-0.01261278055899311,,
180,4151,747520,-0.8366999999999999,365,315.8,0.2,0.1689000427722931,1.2805608680704608,0.0003,0.178369140625,3640,0.022160575,-0.13714754581451416,-0.8328602472320199,-0.015067642206849996,,
180,4160,749568,-0.5657,366,308.74,0.2,0.03710649162530899,1.0176191322505475,0.0003,0.15703125,3650,0.0178688,0.20460128784179688,-0.9990728106349707,-0.017227317628567107,,
,,750000,,,,0.2,0.07798843830823898,1.2034227104391904,0.0003,0.133056640625,3660,0.01580441,-0.09787988662719727,-0.9169681124389172,-0.01730175700795371,269.0,-4.672
180,4173,751616,-1.4215,367,294.22,,,,,,,,,,,,
180,4183,753664,-1.7002000000000002,368,292.06,0.2,0.02000442147254944,1.2455405149259604,0.0003,0.201416015625,3670,0.022653257,-0.2880791425704956,-0.9857573540881276,-0.017252891426323913,,
180,4192,755712,-1.7429,369,286.32,0.2,-0.0013859570026397705,1.3938077501486987,0.0003,0.1427734375,3680,0.015708208,-0.03483593463897705,-0.8776603894308209,-0.013305072384537198,,
180,4202,757760,-1.7884999999999998,370,280.87,0.2,0.01668621599674225,1.445320292469114,0.0003,0.1599609375,3690,0.017209996,0.16934925317764282,-0.8477435508742929,-0.016316651680972426,,
180,4212,759808,-1.2959999999999996,371,291.68,0.2,0.3273296356201172,1.5737931808806025,0.0003,0.158740234375,3700,0.021736745,0.30441564321517944,-1.0542668541893363,-0.012910880624258426,,
,,760000,,,,0.2,0.045564331114292145,0.8929904887918383,0.0003,0.18095703125,3710,0.02531983,0.5191148519515991,-1.0401125133037568,-0.01589346807450056,284.4,1.1760000000000006
180,4227,761856,-1.8291,372,284.93,,,,,,,,,,,,
180,4237,763904,-1.2399,373,296.1,0.2,0.04260393977165222,1.217253465997055,0.0003,0.148779296875,3720,0.01611046,0.3121119737625122,-0.8373791398480535,-0.01489845798641909,,
180,4245,765952,-0.4165000000000002,374,303.85,0.2,0.06703276187181473,1.1988973361090758,0.0003,0.175439453125,3730,0.017292835,0.05721348524093628,-1.002088219113648,-0.01860337738180533,,
180,4255,768000,1.0595,375,316.41,0.2,0.15319906175136566,1.3924443703144789,0.0003,0.131298828125,3740,0.012971785,0.31019580364227295,-0.9276419239118695,-0.01252052505442407,,
,,770000,,,,0.2,0.5584524273872375,2.1554561900440605,0.0003,0.142236328125,3750,0.015540681,0.3208749294281006,-0.955634200759232,-0.014103388748480938,198.8,-3.97
180,4269,770048,1.2001999999999997,376,322.38,,,,,,,,,,,,
180,4278,772096,0.8908000000000001,377,323.27,0.2,0.05839544162154198,1.399634940526448,0.0003,0.162353515625,3760,0.022159904,0.23673808574676514,-0.9606381438672542,-0.014504572405712679,,
180,4287,774144,1.1486999999999998,378,317.5,0.2,0.13137008249759674,1.7763202108908445,0.0003,0.16708984375,3770,0.018072048,0.23052561283111572,-0.8962360976263881,-0.015185458007908891,,
180,4297,776192,1.2689,379,315.49,0.2,0.42668312788009644,2.220161551563069,0.0003,0.16982421875,3780,0.020433256,-0.04375588893890381,-1.0329973924905063,-0.01613725714851171,,
180,4307,778240,2.0204000000000004,380,320.42,0.2,0.05331752076745033,1.6106758827110752,0.0003,0.16181640625,3790,0.018415952,0.24354135990142822,-0.9308000760152936,-0.014736360660754145,,
,,780000,,,,0.2,0.025894228368997574,1.1349600152112544,0.0003,0.17255859375,3800,0.021873033,0.2935130000114441,-0.969569269940257,-0.016220399692247155,415.4,11.878
180,4326,780288,1.7671999999999999,381,315.71,,,,,,,,,,,,
180,4336,782336,2.1976,382,322.72,0.2,0.010680429637432098,1.0976582288043573,0.0003,0.196484375,3810,0.025351914,0.3252432942390442,-1.0102468233555555,-0.016851876871078274,,
180,4345,784384,2.9806,383,334.51,0.2,0.10821133852005005,0.9449134844122454,0.0003,0.20263671875,3820,0.022302065,0.49389052391052246,-0.9092900512740016,-0.0192411080817692,,
180,4355,786432,3.1856999999999993,384,334.02,0.2,0.031793247908353806,0.591558066161815,0.0003,0.216845703125,3830,0.024843194,0.5819565057754517,-1.0065669476985932,-0.01973912451940123,,
180,4365,788480,3.8239,385,340.29,0.2,0.13144269585609436,1.4369063278893008,0.0003,0.156201171875,3840,0.018051442,0.27757465839385986,-1.0808552490547298,-0.011873440946510527,,
,,790000,,,,0.2,0.13385646045207977,1.567138695041649,0.0003,0.145361328125,3850,0.015904412,0.4975161552429199,-0.9262921834364534,-0.0183243130959454,366.8,4.359999999999999
180,4382,790528,2.7407999999999997,386,338.51,,,,,,,,,,,,
