time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/clip_range,train/loss,train/value_loss,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
180,1329,239616,5.578999999999999,117,385.02,0.2,1.0243346691131592,2.5860156947746873,0.0003,0.1580078125,1160,0.013857421,0.15738147497177124,-1.4502492297440768,-0.01120472970942501,,
,,240000,,,,0.2,0.10179920494556427,2.3832912884186954,0.0003,0.163037109375,1170,0.017203134,0.5090017318725586,-1.2764377284795045,-0.01139997986756498,292.4,3.102000000000001
179,1344,241664,6.072199999999999,118,385.75,,,,,,,,,,,,
179,1355,243712,5.5015,119,372.75,0.2,0.06527768075466156,1.9365801671054215,0.0003,0.18935546875,1180,0.019549714,0.37764614820480347,-1.329527410119772,-0.017807308211922647,,
179,1365,245760,5.440300000000002,120,368.86,0.2,0.026930153369903564,1.7962290230905638,0.0003,0.194970703125,1190,0.01963326,0.11099690198898315,-1.2778780687600375,-0.012123770458856598,,
180,1376,247808,4.9830000000000005,121,354.53,0.2,0.1359243541955948,1.4784274462843314,0.0003,0.205419921875,1200,0.0206679,0.17706912755966187,-1.230203227326274,-0.01618995256430935,,
180,1386,249856,6.0193,122,371.04,0.2,0.25840839743614197,1.04164858632721,0.0003,0.169970703125,1210,0.015924884,0.1653454303741455,-1.1163594348356127,-0.009165168824256397,,
,,250000,,,,0.2,0.07623594254255295,2.1463207572698595,0.0003,0.1451171875,1220,0.013914222,0.016168415546417236,-1.2777785032987594,-0.010701978145516478,283.0,-6.814
179,1402,251904,5.099199999999999,123,352.94,,,,,,,,,,,,
179,1411,253952,5.1720999999999995,124,355.66,0.2,0.06912408024072647,0.9580487905768678,0.0003,0.1736328125,1230,0.019852158,0.32220661640167236,-1.0861957922577858,-0.010151760611915962,,
180,1421,256000,4.8526,125,357.58,0.2,0.2361907660961151,1.6209155844524503,0.0003,0.163330078125,1240,0.01529095,0.35916388034820557,-1.2466440550982951,-0.010483327256224584,,
180,1430,258048,5.310599999999998,126,361.83,0.2,0.26849570870399475,1.317689935886301,0.0003,0.160107421875,1250,0.01634568,0.14950412511825562,-1.2950052846223117,-0.011996203193120891,,
,,260000,,,,0.2,0.0911322683095932,2.107788197277114,0.0003,0.201708984375,1260,0.020678855,0.14121711254119873,-1.2843329597264528,-0.01019301452615764,347.8,-5.46
179,1447,260096,6.319,127,371.1,,,,,,,,,,,,
179,1457,262144,6.1803,128,364.95,0.2,0.2089765965938568,2.4032968597020954,0.0003,0.149462890625,1270,0.013568311,0.145749032497406,-1.3001038383692503,-0.013596222444903105,,
180,1466,264192,6.7254000000000005,129,370.5,0.2,0.32141029834747314,2.5759515739046037,0.0003,0.181201171875,1280,0.020028956,0.06051349639892578,-1.2962257023900747,-0.01273803427175153,,
180,1475,266240,6.183400000000001,130,364.62,0.2,0.21203821897506714,1.6017484017182142,0.0003,0.212841796875,1290,0.019924171,0.1186409592628479,-1.3119905337691307,-0.01742357408220414,,
180,1484,268288,5.33,131,359.87,0.2,0.2433256208896637,1.53647620677948,0.0003,0.17021484375,1300,0.01715262,0.33574795722961426,-1.2434464409947394,-0.011700632430438418,,
,,270000,,,,0.2,0.13812562823295593,1.65428581899032,0.0003,0.19111328125,1310,0.018508855,0.27447330951690674,-1.2577898986637592,-0.009769178487476892,192.8,-7.914
180,1499,270336,5.942,132,368.7,,,,,,,,,,,,
180,1508,272384,5.6314,133,369.73,0.2,0.08812770247459412,0.9597531589213759,0.0003,0.194384765625,1320,0.022064969,0.469448983669281,-1.213274185359478,-0.012304645194672049,,
180,1518,274432,4.9859,134,364.21,0.2,0.1683332771062851,1.9776453375816345,0.0003,0.182470703125,1330,0.0223223,0.19003385305404663,-1.245434932038188,-0.015372173718060368,,
180,1529,276480,5.1588,135,366.94,0.2,0.8761778473854065,2.4518158783903345,0.0003,0.118408203125,1340,0.014895233,-0.11889338493347168,-1.17864291947335,-0.012148515658918769,,
180,1539,278528,4.8797,136,364.82,0.2,0.22091412544250488,1.438415814889595,0.0003,0.155126953125,1350,0.014819835,0.3843143582344055,-1.3349317856132985,-0.009775836975313723,,
,,280000,,,,0.2,0.03658371418714523,1.380174725758843,0.0003,0.178515625,1360,0.023309316,0.22511470317840576,-1.1616470312699676,-0.012839110288769006,257.0,-8.556
180,1554,280576,5.417999999999999,137,371.05,,,,,,,,,,,,
180,1564,282624,5.406699999999998,138,372.18,0.2,0.15695849061012268,1.1433957787929103,0.0003,0.1666015625,1370,0.017740957,0.43234920501708984,-0.9668134504929184,-0.014666575865703635,,
