rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
129.511,622,507904,815,667.07,248,2470,0.0025247766,-0.10645964678842575,0.2,0.029541015625,-0.0015798888365679887,0.31497442722320557,16.599172352254392,0.0003,7.6154913902282715,,
127.83999999999997,622,509952,818,668.99,249,2480,0.003032892,-0.10210820367792621,0.2,0.0248046875,-0.0023649737282539717,0.29819178581237793,20.104909235239028,0.0003,8.250401496887207,,
,,510000,,,,2490,0.0030849231,-0.10785602185642347,0.2,0.03427734375,-0.0014932678954210133,0.23871344327926636,21.202254009246825,0.0003,9.583916664123535,842.0,136.11999999999998
128.959,621,512000,824,650.01,250,,,,,,,,,,,,
131.64600000000002,621,514048,827,665.22,251,2500,0.0012240314,-0.10773102216189727,0.2,0.023583984375,-0.0010130775248399005,0.28629279136657715,20.706140491366387,0.0003,13.43761920928955,,
131.27200000000002,621,516096,830,680.17,252,2510,0.003096881,-0.12781114133540541,0.2,0.037939453125,-0.00016671965713612735,0.25636446475982666,16.224179731309412,0.0003,5.307669162750244,,
125.01399999999998,621,518144,833,638.45,253,2520,0.0066811447,-0.12177880231756717,0.2,0.048095703125,-0.0001661939808400348,0.2773035168647766,8.321076084673404,0.0003,4.556772232055664,,
,,520000,,,,2530,0.0010693899,-0.0877248294535093,0.2,0.017919921875,-0.0014887383411405608,0.29439282417297363,23.148827850818634,0.0003,11.185704231262207,1680.0,158.8
126.63799999999999,618,520192,841,640.72,254,,,,,,,,,,,,
128.855,618,522240,844,641.93,255,2540,0.0042636683,-0.09501293428475037,0.2,0.0271484375,-0.0015206568146822973,0.2828105688095093,13.806699505448341,0.0003,7.275096893310547,,
126.74199999999999,618,524288,847,623.76,256,2550,0.00368928,-0.09584216731600463,0.2,0.0263671875,-0.0046754491952015085,0.23374217748641968,18.328136767446995,0.0003,4.876792907714844,,
124.736,619,526336,850,618.03,257,2560,0.0020567463,-0.0787663760012947,0.2,0.02109375,-0.0023373133706627415,0.17089110612869263,32.9929495126009,0.0003,12.26459789276123,,
123.808,619,528384,853,623.48,258,2570,0.001813618,-0.09035947846714407,0.2,0.026123046875,-0.0020385473006172107,0.3805611729621887,16.808382815122606,0.0003,7.251075267791748,,
,,530000,,,,2580,0.0023102371,-0.09782514268299565,0.2,0.02470703125,-0.0006501255818875506,0.08655071258544922,20.818738254904748,0.0003,7.655135154724121,1743.6,170.2
124.90999999999997,615,530432,861,617.01,259,,,,,,,,,,,,
123.34,616,532480,864,612.37,260,2590,0.0032400494,-0.09038681488018482,0.2,0.024951171875,-0.001558441350061912,0.22936731576919556,22.006592079997063,0.0003,7.059060573577881,,
125.725,616,534528,867,619.31,261,2600,0.0035791274,-0.10562236615805887,0.2,0.032958984375,-0.001855907606659457,0.32478398084640503,22.597887533903123,0.0003,7.600924015045166,,
125.70400000000001,616,536576,870,617.94,262,2610,0.0024791951,-0.1025360720581375,0.2,0.026123046875,-0.0020285083126509564,0.16317260265350342,26.076436337828635,0.0003,11.832269668579102,,
125.435,616,538624,873,618.43,263,2620,0.003046075,-0.09318573718192055,0.2,0.02568359375,-0.0018168797221733257,0.30679935216903687,22.38122066259384,0.0003,11.912881851196289,,
,,540000,,,,2630,0.004811948,-0.10838453333126381,0.2,0.030419921875,-0.0018312441156012938,0.306601345539093,21.25486938357353,0.0003,11.411205291748047,1436.2,266.93999999999994
122.33499999999998,614,540672,880,583.34,264,,,,,,,,,,,,
122.223,614,542720,883,578.17,265,2640,0.003927064,-0.10137556981062516,0.2,0.035498046875,-0.0009758727828739211,0.35415971279144287,18.33781154155731,0.0003,4.775321006774902,,
125.09899999999998,614,544768,886,582.6,266,2650,0.0029812194,-0.09431917418260127,0.2,0.033251953125,-0.0019069560803472996,0.26229071617126465,19.612729270756244,0.0003,11.39463996887207,,
124.71099999999998,614,546816,889,583.24,267,2660,0.0029738292,-0.08720885685179383,0.2,0.02587890625,-0.0008211123291403055,0.350469172000885,27.42534008026123,0.0003,16.633359909057617,,
125.07399999999998,615,548864,892,560.4,268,2670,0.0027548762,-0.08609143890207634,0.2,0.02314453125,-0.002198639944253955,0.16577810049057007,23.082854959368706,0.0003,8.206582069396973,,
,,550000,,,,2680,0.0034288699,-0.07943121527787297,0.2,0.02939453125,-0.000910609500715509,0.26220810413360596,23.39430936872959,0.0003,18.150020599365234,1221.2,186.5
127.99799999999999,612,550912,898,569.8,269,,,,,,,,,,,,
134.14699999999996,613,552960,901,589.9,270,2690,0.006356663,-0.08327830908820033,0.2,0.02880859375,-0.0008053338126046583,0.25838005542755127,18.56617398262024,0.0003,8.533235549926758,,
134.64399999999998,613,555008,904,592.62,271,2700,0.0037040606,-0.08506865635281428,0.2,0.02958984375,-0.002479271945776418,0.3760230541229248,21.549032178521156,0.0003,9.132282257080078,,
139.546,613,557056,908,610.1,272,2710,0.0018293358,-0.08083200654946268,0.2,0.0203125,0.0005136153267812915,0.21287047863006592,22.955193069577216,0.0003,17.690921783447266,,
140.01999999999998,613,559104,911,615.32,273,2720,0.0025982615,-0.08610853146528825,0.2,0.024267578125,4.0720262040849776e-05,0.16990947723388672,14.072283868491649,0.0003,4.514292240142822,,
,,560000,,,,2730,0.0024438712,-0.0810317631228827,0.2,0.02744140625,-0.0005651250365190208,0.19627749919891357,22.812510642409325,0.0003,21.24912452697754,979.0,207.18
137.602,612,561152,916,596.08,274,,,,,,,,,,,,
143.504,612,563200,919,614.45,275,2740,0.0057754936,-0.09532695775851607,0.2,0.031494140625,-0.003106795765052084,0.21128517389297485,25.991672047972678,0.0003,17.645132064819336,,
145.61,612,565248,922,620.9,276,2750,0.0034937444,-0.09032987931277603,0.2,0.02744140625,-0.0006604059599339962,0.3305259346961975,18.054864364862443,0.0003,6.7574591636657715,,
147.893,612,567296,925,627.08,277,2760,0.0018178591,-0.08658414566889405,0.2,0.024462890625,-0.0005518003279576078,0.311825156211853,14.506834247708321,0.0003,7.73034143447876,,
152.253,612,569344,929,652.71,278,2770,0.0043140776,-0.09524081848794594,0.2,0.025146484375,-0.0012487792293541134,0.34396427869796753,13.608690913021565,0.0003,8.63437557220459,,
,,570000,,,,2780,0.0035461367,-0.08001035668421537,0.2,0.027880859375,-0.0025646178721217437,0.2615266442298889,20.894456508755685,0.0003,10.149372100830078,630.6,181.44
153.38,611,571392,933,642.46,279,,,,,,,,,,,,
150.223,612,573440,936,623.74,280,2790,0.002028246,-0.07349434597999789,0.2,0.015966796875,-0.0023181524375104345,0.22093814611434937,29.86048329472542,0.0003,24.33882713317871,,
153.511,612,575488,939,632.44,281,2800,0.0025075881,-0.08156430741073564,0.2,0.018994140625,-0.0020723385314340703,0.20003503561019897,39.98859894275665,0.0003,11.582633972167969,,
150.511,612,577536,942,603.17,282,2810,0.0012471261,-0.07567868659971282,0.2,0.01875,-0.0007504757813876495,0.26149994134902954,24.632244274020195,0.0003,16.163028717041016,,
154.72000000000003,612,579584,945,613.02,283,2820,0.0021368582,-0.08205592755693943,0.2,0.02568359375,-0.00017790512792998926,0.3163469433784485,20.94649843275547,0.0003,14.993156433105469,,
,,580000,,,,2830,0.0040394925,-0.07695683805504813,0.2,0.02412109375,-0.003229718243528623,0.25144535303115845,25.303013679385185,0.0003,10.223413467407227,910.2,151.76
151.09499999999997,611,581632,951,594.88,284,,,,,,,,,,,,
155.19199999999998,611,583680,954,607.26,285,2840,0.009049216,-0.06313043494010344,0.2,0.01767578125,-0.001616476516937837,0.304567813873291,24.066009965538978,0.0003,7.825924873352051,,
158.4,611,585728,957,614.65,286,2850,0.005260035,-0.08032898235833272,0.2,0.03203125,-0.0015590470982715487,0.3585721254348755,25.2826175570488,0.0003,26.000741958618164,,
159.03799999999998,612,587776,960,615.59,287,2860,0.0030872382,-0.0651318458316382,0.2,0.023095703125,-0.0013209652941441163,0.26693087816238403,29.021766000986098,0.0003,19.23354721069336,,
162.887,612,589824,963,628.45,288,2870,0.0056565823,-0.06451045925496146,0.2,0.02744140625,-0.001172049337765202,0.29855018854141235,18.513921225070952,0.0003,11.888972282409668,,
,,590000,,,,2880,0.0031307754,-0.08053891289746389,0.2,0.030908203125,-0.002021345998218749,0.28867900371551514,20.610376891493797,0.0003,11.17480754852295,546.6,195.18
163.488,611,591872,968,630.74,289,,,,,,,,,,,,
169.17999999999995,611,593920,971,644.11,290,2890,0.0014103948,-0.0653448416502215,0.2,0.019140625,-0.0016763381514465435,0.3215944766998291,25.37647514641285,0.0003,9.902533531188965,,
169.81099999999998,611,595968,974,645.58,291,2900,0.0020100838,-0.07005566458683461,0.2,0.016015625,-0.0007009009874309413,0.2135685682296753,26.45315039753914,0.0003,6.447705268859863,,
171.591,612,598016,977,650.39,292,2910,0.0028056847,-0.06810937106492929,0.2,0.020751953125,-0.00226611414400395,0.19049811363220215,20.910627169907094,0.0003,4.846795558929443,,
,,600000,,,,2920,0.006642624,-0.06831301148049533,0.2,0.0234375,-0.0017918743105838075,0.19649147987365723,18.945851512253284,0.0003,4.852432727813721,672.8,207.18
169.658,611,600064,981,656.32,293,,,,,,,,,,,,
170.298,611,602112,984,654.79,294,2930,0.0018642219,-0.06451067125890404,0.2,0.026025390625,-0.0009599039796739817,0.261552631855011,20.46978692859411,0.0003,9.441965103149414,,
169.207,611,604160,987,643.0,295,2940,0.00166646,-0.05706192206998821,0.2,0.0181640625,-0.0007029525528196246,0.2535337805747986,31.043204587697982,0.0003,19.687631607055664,,
170.97799999999995,611,606208,990,644.62,296,2950,0.002284467,-0.05378513723262586,0.2,0.015966796875,-0.0007072525622788817,0.35498809814453125,26.41923243999481,0.0003,10.943650245666504,,
168.99199999999996,612,608256,993,642.44,297,2960,0.016955297,-0.10346009172499179,0.2,0.050048828125,-0.004060178455256391,0.2719464898109436,23.195429730415345,0.0003,9.074695587158203,,
,,610000,,,,2970,0.004631128,-0.11414858021307736,0.2,0.04189453125,-0.0014229943742975592,0.270328164100647,22.799212908744813,0.0003,11.068079948425293,429.8,100.36
171.80799999999996,611,610304,998,649.97,298,,,,,,,,,,,,
174.44099999999997,611,612352,1001,670.4,299,2980,0.0040208963,-0.0933929945807904,0.2,0.031494140625,-0.0017997209302848204,0.3419228792190552,18.74539226293564,0.0003,7.140984535217285,,
177.274,611,614400,1004,672.19,300,2990,0.009579559,-0.1257709058234468,0.2,0.0546875,-0.0029231994732981546,0.39516764879226685,10.511362420022488,0.0003,6.405474662780762,,
174.088,611,616448,1007,666.56,301,3000,0.0054523237,-0.10776328645879403,0.2,0.034375,-0.005281271635612939,0.31235939264297485,20.323588259518147,0.0003,10.881064414978027,,
171.41099999999994,612,618496,1010,660.01,302,3010,0.0022741698,-0.10454091700958087,0.2,0.035107421875,-0.0017037426616298035,0.23470818996429443,20.762299729883672,0.0003,6.058450698852539,,
,,620000,,,,3020,0.0019475856,-0.09928057953948155,0.2,0.027392578125,-0.0007381898147286847,0.32592886686325073,22.79389615356922,0.0003,6.85837459564209,878.8,163.37999999999997
171.32399999999998,610,620544,1015,664.65,303,,,,,,,,,,,,
168.86699999999996,611,622592,1018,653.28,304,3030,0.0014811427,-0.09850998285692185,0.2,0.026123046875,0.0009798557788599283,0.132757306098938,16.598622693121435,0.0003,5.852235794067383,,
168.38999999999996,611,624640,1021,641.79,305,3040,0.003016971,-0.10975205504801125,0.2,0.026953125,-0.00047137110523181035,0.26914364099502563,23.192237004637718,0.0003,8.46304702758789,,
162.714,611,626688,1024,625.6,306,3050,0.0018006146,-0.10283687841147185,0.2,0.02373046875,0.00021259159548208116,0.1813805103302002,30.972930577397346,0.0003,9.720868110656738,,
161.332,611,628736,1027,608.37,307,3060,0.0022935611,-0.10426463175099343,0.2,0.03046875,-0.00021245407697279006,0.2997850179672241,18.863506028056143,0.0003,5.120954513549805,,
,,630000,,,,3070,0.0021917669,-0.0976269543170929,0.2,0.024267578125,-0.0010012614002334885,0.3484386205673218,25.772473159432412,0.0003,10.11298656463623,413.0,87.75999999999999
159.578,611,630784,1032,602.62,308,,,,,,,,,,,,
161.108,611,632832,1035,609.12,309,3080,0.002645394,-0.1063190828775987,0.2,0.028515625,-0.0002172509179217741,0.398023784160614,17.73947891294956,0.0003,14.092077255249023,,
161.198,611,634880,1038,613.92,310,3090,0.0028595743,-0.10038005566457286,0.2,0.031201171875,-0.0006082082720240578,0.321877121925354,20.090053169429304,0.0003,15.190560340881348,,
164.203,611,636928,1041,623.64,311,3100,0.0021971334,-0.10351514605572447,0.2,0.020263671875,-0.0006256765162106603,0.265047550201416,22.99933871626854,0.0003,6.986921787261963,,
164.22799999999998,611,638976,1044,619.07,312,3110,0.0040300903,-0.10387756868731231,0.2,0.0357421875,-0.001424249043338932,0.3457617163658142,23.409318375587464,0.0003,7.6448845863342285,,
,,640000,,,,3120,0.0023202444,-0.09891186518361791,0.2,0.032080078125,0.0004286187773686834,0.2700091004371643,22.08808409422636,0.0003,13.940926551818848,938.2,217.32000000000002
163.879,610,641024,1049,612.09,313,,,,,,,,,,,,
167.208,610,643072,1052,625.62,314,3130,0.002240322,-0.0895600420073606,0.2,0.017919921875,0.0007970615872181952,0.40271830558776855,19.241157352924347,0.0003,8.151971817016602,,
169.34699999999998,610,645120,1056,633.45,315,3140,0.0028012167,-0.09040479197865352,0.2,0.029150390625,-0.00040863722242647784,0.33728235960006714,13.773479957878589,0.0003,3.872602701187134,,
173.108,611,647168,1059,647.01,316,3150,0.0029862365,-0.09595535537227988,0.2,0.028515625,-0.0005462486820761115,0.46948087215423584,12.857348704338074,0.0003,6.538421154022217,,
175.445,611,649216,1062,654.65,317,3160,0.0028895598,-0.09363532854476944,0.2,0.03310546875,-0.0010265491262543946,0.3213804364204407,19.01080091893673,0.0003,8.109110832214355,,
,,650000,,,,3170,0.0028803148,-0.07827032486675307,0.2,0.026611328125,-0.0021666365733835845,0.3922421336174011,16.941343346238135,0.0003,11.57968521118164,1228.2,205.08
182.46200000000002,609,651264,1068,670.22,318,,,,,,,,,,,,
187.32700000000006,609,653312,1071,685.68,319,3180,0.0061720083,-0.0822407721541822,0.2,0.024462890625,-0.00263076797418762,0.2961081266403198,18.149088956415653,0.0003,6.147432804107666,,
188.21,609,655360,1074,692.89,320,3190,0.004985233,-0.09415121832862497,0.2,0.02646484375,-0.0010004543379181995,0.3260660767555237,18.11451262384653,0.0003,4.6930155754089355,,
184.289,610,657408,1077,679.98,321,3200,0.003930441,-0.08739694384275935,0.2,0.031982421875,-0.0002830972895026207,0.3046202063560486,17.429691876471043,0.0003,7.0883989334106445,,
186.87399999999997,610,659456,1080,686.08,322,3210,0.0035780082,-0.08327873253729194,0.2,0.02294921875,-0.00020846210682066158,0.3650267720222473,21.328491818904876,0.0003,11.556681632995605,,
,,660000,,,,3220,0.008783112,-0.09175261894706636,0.2,0.04482421875,-0.003487320337444544,0.3232303857803345,23.806929191946985,0.0003,8.811813354492188,680.6,182.78
179.58200000000005,609,661504,1085,659.35,323,,,,,,,,,,,,
177.45100000000002,609,663552,1088,647.93,324,3230,0.002981692,-0.0932745411992073,0.2,0.027783203125,-0.0007508502138080075,0.37405043840408325,19.524326622486115,0.0003,7.3254876136779785,,
174.053,609,665600,1091,633.37,325,3240,0.006985401,-0.10065004557836801,0.2,0.028564453125,-0.0020783401181688533,0.1760627031326294,28.066947117447853,0.0003,6.455742835998535,,
176.95999999999995,610,667648,1094,644.12,326,3250,0.0025127376,-0.09200359020614997,0.2,0.02587890625,-0.0007605440740007907,0.2770833373069763,26.02268630862236,0.0003,20.103696823120117,,
183.748,610,669696,1097,669.15,327,3260,0.0040073274,-0.10049617751501501,0.2,0.030224609375,-0.00043669315928127614,0.4013083577156067,16.20449934154749,0.0003,5.118139266967773,,
,,670000,,,,3270,0.0017662521,-0.08921854177024216,0.2,0.02353515625,-0.0007207228612969629,0.22417432069778442,27.421592783927917,0.0003,10.184651374816895,549.4,118.97999999999999
185.431,609,671744,1101,679.05,328,,,,,,,,,,,,
187.299,610,673792,1104,683.27,329,3280,0.005045835,-0.1021937619894743,0.2,0.04501953125,-0.0031017785629956053,0.330491840839386,17.76708077788353,0.0003,9.508891105651855,,
186.979,610,675840,1107,676.28,330,3290,0.0068766386,-0.09474868620745838,0.2,0.036328125,-0.0022517245583003388,0.3503648042678833,18.979416307806968,0.0003,6.091064929962158,,
191.71399999999997,610,677888,1110,692.1,331,3300,0.0028407495,-0.09586261826334522,0.2,0.039501953125,-0.0026866363681619988,0.31800681352615356,25.73214117884636,0.0003,11.703775405883789,,
184.975,610,679936,1113,659.65,332,3310,0.0031106425,-0.09953761937795207,0.2,0.03037109375,-0.0007453969330526889,0.3716532588005066,17.47613721638918,0.0003,5.704797267913818,,
,,680000,,,,3320,0.0020754535,-0.09344191154232248,0.2,0.021435546875,-0.0011831298616016284,0.2664985656738281,31.346355265378953,0.0003,12.772210121154785,536.0,151.06
185.769,610,681984,1117,661.25,333,,,,,,,,,,,,
183.472,610,684032,1120,642.66,334,3330,0.0016655957,-0.09559698168886825,0.2,0.02578125,0.0008300736182718538,0.32511335611343384,24.013110664486884,0.0003,7.136899471282959,,
185.72300000000004,610,686080,1123,648.14,335,3340,0.0031971477,-0.09708348038839176,0.2,0.0328125,-0.0030716628796653824,0.35650503635406494,30.81876946091652,0.0003,19.59215545654297,,
186.234,610,688128,1126,647.86,336,3350,0.0062002633,-0.08787436438724398,0.2,0.028125,-7.215392106445506e-05,0.3259631395339966,29.35853749513626,0.0003,15.492274284362793,,
,,690000,,,,3360,0.0066148704,-0.09418917552102357,0.2,0.0361328125,-0.00213659719156567,0.3888908624649048,20.88745446205139,0.0003,9.835912704467773,677.8,208.4
183.95799999999997,609,690176,1131,643.71,337,,,,,,,,,,,,
183.173,610,692224,1134,640.03,338,3370,0.0046058316,-0.09199446517741308,0.2,0.03720703125,-0.004461904935305938,0.4132530689239502,32.08938202559948,0.0003,16.48137855529785,,
185.80200000000002,610,694272,1137,649.27,339,3380,0.0029431127,-0.09415508854435757,0.2,0.03212890625,-0.002603356522740796,0.3606877326965332,26.059013721346854,0.0003,10.90931224822998,,
183.833,610,696320,1140,650.4,340,3390,0.0027535968,-0.099873693974223,0.2,0.0298828125,-0.0014302683295682073,0.37288081645965576,21.225188526511193,0.0003,8.349899291992188,,
182.81,610,698368,1143,647.48,341,3400,0.0025321636,-0.09378693904727697,0.2,0.02412109375,0.0004745441168779507,0.3097749948501587,25.832672503590583,0.0003,12.660514831542969,,
,,700000,,,,3410,0.0026875753,-0.08897516602883115,0.2,0.025341796875,-0.0012146836845204235,0.2513834834098816,34.52767199277878,0.0003,14.630271911621094,596.2,132.16
185.59899999999993,609,700416,1148,653.18,342,,,,,,,,,,,,
179.04799999999994,610,702464,1151,639.23,343,3420,0.0018920255,-0.09229434339795262,0.2,0.026708984375,-0.0009307985732448287,0.29612797498703003,25.390055963397025,0.0003,7.95619535446167,,
182.41099999999997,610,704512,1154,650.0,344,3430,0.0023158225,-0.08514640347566456,0.2,0.02421875,-0.001342332930653356,0.25326985120773315,31.097879403829573,0.0003,15.252778053283691,,
178.51599999999996,610,706560,1157,634.74,345,3440,0.0059568407,-0.0902254840824753,0.2,0.033447265625,-0.002218437255942263,0.35839390754699707,19.8414354711771,0.0003,7.947887420654297,,
176.009,610,708608,1160,626.56,346,3450,0.0020787974,-0.09240408326731994,0.2,0.03515625,-0.0026377005822723733,0.36051058769226074,24.940848070383073,0.0003,9.649821281433105,,
,,710000,,,,3460,0.0030939034,-0.0855744626838714,0.2,0.026611328125,-0.000574920600047335,0.38034307956695557,20.893133461475372,0.0003,8.590959548950195,419.8,116.44000000000001
174.574,610,710656,1164,621.06,347,,,,,,,,,,,,
173.26999999999995,610,712704,1167,619.93,348,3470,0.0061362283,-0.10058540292084217,0.2,0.04501953125,-0.002554429566953331,0.32314425706863403,25.0709780305624,0.0003,13.584057807922363,,
170.67,610,714752,1170,613.32,349,3480,0.006955803,-0.10118827419355511,0.2,0.037255859375,-0.0026606714251101947,0.3376271724700928,23.887307953834533,0.0003,9.942890167236328,,
169.50499999999997,610,716800,1173,610.37,350,3490,0.0050674453,-0.10510622059227899,0.2,0.035693359375,-0.001553404313744977,0.35745668411254883,19.771126990020274,0.0003,6.053779125213623,,
169.28499999999997,611,718848,1176,610.82,351,3500,0.005302185,-0.1014837920665741,0.2,0.030224609375,-0.00029785550286760555,0.3919137120246887,21.594442397356033,0.0003,10.84916877746582,,
,,720000,,,,3510,0.0040385146,-0.09895719675114378,0.2,0.035205078125,-0.0008095067169051617,0.3267400860786438,18.851277068257332,0.0003,9.205948829650879,670.6,231.28000000000003
169.16299999999998,610,720896,1181,607.7,352,,,,,,,,,,,,
164.16299999999998,610,722944,1184,592.42,353,3520,0.0031009333,-0.0923609847901389,0.2,0.029638671875,-0.0015180280999629759,0.2998458743095398,32.02171288430691,0.0003,10.587357521057129,,
166.815,610,724992,1187,600.44,354,3530,0.0032630754,-0.0855700325453654,0.2,0.0236328125,0.0008687925859703682,0.34638088941574097,18.17694676667452,0.0003,8.530557632446289,,
168.81100000000004,610,727040,1190,612.16,355,3540,0.0037532654,-0.08177192035363987,0.2,0.028271484375,0.0005781319181551225,0.2469891905784607,19.60664907991886,0.0003,15.824495315551758,,
171.65500000000003,610,729088,1193,640.08,356,3550,0.012250432,-0.0988202505861409,0.2,0.03740234375,-0.0001098483829991892,0.2974400520324707,11.689297015964986,0.0003,3.4281723499298096,,
,,730000,,,,3560,0.0048512225,-0.0998480356647633,0.2,0.035400390625,-0.00020116224186494946,0.26041120290756226,15.33289639055729,0.0003,4.68501615524292,1804.2,117.5
160.861,608,731136,1201,602.89,357,,,,,,,,,,,,
158.06400000000002,608,733184,1204,596.13,358,3570,0.005196198,-0.06900719961267895,0.2,0.026025390625,-0.000948939478257671,0.3569336533546448,24.027266067266464,0.0003,7.7989091873168945,,
158.849,608,735232,1207,594.63,359,3580,0.0025359574,-0.07649652931722813,0.2,0.023193359375,-0.00045145062467781826,0.25059837102890015,21.439429524540902,0.0003,19.369009017944336,,
155.354,608,737280,1210,582.17,360,3590,0.003791443,-0.06331728255609051,0.2,0.020068359375,-0.0009158108485280536,0.321663498878479,23.4071265399456,0.0003,8.486042022705078,,
149.965,609,739328,1213,568.65,361,3600,0.002248345,-0.0633878410269972,0.2,0.019091796875,-0.0013267835602164268,0.36004698276519775,20.378876659274102,0.0003,26.023090362548828,,
,,740000,,,,3610,0.0021836918,-0.07427648779703304,0.2,0.020361328125,-0.0008133303927024826,0.37009114027023315,23.29442403316498,0.0003,8.445505142211914,641.2,100.16
150.94,608,741376,1218,572.97,362,,,,,,,,,,,,
157.605,608,743424,1221,600.38,363,3620,0.004363696,-0.07333383916411548,0.2,0.028369140625,-0.0009045349695952609,0.49981075525283813,15.05795585811138,0.0003,5.653642654418945,,
149.38400000000001,608,745472,1224,585.82,364,3630,0.0059233913,-0.08833872334798798,0.2,0.026611328125,-0.0013210042263381184,0.43411028385162354,18.033277221024036,0.0003,7.7015533447265625,,
153.88400000000001,608,747520,1227,612.13,365,3640,0.005040965,-0.09497861540876329,0.2,0.032861328125,-0.0018785443884553389,0.403070867061615,16.67944857031107,0.0003,6.1814494132995605,,
152.334,609,749568,1230,605.5,366,3650,0.0020910283,-0.1022322838776745,0.2,0.027978515625,0.00010785477934405208,0.3783208131790161,27.527594757080077,0.0003,16.02705955505371,,
,,750000,,,,3660,0.0029426867,-0.08276433917926625,0.2,0.024072265625,-0.0004592285753460601,0.27900874614715576,20.69039115905762,0.0003,9.350318908691406,912.6,187.9
156.608,607,751616,1236,614.13,367,,,,,,,,,,,,
154.297,608,753664,1239,608.36,368,3670,0.0028375378,-0.07324409503489733,0.2,0.0203125,-0.0018852177337976173,0.17508041858673096,36.3289699614048,0.0003,10.786988258361816,,
151.364,608,755712,1242,597.85,369,3680,0.0023793417,-0.08583496051141992,0.2,0.023876953125,-0.0008981336184660904,0.2887922525405884,23.885955366492272,0.0003,9.207789421081543,,
153.962,608,757760,1245,604.77,370,3690,0.0053654015,-0.089153123262804,0.2,0.036474609375,-0.00011266132351011038,0.4004656672477722,17.259333005547525,0.0003,9.79174518585205,,
152.115,608,759808,1248,603.29,371,3700,0.0026820865,-0.09383778487099334,0.2,0.0232421875,0.00039901437412481755,0.29043692350387573,29.150637397170065,0.0003,12.05273723602295,,
,,760000,,,,3710,0.0018339795,-0.08926044821273535,0.2,0.030908203125,-0.0012504430051194504,0.34131741523742676,22.85213522911072,0.0003,7.809182167053223,763.0,140.72
154.371,607,761856,1253,606.89,372,,,,,,,,,,,,
156.242,607,763904,1256,616.13,373,3720,0.0022899406,-0.08764258035225794,0.2,0.0265625,-0.00010535028704907745,0.32459092140197754,21.194355930387974,0.0003,12.67219352722168,,
156.93999999999997,608,765952,1259,619.57,374,3730,0.0042654043,-0.09358127907617017,0.2,0.029296875,-0.0002245026989839971,0.4000469446182251,21.381536123156547,0.0003,8.375753402709961,,
157.383,608,768000,1262,617.0,375,3740,0.004755998,-0.08509042480145582,0.2,0.026708984375,-0.0014946637907996773,0.3651818633079529,15.571246358752251,0.0003,10.275165557861328,,
,,770000,,,,3750,0.0016343526,-0.08568053180351853,0.2,0.021435546875,-0.00048346107942052183,0.2910609841346741,30.477532678842543,0.0003,11.363144874572754,1680.4,115.3
155.46900000000002,606,770048,1270,610.53,376,,,,,,,,,,,,
152.276,606,772096,1273,601.72,377,3760,0.005849537,-0.07889004781609402,0.2,0.030810546875,-0.002292380099243019,0.2677169442176819,24.58473668694496,0.0003,9.496796607971191,,
147.27300000000002,606,774144,1276,597.28,378,3770,0.0069124303,-0.08495426861336455,0.2,0.033154296875,-0.002853866330406163,0.3640563488006592,21.32823748588562,0.0003,11.951606750488281,,
147.769,606,776192,1279,605.36,379,3780,0.0027018397,-0.07124331628438085,0.2,0.0228515625,-0.0006997550051892176,0.3494138717651367,16.382573819160463,0.0003,4.284841060638428,,
153.72200000000004,606,778240,1282,621.44,380,3790,0.0026396676,-0.08810361209325493,0.2,0.02548828125,-0.0003546423715306446,0.29916638135910034,16.36517682671547,0.0003,8.601465225219727,,
,,780000,,,,3800,0.0067193443,-0.08474371617194265,0.2,0.020703125,0.001119444220967125,0.303775429725647,17.464125341176988,0.0003,6.7046308517456055,776.4,87.82000000000001
154.15400000000002,605,780288,1287,625.29,381,,,,,,,,,,,,
151.911,606,782336,1290,619.09,382,3810,0.003463432,-0.11091564300004393,0.2,0.030859375,2.288751129526645e-05,0.32264453172683716,19.78598535954952,0.0003,10.388420104980469,,
153.801,606,784384,1293,624.32,383,3820,0.0018527816,-0.08947266881586984,0.2,0.028173828125,-0.001560113055165857,0.3098462224006653,28.310434573888777,0.0003,10.035340309143066,,
156.91199999999998,606,786432,1297,633.84,384,3830,0.002324143,-0.09342075339518488,0.2,0.02724609375,0.00014528147148666902,0.4018397331237793,18.776458708941938,0.0003,8.140103340148926,,
166.46400000000003,606,788480,1300,663.72,385,3840,0.0036709108,-0.09557092316681519,0.2,0.0296875,-0.0012022476526908576,0.3519660234451294,21.43234915137291,0.0003,10.223721504211426,,
,,790000,,,,3850,0.0058058607,-0.09894604289438576,0.2,0.042529296875,-0.0034308045607758684,0.5077426433563232,18.519753202795982,0.0003,7.842859268188477,1924.4,332.9
160.401,604,790528,1308,639.54,386,,,,,,,,,,,,
162.31000000000003,604,792576,1311,624.1,387,3860,0.0032357643,-0.08488944250857458,0.2,0.02197265625,-0.002554566875915043,0.2918093800544739,29.864091727137566,0.0003,8.99065113067627,,
