rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
-8.555,710,22528,31,139.25,11,100,0.007442307,-0.815227884426713,0.2,0.08828125,-0.008636932846275158,0.20144784450531006,2.4607507336884735,0.0003,0.6803497672080994,,
-8.532999999999998,714,24576,34,151.81,12,110,0.015083352,-0.857530577108264,0.2,0.144970703125,-0.012524332822067663,0.25407201051712036,1.65260645262897,0.0003,0.5505150556564331,,
-8.27,719,26624,37,164.68,13,120,0.006164563,-0.7340624962002039,0.2,0.0669921875,-0.007930046896217392,0.18183499574661255,2.498300017416477,0.0003,0.5750490427017212,,
-8.056999999999999,721,28672,39,177.25,14,130,0.003174956,-0.7539818067103624,0.2,0.035302734375,-0.004390846268506721,-0.011448144912719727,2.4738867906853557,0.0003,1.542493224143982,,
,,30000,,,,140,0.0063333637,-0.8196792351081967,0.2,0.07236328125,-0.006948082498274744,0.1905096173286438,3.2888268342241647,0.0003,1.4258463382720947,301.0,-10.0
-7.824,708,30720,43,193.46,15,,,,,,,,,,,,
-7.949000000000001,710,32768,46,208.5,16,150,0.009643262,-0.7470536874607205,0.2,0.1134765625,-0.007638776264502667,0.17557889223098755,1.8565179171040653,0.0003,0.6152056455612183,,
-7.622000000000001,713,34816,48,218.98,17,160,0.010299737,-0.7594136532396079,0.2,0.133984375,-0.008183846839528996,0.2279747724533081,1.8373094828799368,0.0003,1.5230375528335571,,
-7.473999999999998,715,36864,51,231.93,18,170,0.008056236,-0.7806746957823634,0.2,0.095703125,-0.009667559059744235,0.12971436977386475,2.031999720726162,0.0003,1.0339796543121338,,
-7.781999999999999,717,38912,54,241.58,19,180,0.006727912,-0.7401762004941702,0.2,0.09892578125,-0.006240211782278493,0.04613083600997925,2.974399849586189,0.0003,2.188894271850586,,
,,40000,,,,190,0.0050063515,-0.858530724234879,0.2,0.07626953125,-0.005046633283200208,0.10961449146270752,2.1692930736579,0.0003,1.5738790035247803,301.0,-10.040000000000001
-7.423999999999999,708,40960,57,259.03,20,,,,,,,,,,,,
-7.263,709,43008,60,272.53,21,200,0.007001432,-0.7878888733685017,0.2,0.06259765625,-0.0049209646495000925,0.08096081018447876,2.6474078726023436,0.0003,0.9782039523124695,,
-7.3839999999999995,712,45056,63,284.25,22,210,0.0065240813,-0.7263650473207235,0.2,0.048583984375,-0.00349249386053998,-0.001246809959411621,1.9977422907948494,0.0003,0.8339360356330872,,
