rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/value_loss,train/loss,train/explained_variance,train/approx_kl,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
187.0,747,586,-10.0,214,438272,0.00012032528548502341,0.005632194224745035,0.9999803900718689,0.0015539346,2130,0.0003,-0.1397232760442421,0.0162109375,0.2,4.608979652402923e-05,,
,,,,,440000,0.00010330939717277943,0.0020308687817305326,0.999984085559845,0.0023653503,2140,0.0003,-0.14189873808063566,0.016455078125,0.2,0.00038255605031736197,-10.0,187.0
187.0,746,589,-10.0,215,440320,,,,,,,,,,,,
187.0,746,592,-10.0,216,442368,0.0001473518243756189,-0.0017282023327425122,0.9999786019325256,0.002112785,2150,0.0003,-0.13893887207377703,0.021337890625,0.2,-9.825488086789846e-05,,
187.0,746,594,-10.0,217,444416,0.00016660645992487843,0.0018692740704864264,0.9999837875366211,0.0012367413,2160,0.0003,-0.14416244458407163,0.0228515625,0.2,-0.00010338039137423039,,
187.0,747,597,-10.0,218,446464,0.0001502721832508769,0.007018150761723518,0.9999808669090271,0.001391108,2170,0.0003,-0.11771359337726608,0.015380859375,0.2,0.0006504089455120265,,
187.0,747,600,-10.0,219,448512,0.0001226403900176365,0.012082632631063461,0.999982476234436,0.0009898122,2180,0.0003,-0.14818291238043457,0.025341796875,0.2,0.0005320515891071409,,
,,,,,450000,0.00011684070086062092,-0.00021375674987211823,0.9999823570251465,0.00050323585,2190,0.0003,-0.12637276963796468,0.01357421875,0.2,0.0008078865575953387,-10.0,187.0
187.0,746,603,-10.0,220,450560,,,,,,,,,,,,
187.0,746,606,-10.0,221,452608,0.00011896578049572782,0.004128600936383009,0.9999819993972778,0.00075594767,2200,0.0003,-0.1321175849530846,0.013037109375,0.2,0.0007308919710339978,,
187.0,746,608,-10.0,222,454656,0.0001156489533570948,-0.0005268185632303357,0.9999815225601196,0.0007906902,2210,0.0003,-0.13149993054103107,0.017919921875,0.2,0.0002746877755271271,,
187.0,746,611,-10.0,223,456704,0.00010355115913398549,-0.0034716306254267693,0.9999843239784241,0.0018632885,2220,0.0003,-0.11614220596384257,0.01904296875,0.2,-0.0003407207244890742,,
187.0,747,614,-10.0,224,458752,0.00011716343278749264,0.0029219435527920723,0.999984622001648,0.00066178665,2230,0.0003,-0.11372213116846978,0.017041015625,0.2,0.0005741078173741698,,
,,,,,460000,0.00013279383856570348,-0.0018115079728886485,0.9999856948852539,0.0015323855,2240,0.0003,-0.12029539404902607,0.016162109375,0.2,0.0008720822981558741,-10.0,187.0
187.0,746,617,-10.0,225,460800,,,,,,,,,,,,
187.0,746,619,-10.0,226,462848,0.00010961401274585114,-0.00017930896137841046,0.9999845027923584,0.00086171244,2250,0.0003,-0.1129373149597086,0.014111328125,0.2,0.00027035484818043186,,
187.0,746,622,-10.0,227,464896,0.00011521671542595869,0.0067403302527964115,0.9999839067459106,0.0016631542,2260,0.0003,-0.121313088061288,0.02275390625,0.2,0.0005147218442289158,,
187.0,746,625,-10.0,228,466944,0.00011117713103203641,0.0015601360937580466,0.9999855756759644,0.0011999442,2270,0.0003,-0.131725216913037,0.01953125,0.2,0.001176171685801819,,
187.0,746,628,-10.0,229,468992,9.52874477604837e-05,0.0036529351491481066,0.9999876022338867,0.0009664051,2280,0.0003,-0.11523394315736368,0.018701171875,0.2,8.809880673652515e-05,,
,,,,,470000,9.16697994966853e-05,0.009393682703375816,0.9999868869781494,0.0005503888,2290,0.0003,-0.12362241966184229,0.01640625,0.2,0.0009675544788478874,-10.0,187.0
187.0,746,631,-10.0,230,471040,,,,,,,,,,,,
187.0,746,633,-10.0,231,473088,0.00010983688370629352,0.010893982835114002,0.9999859929084778,0.004246647,2300,0.0003,-0.13396538966335356,0.023193359375,0.2,0.0007981058894074522,,
187.0,746,636,-10.0,232,475136,0.00016598736436321815,0.0004394855350255966,0.9999850392341614,0.0141685,2310,0.0003,-0.13181349416263402,0.04326171875,0.2,0.0023803017393220216,,
187.0,746,639,-10.0,233,477184,0.00012377093881354995,0.0412767231464386,0.9999876022338867,0.005493096,2320,0.0003,-0.13605269796680658,0.035107421875,0.2,0.0011776598985306919,,
187.0,746,641,-10.0,234,479232,9.545080949919793e-05,0.005212310701608658,0.9999850392341614,0.0043266024,2330,0.0003,-0.1368258256930858,0.01591796875,0.2,0.0008845817326800897,,
,,,,,480000,7.700346772026024e-05,-0.00105697987601161,0.9999874234199524,0.00059075514,2340,0.0003,-0.11196045093238353,0.0177734375,0.2,0.000577342847827822,-10.0,187.0
187.0,746,644,-10.0,235,481280,,,,,,,,,,,,
187.0,746,647,-10.0,236,483328,7.747779095836904e-05,-0.0038255879189819098,0.9999899864196777,0.0019273667,2350,0.0003,-0.12674800315871834,0.013427734375,0.2,0.00048758434568298983,,
187.0,746,650,-10.0,237,485376,0.00011446668640928692,0.010040352120995522,0.9999869465827942,0.001214819,2360,0.0003,-0.1313641675747931,0.017236328125,0.2,0.0011536355406860821,,
187.0,746,652,-10.0,238,487424,8.258159465981407e-05,-0.005592275410890579,0.999987781047821,0.0010504514,2370,0.0003,-0.10989660219056532,0.019775390625,0.2,0.0009093143075006082,,
187.0,746,655,-10.0,239,489472,9.400846524840745e-05,-0.00402169581502676,0.9999889731407166,0.0014644131,2380,0.0003,-0.12216004868969321,0.01416015625,0.2,-0.00040481910691596567,,
,,,,,490000,7.963489366602516e-05,0.0002060489059658721,0.999988853931427,0.0010746367,2390,0.0003,-0.11797650922089815,0.014599609375,0.2,0.00010607702715788036,-10.0,187.0
187.0,746,658,-10.0,240,491520,,,,,,,,,,,,
187.0,746,661,-10.0,241,493568,8.618227327019667e-05,0.0005894458154216409,0.99998939037323,0.0011422723,2400,0.0003,-0.11527038119966164,0.01767578125,0.2,0.0001661171183513943,,
187.0,746,663,-10.0,242,495616,8.609708613391832e-05,-0.004517643246799707,0.999989926815033,0.010346516,2410,0.0003,-0.13002785188145935,0.032470703125,0.2,-0.0010229276784230023,,
187.0,746,666,-10.0,243,497664,8.642606913156214e-05,-0.0009367886814288795,0.9999887347221375,0.0010353639,2420,0.0003,-0.12254080704879015,0.02001953125,0.2,0.0009530908573651686,,
187.0,746,669,-10.0,244,499712,7.170528302822277e-05,0.00592005392536521,0.9999884366989136,0.0021183896,2430,0.0003,-0.11258236384019256,0.021875,0.2,0.00020946174772689118,,
,,,,,500000,8.076127570006974e-05,-0.0003511798568069935,0.9999903440475464,0.0015020999,2440,0.0003,-0.12144255142193287,0.01533203125,0.2,0.0004527556389803067,-10.0,187.0
187.0,745,672,-10.0,245,501760,,,,,,,,,,,,
187.0,746,675,-10.0,246,503808,9.495243039054912e-05,-0.0016097453190013766,0.9999880790710449,0.00091418735,2450,0.0003,-0.11629190136445686,0.012353515625,0.2,0.0008026221767067909,,
187.0,746,677,-10.0,247,505856,7.750155234589328e-05,-0.011888360604643822,0.9999891519546509,0.008266881,2460,0.0003,-0.14673046846874058,0.05947265625,0.2,-0.002302041774964891,,
187.0,746,680,-10.0,248,507904,7.780763353366637e-05,-0.006312655285000801,0.9999906420707703,0.0007560729,2470,0.0003,-0.12814968251623213,0.0111328125,0.2,-6.418490083888173e-05,,
187.0,746,683,-10.0,249,509952,0.0001485856812394104,-0.004788535181432962,0.9999914765357971,0.004056262,2480,0.0003,-0.1233731799875386,0.018505859375,0.2,0.0004739749972941354,,
,,,,,510000,5.340525429460285e-05,-0.0017573455115780234,0.9999911785125732,0.00058013125,2490,0.0003,-0.11197957484982908,0.01298828125,0.2,0.00012372369674267246,-10.0,187.0
187.0,746,686,-10.0,250,512000,,,,,,,,,,,,
187.0,746,688,-10.0,251,514048,7.365571153172823e-05,-0.006741250399500132,0.9999903440475464,0.0014431796,2500,0.0003,-0.12854388093110175,0.01923828125,0.2,0.0002992928013554774,,
187.0,746,691,-10.0,252,516096,7.020478611252656e-05,0.00037712868652306497,0.9999921917915344,0.00217599,2510,0.0003,-0.13057868429459632,0.018701171875,0.2,-0.0002234223415143788,,
187.0,746,694,-10.0,253,518144,7.271276346898503e-05,0.001664055627770722,0.9999938607215881,0.0015464379,2520,0.0003,-0.11619593215873465,0.0208984375,0.2,0.001099198691372294,,
,,,,,520000,0.00011631784754229102,0.0004933965392410755,0.9999935030937195,0.0018809148,2530,0.0003,-0.10679647671058774,0.021826171875,0.2,0.0018420085092657247,-10.0,187.0
187.0,746,697,-10.0,254,520192,,,,,,,,,,,,
187.0,746,699,-10.0,255,522240,7.715670236052574e-05,-0.0018389567267149687,0.9999920725822449,0.000968899,2540,0.0003,-0.12967246343614533,0.021875,0.2,0.0010732373528298921,,
187.0,746,702,-10.0,256,524288,7.482030902963288e-05,0.00012960308231413364,0.9999938011169434,0.0011422258,2550,0.0003,-0.11725788952317089,0.021875,0.2,0.000972482789075002,,
187.0,746,705,-10.0,257,526336,7.18520053226257e-05,-0.0027416141238063574,0.9999917149543762,0.002608321,2560,0.0003,-0.12077262795064599,0.025634765625,0.2,-0.0005413557591964491,,
187.0,746,707,-10.0,258,528384,9.622836755340813e-05,-0.0003360505506861955,0.9999920725822449,0.0013082179,2570,0.0003,-0.09484550707275048,0.02392578125,0.2,0.00043467734940350056,,
,,,,,530000,5.5287385328028905e-05,0.0004965951666235924,0.9999921917915344,0.0010460484,2580,0.0003,-0.11960555595578626,0.0216796875,0.2,-7.69042206229642e-05,-10.0,187.0
187.0,746,710,-10.0,259,530432,,,,,,,,,,,,
187.0,746,713,-10.0,260,532480,6.267191895972246e-05,0.002177030313760042,0.9999926090240479,0.0006360883,2590,0.0003,-0.12286335651297123,0.015771484375,0.2,0.0006190530621097423,,
187.0,746,715,-10.0,261,534528,5.573679996473402e-05,0.0005265731015242636,0.9999927878379822,0.0028405054,2600,0.0003,-0.13226269712904468,0.0345703125,0.2,0.0014324541494715958,,
187.0,746,718,-10.0,262,536576,0.00024283024141595887,-0.0024037978146225214,0.999992311000824,0.0013597407,2610,0.0003,-0.11125735421665013,0.013818359375,0.2,0.00045388067519525066,,
187.0,746,721,-10.0,263,538624,4.244497556840088e-05,-0.003242119448259473,0.9999943375587463,0.0024165874,2620,0.0003,-0.11580120819853619,0.02265625,0.2,0.0014644715920439921,,
,,,,,540000,4.9916318030795995e-05,-0.0036375445779412985,0.9999929666519165,0.0014511012,2630,0.0003,-0.11583508430048824,0.01748046875,0.2,0.00045849323796574024,-10.0,187.0
187.0,746,724,-10.0,264,540672,,,,,,,,,,,,
187.0,746,727,-10.0,265,542720,8.073278073368328e-05,0.001365237170830369,0.9999930262565613,0.0012108929,2640,0.0003,-0.10416805294808,0.02333984375,0.2,0.0008291856589494273,,
187.0,746,729,-10.0,266,544768,6.761574280460536e-05,-0.012665371410548687,0.999993622303009,0.0031885547,2650,0.0003,-0.10494579429505393,0.028662109375,0.2,-0.0017752259504050017,,
187.0,746,732,-10.0,267,546816,4.741175101514727e-05,0.012282208539545536,0.9999947547912598,0.001668758,2660,0.0003,-0.10848750178702175,0.01923828125,0.2,0.0005192332086153328,,
187.0,746,735,-10.0,268,548864,0.00037562834465347804,-0.001525840605609119,0.9999940395355225,0.0013982521,2670,0.0003,-0.11947417482733727,0.0203125,0.2,0.0005849780645803548,,
,,,,,550000,4.971307754146892e-05,-0.0038910452276468277,0.9999914169311523,0.0016981615,2680,0.0003,-0.11032006209716201,0.02109375,0.2,-0.0006939268903806805,-10.0,187.0
187.0,746,738,-10.0,269,550912,,,,,,,,,,,,
187.0,746,740,-10.0,270,552960,0.00018394707899744845,-0.004312712233513594,0.9999940991401672,0.0011437233,2690,0.0003,-0.09932914862874895,0.015283203125,0.2,0.0003919110444257967,,
187.0,746,743,-10.0,271,555008,3.7604937352853086e-05,0.002348508220165968,0.999994695186615,0.0016273762,2700,0.0003,-0.10696516539901495,0.0216796875,0.2,-0.00016113135789055377,,
187.0,746,746,-10.0,272,557056,4.459667178480231e-05,-0.0025550725404173136,0.9999950528144836,0.0014720624,2710,0.0003,-0.10581785668618977,0.02470703125,0.2,0.0014728304056916385,,
187.0,746,748,-10.0,273,559104,4.417594002177338e-05,-0.0020547506865113974,0.9999944567680359,0.0028710263,2720,0.0003,-0.10765710843261331,0.01943359375,0.2,0.001168564627005253,,
,,,,,560000,4.6528256393685294e-05,0.00531111191958189,0.9999945759773254,0.0011768667,2730,0.0003,-0.09712511133402586,0.014306640625,0.2,-5.7921113329939546e-05,-10.0,187.0
187.0,745,752,-10.0,274,561152,,,,,,,,,,,,
187.0,745,755,-10.0,275,563200,7.284959294935333e-05,0.002470719628036022,0.9999951124191284,0.001222075,2740,0.0003,-0.09844084669603034,0.019384765625,0.2,0.0013196195490309038,,
187.0,745,757,-10.0,276,565248,0.00026892745935072073,0.005083322990685701,0.9999936819076538,0.004730609,2750,0.0003,-0.1107776433113031,0.0306640625,0.2,0.000248143298085779,,
187.0,745,760,-10.0,277,567296,3.013738498083285e-05,0.000903597567230463,0.9999951124191284,0.0022371481,2760,0.0003,-0.09822862263536081,0.016552734375,0.2,0.00022747770854039117,,
187.0,745,763,-10.0,278,569344,0.00010218643951418472,0.0031405389308929443,0.999993622303009,0.0011966876,2770,0.0003,-0.09130502811167389,0.016650390625,0.2,0.0004773935070261359,,
,,,,,570000,3.785431673009043e-05,0.0002097721298923716,0.9999935030937195,0.0014648081,2780,0.0003,-0.08560704244300724,0.017333984375,0.2,-0.0002327105961740017,-10.0,187.0
187.0,745,766,-10.0,279,571392,,,,,,,,,,,,
187.0,745,768,-10.0,280,573440,4.539341635165783e-05,-0.0035696509294211864,0.9999929666519165,0.003001032,2790,0.0003,-0.10635894436854869,0.03154296875,0.2,0.0007951114443130791,,
187.0,745,771,-10.0,281,575488,9.627964993796922e-05,0.0006777472444809973,0.9999945759773254,0.0009241807,2800,0.0003,-0.09232201274717226,0.014453125,0.2,0.0003941692790249363,,
187.0,745,774,-10.0,282,577536,4.129660958085424e-05,0.009111663326621056,0.9999951124191284,0.0012063255,2810,0.0003,-0.10071978074265645,0.023681640625,0.2,9.377403184771538e-05,,
187.0,745,777,-10.0,283,579584,0.00022185600464865728,-0.002545303665101528,0.9999944567680359,0.0008443075,2820,0.0003,-0.08767777316970751,0.0220703125,0.2,6.217410264071077e-05,,
,,,,,580000,3.565969985572792e-05,-0.006410476751625538,0.9999956488609314,0.0046004374,2830,0.0003,-0.10285400843713433,0.025244140625,0.2,0.0016234942682785912,-10.0,187.0
187.0,745,780,-10.0,284,581632,,,,,,,,,,,,
187.0,745,782,-10.0,285,583680,0.0002498674811079127,0.010585163719952106,0.9999956488609314,0.0077257142,2840,0.0003,-0.09950730751734227,0.0310546875,0.2,-0.0007294912153156474,,
187.0,745,785,-10.0,286,585728,3.50667796652715e-05,-0.00013624005077872425,0.9999957084655762,0.0015440389,2850,0.0003,-0.09563693071249872,0.013818359375,0.2,0.0011664117104373873,,
187.0,746,787,-10.0,287,587776,5.467296025756241e-05,-0.004700867459177971,0.9999952912330627,0.0014303619,2860,0.0003,-0.09501188870053738,0.019189453125,0.2,0.0010263025076710619,,
187.0,746,790,-10.0,288,589824,5.9426666189210665e-05,0.001831280766054988,0.9999958872795105,0.0019243329,2870,0.0003,-0.09404471976449713,0.01708984375,0.2,0.0013494637940311804,,
,,,,,590000,4.047013453316595e-05,-0.0024272047448903322,0.9999954700469971,0.0012633351,2880,0.0003,-0.07853112781886011,0.020849609375,0.2,-0.000684550532605499,-10.0,187.0
187.0,745,793,-10.0,289,591872,,,,,,,,,,,,
187.0,745,796,-10.0,290,593920,8.897604679418692e-05,-0.007266530301421881,0.9999954700469971,0.00164246,2890,0.0003,-0.07649165634647943,0.01845703125,0.2,0.0009602704521967098,,
187.0,746,798,-10.0,291,595968,0.00011975064047078376,0.000215757594560273,0.9999950528144836,0.0012080175,2900,0.0003,-0.09161785112228245,0.022216796875,0.2,0.0020415353501448408,,
187.0,746,801,-10.0,292,598016,0.00011702256180257109,0.013238262385129929,0.9999959468841553,0.0023370655,2910,0.0003,-0.08037047432153485,0.02236328125,0.2,0.001322384725790471,,
,,,,,600000,0.0002334363359508984,0.02754911035299301,0.9999955296516418,0.001991953,2920,0.0003,-0.08570485775126144,0.014697265625,0.2,0.002231191948521882,-10.0,187.0
187.0,745,804,-10.0,293,600064,,,,,,,,,,,,
187.0,745,807,-10.0,294,602112,2.172838132423749e-05,0.01377713680267334,0.9999963641166687,0.0016632947,2930,0.0003,-0.0888265662419144,0.020361328125,0.2,0.0018979818662046455,,
187.0,745,810,-10.0,295,604160,2.3551959074552542e-05,-0.00716795539483428,0.9999966025352478,0.0012442186,2940,0.0003,-0.08750661447411404,0.017333984375,0.2,0.0012097557046217844,,
187.0,745,812,-10.0,296,606208,9.564862069737501e-05,-0.002685151994228363,0.9999958872795105,0.0015732588,2950,0.0003,-0.092081051657442,0.018017578125,0.2,0.002207467093830928,,
187.0,745,815,-10.0,297,608256,5.5724931760892106e-05,-0.005453677382320166,0.9999942183494568,0.0016586517,2960,0.0003,-0.08798328039702027,0.02978515625,0.2,0.0014616795582696796,,
,,,,,610000,7.312488897071034e-05,0.003028000006452203,0.9999958276748657,0.0010671366,2970,0.0003,-0.09093444711761549,0.023779296875,0.2,0.0020034483139170335,-10.0,187.0
187.0,745,818,-10.0,298,610304,,,,,,,,,,,,
187.0,745,821,-10.0,299,612352,0.00013172254878384136,0.00036211745464242995,0.9999959468841553,0.0021714976,2980,0.0003,-0.0904616644489579,0.0181640625,0.2,0.00023973251809366046,,
187.0,745,824,-10.0,300,614400,0.00014344815577373992,0.0005450518801808357,0.9999967217445374,0.0010802071,2990,0.0003,-0.07191354934475384,0.01826171875,0.2,-0.0002652681345352903,,
187.0,745,827,-10.0,301,616448,9.576210067905322e-05,-0.01267063058912754,0.9999945759773254,0.0062826825,3000,0.0003,-0.08303978526964784,0.03134765625,0.2,0.0012260904593858867,,
187.0,745,829,-10.0,302,618496,0.0004910953507732075,-0.0055471742525696754,0.9999967217445374,0.0005990482,3010,0.0003,-0.08731206515803933,0.024951171875,0.2,0.001986474136356264,,
,,,,,620000,1.9283884610388215e-05,-0.01256953738629818,0.9999969601631165,0.0036977069,3020,0.0003,-0.07457708862493746,0.020703125,0.2,-0.00023997237149160356,-10.0,187.0
187.0,745,832,-10.0,303,620544,,,,,,,,,,,,
187.0,744,835,-10.0,304,622592,2.4394254764104063e-05,0.013983898796141148,0.9999964833259583,0.002194702,3030,0.0003,-0.07329360060393811,0.014306640625,0.2,0.00022000565368216485,,
187.0,745,838,-10.0,305,624640,6.971437009894998e-05,-0.004687497857958078,0.9999949336051941,0.0037732706,3040,0.0003,-0.0968594494392164,0.03603515625,0.2,0.002557304623769596,,
187.0,745,841,-10.0,306,626688,3.2407550139623706e-05,-0.0018861155258491635,0.9999961256980896,0.0009314136,3050,0.0003,-0.09031051648780704,0.030908203125,0.2,0.0012738847653963603,,
187.0,745,843,-10.0,307,628736,2.9651711534484094e-05,-0.002771945670247078,0.9999945759773254,0.003137592,3060,0.0003,-0.08048772644251585,0.025732421875,0.2,0.001417957921512425,,
,,,,,630000,7.98112625716385e-05,-0.004052620381116867,0.9999949336051941,0.004064699,3070,0.0003,-0.09022615829017014,0.0322265625,0.2,-0.0009670848128735087,-10.0,187.0
187.0,744,847,-10.0,308,630784,,,,,,,,,,,,
187.0,744,849,-10.0,309,632832,6.655718998445081e-05,-0.002377808094024658,0.9999955296516418,0.0007727131,3080,0.0003,-0.08549311836832203,0.02451171875,0.2,0.00043441626767162236,,
187.0,744,852,-10.0,310,634880,0.0007239704405520797,0.0010619311360642314,0.9999963045120239,0.00061335356,3090,0.0003,-0.0971106962300837,0.02265625,0.2,0.0016584535464062356,,
187.0,744,855,-10.0,311,636928,2.0914107925307234e-05,-0.010664761997759342,0.9999966621398926,0.0022995607,3100,0.0003,-0.08655313028721139,0.020751953125,0.2,0.0016014992666896432,,
187.0,744,858,-10.0,312,638976,2.7419912066761752e-05,-0.004690797533839941,0.9999958872795105,0.0025884174,3110,0.0003,-0.08015985536621884,0.02041015625,0.2,0.0009636469039833173,,
,,,,,640000,3.4006515542728265e-05,-0.013042852282524109,0.9999963045120239,0.0008358215,3120,0.0003,-0.09656049315817654,0.018310546875,0.2,0.0014674885038402862,-10.0,187.0
187.0,744,861,-10.0,313,641024,,,,,,,,,,,,
187.0,743,864,-10.0,314,643072,0.00022376957744256741,-0.004262472037225962,0.9999960064888,0.0014103189,3130,0.0003,-0.09005590508459135,0.0203125,0.2,0.002122240499011241,,
187.0,743,867,-10.0,315,645120,0.0004695796209347236,0.008708741515874863,0.9999961256980896,0.001498279,3140,0.0003,-0.08362503295065835,0.016064453125,0.2,-0.0003596355265472084,,
187.0,743,870,-10.0,316,647168,3.735409322587202e-05,-0.016135361045598984,0.9999908804893494,0.005225332,3150,0.0003,-0.08558021681965329,0.028271484375,0.2,0.0003407722819247283,,
187.0,743,872,-10.0,317,649216,2.829729829159078e-05,-0.006071990355849266,0.9999958276748657,0.0042864075,3160,0.0003,-0.09012513273628428,0.02177734375,0.2,0.0015002335756435059,,
,,,,,650000,5.140039663160678e-05,0.002814345061779022,0.9999952912330627,0.0022484618,3170,0.0003,-0.09243993785930797,0.022802734375,0.2,0.002284332456474658,-10.0,187.0
187.0,743,876,-10.0,318,651264,,,,,,,,,,,,
187.0,743,878,-10.0,319,653312,4.67773723727305e-05,0.010510454885661602,0.9999959468841553,0.004176299,3180,0.0003,-0.09393187757814303,0.033984375,0.2,0.0027129651367431506,,
187.0,743,881,-10.0,320,655360,0.00044098768259459575,-0.0017008528811857104,0.999992311000824,0.0014908377,3190,0.0003,-0.0890599379723426,0.0251953125,0.2,7.920760835986585e-05,,
187.0,743,884,-10.0,321,657408,2.8293684277969077e-05,-0.00037380895810201764,0.9999962449073792,0.0018755696,3200,0.0003,-0.07846164917573333,0.01904296875,0.2,0.001796167209977284,,
187.0,743,886,-10.0,322,659456,2.9388622157000554e-05,-0.009721145033836365,0.999996542930603,0.0014063627,3210,0.0003,-0.09208714467240497,0.01923828125,0.2,0.0024200939980801193,,
,,,,,660000,2.6236643607546738e-05,7.433713471982628e-05,0.9999960660934448,0.0008239577,3220,0.0003,-0.08943380839191377,0.020166015625,0.2,0.0022693900784361174,-10.0,187.0
187.0,743,889,-10.0,323,661504,,,,,,,,,,,,
187.0,743,892,-10.0,324,663552,0.0004086523052052371,-0.007014035247266293,0.9999963641166687,0.00051292696,3230,0.0003,-0.07902952129370533,0.02412109375,0.2,0.0010936126695014537,,
187.0,743,895,-10.0,325,665600,1.9690966966834365e-05,0.014944363385438919,0.9999967813491821,0.0010051555,3240,0.0003,-0.08674023622879759,0.016943359375,0.2,0.00028913405985804276,,
187.0,743,897,-10.0,326,667648,0.0001507607320064608,-0.001694827456958592,0.999997079372406,0.0017867954,3250,0.0003,-0.07777367435046471,0.027734375,0.2,0.0037519049423281104,,
187.0,743,900,-10.0,327,669696,8.267901953047385e-05,-0.005008845590054989,0.9999961256980896,0.0016188157,3260,0.0003,-0.07621573560754769,0.0208984375,0.2,0.0009599161916412413,,
,,,,,670000,2.2084531877908375e-05,-0.00293587613850832,0.999995231628418,0.0022527056,3270,0.0003,-0.07944769203895703,0.0251953125,0.2,-0.0006908093419042416,-10.0,187.0
187.0,743,903,-10.0,328,671744,,,,,,,,,,,,
187.0,743,906,-10.0,329,673792,7.243964928136393e-05,-0.014953217469155788,0.9999963641166687,0.00087874086,3280,0.0003,-0.0784492893202696,0.01904296875,0.2,0.0011671579879475758,,
187.0,743,909,-10.0,330,675840,5.5862390607330783e-05,-0.0024656543973833323,0.9999963641166687,0.001055989,3290,0.0003,-0.08760683212894946,0.029833984375,0.2,0.001014037654385902,,
187.0,743,911,-10.0,331,677888,3.6133916226788186e-05,0.004945193883031607,0.9999966025352478,0.0024919016,3300,0.0003,-0.07952950267354027,0.020068359375,0.2,0.0003193235897924751,,
187.0,743,914,-10.0,332,679936,0.0001992587827146508,0.051364295184612274,0.9999969005584717,0.0032632397,3310,0.0003,-0.09509099707938731,0.02626953125,0.2,0.001975037093507126,,
,,,,,680000,2.797540078347538e-05,-0.0003679649671539664,0.9999973177909851,0.0017587121,3320,0.0003,-0.08417927658883854,0.0189453125,0.2,0.00039015959482640027,-10.0,187.0
187.0,743,917,-10.0,333,681984,,,,,,,,,,,,
187.0,743,919,-10.0,334,684032,4.2522886333529185e-05,-0.0016682377317920327,0.9999968409538269,0.004265179,3330,0.0003,-0.08923696720739827,0.027001953125,0.2,0.0013638178555993364,,
187.0,743,922,-10.0,335,686080,2.5684927419433733e-05,0.005066676065325737,0.9999970197677612,0.0020040777,3340,0.0003,-0.08638258740538732,0.020849609375,0.2,0.0008648735500173643,,
187.0,743,925,-10.0,336,688128,0.0001645362282260976,0.00014402640226762742,0.9999973177909851,0.0018946921,3350,0.0003,-0.08445005192188546,0.026318359375,0.2,0.001519566490605939,,
,,,,,690000,8.004939271302191e-05,7.125287083908916e-05,0.9999969005584717,0.0024088358,3360,0.0003,-0.07800155459553934,0.0234375,0.2,0.001076189469313249,-10.0,187.0
187.0,743,928,-10.0,337,690176,,,,,,,,,,,,
187.0,743,930,-10.0,338,692224,2.4840320908481316e-05,-0.049086570739746094,0.999993085861206,0.21685967,3370,0.0003,-0.10470797219313681,0.096728515625,0.2,-0.0038880392996361477,,
187.0,743,933,-10.0,339,694272,0.0005497387574706636,0.028421442955732346,0.9999960064888,0.015047012,3380,0.0003,-0.1184956950484775,0.048876953125,0.2,0.0031099919375265016,,
187.0,743,936,-10.0,340,696320,0.0001766880400282389,-0.014127579517662525,0.9999901056289673,0.0064107226,3390,0.0003,-0.11823803528677672,0.0501953125,0.2,0.004051674625952728,,
187.0,743,938,-10.0,341,698368,2.9117095645858627e-05,-0.0017924270359799266,0.9999951720237732,0.0033682808,3400,0.0003,-0.10878862926037983,0.029541015625,0.2,0.0015938496697344817,,
,,,,,700000,2.611352147994239e-05,0.013507447205483913,0.999995768070221,0.0013319643,3410,0.0003,-0.10619812712538987,0.01953125,0.2,0.00020405651448527352,-10.0,187.0
187.0,743,941,-10.0,342,700416,,,,,,,,,,,,
186.95,743,944,-10.0,343,702464,2.56349658087629e-05,-9.833555668592453e-05,0.9999960660934448,0.0011003651,3420,0.0003,-0.10220783834229223,0.017724609375,0.2,0.0006731241621309892,,
186.95,743,947,-10.0,344,704512,0.0010335344349186927,-0.006870754063129425,0.999829888343811,0.0007590043,3430,0.0003,-0.10877286525210365,0.021826171875,0.2,0.0006572998157935217,,
186.95,743,949,-10.0,345,706560,0.000105959252618959,-0.011926177889108658,0.9999679923057556,0.0012450921,3440,0.0003,-0.09234748694580049,0.01767578125,0.2,-0.0013672928122105076,,
186.95,744,952,-10.0,346,708608,3.507562704214706e-05,-0.0026845706161111593,0.9999902248382568,0.002615991,3450,0.0003,-0.11191264553926886,0.030224609375,0.2,-0.0012645974376937375,,
,,,,,710000,3.017849781059567e-05,-0.004888967145234346,0.999995768070221,0.023612179,3460,0.0003,-0.13690526039572432,0.086279296875,0.2,-0.0008042603483772836,-10.0,187.0
186.95,743,955,-10.0,347,710656,,,,,,,,,,,,
186.95,743,957,-10.0,348,712704,2.5613505989952046e-05,0.011549870483577251,0.9999960660934448,0.0076629072,3470,0.0003,-0.12528208941221236,0.0369140625,0.2,0.0012911822443129495,,
186.95,744,960,-10.0,349,714752,3.585378256474314e-05,-0.0024081470910459757,0.9999963641166687,0.0015479997,3480,0.0003,-0.11905084152240306,0.01171875,0.2,0.0006205679339473136,,
186.95,744,963,-10.0,350,716800,0.0001427111287100047,-0.0017284932546317577,0.9999960660934448,0.00038028014,3490,0.0003,-0.1242634933674708,0.017333984375,0.2,0.0018829261753126048,,
